Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.0852,0.5669,0.3479,1
2,0.0079,0.2744,0.7177,1
3,0.0048,0.0562,0.939,1
4,0.0118,0.008,0.9802,1
5,0.0234,0.0072,0.9694,1
6,0.0389,0.0096,0.9515,1
7,0.0585,0.0127,0.9288,1
8,0.0798,0.0155,0.9047,1
9,0.103,0.0176,0.8794,1
10,0.1283,0.0204,0.8513,1
11,0.1555,0.0234,0.8211,1
12,0.1841,0.0269,0.789,1
13,0.2134,0.0315,0.7551,1
14,0.2427,0.0342,0.7231,1
15,0.2717,0.0384,0.6899,1
16,0.3005,0.0421,0.6574,1
17,0.3281,0.0479,0.624,1
18,0.3538,0.0529,0.5933,1
19,0.3774,0.0593,0.5633,1
20,0.3995,0.0655,0.535,1
21,0.4203,0.075,0.5047,1
22,0.4354,0.0802,0.4844,1
23,0.4458,0.0881,0.4661,1
24,0.4507,0.0945,0.4548,1
25,0.4516,0.1044,0.444,1
26,0.4495,0.11,0.4405,1
27,0.4445,0.118,0.4375,1
28,0.4384,0.1242,0.4374,1
29,0.4267,0.1316,0.4417,1
30,0.4131,0.1381,0.4488,1
31,0.3955,0.1467,0.4578,1
32,0.3767,0.153,0.4703,1
33,0.355,0.159,0.486,1
34,0.3317,0.1605,0.5078,1
35,0.3119,0.1573,0.5308,1
36,0.2925,0.1476,0.5599,1
37,0.2753,0.1412,0.5835,1
38,0.2564,0.1377,0.6059,1
39,0.2361,0.1346,0.6293,1
40,0.2162,0.1382,0.6456,1
41,0.1971,0.1368,0.6661,1
42,0.1791,0.1364,0.6845,1
43,0.1648,0.1305,0.7047,1
44,0.1553,0.1174,0.7273,1
45,0.1473,0.1053,0.7474,1
46,0.1401,0.1019,0.758,1
47,0.1337,0.1026,0.7637,1
48,0.1273,0.103,0.7697,1
49,0.1219,0.1021,0.776,1
50,0.1158,0.1049,0.7793,1
51,0.1095,0.1041,0.7864,1
52,0.104,0.1076,0.7884,1
53,0.0985,0.1076,0.7939,1
54,0.0931,0.1069,0.8,1
55,0.0879,0.1099,0.8022,1
56,0.0838,0.1092,0.807,1
57,0.0804,0.1062,0.8134,1
58,0.0778,0.1072,0.815,1
59,0.0754,0.1067,0.8179,1
60,0.0744,0.1088,0.8168,1
61,0.0748,0.1043,0.8209,1
62,0.076,0.1014,0.8226,1
63,0.0779,0.1005,0.8216,1
64,0.0798,0.1048,0.8154,1
65,0.0813,0.1071,0.8116,1
66,0.0822,0.1117,0.8061,1
67,0.083,0.1115,0.8055,1
68,0.0834,0.1162,0.8004,1
69,0.0841,0.1151,0.8008,1
70,0.0832,0.1149,0.8019,1
71,0.0822,0.1147,0.8031,1
72,0.081,0.1168,0.8022,1
73,0.0792,0.1184,0.8024,1
74,0.0772,0.1206,0.8022,1
75,0.0745,0.1241,0.8014,1
76,0.074,0.1219,0.8041,1
77,0.0742,0.1171,0.8087,1
78,0.0747,0.1171,0.8082,1
79,0.0753,0.1176,0.8071,1
80,0.0753,0.1199,0.8048,1
81,0.0743,0.1211,0.8046,1
82,0.0699,0.1219,0.8082,1
83,0.0634,0.1189,0.8177,1
84,0.0582,0.118,0.8238,1
85,0.0596,0.108,0.8324,1
86,0.0603,0.0986,0.8411,1
87,0.0605,0.0943,0.8452,1
88,0.0612,0.0962,0.8426,1
89,0.0621,0.0961,0.8418,1
90,0.0634,0.0962,0.8404,1
91,0.0641,0.0975,0.8384,1
92,0.0644,0.0993,0.8363,1
93,0.0648,0.1021,0.8331,1
