Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.5598,0.3436,0.0966,1
2,0.2432,0.7245,0.0323,1
3,0.0603,0.8894,0.0503,1
4,0.0318,0.8713,0.0969,1
5,0.0421,0.7955,0.1624,1
6,0.0542,0.7072,0.2386,1
7,0.0743,0.6059,0.3198,1
8,0.0967,0.5093,0.394,1
9,0.1149,0.4318,0.4533,1
10,0.137,0.3708,0.4922,1
11,0.1525,0.3383,0.5092,1
12,0.1654,0.3273,0.5073,1
13,0.1744,0.3295,0.4961,1
14,0.183,0.3411,0.4759,1
15,0.1946,0.3576,0.4478,1
16,0.2016,0.3849,0.4135,1
17,0.2006,0.4202,0.3792,1
18,0.2052,0.4499,0.3449,1
19,0.2062,0.4809,0.3129,1
20,0.2021,0.5134,0.2845,1
21,0.1907,0.5458,0.2635,1
22,0.1821,0.5633,0.2546,1
23,0.183,0.5677,0.2493,1
24,0.1773,0.5728,0.2499,1
25,0.172,0.5701,0.2579,1
26,0.1732,0.5599,0.2669,1
27,0.1724,0.5498,0.2778,1
28,0.1718,0.5336,0.2946,1
29,0.1768,0.5064,0.3168,1
30,0.1899,0.4782,0.3319,1
31,0.1957,0.4607,0.3436,1
32,0.2024,0.4432,0.3544,1
33,0.2096,0.4278,0.3626,1
34,0.2154,0.4134,0.3712,1
35,0.2166,0.4116,0.3718,1
36,0.222,0.4079,0.3701,1
37,0.2167,0.4273,0.356,1
38,0.2238,0.4346,0.3416,1
39,0.2224,0.4497,0.3279,1
40,0.2221,0.4593,0.3186,1
41,0.2171,0.4737,0.3092,1
42,0.2122,0.4802,0.3076,1
43,0.2012,0.4857,0.3131,1
44,0.1963,0.4805,0.3232,1
45,0.1928,0.4721,0.3351,1
46,0.1889,0.4572,0.3539,1
47,0.1802,0.4462,0.3736,1
48,0.1876,0.4286,0.3838,1
49,0.1948,0.4183,0.3869,1
50,0.1956,0.4176,0.3868,1
51,0.1993,0.4135,0.3872,1
52,0.2071,0.4084,0.3845,1
53,0.2099,0.4159,0.3742,1
54,0.2137,0.4199,0.3664,1
55,0.2095,0.4305,0.36,1
56,0.2131,0.4342,0.3527,1
57,0.2129,0.4443,0.3428,1
58,0.2136,0.449,0.3374,1
59,0.2155,0.4521,0.3324,1
60,0.225,0.4479,0.3271,1
61,0.2231,0.4557,0.3212,1
62,0.2242,0.4518,0.324,1
63,0.218,0.4476,0.3344,1
64,0.22,0.4401,0.3399,1
65,0.2174,0.4429,0.3397,1
66,0.2249,0.4375,0.3376,1
67,0.2291,0.4416,0.3293,1
68,0.2338,0.4464,0.3198,1
69,0.2332,0.4546,0.3122,1
70,0.2342,0.4548,0.311,1
71,0.2395,0.4538,0.3067,1
72,0.2379,0.4543,0.3078,1
73,0.2272,0.4649,0.3079,1
74,0.2194,0.4685,0.3121,1
75,0.2252,0.4624,0.3124,1
76,0.2335,0.4532,0.3133,1
77,0.235,0.4502,0.3148,1
78,0.2336,0.4552,0.3112,1
79,0.2334,0.4576,0.309,1
80,0.2235,0.4703,0.3062,1
81,0.212,0.4797,0.3083,1
82,0.2038,0.4837,0.3125,1
83,0.2099,0.4738,0.3163,1
84,0.2162,0.4644,0.3194,1
85,0.2273,0.4545,0.3182,1
86,0.2247,0.4619,0.3134,1
87,0.2164,0.4722,0.3114,1
88,0.2155,0.4773,0.3072,1
89,0.2171,0.4819,0.301,1
90,0.2188,0.4803,0.3009,1
91,0.2236,0.4675,0.3089,1
92,0.2329,0.4446,0.3225,1
93,0.2233,0.4482,0.3285,1
94,0.2271,0.4361,0.3368,1
95,0.2375,0.4285,0.334,1
96,0.2422,0.4296,0.3282,1
97,0.2439,0.4334,0.3227,1
98,0.2397,0.4435,0.3168,1
99,0.2328,0.4583,0.3089,1
100,0.2307,0.4671,0.3022,1
101,0.2264,0.4725,0.3011,1
102,0.2263,0.475,0.2987,1
103,0.2274,0.4753,0.2973,1
104,0.2165,0.484,0.2995,1
105,0.2204,0.4707,0.3089,1
106,0.23,0.4534,0.3166,1
107,0.2336,0.4471,0.3193,1
108,0.2374,0.4424,0.3202,1
109,0.2418,0.4369,0.3213,1
110,0.2321,0.4409,0.327,1
111,0.2183,0.4517,0.33,1
112,0.2223,0.4394,0.3383,1
113,0.2283,0.433,0.3387,1
114,0.2305,0.4291,0.3404,1
115,0.231,0.4285,0.3405,1
116,0.2368,0.4253,0.3379,1
117,0.2492,0.423,0.3278,1
118,0.2624,0.4196,0.318,1
119,0.2664,0.4278,0.3058,1
120,0.2546,0.451,0.2944,1
121,0.2377,0.479,0.2833,1
122,0.2268,0.4864,0.2868,1
123,0.2254,0.4817,0.2929,1
124,0.2247,0.4691,0.3062,1
125,0.2308,0.4518,0.3174,1
126,0.24,0.4371,0.3229,1
127,0.2451,0.4335,0.3214,1
128,0.2519,0.4326,0.3155,1
129,0.2611,0.435,0.3039,1
130,0.2592,0.4526,0.2882,1
131,0.2504,0.4721,0.2775,1
132,0.2455,0.4842,0.2703,1
133,0.2391,0.485,0.2759,1
134,0.2288,0.4857,0.2855,1
135,0.2326,0.4672,0.3002,1
136,0.2362,0.457,0.3068,1
137,0.2403,0.4473,0.3124,1
138,0.2529,0.4329,0.3142,1
139,0.2605,0.4302,0.3093,1
140,0.2597,0.4381,0.3022,1
141,0.2527,0.4483,0.299,1
142,0.2535,0.4435,0.303,1
143,0.2533,0.4362,0.3105,1
144,0.2544,0.4321,0.3135,1
145,0.2539,0.4339,0.3122,1
146,0.2553,0.4352,0.3095,1
147,0.2545,0.4325,0.313,1
148,0.2502,0.4378,0.312,1
149,0.2497,0.4411,0.3092,1
150,0.2538,0.4366,0.3096,1
151,0.2599,0.4256,0.3145,1
152,0.2624,0.4205,0.3171,1
153,0.2604,0.4203,0.3193,1
154,0.2542,0.4258,0.32,1
155,0.2473,0.4317,0.321,1
156,0.2499,0.4289,0.3212,1
157,0.2527,0.4308,0.3165,1
158,0.2549,0.4341,0.311,1
159,0.2494,0.4379,0.3127,1
160,0.2376,0.4491,0.3133,1
161,0.2341,0.4444,0.3215,1
162,0.2357,0.4361,0.3282,1
163,0.2294,0.4375,0.3331,1
164,0.2331,0.4315,0.3354,1
165,0.2373,0.4253,0.3374,1
166,0.2443,0.4219,0.3338,1
167,0.2475,0.425,0.3275,1
168,0.255,0.4282,0.3168,1
169,0.248,0.4444,0.3076,1
170,0.241,0.4523,0.3067,1
171,0.2408,0.4522,0.307,1
172,0.2459,0.4446,0.3095,1
173,0.2419,0.4451,0.313,1
174,0.2321,0.4451,0.3228,1
175,0.2232,0.4377,0.3391,1
176,0.2306,0.4243,0.3451,1
177,0.2323,0.42,0.3477,1
178,0.2354,0.4148,0.3498,1
179,0.2338,0.4169,0.3493,1
180,0.2268,0.4218,0.3514,1
181,0.2208,0.4284,0.3508,1
