"","Generation","strategy","zo","ratio","fit_media","fit_sd"
"20044",156,"fit_Y",12,1.5,9.7324015448684,0.140302692433742
"20045",156,"fit_Y",13,1.625,9.14604992184696,2.53671215304846
"20046",156,"fit_Y",14,1.75,5.10854005813041,4.77331623273612
"20047",156,"fit_Y",15,1.875,5.77017901358198,3.93438429574381
"20048",156,"fit_Y",16,2,7.08879757135562,2.64019255430683
"20049",156,"fit_Y",17,2.125,7.43504218884026,2.22156492672436
"20050",156,"fit_Y",18,2.25,7.21228234022016,2.57329711120261
"20051",156,"fit_Y",19,2.375,7.51415742966013,2.27688610421457
"20052",156,"fit_Y",20,2.5,7.7257210677974,1.83785281496023
"20053",156,"fit_Y",21,2.625,8.09391122999084,0.309655016365921
"20054",156,"fit_Y",22,2.75,8.07986856205505,0.309880309768831
"20055",156,"fit_Y",23,2.875,7.90646627746972,1.170156465027
"20056",156,"fit_Y",24,3,8.05567144019998,0.219051184529121
"20057",156,"fit_Y",25,3.125,8.21054930137641,0.155064827918085
"20058",156,"fit_Y",26,3.25,10.7551371371367,0.31371575669159
"20059",156,"fit_Y",27,3.375,8.50692630020194,0.376765342450661
"20060",156,"fit_Y",28,3.5,9.1783802302943,0.50924513377149
"20061",156,"fit_Y",29,3.625,10.9018968056782,0.446164707596231
"20062",156,"fit_Y",30,3.75,12.2838269190627,0.442316778463479
"20063",156,"fit_Y",31,3.875,13.5561427642955,0.522527510860365
"20064",156,"fit_Y",32,4,14.3584713506347,0.616419887378416
"20065",156,"fit_total",1,0.125,5.6099285,0.25934941625122
"20066",156,"fit_total",2,0.25,5.092638,0.145794427558363
"20067",156,"fit_total",3,0.375,4.73339,0.22000405081211
"20068",156,"fit_total",4,0.5,4.619659,0.214543710596619
"20069",156,"fit_total",5,0.625,6.3669475,0.0844829602611968
"20070",156,"fit_total",6,0.75,7.368102,0.0526922602370489
"20071",156,"fit_total",7,0.875,7.2277645,0.0666263087293525
"20072",156,"fit_total",8,1,7.187986,0.0884744239365767
"20073",156,"fit_total",9,1.125,8.0545505,0.0905792491608059
"20074",156,"fit_total",10,1.25,8.631104,0.150832279534239
"20075",156,"fit_total",11,1.375,8.6974045,0.1476665382541
"20076",156,"fit_total",12,1.5,8.8061105,0.17549084040315
"20077",156,"fit_total",13,1.625,8.710375,1.38499876157732
"20078",156,"fit_total",14,1.75,6.7274005,2.56864366660395
"20079",156,"fit_total",15,1.875,6.9286675,2.03949822232267
"20080",156,"fit_total",16,2,7.5932205,1.37872862497227
"20081",156,"fit_total",17,2.125,7.7857335,1.20370410044035
"20082",156,"fit_total",18,2.25,7.606755,1.29116639836141
"20083",156,"fit_total",19,2.375,7.800221,1.19437466695321
"20084",156,"fit_total",20,2.5,7.9343595,1.02639015891518
"20085",156,"fit_total",21,2.625,8.048238,0.472912173766937
"20086",156,"fit_total",22,2.75,8.108121,0.393747726636375
"20087",156,"fit_total",23,2.875,8.0013775,0.65576022746735
"20088",156,"fit_total",24,3,8.0771595,0.322144868651881
"20089",156,"fit_total",25,3.125,8.234055,0.188055588238363
"20090",156,"fit_total",26,3.25,10.8723955,0.297618729478021
"20091",156,"fit_total",27,3.375,8.541751,0.395786884546201
"20092",156,"fit_total",28,3.5,9.249421,0.518586806832966
"20093",156,"fit_total",29,3.625,10.9902685,0.426868455044254
"20094",156,"fit_total",30,3.75,12.3328255,0.404966944061581
"20095",156,"fit_total",31,3.875,13.5233385,0.484671506001798
"20096",156,"fit_total",32,4,14.26354,0.573679851678811
"20097",157,"fit_B",1,0.125,6.26554073798048,0.168401355069558
"20098",157,"fit_B",2,0.25,4.95073379574382,0.203899782664766
"20099",157,"fit_B",3,0.375,4.46628080250299,0.224261206504046
"20100",157,"fit_B",4,0.5,4.29782797340109,0.134639636999911
"20101",157,"fit_B",5,0.625,5.64849083214398,0.0982221404319786
"20102",157,"fit_B",6,0.75,6.20951241179582,0.0755706052526644
"20103",157,"fit_B",7,0.875,6.03740015200243,0.093976828645136
"20104",157,"fit_B",8,1,5.88787367624739,0.127695569523759
"20105",157,"fit_B",9,1.125,6.10439528717018,0.125974640310397
"20106",157,"fit_B",10,1.25,6.01469106257121,0.170703879874285
"20107",157,"fit_B",11,1.375,5.96245618820326,0.165957916254387
"20108",157,"fit_B",12,1.5,5.96914696808438,0.183252538417779
"20109",157,"fit_B",13,1.625,5.61347653298473,0.782623146771817
"20110",157,"fit_B",14,1.75,4.2994077304609,1.73442776724486
"20111",157,"fit_B",15,1.875,2.15254216125267,2.33356732467188
"20112",157,"fit_B",16,2,0.835604886608057,1.75078742770182
"20113",157,"fit_B",17,2.125,0.744038920834721,1.73600717433646
"20114",157,"fit_B",18,2.25,1.00710368198777,2.03119128663817
"20115",157,"fit_B",19,2.375,1.02480261191107,2.04517213822309
"20116",157,"fit_B",20,2.5,0.744828792609425,1.91561949043
"20117",157,"fit_B",21,2.625,0.749723809373498,2.00637359975744
"20118",157,"fit_B",22,2.75,0.496602836967797,1.7182891513834
"20119",157,"fit_B",23,2.875,0.44359336763241,1.55349929153283
"20120",157,"fit_B",24,3,0.343175214469089,1.37851670285643
"20121",157,"fit_B",25,3.125,0.216053110073817,1.27875802734431
"20122",157,"fit_B",26,3.25,0,0
"20123",157,"fit_B",27,3.375,0.09,0.9
"20124",157,"fit_B",28,3.5,0,0
"20125",157,"fit_B",29,3.625,0,0
"20126",157,"fit_B",30,3.75,0,0
"20127",157,"fit_B",31,3.875,0,0
"20128",157,"fit_B",32,4,0,0
"20129",157,"fit_O",1,0.125,3.06780180939432,0.17507745671096
"20130",157,"fit_O",2,0.25,4.18775302622306,0.040518159550604
"20131",157,"fit_O",3,0.375,4.24010077534128,0.12482312143585
"20132",157,"fit_O",4,0.5,4.55264141325127,0.162462735196759
"20133",157,"fit_O",5,0.625,5.82496227902893,0.0524457241815961
"20134",157,"fit_O",6,0.75,7.58466876162423,0.035383147776402
"20135",157,"fit_O",7,0.875,7.51486527208079,0.0391646660198389
"20136",157,"fit_O",8,1,7.3346445806319,0.0493026571639472
"20137",157,"fit_O",9,1.125,9.35884087479782,0.0527789092040615
"20138",157,"fit_O",10,1.25,10.7892120235008,0.064414767816587
"20139",157,"fit_O",11,1.375,11.1300607132151,0.0880165445560242
"20140",157,"fit_O",12,1.5,11.2746440585797,0.0628729842769555
"20141",157,"fit_O",13,1.625,11.6809961612684,3.46811840518864
"20142",157,"fit_O",14,1.75,5.90440478810564,6.83602883275872
"20143",157,"fit_O",15,1.875,2.63631487096009,5.90269833593911
"20144",157,"fit_O",16,2,1.23074591996114,4.52681602754051
"20145",157,"fit_O",17,2.125,1.40459808510659,4.8002874308462
"20146",157,"fit_O",18,2.25,1.68200053533303,5.10930942206718
"20147",157,"fit_O",19,2.375,2.34844390749482,6.10770174916231
"20148",157,"fit_O",20,2.5,1.60604196319283,5.13408393837294
"20149",157,"fit_O",21,2.625,2.85710037297633,6.3963542727028
"20150",157,"fit_O",22,2.75,3.34986696111944,6.32891017365103
"20151",157,"fit_O",23,2.875,2.53202900014353,5.77750853083633
"20152",157,"fit_O",24,3,2.45951210998645,5.9177933419181
"20153",157,"fit_O",25,3.125,11.2589925496122,3.45098001321703
"20154",157,"fit_O",26,3.25,12.5213714055331,0.391423860055139
"20155",157,"fit_O",27,3.375,11.0764476419946,3.12096674795519
"20156",157,"fit_O",28,3.5,12.1137806893613,0.332726607474737
"20157",157,"fit_O",29,3.625,12.4385218957084,0.251536794003402
"20158",157,"fit_O",30,3.75,12.8695652655115,0.228629228706039
"20159",157,"fit_O",31,3.875,13.1961916399869,0.2229792082907
"20160",157,"fit_O",32,4,13.4674391296779,0.258890695393812
"20161",157,"fit_Y",1,0.125,8.57235756600604,0.0618331106675599
"20162",157,"fit_Y",2,0.25,7.86192108627726,0.0847363318899809
"20163",157,"fit_Y",3,0.375,7.74211136828151,0.150144372621956
"20164",157,"fit_Y",4,0.5,7.63437531995108,0.0555565044266793
"20165",157,"fit_Y",5,0.625,8.05355434119205,0.0252902781565975
"20166",157,"fit_Y",6,0.75,8.49970649361718,0.0179214258721503
"20167",157,"fit_Y",7,0.875,8.51828452305073,0.021405810524377
"20168",157,"fit_Y",8,1,8.63529853051697,0.0341292359443244
"20169",157,"fit_Y",9,1.125,8.87774636547337,0.0606895158909516
"20170",157,"fit_Y",10,1.25,9.27033860105006,0.092590232881689
"20171",157,"fit_Y",11,1.375,9.4726273799739,0.116772449427721
"20172",157,"fit_Y",12,1.5,9.74155224485845,0.1404156662557
"20173",157,"fit_Y",13,1.625,9.15762305956685,2.53879267044226
"20174",157,"fit_Y",14,1.75,5.10804413678767,4.77274332171653
"20175",157,"fit_Y",15,1.875,5.76436435830575,3.92806648835452
"20176",157,"fit_Y",16,2,7.08610170556849,2.63833078847806
"20177",157,"fit_Y",17,2.125,7.43602343134716,2.22242459299275
"20178",157,"fit_Y",18,2.25,7.21450390629068,2.5761713293593
"20179",157,"fit_Y",19,2.375,7.52138627722242,2.28503711233264
"20180",157,"fit_Y",20,2.5,7.72378627100923,1.83679007988726
"20181",157,"fit_Y",21,2.625,8.10064206319448,0.341981447229645
"20182",157,"fit_Y",22,2.75,8.08691457742014,0.324058347843103
"20183",157,"fit_Y",23,2.875,7.90752548777728,1.17278566701857
"20184",157,"fit_Y",24,3,8.05390608823664,0.213339541634316
"20185",157,"fit_Y",25,3.125,8.22142837603247,0.15891915625435
"20186",157,"fit_Y",26,3.25,10.7433168633071,0.295452689681675
"20187",157,"fit_Y",27,3.375,8.4945894389182,0.370989548150341
"20188",157,"fit_Y",28,3.5,9.18923400366224,0.450285281151025
"20189",157,"fit_Y",29,3.625,10.8725431355247,0.467426654270727
"20190",157,"fit_Y",30,3.75,12.3112987930243,0.493611474022256
"20191",157,"fit_Y",31,3.875,13.5544108596684,0.543923085907609
"20192",157,"fit_Y",32,4,14.3367140936001,0.660902212417025
"20193",157,"fit_total",1,0.125,5.6113695,0.260974880161875
"20194",157,"fit_total",2,0.25,5.0914135,0.146550072088145
"20195",157,"fit_total",3,0.375,4.7309445,0.21828165163188
"20196",157,"fit_total",4,0.5,4.6188195,0.215389220969501
"20197",157,"fit_total",5,0.625,6.365865,0.0867668949868357
"20198",157,"fit_total",6,0.75,7.370042,0.0509203694631395
"20199",157,"fit_total",7,0.875,7.2317725,0.0667715638285573
"20200",157,"fit_total",8,1,7.1770375,0.0967422811305033
"20201",157,"fit_total",9,1.125,8.0499575,0.0907483690409137
"20202",157,"fit_total",10,1.25,8.6338205,0.142185745832447
"20203",157,"fit_total",11,1.375,8.696204,0.148693935649676
"20204",157,"fit_total",12,1.5,8.8151805,0.170319695073854
"20205",157,"fit_total",13,1.625,8.720042,1.38655191954428
"20206",157,"fit_total",14,1.75,6.730324,2.57082614845497
"20207",157,"fit_total",15,1.875,6.921623,2.03014483808596
"20208",157,"fit_total",16,2,7.5934955,1.38146762237537
"20209",157,"fit_total",17,2.125,7.7841805,1.20294488934983
"20210",157,"fit_total",18,2.25,7.6062545,1.29052180655215
"20211",157,"fit_total",19,2.375,7.8035085,1.19877893021947
"20212",157,"fit_total",20,2.5,7.933281,1.02549035594705
"20213",157,"fit_total",21,2.625,8.0508825,0.49495983529403
"20214",157,"fit_total",22,2.75,8.1132475,0.404446736849529
"20215",157,"fit_total",23,2.875,8.004033,0.663134154473507
"20216",157,"fit_total",24,3,8.0766055,0.321550973533833
"20217",157,"fit_total",25,3.125,8.243696,0.195303927313924
"20218",157,"fit_total",26,3.25,10.860663,0.283451059732781
"20219",157,"fit_total",27,3.375,8.529666,0.390173574031773
"20220",157,"fit_total",28,3.5,9.258859,0.463420482995299
"20221",157,"fit_total",29,3.625,10.9624655,0.446913090080841
"20222",157,"fit_total",30,3.75,12.357149,0.456609336811718
"20223",157,"fit_total",31,3.875,13.518947,0.499757564498765
"20224",157,"fit_total",32,4,14.243107,0.607017268821468
"20225",158,"fit_B",1,0.125,6.26014368745543,0.163528689418359
"20226",158,"fit_B",2,0.25,4.94769962601084,0.203758400711542
"20227",158,"fit_B",3,0.375,4.46490793844593,0.220502236664869
"20228",158,"fit_B",4,0.5,4.29518680358664,0.132049763099053
"20229",158,"fit_B",5,0.625,5.64860596127989,0.0957425072901411
"20230",158,"fit_B",6,0.75,6.2156751368383,0.0802296255822337
"20231",158,"fit_B",7,0.875,6.04037880159086,0.0963052897485459
"20232",158,"fit_B",8,1,5.86617151894475,0.138891340288549
"20233",158,"fit_B",9,1.125,6.09281751253538,0.129647990172969
"20234",158,"fit_B",10,1.25,6.01328247191266,0.168156069503761
"20235",158,"fit_B",11,1.375,5.96077363106449,0.164868543669018
"20236",158,"fit_B",12,1.5,5.96819942127904,0.183791086991758
"20237",158,"fit_B",13,1.625,5.61908828345742,0.784295475226228
"20238",158,"fit_B",14,1.75,4.30597992915779,1.73918368148828
"20239",158,"fit_B",15,1.875,2.15105717708247,2.33182331262699
"20240",158,"fit_B",16,2,0.839224171497454,1.76063731730185
"20241",158,"fit_B",17,2.125,0.745319214250609,1.73950636282475
"20242",158,"fit_B",18,2.25,1.00704008530035,2.03098891060139
"20243",158,"fit_B",19,2.375,1.02519193292544,2.0458793364512
"20244",158,"fit_B",20,2.5,0.744697388225379,1.91506265735662
"20245",158,"fit_B",21,2.625,0.747774498875797,2.00202449709665
"20246",158,"fit_B",22,2.75,0.496228533419562,1.71742001945661
"20247",158,"fit_B",23,2.875,0.443882513507427,1.55444455574732
"20248",158,"fit_B",24,3,0.343323852735408,1.37937874493609
"20249",158,"fit_B",25,3.125,0.218962902592719,1.30435640283099
"20250",158,"fit_B",26,3.25,0,0
"20251",158,"fit_B",27,3.375,0.088125,0.88125
"20252",158,"fit_B",28,3.5,0,0
"20253",158,"fit_B",29,3.625,0,0
"20254",158,"fit_B",30,3.75,0,0
"20255",158,"fit_B",31,3.875,0,0
"20256",158,"fit_B",32,4,0,0
"20257",158,"fit_O",1,0.125,3.068728242387,0.176056164435664
"20258",158,"fit_O",2,0.25,4.18782820210661,0.0396800860948819
"20259",158,"fit_O",3,0.375,4.24085690033671,0.126052753410766
"20260",158,"fit_O",4,0.5,4.55563450480642,0.163408590822138
"20261",158,"fit_O",5,0.625,5.82511372671383,0.0522910704292251
"20262",158,"fit_O",6,0.75,7.58592989359688,0.037216809629035
"20263",158,"fit_O",7,0.875,7.5196357008689,0.042213301727264
"20264",158,"fit_O",8,1,7.32898646440411,0.0484369808115837
"20265",158,"fit_O",9,1.125,9.36025382596835,0.052288657001967
"20266",158,"fit_O",10,1.25,10.7857673204439,0.0650588577602225
"20267",158,"fit_O",11,1.375,11.1271138179014,0.0932692684584498
"20268",158,"fit_O",12,1.5,11.2851627998139,0.0634596541884318
"20269",158,"fit_O",13,1.625,11.6788116917131,3.4674531599593
"20270",158,"fit_O",14,1.75,5.90174423892535,6.8332186990484
"20271",158,"fit_O",15,1.875,2.64285731395107,5.91381844345097
"20272",158,"fit_O",16,2,1.23699053716121,4.54626343900207
"20273",158,"fit_O",17,2.125,1.40778851095686,4.80968977813037
"20274",158,"fit_O",18,2.25,1.67763553868019,5.09614214602333
"20275",158,"fit_O",19,2.375,2.34635197495003,6.10248378018181
"20276",158,"fit_O",20,2.5,1.58545557419041,5.07667394832666
"20277",158,"fit_O",21,2.625,2.81150426816728,6.32933187268651
"20278",158,"fit_O",22,2.75,3.1719166232315,6.10637609312791
"20279",158,"fit_O",23,2.875,2.54723926543831,5.80620012025142
"20280",158,"fit_O",24,3,2.4227736619857,5.86243885681884
"20281",158,"fit_O",25,3.125,11.0521097142601,3.36093095634572
"20282",158,"fit_O",26,3.25,12.5456574667933,0.373094060237051
"20283",158,"fit_O",27,3.375,11.0784051329851,3.10866873254318
"20284",158,"fit_O",28,3.5,12.0403540169155,0.295661980713472
"20285",158,"fit_O",29,3.625,12.4099299802123,0.234225710743579
"20286",158,"fit_O",30,3.75,12.8679019564741,0.240936761428005
"20287",158,"fit_O",31,3.875,13.1923389088914,0.234597260321979
"20288",158,"fit_O",32,4,13.4834196143824,0.272814957113895
"20289",158,"fit_Y",1,0.125,8.56958021117465,0.0649836350917857
"20290",158,"fit_Y",2,0.25,7.85910523413045,0.086592091991641
"20291",158,"fit_Y",3,0.375,7.74389369945585,0.153840908571687
"20292",158,"fit_Y",4,0.5,7.62703192863909,0.0521543835271571
"20293",158,"fit_Y",5,0.625,8.0525724967401,0.0265276071455519
"20294",158,"fit_Y",6,0.75,8.50119902978867,0.0186756550545426
"20295",158,"fit_Y",7,0.875,8.52098523919732,0.0216936050884418
"20296",158,"fit_Y",8,1,8.63961658667535,0.0376745733576371
"20297",158,"fit_Y",9,1.125,8.87762588759691,0.0595963389731519
"20298",158,"fit_Y",10,1.25,9.26654848174823,0.0950613787997409
"20299",158,"fit_Y",11,1.375,9.48617945849298,0.116134683904132
"20300",158,"fit_Y",12,1.5,9.75035352760395,0.131262888530598
"20301",158,"fit_Y",13,1.625,9.14968698700088,2.5374799566291
"20302",158,"fit_Y",14,1.75,5.10614741588214,4.77055988107784
"20303",158,"fit_Y",15,1.875,5.76752969528306,3.93147342000503
"20304",158,"fit_Y",16,2,7.089528963503,2.6416071266948
"20305",158,"fit_Y",17,2.125,7.43060224860785,2.21749140034378
"20306",158,"fit_Y",18,2.25,7.2139234034741,2.575588122776
"20307",158,"fit_Y",19,2.375,7.5171308223066,2.28036888146961
"20308",158,"fit_Y",20,2.5,7.7237059689185,1.83497009345463
"20309",158,"fit_Y",21,2.625,8.10007230543143,0.347312655608068
"20310",158,"fit_Y",22,2.75,8.08260059767069,0.319108654729589
"20311",158,"fit_Y",23,2.875,7.9048019304349,1.1666903631207
"20312",158,"fit_Y",24,3,8.05567489114441,0.221609492512448
"20313",158,"fit_Y",25,3.125,8.19471583535953,0.139494096177562
"20314",158,"fit_Y",26,3.25,10.7919344124763,0.307463440372078
"20315",158,"fit_Y",27,3.375,8.48942714927671,0.350665156720569
"20316",158,"fit_Y",28,3.5,9.15828618636801,0.517069518173364
"20317",158,"fit_Y",29,3.625,10.8637124295059,0.459053486738282
"20318",158,"fit_Y",30,3.75,12.267728801234,0.450833566185588
"20319",158,"fit_Y",31,3.875,13.5655417183273,0.51374714600501
"20320",158,"fit_Y",32,4,14.3474825048863,0.635630393366018
"20321",158,"fit_total",1,0.125,5.6100005,0.260332975642384
"20322",158,"fit_total",2,0.25,5.0896495,0.14797387369981
"20323",158,"fit_total",3,0.375,4.7299025,0.21652565660548
"20324",158,"fit_total",4,0.5,4.615493,0.21440656037613
"20325",158,"fit_total",5,0.625,6.367503,0.0865923413285937
"20326",158,"fit_total",6,0.75,7.3716415,0.0542902222789796
"20327",158,"fit_total",7,0.875,7.2342305,0.0708862860520462
"20328",158,"fit_total",8,1,7.1681505,0.100267076556373
"20329",158,"fit_total",9,1.125,8.048917,0.0916581250069953
"20330",158,"fit_total",10,1.25,8.6329175,0.137423260748306
"20331",158,"fit_total",11,1.375,8.701285,0.157284606042612
"20332",158,"fit_total",12,1.5,8.8292855,0.169319757164999
"20333",158,"fit_total",13,1.625,8.7215265,1.38460123814019
"20334",158,"fit_total",14,1.75,6.732166,2.57270527962338
"20335",158,"fit_total",15,1.875,6.921331,2.03048789138463
"20336",158,"fit_total",16,2,7.5972505,1.38935268548755
"20337",158,"fit_total",17,2.125,7.7808855,1.19867546185078
"20338",158,"fit_total",18,2.25,7.6054725,1.29050309552685
"20339",158,"fit_total",19,2.375,7.802724,1.19925342705242
"20340",158,"fit_total",20,2.5,7.934709,1.02709683521471
"20341",158,"fit_total",21,2.625,8.0482585,0.511521324143269
"20342",158,"fit_total",22,2.75,8.107713,0.39094664569323
"20343",158,"fit_total",23,2.875,8.004971,0.663401734945186
"20344",158,"fit_total",24,3,8.0771665,0.325172438407297
"20345",158,"fit_total",25,3.125,8.2189915,0.170721364792803
"20346",158,"fit_total",26,3.25,10.9071375,0.296535046251372
"20347",158,"fit_total",27,3.375,8.5247155,0.370307660969193
"20348",158,"fit_total",28,3.5,9.229093,0.526559672149647
"20349",158,"fit_total",29,3.625,10.953966,0.43657082159332
"20350",158,"fit_total",30,3.75,12.317505,0.417214536563867
"20351",158,"fit_total",31,3.875,13.5287425,0.470645562363521
"20352",158,"fit_total",32,4,14.2540715,0.592415653982561
"20353",159,"fit_B",1,0.125,6.26328824732148,0.162580085518054
"20354",159,"fit_B",2,0.25,4.94774958701207,0.202256105332311
"20355",159,"fit_B",3,0.375,4.46378153990535,0.219389268343397
"20356",159,"fit_B",4,0.5,4.29310298539225,0.132133960125052
"20357",159,"fit_B",5,0.625,5.64778058852078,0.0922799133924875
"20358",159,"fit_B",6,0.75,6.21324075206295,0.0811297219493575
"20359",159,"fit_B",7,0.875,6.03454841796395,0.0987377713826423
"20360",159,"fit_B",8,1,5.86146411737769,0.133689604766206
"20361",159,"fit_B",9,1.125,6.09142030620145,0.127563625521587
"20362",159,"fit_B",10,1.25,6.01869911024593,0.169609130841245
"20363",159,"fit_B",11,1.375,5.95690493500058,0.17804087900578
"20364",159,"fit_B",12,1.5,5.97315129789191,0.187051779702497
"20365",159,"fit_B",13,1.625,5.61977538516052,0.783873911019554
"20366",159,"fit_B",14,1.75,4.30667922006319,1.73882125048793
"20367",159,"fit_B",15,1.875,2.14918128339752,2.32929374414925
"20368",159,"fit_B",16,2,0.844404631304057,1.77551953791826
"20369",159,"fit_B",17,2.125,0.744655443341358,1.73763110878648
"20370",159,"fit_B",18,2.25,1.00730508882846,2.03145246390858
"20371",159,"fit_B",19,2.375,1.02521834886282,2.04583305926793
"20372",159,"fit_B",20,2.5,0.748394656299983,1.9358932755858
"20373",159,"fit_B",21,2.625,0.744780471717751,1.99749217233447
"20374",159,"fit_B",22,2.75,0.495148094782076,1.71388611774536
"20375",159,"fit_B",23,2.875,0.444961041997761,1.55900127869432
"20376",159,"fit_B",24,3,0.34368767369386,1.38105496376786
"20377",159,"fit_B",25,3.125,0.214944380594555,1.27477487286414
"20378",159,"fit_B",26,3.25,0,0
"20379",159,"fit_B",27,3.375,0.0841666666666667,0.841666666666667
"20380",159,"fit_B",28,3.5,0,0
"20381",159,"fit_B",29,3.625,0,0
"20382",159,"fit_B",30,3.75,0,0
"20383",159,"fit_B",31,3.875,0,0
"20384",159,"fit_B",32,4,0,0
"20385",159,"fit_O",1,0.125,3.06928595158557,0.175844685696378
"20386",159,"fit_O",2,0.25,4.18763751698319,0.0394926807188705
"20387",159,"fit_O",3,0.375,4.24092121135291,0.126316900670246
"20388",159,"fit_O",4,0.5,4.55480995061836,0.163325706462596
"20389",159,"fit_O",5,0.625,5.82600429384285,0.0511167584912185
"20390",159,"fit_O",6,0.75,7.58777644360072,0.0350201738366086
"20391",159,"fit_O",7,0.875,7.5166958846079,0.0391440734848424
"20392",159,"fit_O",8,1,7.33161312128069,0.0484507885454743
"20393",159,"fit_O",9,1.125,9.3618490700477,0.045795786611315
"20394",159,"fit_O",10,1.25,10.7844090855871,0.065117113007056
"20395",159,"fit_O",11,1.375,11.1310259871824,0.0896499328736172
"20396",159,"fit_O",12,1.5,11.2795739001073,0.0624030561170653
"20397",159,"fit_O",13,1.625,11.6833276824546,3.46826535212748
"20398",159,"fit_O",14,1.75,5.90561569238757,6.83764275828979
"20399",159,"fit_O",15,1.875,2.64003972097812,5.90447141366564
"20400",159,"fit_O",16,2,1.23320961967981,4.53284626527151
"20401",159,"fit_O",17,2.125,1.40884720445586,4.81128986801354
"20402",159,"fit_O",18,2.25,1.68546720805563,5.11648134540849
"20403",159,"fit_O",19,2.375,2.34256154042927,6.09297043716055
"20404",159,"fit_O",20,2.5,1.54603730253756,4.9955396608618
"20405",159,"fit_O",21,2.625,2.83298419217999,6.35554393340985
"20406",159,"fit_O",22,2.75,3.35103775317619,6.33097700226365
"20407",159,"fit_O",23,2.875,2.54294474650456,5.81320933031491
"20408",159,"fit_O",24,3,2.43071658051288,5.84369138517484
"20409",159,"fit_O",25,3.125,11.3673908050028,3.48183582777781
"20410",159,"fit_O",26,3.25,12.5286516663575,0.367601966511202
"20411",159,"fit_O",27,3.375,10.9824519921787,3.07714338470061
"20412",159,"fit_O",28,3.5,12.0897448602864,0.382824152338267
"20413",159,"fit_O",29,3.625,12.4096608122699,0.190931533601215
"20414",159,"fit_O",30,3.75,12.8581817566314,0.23729016919636
"20415",159,"fit_O",31,3.875,13.1555260320039,0.228072945829592
"20416",159,"fit_O",32,4,13.4767329458136,0.303826681796759
"20417",159,"fit_Y",1,0.125,8.57242331853994,0.0654715213998156
"20418",159,"fit_Y",2,0.25,7.86268127019587,0.0872607077517689
"20419",159,"fit_Y",3,0.375,7.74412479909056,0.152432900482819
"20420",159,"fit_Y",4,0.5,7.62912319157159,0.0550766173390562
"20421",159,"fit_Y",5,0.625,8.0545054986386,0.023346818142564
"20422",159,"fit_Y",6,0.75,8.4997944556827,0.0167655290788837
"20423",159,"fit_Y",7,0.875,8.51880839230248,0.0217037336630728
"20424",159,"fit_Y",8,1,8.63926862012134,0.0416176287042155
"20425",159,"fit_Y",9,1.125,8.879854656484,0.057181414122284
"20426",159,"fit_Y",10,1.25,9.26126932646818,0.097092099265408
"20427",159,"fit_Y",11,1.375,9.48499020084223,0.120494712297784
"20428",159,"fit_Y",12,1.5,9.77251028385364,0.136293024366159
"20429",159,"fit_Y",13,1.625,9.17305934182263,2.54434532729873
"20430",159,"fit_Y",14,1.75,5.104298767123,4.7683880509766
"20431",159,"fit_Y",15,1.875,5.77183009231438,3.93639191430385
"20432",159,"fit_Y",16,2,7.09182929269664,2.64321738823484
"20433",159,"fit_Y",17,2.125,7.42902730247999,2.21575179452237
"20434",159,"fit_Y",18,2.25,7.21588606709269,2.57739713874624
"20435",159,"fit_Y",19,2.375,7.52099592965335,2.28395967001674
"20436",159,"fit_Y",20,2.5,7.72483574372016,1.83907234100932
"20437",159,"fit_Y",21,2.625,8.02506732998692,0.88902842331175
"20438",159,"fit_Y",22,2.75,8.08222082560743,0.310791251762668
"20439",159,"fit_Y",23,2.875,7.91009561369225,1.17491295659097
"20440",159,"fit_Y",24,3,8.05462718872608,0.207880737645794
"20441",159,"fit_Y",25,3.125,8.22677650477738,0.143809654202283
"20442",159,"fit_Y",26,3.25,10.770851121196,0.29421209942481
"20443",159,"fit_Y",27,3.375,8.49329998053204,0.38070707705583
"20444",159,"fit_Y",28,3.5,9.1720802829066,0.456100070679411
"20445",159,"fit_Y",29,3.625,10.8720411902245,0.452031568173239
"20446",159,"fit_Y",30,3.75,12.3280118634899,0.488325206371442
"20447",159,"fit_Y",31,3.875,13.4848693823038,0.551631483557706
"20448",159,"fit_Y",32,4,14.3100273061738,0.698611205020598
"20449",159,"fit_total",1,0.125,5.6127495,0.262271594376744
"20450",159,"fit_total",2,0.25,5.089086,0.147809842874232
"20451",159,"fit_total",3,0.375,4.729228,0.214441123906358
"20452",159,"fit_total",4,0.5,4.613705,0.216816904497222
"20453",159,"fit_total",5,0.625,6.369878,0.0835542448613081
"20454",159,"fit_total",6,0.75,7.3683035,0.0528140621841754
"20455",159,"fit_total",7,0.875,7.230632,0.0722415349345304
"20456",159,"fit_total",8,1,7.167021,0.0943632726822949
"20457",159,"fit_total",9,1.125,8.052821,0.0924166999152876
"20458",159,"fit_total",10,1.25,8.633174,0.136558892553189
"20459",159,"fit_total",11,1.375,8.703097,0.167425842595123
"20460",159,"fit_total",12,1.5,8.8462365,0.17098480968844
"20461",159,"fit_total",13,1.625,8.733542,1.38578931400633
"20462",159,"fit_total",14,1.75,6.7326205,2.57326654691453
"20463",159,"fit_total",15,1.875,6.922117,2.02860574664328
"20464",159,"fit_total",16,2,7.5993,1.39506838900464
"20465",159,"fit_total",17,2.125,7.781719,1.19958753607482
"20466",159,"fit_total",18,2.25,7.607346,1.29343488488926
"20467",159,"fit_total",19,2.375,7.8067795,1.20449307349428
