"","Generation","strategy","zo","ratio","fit_media","fit_sd"
"1",0,"fit_B",1,0.125,0,0
"2",0,"fit_B",2,0.25,0,0
"3",0,"fit_B",3,0.375,0,0
"4",0,"fit_B",4,0.5,0,0
"5",0,"fit_B",5,0.625,0,0
"6",0,"fit_B",6,0.75,0,0
"7",0,"fit_B",7,0.875,0,0
"8",0,"fit_B",8,1,0,0
"9",0,"fit_B",9,1.125,0,0
"10",0,"fit_B",10,1.25,0,0
"11",0,"fit_B",11,1.375,0,0
"12",0,"fit_B",12,1.5,0,0
"13",0,"fit_B",13,1.625,0,0
"14",0,"fit_B",14,1.75,0,0
"15",0,"fit_B",15,1.875,0,0
"16",0,"fit_B",16,2,0,0
"17",0,"fit_B",17,2.125,0,0
"18",0,"fit_B",18,2.25,0,0
"19",0,"fit_B",19,2.375,0,0
"20",0,"fit_B",20,2.5,0,0
"21",0,"fit_B",21,2.625,0,0
"22",0,"fit_B",22,2.75,0,0
"23",0,"fit_B",23,2.875,0,0
"24",0,"fit_B",24,3,0,0
"25",0,"fit_B",25,3.125,0,0
"26",0,"fit_B",26,3.25,0,0
"27",0,"fit_B",27,3.375,0,0
"28",0,"fit_B",28,3.5,0,0
"29",0,"fit_B",29,3.625,0,0
"30",0,"fit_B",30,3.75,0,0
"31",0,"fit_B",31,3.875,0,0
"32",0,"fit_B",32,4,0,0
"33",0,"fit_O",1,0.125,0,0
"34",0,"fit_O",2,0.25,0,0
"35",0,"fit_O",3,0.375,0,0
"36",0,"fit_O",4,0.5,0,0
"37",0,"fit_O",5,0.625,0,0
"38",0,"fit_O",6,0.75,0,0
"39",0,"fit_O",7,0.875,0,0
"40",0,"fit_O",8,1,0,0
"41",0,"fit_O",9,1.125,0,0
"42",0,"fit_O",10,1.25,0,0
"43",0,"fit_O",11,1.375,0,0
"44",0,"fit_O",12,1.5,0,0
"45",0,"fit_O",13,1.625,0,0
"46",0,"fit_O",14,1.75,0,0
"47",0,"fit_O",15,1.875,0,0
"48",0,"fit_O",16,2,0,0
"49",0,"fit_O",17,2.125,0,0
"50",0,"fit_O",18,2.25,0,0
"51",0,"fit_O",19,2.375,0,0
"52",0,"fit_O",20,2.5,0,0
"53",0,"fit_O",21,2.625,0,0
"54",0,"fit_O",22,2.75,0,0
"55",0,"fit_O",23,2.875,0,0
"56",0,"fit_O",24,3,0,0
"57",0,"fit_O",25,3.125,0,0
"58",0,"fit_O",26,3.25,0,0
"59",0,"fit_O",27,3.375,0,0
"60",0,"fit_O",28,3.5,0,0
"61",0,"fit_O",29,3.625,0,0
"62",0,"fit_O",30,3.75,0,0
"63",0,"fit_O",31,3.875,0,0
"64",0,"fit_O",32,4,0,0
"65",0,"fit_Y",1,0.125,0,0
"66",0,"fit_Y",2,0.25,0,0
"67",0,"fit_Y",3,0.375,0,0
"68",0,"fit_Y",4,0.5,0,0
"69",0,"fit_Y",5,0.625,0,0
"70",0,"fit_Y",6,0.75,0,0
"71",0,"fit_Y",7,0.875,0,0
"72",0,"fit_Y",8,1,0,0
"73",0,"fit_Y",9,1.125,0,0
"74",0,"fit_Y",10,1.25,0,0
"75",0,"fit_Y",11,1.375,0,0
"76",0,"fit_Y",12,1.5,0,0
"77",0,"fit_Y",13,1.625,0,0
"78",0,"fit_Y",14,1.75,0,0
"79",0,"fit_Y",15,1.875,0,0
"80",0,"fit_Y",16,2,0,0
"81",0,"fit_Y",17,2.125,0,0
"82",0,"fit_Y",18,2.25,0,0
"83",0,"fit_Y",19,2.375,0,0
"84",0,"fit_Y",20,2.5,0,0
"85",0,"fit_Y",21,2.625,0,0
"86",0,"fit_Y",22,2.75,0,0
"87",0,"fit_Y",23,2.875,0,0
"88",0,"fit_Y",24,3,0,0
"89",0,"fit_Y",25,3.125,0,0
"90",0,"fit_Y",26,3.25,0,0
"91",0,"fit_Y",27,3.375,0,0
"92",0,"fit_Y",28,3.5,0,0
"93",0,"fit_Y",29,3.625,0,0
"94",0,"fit_Y",30,3.75,0,0
"95",0,"fit_Y",31,3.875,0,0
"96",0,"fit_Y",32,4,0,0
"97",0,"fit_total",1,0.125,0,0
"98",0,"fit_total",2,0.25,0,0
"99",0,"fit_total",3,0.375,0,0
"100",0,"fit_total",4,0.5,0,0
"101",0,"fit_total",5,0.625,0,0
"102",0,"fit_total",6,0.75,0,0
"103",0,"fit_total",7,0.875,0,0
"104",0,"fit_total",8,1,0,0
"105",0,"fit_total",9,1.125,0,0
"106",0,"fit_total",10,1.25,0,0
"107",0,"fit_total",11,1.375,0,0
"108",0,"fit_total",12,1.5,0,0
"109",0,"fit_total",13,1.625,0,0
"110",0,"fit_total",14,1.75,0,0
"111",0,"fit_total",15,1.875,0,0
"112",0,"fit_total",16,2,0,0
"113",0,"fit_total",17,2.125,0,0
"114",0,"fit_total",18,2.25,0,0
"115",0,"fit_total",19,2.375,0,0
"116",0,"fit_total",20,2.5,0,0
"117",0,"fit_total",21,2.625,0,0
"118",0,"fit_total",22,2.75,0,0
"119",0,"fit_total",23,2.875,0,0
"120",0,"fit_total",24,3,0,0
"121",0,"fit_total",25,3.125,0,0
"122",0,"fit_total",26,3.25,0,0
"123",0,"fit_total",27,3.375,0,0
"124",0,"fit_total",28,3.5,0,0
"125",0,"fit_total",29,3.625,0,0
"126",0,"fit_total",30,3.75,0,0
"127",0,"fit_total",31,3.875,0,0
"128",0,"fit_total",32,4,0,0
"129",1,"fit_B",1,0.125,7.58904508395297,0.049156311956065
"130",1,"fit_B",2,0.25,7.80208450869135,0.0406170116857986
"131",1,"fit_B",3,0.375,7.86096771088041,0.0393783669375723
"132",1,"fit_B",4,0.5,7.93024619308256,0.0382355823397728
"133",1,"fit_B",5,0.625,8.33521310332243,0.0307444647417622
"134",1,"fit_B",6,0.75,8.6503602026813,0.031166732508196
"135",1,"fit_B",7,0.875,8.83240329459089,0.030805629743168
"136",1,"fit_B",8,1,8.98558257494095,0.0313347457178432
"137",1,"fit_B",9,1.125,9.40189518494971,0.0468103606232032
"138",1,"fit_B",10,1.25,9.72430784355728,0.0713155212652472
"139",1,"fit_B",11,1.375,10.0112632298172,0.0882168627667735
"140",1,"fit_B",12,1.5,10.2377456463637,0.106686535308239
"141",1,"fit_B",13,1.625,10.360649476463,0.136412762238263
"142",1,"fit_B",14,1.75,10.4552617699097,0.168475357919376
"143",1,"fit_B",15,1.875,10.5508740187608,0.182934929720946
"144",1,"fit_B",16,2,10.6444903587403,0.188174017663714
"145",1,"fit_B",17,2.125,10.7463106412904,0.203754098041591
"146",1,"fit_B",18,2.25,10.8419899085659,0.209901420206867
"147",1,"fit_B",19,2.375,10.9385369293396,0.252098236930365
"148",1,"fit_B",20,2.5,11.00340021663,0.264940451724296
"149",1,"fit_B",21,2.625,11.0089165103378,0.282313606965834
"150",1,"fit_B",22,2.75,11.0366005004482,0.312504941227641
"151",1,"fit_B",23,2.875,11.0660819263127,0.340992128352084
"152",1,"fit_B",24,3,11.204658661128,0.359380534406524
"153",1,"fit_B",25,3.125,11.2003634261939,0.36974057476006
"154",1,"fit_B",26,3.25,11.2149563822549,0.383417805375852
"155",1,"fit_B",27,3.375,11.2434506111396,0.401990114022694
"156",1,"fit_B",28,3.5,11.2888344195719,0.405837633464645
"157",1,"fit_B",29,3.625,11.3293747556707,0.392023589160202
"158",1,"fit_B",30,3.75,11.4034156792884,0.37454934963894
"159",1,"fit_B",31,3.875,11.4759386920948,0.372161540895099
"160",1,"fit_B",32,4,11.5781134109237,0.369891315379044
"161",1,"fit_O",1,0.125,4.95835077668596,0.0535092815025996
"162",1,"fit_O",2,0.25,5.69286648023642,0.0477490843008622
"163",1,"fit_O",3,0.375,5.79734405364886,0.058152261073255
"164",1,"fit_O",4,0.5,5.85694791908194,0.0635380179323557
"165",1,"fit_O",5,0.625,6.79164841692339,0.0440042366602703
"166",1,"fit_O",6,0.75,7.65861171115676,0.0340139726927528
"167",1,"fit_O",7,0.875,8.12678295334261,0.0275314079019414
"168",1,"fit_O",8,1,8.56484010908282,0.0252377863359758
"169",1,"fit_O",9,1.125,9.45110881157453,0.0314745619269884
"170",1,"fit_O",10,1.25,10.3090745658828,0.0343392828176165
"171",1,"fit_O",11,1.375,10.7996459316231,0.0378027311561737
"172",1,"fit_O",12,1.5,11.289314593233,0.0405194117675129
"173",1,"fit_O",13,1.625,12.1561213776668,0.0415259422230075
"174",1,"fit_O",14,1.75,13.0295756234684,0.0460118365894219
"175",1,"fit_O",15,1.875,13.9023973887126,0.0510935806409114
"176",1,"fit_O",16,2,14.7741752217784,0.0587244742381337
"177",1,"fit_O",17,2.125,15.3113213670115,0.0608213631508519
"178",1,"fit_O",18,2.25,15.8495502732316,0.0638962973417562
"179",1,"fit_O",19,2.375,16.3828230210402,0.0634246043447519
"180",1,"fit_O",20,2.5,16.9084714882462,0.0671255398865491
"181",1,"fit_O",21,2.625,17.8138590089466,0.0716891327177076
"182",1,"fit_O",22,2.75,18.7144236269698,0.0771808184106448
"183",1,"fit_O",23,2.875,19.2606822959735,0.0807653471574604
"184",1,"fit_O",24,3,19.8079802772456,0.0860180166616447
"185",1,"fit_O",25,3.125,20.7005659141819,0.0921346538768496
"186",1,"fit_O",26,3.25,21.5863965094151,0.098799281550758
"187",1,"fit_O",27,3.375,22.1464756019562,0.0999439546003341
"188",1,"fit_O",28,3.5,22.7066296012476,0.0990673621940091
"189",1,"fit_O",29,3.625,23.5882558946036,0.106345004035577
"190",1,"fit_O",30,3.75,24.4582679697312,0.114720551793761
"191",1,"fit_O",31,3.875,25.3181285439173,0.122043006268908
"192",1,"fit_O",32,4,26.1752977339782,0.133673173660439
"193",1,"fit_Y",1,0.125,7.58065680560019,0.0341834022830938
"194",1,"fit_Y",2,0.25,7.43500807791416,0.0295437975071399
"195",1,"fit_Y",3,0.375,7.26644499496494,0.0260709648641028
"196",1,"fit_Y",4,0.5,7.18143886743275,0.026226337238535
"197",1,"fit_Y",5,0.625,7.790534399503,0.0201594070138831
"198",1,"fit_Y",6,0.75,8.46416676466377,0.0190643778767016
"199",1,"fit_Y",7,0.875,8.79559041194901,0.0162710598915924
"200",1,"fit_Y",8,1,9.12619959775925,0.0181631433640011
"201",1,"fit_Y",9,1.125,10.0885950688887,0.026262447546192
"202",1,"fit_Y",10,1.25,10.9793165389541,0.03987388208292
"203",1,"fit_Y",11,1.375,11.6206399461719,0.0467851125345259
"204",1,"fit_Y",12,1.5,12.2598258698709,0.055361215350183
"205",1,"fit_Y",13,1.625,13.0842889607262,0.0726649754022348
"206",1,"fit_Y",14,1.75,13.8072915414224,0.102902606462972
"207",1,"fit_Y",15,1.875,14.4176050366828,0.156082434639352
"208",1,"fit_Y",16,2,14.8714470953397,0.201183294359005
"209",1,"fit_Y",17,2.125,15.4746739813311,0.213078222545048
"210",1,"fit_Y",18,2.25,16.0686827119449,0.208475368512574
"211",1,"fit_Y",19,2.375,16.6763885709085,0.231411529961286
"212",1,"fit_Y",20,2.5,17.3078555841725,0.256279472332008
"213",1,"fit_Y",21,2.625,17.5697802224479,0.343177476028548
"214",1,"fit_Y",22,2.75,17.6187233518285,0.433503670884326
"215",1,"fit_Y",23,2.875,18.2402606530988,0.455626317474891
"216",1,"fit_Y",24,3,18.8241717987249,0.440733915862597
"217",1,"fit_Y",25,3.125,18.7734050650015,0.548731369588461
"218",1,"fit_Y",26,3.25,18.5531683509745,0.616607179854405
"219",1,"fit_Y",27,3.375,19.1505887328687,0.656929915338582
"220",1,"fit_Y",28,3.5,19.7346829834734,0.709490164108812
"221",1,"fit_Y",29,3.625,19.4078993617103,0.75879862377637
"222",1,"fit_Y",30,3.75,19.01862366875,0.808533945535945
"223",1,"fit_Y",31,3.875,18.6270388090721,0.826039837615764
"224",1,"fit_Y",32,4,18.1865900662804,0.808251626971993
"225",1,"fit_total",1,0.125,7.1075025,0.0308208339734372
"226",1,"fit_total",2,0.25,7.3312325,0.0274395463848818
"227",1,"fit_total",3,0.375,7.3312325,0.0274395463848818
"228",1,"fit_total",4,0.5,7.3312325,0.0274395463848818
"229",1,"fit_total",5,0.625,7.8326455,0.0211831385383123
"230",1,"fit_total",6,0.75,8.3340845,0.0174226322899008
"231",1,"fit_total",7,0.875,8.6119495,0.015989508073557
"232",1,"fit_total",8,1,8.8895445,0.0143931817735224
"233",1,"fit_total",9,1.125,9.669133,0.0199465639936185
"234",1,"fit_total",10,1.25,10.448769,0.0270391717156925
"235",1,"fit_total",11,1.375,11.004949,0.0305613499391145
"236",1,"fit_total",12,1.5,11.5608915,0.0339197709509312
"237",1,"fit_total",13,1.625,12.340446,0.0415959531345504
"238",1,"fit_total",14,1.75,13.120018,0.0497587992928961
"239",1,"fit_total",15,1.875,13.8998135,0.0580416177119156
"240",1,"fit_total",16,2,14.679545,0.0663615116409559
"241",1,"fit_total",17,2.125,15.2362025,0.0699524720955073
"242",1,"fit_total",18,2.25,15.79318,0.0738682785487625
"243",1,"fit_total",19,2.375,16.34904,0.0781895514733006
"244",1,"fit_total",20,2.5,16.9048125,0.081315105811164
"245",1,"fit_total",21,2.625,17.684368,0.0897562306213532
"246",1,"fit_total",22,2.75,18.4641865,0.0984128578933534
"247",1,"fit_total",23,2.875,19.021279,0.10320122546939
"248",1,"fit_total",24,3,19.5762465,0.104856381639148
"249",1,"fit_total",25,3.125,20.355802,0.113355858483473
"250",1,"fit_total",26,3.25,21.1356205,0.122048602898372
"251",1,"fit_total",27,3.375,21.692713,0.126727341452889
"252",1,"fit_total",28,3.5,22.2484905,0.130544473766838
"253",1,"fit_total",29,3.625,23.0280895,0.139017457172606
"254",1,"fit_total",30,3.75,23.807616,0.14762598195946
"255",1,"fit_total",31,3.875,24.5872775,0.156233153334232
"256",1,"fit_total",32,4,25.366878,0.164765466820465
"257",2,"fit_B",1,0.125,7.74843396759112,0.0611872960062131
"258",2,"fit_B",2,0.25,7.76581390695522,0.057815995113105
"259",2,"fit_B",3,0.375,7.75002413745883,0.0532735936796986
"260",2,"fit_B",4,0.5,7.70126428101408,0.0523222546551011
"261",2,"fit_B",5,0.625,7.62972406737536,0.057242247363465
"262",2,"fit_B",6,0.75,7.55893994785836,0.0703083339638826
"263",2,"fit_B",7,0.875,7.52475015071955,0.077531955589955
"264",2,"fit_B",8,1,7.49303269589451,0.0948355575908828
"265",2,"fit_B",9,1.125,7.80125779776463,0.145248053137942
"266",2,"fit_B",10,1.25,7.9986725387058,0.236926315272425
"267",2,"fit_B",11,1.375,8.48492441741507,0.29253833120781
"268",2,"fit_B",12,1.5,8.89314479112036,0.383365052682696
"269",2,"fit_B",13,1.625,8.98393169683867,0.601429988126448
"270",2,"fit_B",14,1.75,8.87737798554423,1.02369471217824
"271",2,"fit_B",15,1.875,8.29584234515485,1.96748311560129
"272",2,"fit_B",16,2,7.75783333333333,3.14969041198624
"273",2,"fit_B",17,2.125,7.58456691919192,3.6456722418898
"274",2,"fit_B",18,2.25,7.04835119047619,4.35641407788279
"275",2,"fit_B",19,2.375,6.69023214285714,4.95196205240021
"276",2,"fit_B",20,2.5,5.48266666666667,5.33276126456323
"277",2,"fit_B",21,2.625,4.75333333333333,5.39985256169009
"278",2,"fit_B",22,2.75,3.60508333333333,5.25014829235812
"279",2,"fit_B",23,2.875,2.937,5.04401367581816
"280",2,"fit_B",24,3,1.70916666666667,4.30679348446673
"281",2,"fit_B",25,3.125,1.4175,4.09992839922698
"282",2,"fit_B",26,3.25,1.0525,3.61783862452864
"283",2,"fit_B",27,3.375,0.805,3.23170452569757
"284",2,"fit_B",28,3.5,0.84,3.36566141607809
"285",2,"fit_B",29,3.625,0.775,3.40852688936959
"286",2,"fit_B",30,3.75,0.815,3.58775625558579
"287",2,"fit_B",31,3.875,0.67,3.32211749437985
"288",2,"fit_B",32,4,0.505,2.90896819501279
"289",2,"fit_O",1,0.125,4.58445794195034,0.0630245233191386
"290",2,"fit_O",2,0.25,5.17656831910357,0.0709018811175613
"291",2,"fit_O",3,0.375,5.31995480771475,0.120735553354635
"292",2,"fit_O",4,0.5,5.4003679898512,0.155801066348549
"293",2,"fit_O",5,0.625,6.20823808622869,0.0837149448430454
"294",2,"fit_O",6,0.75,7.24292324607148,0.0558884776274448
"295",2,"fit_O",7,0.875,7.63647260919946,0.0472837053879063
"296",2,"fit_O",8,1,8.01969328299523,0.0271041269726787
"297",2,"fit_O",9,1.125,9.36614197274283,0.0413684044977977
"298",2,"fit_O",10,1.25,10.9137377209049,0.0758424374089074
"299",2,"fit_O",11,1.375,11.3061069670728,0.0739045238587113
"300",2,"fit_O",12,1.5,11.6109043111145,0.0719191442198048
"301",2,"fit_O",13,1.625,13.3337508442008,0.0807053697008244
"302",2,"fit_O",14,1.75,15.1665236817484,0.101335997098805
"303",2,"fit_O",15,1.875,17.0770055150029,0.100397229722411
"304",2,"fit_O",16,2,19.0246489540386,0.101274950422418
"305",2,"fit_O",17,2.125,19.2245683466894,0.0998390483659243
"306",2,"fit_O",18,2.25,19.3962981771691,0.0992420310685368
"307",2,"fit_O",19,2.375,19.5399522304559,0.0997385161896509
"308",2,"fit_O",20,2.5,19.6677519272153,0.0981390495366414
"309",2,"fit_O",21,2.625,21.6045905943852,0.0868611147982922
"310",2,"fit_O",22,2.75,23.5708291561952,0.07314385252251
"311",2,"fit_O",23,2.875,23.691920652293,0.0713282926883639
"312",2,"fit_O",24,3,23.7975988333437,0.0707647138485788
"313",2,"fit_O",25,3.125,25.7268432227342,0.0630150049079967
"314",2,"fit_O",26,3.25,27.6663899487068,0.0650510696053319
"315",2,"fit_O",27,3.375,27.7486064968605,0.0624784944044043
"316",2,"fit_O",28,3.5,27.8325779967112,0.0548842876271382
"317",2,"fit_O",29,3.625,29.7645658570019,0.0603264759197269
"318",2,"fit_O",30,3.75,31.7008411227483,0.0622445391220563
"319",2,"fit_O",31,3.875,33.6371919521935,0.0626155870875872
"320",2,"fit_O",32,4,35.5748100938569,0.0673257063936877
"321",2,"fit_Y",1,0.125,7.90659565437337,0.0514747837493458
"322",2,"fit_Y",2,0.25,7.66484622691194,0.0388153256646326
"323",2,"fit_Y",3,0.375,7.63719843646164,0.0369032820694302
"324",2,"fit_Y",4,0.5,7.6771007630725,0.0319325978886444
"325",2,"fit_Y",5,0.625,7.9902429866389,0.0228567041727248
"326",2,"fit_Y",6,0.75,8.36161562477569,0.0203668911505913
"327",2,"fit_Y",7,0.875,8.50576872322303,0.0183672505889189
"328",2,"fit_Y",8,1,8.63956794530064,0.0167290566726074
"329",2,"fit_Y",9,1.125,9.76825034684357,0.0421190087936338
"330",2,"fit_Y",10,1.25,11.1855587359842,0.0642554293927291
"331",2,"fit_Y",11,1.375,11.6621469680481,0.0647426903419811
"332",2,"fit_Y",12,1.5,12.1309811162551,0.0687885436042645
"333",2,"fit_Y",13,1.625,13.7119892813225,0.0837494680624139
"334",2,"fit_Y",14,1.75,15.4363428743541,0.0952337185110741
"335",2,"fit_Y",15,1.875,17.2834800283165,0.106001990240366
"336",2,"fit_Y",16,2,19.1922343329985,0.105644552902031
"337",2,"fit_Y",17,2.125,19.4883521935753,0.103034941163081
"338",2,"fit_Y",18,2.25,19.7867159665078,0.0981707280915868
"339",2,"fit_Y",19,2.375,20.1038249550896,0.0993786478532293
"340",2,"fit_Y",20,2.5,20.4109367483114,0.0998459463748028
"341",2,"fit_Y",21,2.625,22.2404860006575,0.106114633329142
"342",2,"fit_Y",22,2.75,24.1130080044883,0.100388228785145
"343",2,"fit_Y",23,2.875,24.3944251791074,0.102118278475427
"344",2,"fit_Y",24,3,24.7134393347606,0.0877802458286201
"345",2,"fit_Y",25,3.125,26.5474443801401,0.0857785518408538
"346",2,"fit_Y",26,3.25,28.4058602636563,0.0812822051423708
"347",2,"fit_Y",27,3.375,28.6591700465168,0.0822110539073127
"348",2,"fit_Y",28,3.5,28.9177614197134,0.087226101972185
"349",2,"fit_Y",29,3.625,30.7662583013538,0.0760423197843987
"350",2,"fit_Y",30,3.75,32.623913452134,0.069678179984781
"351",2,"fit_Y",31,3.875,34.4852232514462,0.0654640728992944
"352",2,"fit_Y",32,4,36.3630439441677,0.0549443822961714
"353",2,"fit_total",1,0.125,7.486344,0.0466947460328322
"354",2,"fit_total",2,0.25,7.6352305,0.044092283788056
"355",2,"fit_total",3,0.375,7.677276,0.0430996774461201
"356",2,"fit_total",4,0.5,7.669481,0.0420491720212987
"357",2,"fit_total",5,0.625,7.705848,0.0435532884562525
"358",2,"fit_total",6,0.75,7.893199,0.0415326699810833
"359",2,"fit_total",7,0.875,8.024584,0.0400578110518114
"360",2,"fit_total",8,1,8.191982,0.0368736544147579
"361",2,"fit_total",9,1.125,9.431854,0.0506751062947064
"362",2,"fit_total",10,1.25,10.972269,0.0690840118693146
"363",2,"fit_total",11,1.375,11.4966775,0.063531420038204
"364",2,"fit_total",12,1.5,11.986162,0.0639590229930244
"365",2,"fit_total",13,1.625,13.6193465,0.0744730244888386
"366",2,"fit_total",14,1.75,15.373893,0.084473046331748
"367",2,"fit_total",15,1.875,17.23497,0.0919798391392418
"368",2,"fit_total",16,2,19.151632,0.0907160138992988
"369",2,"fit_total",17,2.125,19.438042,0.0890684249849121
"370",2,"fit_total",18,2.25,19.72758,0.0847589779518036
"371",2,"fit_total",19,2.375,20.032182,0.0856990047795306
"372",2,"fit_total",20,2.5,20.3304695,0.0871814733049762
"373",2,"fit_total",21,2.625,22.1647485,0.0915670049014174
"374",2,"fit_total",22,2.75,24.042159,0.0858520977959163
"375",2,"fit_total",23,2.875,24.31328,0.087647380353484
"376",2,"fit_total",24,3,24.622588,0.0769236060496177
"377",2,"fit_total",25,3.125,26.4589065,0.0744957010674123
"378",2,"fit_total",26,3.25,28.319918,0.0698034518841976
"379",2,"fit_total",27,3.375,28.5636075,0.0708687602583504
"380",2,"fit_total",28,3.5,28.814355,0.0757884081046058
"381",2,"fit_total",29,3.625,30.6634055,0.0666332438548218
"382",2,"fit_total",30,3.75,32.5230205,0.061570410582872
"383",2,"fit_total",31,3.875,34.388223,0.0577168136401143
"384",2,"fit_total",32,4,36.2704285,0.0485930073818664
"385",3,"fit_B",1,0.125,6.26349651950418,0.0707431453685105
"386",3,"fit_B",2,0.25,6.08820916946384,0.0658713707532523
"387",3,"fit_B",3,0.375,5.92151148116353,0.0703727509456539
"388",3,"fit_B",4,0.5,5.94627967674144,0.0676441603545722
"389",3,"fit_B",5,0.625,6.40449540422379,0.0695707858667016
"390",3,"fit_B",6,0.75,6.87068206240441,0.0753549401243568
"391",3,"fit_B",7,0.875,7.07716040180373,0.0900905423104049
"392",3,"fit_B",8,1,7.25926389154466,0.097128883423305
"393",3,"fit_B",9,1.125,7.89741220380906,0.111490637138658
"394",3,"fit_B",10,1.25,8.43547457859782,0.140070225035768
"395",3,"fit_B",11,1.375,8.58565976361984,0.156204984572636
"396",3,"fit_B",12,1.5,8.66056755554907,0.155056366134427
"397",3,"fit_B",13,1.625,8.95634265368435,0.324348676026315
"398",3,"fit_B",14,1.75,8.26074807597915,2.85078821480218
"399",3,"fit_B",15,1.875,4.67140304838766,4.94979187273448
"400",3,"fit_B",16,2,2.08777278423331,4.11193761029863
"401",3,"fit_B",17,2.125,1.66809432234432,3.86123285783221
"402",3,"fit_B",18,2.25,2.10451587301587,4.12476266886174
"403",3,"fit_B",19,2.375,2.31247283272283,4.41116938618963
"404",3,"fit_B",20,2.5,1.6376189309057,3.78172564415587
"405",3,"fit_B",21,2.625,1.54337087912088,3.71722455832119
"406",3,"fit_B",22,2.75,0.996041666666667,3.02444663009285
"407",3,"fit_B",23,2.875,1.1778125,3.37669971871537
"408",3,"fit_B",24,3,0.622678571428571,2.49649751733534
"409",3,"fit_B",25,3.125,0.492873015873016,2.17148870145769
"410",3,"fit_B",26,3.25,0.280444444444444,1.60712973753397
"411",3,"fit_B",27,3.375,0.187777777777778,1.32786899366887
"412",3,"fit_B",28,3.5,0.286666666666667,1.64345452049722
"413",3,"fit_B",29,3.625,0.286666666666667,1.64345452049722
"414",3,"fit_B",30,3.75,0.395,1.95238709685914
"415",3,"fit_B",31,3.875,0.395,1.95238709685914
"416",3,"fit_B",32,4,0.286818181818182,1.64423541532534
"417",3,"fit_O",1,0.125,4.83357432673148,0.0596489693711349
"418",3,"fit_O",2,0.25,5.04317988520214,0.0765063268689092
"419",3,"fit_O",3,0.375,4.95658348822414,0.113872045574492
"420",3,"fit_O",4,0.5,4.90808581275218,0.118558397997525
"421",3,"fit_O",5,0.625,5.85793732082754,0.079283502930708
"422",3,"fit_O",6,0.75,7.10828206282875,0.0719689331290504
"423",3,"fit_O",7,0.875,7.53919917601753,0.0482363145452463
"424",3,"fit_O",8,1,7.93193911049947,0.034340046103371
"425",3,"fit_O",9,1.125,9.30732377509318,0.0697732734573658
"426",3,"fit_O",10,1.25,10.7524690253368,0.121973256521014
"427",3,"fit_O",11,1.375,10.9519774903911,0.144336920716315
"428",3,"fit_O",12,1.5,11.1158090507114,0.207644576179562
"429",3,"fit_O",13,1.625,12.7995735213581,0.315588754644139
"430",3,"fit_O",14,1.75,14.3620625289798,0.390245134131914
"431",3,"fit_O",15,1.875,15.4089395386355,0.415843543749347
"432",3,"fit_O",16,2,16.5600423357159,0.432408492303386
"433",3,"fit_O",17,2.125,16.4031644400717,0.617432967376064
"434",3,"fit_O",18,2.25,17.0850832892251,0.857352313701052
"435",3,"fit_O",19,2.375,16.4309058753856,1.70049065910999
"436",3,"fit_O",20,2.5,11.2935457792834,1.35713455772189
"437",3,"fit_O",21,2.625,10.6909970339276,0.918271529372696
"438",3,"fit_O",22,2.75,11.7908302113958,1.22498402397209
"439",3,"fit_O",23,2.875,11.1245587024231,0.796207724403074
"440",3,"fit_O",24,3,10.431537221966,0.319676462800803
"441",3,"fit_O",25,3.125,10.9011883546121,0.435172063746074
"442",3,"fit_O",26,3.25,11.4383940896075,0.436514113807596
"443",3,"fit_O",27,3.375,11.5834410942395,0.33366340356752
"444",3,"fit_O",28,3.5,11.7212595984805,0.268578290365008
"445",3,"fit_O",29,3.625,12.2425738497962,0.381229343413917
"446",3,"fit_O",30,3.75,12.8151646823005,0.430623417196623
"447",3,"fit_O",31,3.875,13.4756354392566,0.481169423447414
"448",3,"fit_O",32,4,14.1979185512134,0.623394381992417
"449",3,"fit_Y",1,0.125,7.49360641971898,0.0671577368887518
"450",3,"fit_Y",2,0.25,7.3096627820597,0.0658045489147371
"451",3,"fit_Y",3,0.375,7.4122411933313,0.0704746911344956
"452",3,"fit_Y",4,0.5,7.58217901083586,0.0676643902975722
"453",3,"fit_Y",5,0.625,7.86867484288145,0.0316186477280759
"454",3,"fit_Y",6,0.75,8.22818483883356,0.023699309761147
"455",3,"fit_Y",7,0.875,8.38222568100157,0.0216029450597106
"456",3,"fit_Y",8,1,8.48877522372665,0.0187943395036978
"457",3,"fit_Y",9,1.125,9.14047864588429,0.0412861153000182
"458",3,"fit_Y",10,1.25,9.77405510642646,0.0684386658293639
"459",3,"fit_Y",11,1.375,9.71091417745138,0.0749324190675285
"460",3,"fit_Y",12,1.5,9.6411898318393,0.084171299699817
"461",3,"fit_Y",13,1.625,10.097143762026,0.127427330947977
"462",3,"fit_Y",14,1.75,10.6070505659829,0.15306386923423
"463",3,"fit_Y",15,1.875,11.2287808847026,0.171829893706605
"464",3,"fit_Y",16,2,11.8545924384172,0.205073822175559
"465",3,"fit_Y",17,2.125,11.4990148490583,0.216498513298221
"466",3,"fit_Y",18,2.25,11.1332481021024,0.243731973689012
"467",3,"fit_Y",19,2.375,10.9167645397618,0.237677800396757
"468",3,"fit_Y",20,2.5,10.7147956035356,0.245480408208662
"469",3,"fit_Y",21,2.625,11.2332097156062,0.278461530802478
"470",3,"fit_Y",22,2.75,11.7943659046586,0.325779101705886
"471",3,"fit_Y",23,2.875,11.6207172771138,0.342104672766622
