"","Generation","strategy","zo","ratio","freq_media","freq_sd"
"1",0,"B",1,0.125,0.33288,0.00424865991944649
"2",0,"B",2,0.25,0.33288,0.00424865991944649
"3",0,"B",3,0.375,0.33288,0.00424865991944649
"4",0,"B",4,0.5,0.33288,0.00424865991944649
"5",0,"B",5,0.625,0.33288,0.00424865991944649
"6",0,"B",6,0.75,0.33288,0.00424865991944649
"7",0,"B",7,0.875,0.33288,0.00424865991944649
"8",0,"B",8,1,0.33288,0.00424865991944649
"9",0,"B",9,1.125,0.33288,0.00424865991944649
"10",0,"B",10,1.25,0.33288,0.00424865991944649
"11",0,"B",11,1.375,0.33288,0.00424865991944649
"12",0,"B",12,1.5,0.33288,0.00424865991944649
"13",0,"B",13,1.625,0.33288,0.00424865991944649
"14",0,"B",14,1.75,0.33288,0.00424865991944649
"15",0,"B",15,1.875,0.33288,0.00424865991944649
"16",0,"B",16,2,0.33288,0.00424865991944649
"17",0,"B",17,2.125,0.33288,0.00424865991944649
"18",0,"B",18,2.25,0.33288,0.00424865991944649
"19",0,"B",19,2.375,0.33288,0.00424865991944649
"20",0,"B",20,2.5,0.33288,0.00424865991944649
"21",0,"B",21,2.625,0.33288,0.00424865991944649
"22",0,"B",22,2.75,0.33288,0.00424865991944649
"23",0,"B",23,2.875,0.33288,0.00424865991944649
"24",0,"B",24,3,0.33288,0.00424865991944649
"25",0,"B",25,3.125,0.33288,0.00424865991944649
"26",0,"B",26,3.25,0.33288,0.00424865991944649
"27",0,"B",27,3.375,0.33288,0.00424865991944649
"28",0,"B",28,3.5,0.33288,0.00424865991944649
"29",0,"B",29,3.625,0.33288,0.00424865991944649
"30",0,"B",30,3.75,0.33288,0.00424865991944649
"31",0,"B",31,3.875,0.33288,0.00424865991944649
"32",0,"B",32,4,0.33288,0.00424865991944649
"33",0,"O",1,0.125,0.3342,0.00396000204060758
"34",0,"O",2,0.25,0.3342,0.00396000204060758
"35",0,"O",3,0.375,0.3342,0.00396000204060758
"36",0,"O",4,0.5,0.3342,0.00396000204060758
"37",0,"O",5,0.625,0.3342,0.00396000204060758
"38",0,"O",6,0.75,0.3342,0.00396000204060758
"39",0,"O",7,0.875,0.3342,0.00396000204060758
"40",0,"O",8,1,0.3342,0.00396000204060758
"41",0,"O",9,1.125,0.3342,0.00396000204060758
"42",0,"O",10,1.25,0.3342,0.00396000204060758
"43",0,"O",11,1.375,0.3342,0.00396000204060758
"44",0,"O",12,1.5,0.3342,0.00396000204060758
"45",0,"O",13,1.625,0.3342,0.00396000204060758
"46",0,"O",14,1.75,0.3342,0.00396000204060758
"47",0,"O",15,1.875,0.3342,0.00396000204060758
"48",0,"O",16,2,0.3342,0.00396000204060758
"49",0,"O",17,2.125,0.3342,0.00396000204060758
"50",0,"O",18,2.25,0.3342,0.00396000204060758
"51",0,"O",19,2.375,0.3342,0.00396000204060758
"52",0,"O",20,2.5,0.3342,0.00396000204060758
"53",0,"O",21,2.625,0.3342,0.00396000204060758
"54",0,"O",22,2.75,0.3342,0.00396000204060758
"55",0,"O",23,2.875,0.3342,0.00396000204060758
"56",0,"O",24,3,0.3342,0.00396000204060758
"57",0,"O",25,3.125,0.3342,0.00396000204060758
"58",0,"O",26,3.25,0.3342,0.00396000204060758
"59",0,"O",27,3.375,0.3342,0.00396000204060758
"60",0,"O",28,3.5,0.3342,0.00396000204060758
"61",0,"O",29,3.625,0.3342,0.00396000204060758
"62",0,"O",30,3.75,0.3342,0.00396000204060758
"63",0,"O",31,3.875,0.3342,0.00396000204060758
"64",0,"O",32,4,0.3342,0.00396000204060758
"65",0,"Y",1,0.125,0.33292,0.00431204561359657
"66",0,"Y",2,0.25,0.33292,0.00431204561359657
"67",0,"Y",3,0.375,0.33292,0.00431204561359657
"68",0,"Y",4,0.5,0.33292,0.00431204561359657
"69",0,"Y",5,0.625,0.33292,0.00431204561359657
"70",0,"Y",6,0.75,0.33292,0.00431204561359657
"71",0,"Y",7,0.875,0.33292,0.00431204561359657
"72",0,"Y",8,1,0.33292,0.00431204561359657
"73",0,"Y",9,1.125,0.33292,0.00431204561359657
"74",0,"Y",10,1.25,0.33292,0.00431204561359657
"75",0,"Y",11,1.375,0.33292,0.00431204561359657
"76",0,"Y",12,1.5,0.33292,0.00431204561359657
"77",0,"Y",13,1.625,0.33292,0.00431204561359657
"78",0,"Y",14,1.75,0.33292,0.00431204561359657
"79",0,"Y",15,1.875,0.33292,0.00431204561359657
"80",0,"Y",16,2,0.33292,0.00431204561359657
"81",0,"Y",17,2.125,0.33292,0.00431204561359657
"82",0,"Y",18,2.25,0.33292,0.00431204561359657
"83",0,"Y",19,2.375,0.33292,0.00431204561359657
"84",0,"Y",20,2.5,0.33292,0.00431204561359657
"85",0,"Y",21,2.625,0.33292,0.00431204561359657
"86",0,"Y",22,2.75,0.33292,0.00431204561359657
"87",0,"Y",23,2.875,0.33292,0.00431204561359657
"88",0,"Y",24,3,0.33292,0.00431204561359657
"89",0,"Y",25,3.125,0.33292,0.00431204561359657
"90",0,"Y",26,3.25,0.33292,0.00431204561359657
"91",0,"Y",27,3.375,0.33292,0.00431204561359657
"92",0,"Y",28,3.5,0.33292,0.00431204561359657
"93",0,"Y",29,3.625,0.33292,0.00431204561359657
"94",0,"Y",30,3.75,0.33292,0.00431204561359657
"95",0,"Y",31,3.875,0.33292,0.00431204561359657
"96",0,"Y",32,4,0.33292,0.00431204561359657
"97",1,"B",1,0.125,0.3684,0.00971694344426219
"98",1,"B",2,0.25,0.361183,0.0101629556565385
"99",1,"B",3,0.375,0.356657,0.0103109851688146
"100",1,"B",4,0.5,0.348062,0.0105916183748273
"101",1,"B",5,0.625,0.320801,0.0110413775948438
"102",1,"B",6,0.75,0.290439,0.011259446269823
"103",1,"B",7,0.875,0.27459,0.0112994815291801
"104",1,"B",8,1,0.257237,0.0110153305016511
"105",1,"B",9,1.125,0.173841,0.00940458833858143
"106",1,"B",10,1.25,0.117463,0.00727566380740506
"107",1,"B",11,1.375,0.089665,0.00619853966183923
"108",1,"B",12,1.5,0.070051,0.00523398943966698
"109",1,"B",13,1.625,0.051313,0.00413938108387906
"110",1,"B",14,1.75,0.039914,0.00348781486395888
"111",1,"B",15,1.875,0.032539,0.003088064183925
"112",1,"B",16,2,0.027344,0.00270373180189265
"113",1,"B",17,2.125,0.02336,0.00253791451806599
"114",1,"B",18,2.25,0.020045,0.00240392671193688
"115",1,"B",19,2.375,0.017398,0.00218063006370807
"116",1,"B",20,2.5,0.015242,0.0019692679253002
"117",1,"B",21,2.625,0.013185,0.00180880981014946
"118",1,"B",22,2.75,0.01143,0.00160595482784881
"119",1,"B",23,2.875,0.01008,0.00151023444564348
"120",1,"B",24,3,0.008934,0.00151345614239379
"121",1,"B",25,3.125,0.008026,0.00135016796560781
"122",1,"B",26,3.25,0.007243,0.00120665285443292
"123",1,"B",27,3.375,0.006634,0.00113058668956709
"124",1,"B",28,3.5,0.006197,0.00102862613090069
"125",1,"B",29,3.625,0.005742,0.000955915130842554
"126",1,"B",30,3.75,0.005395,0.000868340458296832
"127",1,"B",31,3.875,0.005114,0.000791114799673616
"128",1,"B",32,4,0.004875,0.00078577954602388
"129",1,"O",1,0.125,0.181719,0.005314772532358
"130",1,"O",2,0.25,0.135798,0.00527823776836493
"131",1,"O",3,0.375,0.100397,0.00504872131026133
"132",1,"O",4,0.5,0.083847,0.00459579199272596
"133",1,"O",5,0.625,0.132917,0.00705243070067894
"134",1,"O",6,0.75,0.228842,0.0104122905231939
"135",1,"O",7,0.875,0.289963,0.0121182528243618
"136",1,"O",8,1,0.357539,0.0140721222725119
"137",1,"O",9,1.125,0.471322,0.0162566696801931
"138",1,"O",10,1.25,0.572399,0.0165838517963723
"139",1,"O",11,1.375,0.574907,0.0162408715930214
"140",1,"O",12,1.5,0.575123,0.016733435077561
"141",1,"O",13,1.625,0.651908,0.0155201835353097
"142",1,"O",14,1.75,0.713257,0.0145026591431441
"143",1,"O",15,1.875,0.764053,0.0131053651978759
"144",1,"O",16,2,0.803388,0.0108818659273401
"145",1,"O",17,2.125,0.796573,0.0117259003229534
"146",1,"O",18,2.25,0.788847,0.0118999402001723
"147",1,"O",19,2.375,0.783127,0.0121600592685291
"148",1,"O",20,2.5,0.775916,0.0129860042765551
"149",1,"O",21,2.625,0.80905,0.0120036652651588
"150",1,"O",22,2.75,0.836792,0.0103799211767895
"151",1,"O",23,2.875,0.831837,0.0112101654354835
"152",1,"O",24,3,0.829332,0.0109395111888286
"153",1,"O",25,3.125,0.850238,0.0098704515672493
"154",1,"O",26,3.25,0.867429,0.00876050935975895
"155",1,"O",27,3.375,0.86437,0.00923373809418045
"156",1,"O",28,3.5,0.861498,0.00973872806081083
"157",1,"O",29,3.625,0.875985,0.00784862305365622
"158",1,"O",30,3.75,0.887223,0.00662523268125793
"159",1,"O",31,3.875,0.895779,0.00580734983630331
"160",1,"O",32,4,0.902553,0.00497666179544708
"161",1,"Y",1,0.125,0.449881,0.00805699012652925
"162",1,"Y",2,0.25,0.503019,0.00874853748239145
"163",1,"Y",3,0.375,0.542946,0.00955295099575375
"164",1,"Y",4,0.5,0.568091,0.00994743858203881
"165",1,"Y",5,0.625,0.546282,0.0113249378886517
"166",1,"Y",6,0.75,0.480719,0.0119775521942364
"167",1,"Y",7,0.875,0.435447,0.0119791355230162
"168",1,"Y",8,1,0.385224,0.0127077334284635
"169",1,"Y",9,1.125,0.354837,0.0147142935730376
"170",1,"Y",10,1.25,0.310138,0.0145360768886633
"171",1,"Y",11,1.375,0.335428,0.0148208158283605
"172",1,"Y",12,1.5,0.354826,0.0160954075889536
"173",1,"Y",13,1.625,0.296779,0.0155736522837305
"174",1,"Y",14,1.75,0.246829,0.0143042784798214
"175",1,"Y",15,1.875,0.203408,0.0130318853725636
"176",1,"Y",16,2,0.169268,0.0108245314359597
"177",1,"Y",17,2.125,0.180067,0.0116036049344481
"178",1,"Y",18,2.25,0.191108,0.0118435396019531
"179",1,"Y",19,2.375,0.199475,0.0121693220431501
"180",1,"Y",20,2.5,0.208842,0.013024748625892
"181",1,"Y",21,2.625,0.177765,0.0120054901161632
"182",1,"Y",22,2.75,0.151778,0.0104180455329814
"183",1,"Y",23,2.875,0.158083,0.0112981633887812
"184",1,"Y",24,3,0.161734,0.0108112943188355
"185",1,"Y",25,3.125,0.141736,0.0098133749175667
"186",1,"Y",26,3.25,0.125328,0.0086716661570539
"187",1,"Y",27,3.375,0.128996,0.00915131960457346
"188",1,"Y",28,3.5,0.132305,0.00967063006523287
"189",1,"Y",29,3.625,0.118273,0.00771362241149194
"190",1,"Y",30,3.75,0.107382,0.00652561975074499
"191",1,"Y",31,3.875,0.099107,0.00568107357545182
"192",1,"Y",32,4,0.092572,0.00483370071748993
"193",2,"B",1,0.125,0.621577,0.0120185954825736
"194",2,"B",2,0.25,0.681823,0.0120201670184534
"195",2,"B",3,0.375,0.719959,0.0127581552052961
"196",2,"B",4,0.5,0.713417,0.0123083699451662
"197",2,"B",5,0.625,0.576396,0.0156796652716282
"198",2,"B",6,0.75,0.400835,0.0179506977720937
"199",2,"B",7,0.875,0.317181,0.0170041628592958
"200",2,"B",8,1,0.245741,0.0159686820705626
"201",2,"B",9,1.125,0.10901,0.0116817694453254
"202",2,"B",10,1.25,0.040246,0.00614493994020176
"203",2,"B",11,1.375,0.025656,0.00422016132584545
"204",2,"B",12,1.5,0.015879,0.00334078848129714
"205",2,"B",13,1.625,0.004686,0.00147353899565542
"206",2,"B",14,1.75,0.001447,0.000713145684749454
"207",2,"B",15,1.875,0.000576,0.000354514891197546
"208",2,"B",16,2,0.000318,0.000258738196920081
"209",2,"B",17,2.125,0.00024,0.000218812220588311
"210",2,"B",18,2.25,0.000186,0.00018641758273166
"211",2,"B",19,2.375,0.000146,0.00016044131058245
"212",2,"B",20,2.5,0.000114,0.000147723465374402
"213",2,"B",21,2.625,9.1e-05,0.000132645955441353
"214",2,"B",22,2.75,6.1e-05,0.000108147859876928
"215",2,"B",23,2.875,4.1e-05,8.5392735006669e-05
"216",2,"B",24,3,2e-05,5.5048188256318e-05
"217",2,"B",25,3.125,1.5e-05,4.57816513022368e-05
"218",2,"B",26,3.25,1e-05,3.62371537669739e-05
"219",2,"B",27,3.375,7e-06,2.93188669562103e-05
"220",2,"B",28,3.5,6e-06,2.38683256575942e-05
"221",2,"B",29,3.625,5e-06,2.1904291355759e-05
"222",2,"B",30,3.75,5e-06,2.1904291355759e-05
"223",2,"B",31,3.875,4e-06,1.96946385566932e-05
"224",2,"B",32,4,4e-06,2.42878362539562e-05
"225",2,"O",1,0.125,0.096963,0.00439378934958025
"226",2,"O",2,0.25,0.039617,0.00325740973502232
"227",2,"O",3,0.375,0.01779,0.00220689919126453
"228",2,"O",4,0.5,0.010899,0.0019215679098911
"229",2,"O",5,0.625,0.042919,0.00481992277485392
"230",2,"O",6,0.75,0.131186,0.011032312687389
"231",2,"O",7,0.875,0.195486,0.0129464477402456
"232",2,"O",8,1,0.267463,0.0146676559928038
"233",2,"O",9,1.125,0.30443,0.0161527962991808
"234",2,"O",10,1.25,0.314814,0.0159832931714982
"235",2,"O",11,1.375,0.236912,0.0137968689172287
"236",2,"O",12,1.5,0.179928,0.0118721053250249
"237",2,"O",13,1.625,0.186624,0.0140056202283154
"238",2,"O",14,1.75,0.196149,0.0145038169479832
"239",2,"O",15,1.875,0.210405,0.0144624024926215
"240",2,"O",16,2,0.222119,0.0151246851206893
"241",2,"O",17,2.125,0.181214,0.0144638736306717
"242",2,"O",18,2.25,0.146723,0.0141305947532582
"243",2,"O",19,2.375,0.124513,0.0126782296106596
"244",2,"O",20,2.5,0.106695,0.011834177306651
"245",2,"O",21,2.625,0.117195,0.0124073241240483
"246",2,"O",22,2.75,0.128737,0.0136107477956046
"247",2,"O",23,2.875,0.114411,0.0127142161346735
"248",2,"O",24,3,0.098907,0.0115110948237083
"249",2,"O",25,3.125,0.107528,0.0121869866014632
"250",2,"O",26,3.25,0.115955,0.0127475596793181
"251",2,"O",27,3.375,0.104759,0.0124984370335986
"252",2,"O",28,3.5,0.095141,0.0113910127164827
"253",2,"O",29,3.625,0.102709,0.0119357716740287
"254",2,"O",30,3.75,0.109416,0.0127775190838986
"255",2,"O",31,3.875,0.114562,0.0128258008590796
"256",2,"O",32,4,0.117813,0.0127458423009072
"257",2,"Y",1,0.125,0.28146,0.00974252368109863
"258",2,"Y",2,0.25,0.27856,0.0107665587760801
"259",2,"Y",3,0.375,0.262251,0.0121930141863895
"260",2,"Y",4,0.5,0.275684,0.0121000519240893
"261",2,"Y",5,0.625,0.380685,0.0150365304334061
"262",2,"Y",6,0.75,0.467979,0.0160713956010564
"263",2,"Y",7,0.875,0.487333,0.0167108025002398
"264",2,"Y",8,1,0.486796,0.0166648054718362
"265",2,"Y",9,1.125,0.58656,0.0169283039536592
"266",2,"Y",10,1.25,0.64494,0.0153656313330311
"267",2,"Y",11,1.375,0.737432,0.0139536091417528
"268",2,"Y",12,1.5,0.804193,0.0121945281237781
"269",2,"Y",13,1.625,0.80869,0.0143083185524358
"270",2,"Y",14,1.75,0.802404,0.0145206847933796
"271",2,"Y",15,1.875,0.789019,0.0144833704361906
"272",2,"Y",16,2,0.777563,0.0151535351411058
"273",2,"Y",17,2.125,0.818546,0.014476818250799
"274",2,"Y",18,2.25,0.853091,0.0141259421425313
"275",2,"Y",19,2.375,0.875341,0.0126755877276923
"276",2,"Y",20,2.5,0.893191,0.0118434322676658
"277",2,"Y",21,2.625,0.882714,0.0124118794513624
"278",2,"Y",22,2.75,0.871202,0.0136112029021848
"279",2,"Y",23,2.875,0.885548,0.0127175888700125
"280",2,"Y",24,3,0.901073,0.0115142674341642
"281",2,"Y",25,3.125,0.892457,0.0121906095256169
"282",2,"Y",26,3.25,0.884035,0.0127462838712015
"283",2,"Y",27,3.375,0.895234,0.0124942428762412
"284",2,"Y",28,3.5,0.904853,0.0113925498870662
"285",2,"Y",29,3.625,0.897286,0.0119374719418994
"286",2,"Y",30,3.75,0.890579,0.0127806300329993
"287",2,"Y",31,3.875,0.885434,0.0128270564736333
"288",2,"Y",32,4,0.882183,0.0127472164123242
"289",3,"B",1,0.125,0.734086,0.0108598139761213
"290",3,"B",2,0.25,0.868139,0.0102839474302174
"291",3,"B",3,0.375,0.920913,0.00808709728049826
"292",3,"B",4,0.5,0.929495,0.00743714910894536
"293",3,"B",5,0.625,0.790361,0.0148746336513753
"294",3,"B",6,0.75,0.539052,0.0236750283137437
"295",3,"B",7,0.875,0.404925,0.0216419410199527
"296",3,"B",8,1,0.292849,0.0194652370531508
"297",3,"B",9,1.125,0.134034,0.0157165692660628
"298",3,"B",10,1.25,0.049718,0.00858500430925337
"299",3,"B",11,1.375,0.040336,0.00754857027067465
"300",3,"B",12,1.5,0.030501,0.00742733818573333
"301",3,"B",13,1.625,0.008793,0.0033329774052397
"302",3,"B",14,1.75,0.002368,0.0016862414124348
"303",3,"B",15,1.875,0.000502,0.00077628746107497
"304",3,"B",16,2,0.000146,0.000362209828132755
"305",3,"B",17,2.125,0.000108,0.000297015457204136
"306",3,"B",18,2.25,0.000133,0.000314644259602825
"307",3,"B",19,2.375,0.000144,0.000336746165231291
"308",3,"B",20,2.5,0.000118,0.000317623753023681
"309",3,"B",21,2.625,0.000103,0.000306315675291509
"310",3,"B",22,2.75,6.2e-05,0.000230405878151727
"311",3,"B",23,2.875,6.9e-05,0.000240661965873675
"312",3,"B",24,3,4.5e-05,0.000183883472104296
"313",3,"B",25,3.125,3.3e-05,0.000148429488752448
"314",3,"B",26,3.25,2.1e-05,0.000123333333333333
"315",3,"B",27,3.375,1.5e-05,0.000107661084384791
"316",3,"B",28,3.5,1.7e-05,0.000106415423808029
"317",3,"B",29,3.625,1.7e-05,0.000106415423808029
"318",3,"B",30,3.75,2e-05,0.000110096376512636
"319",3,"B",31,3.875,2e-05,0.000110096376512636
"320",3,"B",32,4,1.9e-05,0.000123660499723716
"321",3,"O",1,0.125,0.086404,0.00520052289523259
"322",3,"O",2,0.25,0.028505,0.00360460914257109
"323",3,"O",3,0.375,0.014717,0.00313075506431392
"324",3,"O",4,0.5,0.010783,0.00294423096233906
"325",3,"O",5,0.625,0.044615,0.00626599569264152
"326",3,"O",6,0.75,0.118529,0.0107301265207599
"327",3,"O",7,0.875,0.160324,0.0128207779590299
"328",3,"O",8,1,0.197503,0.0134370545639115
"329",3,"O",9,1.125,0.152797,0.0135579150910515
"330",3,"O",10,1.25,0.104676,0.0110236945904829
"331",3,"O",11,1.375,0.049503,0.00752473973508772
"332",3,"O",12,1.5,0.022836,0.00473603252104586
"333",3,"O",13,1.625,0.014718,0.00461071172664944
"334",3,"O",14,1.75,0.013687,0.00414869226079104
"335",3,"O",15,1.875,0.018526,0.00533035181813082
"336",3,"O",16,2,0.024693,0.00657083016755943
"337",3,"O",17,2.125,0.013195,0.00453870837765258
"338",3,"O",18,2.25,0.005509,0.00263416154984979
"339",3,"O",19,2.375,0.003147,0.00188869336480611
"340",3,"O",20,2.5,0.00623,0.00156827770165075
"341",3,"O",21,2.625,0.015538,0.00287524368752046
"342",3,"O",22,2.75,0.020108,0.00289878692845225
"343",3,"O",23,2.875,0.022922,0.00329169693119957
"344",3,"O",24,3,0.03067,0.0042782159030525
"345",3,"O",25,3.125,0.038556,0.00565951991396493
"346",3,"O",26,3.25,0.047313,0.00529010234572856
"347",3,"O",27,3.375,0.052049,0.00594973040726989
"348",3,"O",28,3.5,0.055977,0.006647363797367
"349",3,"O",29,3.625,0.060435,0.00657879014697838
"350",3,"O",30,3.75,0.064823,0.00714723729913181
"351",3,"O",31,3.875,0.069399,0.00680882515563441
"352",3,"O",32,4,0.074477,0.00715616362150683
"353",3,"Y",1,0.125,0.17951,0.00942401295638011
"354",3,"Y",2,0.25,0.103356,0.00926846854075198
"355",3,"Y",3,0.375,0.06437,0.00715576337611505
"356",3,"Y",4,0.5,0.059722,0.00654731929105263
"357",3,"Y",5,0.625,0.165024,0.0137248364417772
"358",3,"Y",6,0.75,0.342419,0.0207601195720657
"359",3,"Y",7,0.875,0.434751,0.0217075348599736
"360",3,"Y",8,1,0.509648,0.0220278908603973
"361",3,"Y",9,1.125,0.713169,0.0204354252476063
"362",3,"Y",10,1.25,0.845606,0.0147188865136606
"363",3,"Y",11,1.375,0.910161,0.0109743769064512
"364",3,"Y",12,1.5,0.946663,0.00916095860847884
"365",3,"Y",13,1.625,0.976489,0.00609871480085946
"366",3,"Y",14,1.75,0.983945,0.00455714280059891
"367",3,"Y",15,1.875,0.980972,0.00538443473112428
"368",3,"Y",16,2,0.975161,0.00664297145086216
"369",3,"Y",17,2.125,0.986697,0.00451546064632223
"370",3,"Y",18,2.25,0.994358,0.00267098816503889
"371",3,"Y",19,2.375,0.996709,0.00194910468957137
"372",3,"Y",20,2.5,0.993652,0.00167678624791955
"373",3,"Y",21,2.625,0.984359,0.00292329878007291
"374",3,"Y",22,2.75,0.97983,0.0029548282692925
"375",3,"Y",23,2.875,0.977009,0.00334365356936378
"376",3,"Y",24,3,0.969285,0.00430096007604786
"377",3,"Y",25,3.125,0.961411,0.0056545484507446
"378",3,"Y",26,3.25,0.952666,0.00528831798124007
"379",3,"Y",27,3.375,0.947936,0.00594589273398372
"380",3,"Y",28,3.5,0.944006,0.00664550915424784
"381",3,"Y",29,3.625,0.939548,0.00659293285544177
"382",3,"Y",30,3.75,0.935157,0.00715581638115513
"383",3,"Y",31,3.875,0.930581,0.00680712186469495
"384",3,"Y",32,4,0.925504,0.00715283259565147
"385",4,"B",1,0.125,0.757288,0.0121379718073474
"386",4,"B",2,0.25,0.912764,0.0097481883320736
"387",4,"B",3,0.375,0.954655,0.00792014915429391
"388",4,"B",4,0.5,0.966001,0.00751767607278696
"389",4,"B",5,0.625,0.856165,0.0146132247770243
"390",4,"B",6,0.75,0.623592,0.0238634231755749
"391",4,"B",7,0.875,0.484712,0.02275895330536
"392",4,"B",8,1,0.363435,0.0194302657540428
"393",4,"B",9,1.125,0.205023,0.0208774241561055
"394",4,"B",10,1.25,0.092512,0.0141403804614996
"395",4,"B",11,1.375,0.080902,0.0145639653552419
"396",4,"B",12,1.5,0.064482,0.0147888736500919
"397",4,"B",13,1.625,0.020263,0.00704881471517651
"398",4,"B",14,1.75,0.005954,0.00402581116739913
"399",4,"B",15,1.875,0.00128,0.00183126605208947
"400",4,"B",16,2,0.000445,0.00100306348933473
"401",4,"B",17,2.125,0.000351,0.000938997423647244
"402",4,"B",18,2.25,0.000388,0.000859795606437068
"403",4,"B",19,2.375,0.00036,0.000791239916877685
"404",4,"B",20,2.5,0.000246,0.000665517190847187
"405",4,"B",21,2.625,0.000194,0.000591150222751024
"406",4,"B",22,2.75,0.000124,0.00050674640520868
"407",4,"B",23,2.875,0.000153,0.000556949664954499
"408",4,"B",24,3,6.8e-05,0.000288107723961126
"409",4,"B",25,3.125,6e-05,0.000298481002897855
"410",4,"B",26,3.25,4.1e-05,0.000260572407975173
"411",4,"B",27,3.375,2.8e-05,0.000214654996859537
"412",4,"B",28,3.5,3.1e-05,0.000256509200024034
"413",4,"B",29,3.625,3.1e-05,0.000256509200024034
"414",4,"B",30,3.75,2e-05,0.000157634021862302
"415",4,"B",31,3.875,2.2e-05,0.000176715259183475
"416",4,"B",32,4,2e-05,0.000164531781339372
"417",4,"O",1,0.125,0.117196,0.0082181853043704
"418",4,"O",2,0.25,0.045545,0.00609101631897172
"419",4,"O",3,0.375,0.026942,0.00552875275905037
"420",4,"O",4,0.5,0.020831,0.00567876951745035
"421",4,"O",5,0.625,0.068974,0.00938039670932112
"422",4,"O",6,0.75,0.140117,0.0116836331608958
"423",4,"O",7,0.875,0.160708,0.0131724665400021
"424",4,"O",8,1,0.164673,0.0138068410433364
"425",4,"O",9,1.125,0.090906,0.0117819997959565
"426",4,"O",10,1.25,0.039426,0.0078039438359037
"427",4,"O",11,1.375,0.020699,0.00555878583865218
"428",4,"O",12,1.5,0.011471,0.00431542441467672
"429",4,"O",13,1.625,0.003628,0.00246412973553248
"430",4,"O",14,1.75,0.001011,0.00116062461414081
"431",4,"O",15,1.875,0.001006,0.00105455433643073
"432",4,"O",16,2,0.002068,0.00178630480279398
"433",4,"O",17,2.125,0.000534,0.000713537212439095
"434",4,"O",18,2.25,0.000186,0.000401013866608277
"435",4,"O",19,2.375,0.000218,0.000478503559616495
"436",4,"O",20,2.5,0.003934,0.00119377340793592
"437",4,"O",21,2.625,0.014333,0.00334754711948491
"438",4,"O",22,2.75,0.027342,0.00392083736675798
"439",4,"O",23,2.875,0.026588,0.0040736720585246
"440",4,"O",24,3,0.042386,0.00604418110686016
"441",4,"O",25,3.125,0.052289,0.0057907431354366
"442",4,"O",26,3.25,0.061253,0.00656723509307203
"443",4,"O",27,3.375,0.062002,0.00713967404399847
"444",4,"O",28,3.5,0.057124,0.00679444395715122
"445",4,"O",29,3.625,0.067017,0.00814617782345273
"446",4,"O",30,3.75,0.077942,0.00776346246818708
"447",4,"O",31,3.875,0.090588,0.00759221131998265
"448",4,"O",32,4,0.100526,0.00761109795766761
"449",4,"Y",1,0.125,0.125516,0.00880387563875287
"450",4,"Y",2,0.25,0.041691,0.00605358387880913
"451",4,"Y",3,0.375,0.018403,0.00397025442535113
"452",4,"Y",4,0.5,0.013168,0.00346185213462681
"453",4,"Y",5,0.625,0.074861,0.00950368238041859
"454",4,"Y",6,0.75,0.236291,0.020532659842359
"455",4,"Y",7,0.875,0.35458,0.0243668760095472
"456",4,"Y",8,1,0.471892,0.0246514108433099
"457",4,"Y",9,1.125,0.704071,0.0271752237685118
"458",4,"Y",10,1.25,0.868062,0.018711174104359
"459",4,"Y",11,1.375,0.898399,0.0171477624361214
"460",4,"Y",12,1.5,0.924047,0.0164448785739856
"461",4,"Y",13,1.625,0.976109,0.00827660808629606
"462",4,"Y",14,1.75,0.993035,0.00451472059159834
"463",4,"Y",15,1.875,0.997714,0.00215514512389549
"464",4,"Y",16,2,0.997487,0.00219777918211393
"465",4,"Y",17,2.125,0.999115,0.00121956897502703
"466",4,"Y",18,2.25,0.999426,0.00108995598094787
"467",4,"Y",19,2.375,0.999422,0.00114279296356591
"468",4,"Y",20,2.5,0.99582,0.0014935551783269
"469",4,"Y",21,2.625,0.985473,0.0034880417648783
"470",4,"Y",22,2.75,0.972534,0.00401014420758862
"471",4,"Y",23,2.875,0.973259,0.00406346359201561
"472",4,"Y",24,3,0.957546,0.00602158440843261
"473",4,"Y",25,3.125,0.947651,0.00579300335566862
"474",4,"Y",26,3.25,0.938706,0.00654988349036635
"475",4,"Y",27,3.375,0.93797,0.0071284534427075
"476",4,"Y",28,3.5,0.942845,0.00680157995608299
"477",4,"Y",29,3.625,0.932952,0.00814027870368929
"478",4,"Y",30,3.75,0.922038,0.00776742459560985
"479",4,"Y",31,3.875,0.90939,0.00759569920841041
"480",4,"Y",32,4,0.899454,0.00761535424008761
"481",5,"B",1,0.125,0.722187,0.0156483558693603
"482",5,"B",2,0.25,0.892192,0.0127861247396772
"483",5,"B",3,0.375,0.937445,0.0115368655915187
"484",5,"B",4,0.5,0.952291,0.011487991930092
"485",5,"B",5,0.625,0.830748,0.0179228282851054
"486",5,"B",6,0.75,0.635074,0.0238035462089415
"487",5,"B",7,0.875,0.528641,0.0221649650520269
"488",5,"B",8,1,0.434203,0.0201619927215801
"489",5,"B",9,1.125,0.29848,0.026062051052258
"490",5,"B",10,1.25,0.154558,0.0218685936881865
"491",5,"B",11,1.375,0.136103,0.0239267504030214
"492",5,"B",12,1.5,0.109673,0.024224579949658
"493",5,"B",13,1.625,0.036458,0.0121904183271083
"494",5,"B",14,1.75,0.011234,0.00739575663212468
"495",5,"B",15,1.875,0.002416,0.00338119338205739
"496",5,"B",16,2,0.000869,0.00191494362603944
