Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.4647,0.3608,0.1745,1
2,0.2917,0.5947,0.1136,1
3,0.1517,0.7118,0.1365,1
4,0.0939,0.7002,0.2059,1
5,0.0945,0.6039,0.3016,1
6,0.1182,0.4823,0.3995,1
7,0.146,0.3727,0.4813,1
8,0.1834,0.2865,0.5301,1
9,0.2176,0.2463,0.5361,1
10,0.2508,0.2379,0.5113,1
11,0.2777,0.269,0.4533,1
12,0.2801,0.3332,0.3867,1
13,0.2766,0.3949,0.3285,1
14,0.2753,0.442,0.2827,1
15,0.2707,0.4772,0.2521,1
16,0.255,0.5049,0.2401,1
17,0.239,0.5099,0.2511,1
18,0.2292,0.4982,0.2726,1
19,0.2251,0.4821,0.2928,1
20,0.2192,0.4617,0.3191,1
21,0.2183,0.4415,0.3402,1
22,0.2189,0.4257,0.3554,1
23,0.2266,0.4139,0.3595,1
24,0.2327,0.4051,0.3622,1
25,0.2316,0.4019,0.3665,1
26,0.2346,0.3907,0.3747,1
27,0.2331,0.3932,0.3737,1
28,0.2351,0.3874,0.3775,1
29,0.2382,0.3836,0.3782,1
30,0.2437,0.3785,0.3778,1
31,0.2465,0.3745,0.379,1
32,0.2462,0.3817,0.3721,1
33,0.2458,0.3842,0.37,1
34,0.2444,0.3854,0.3702,1
35,0.2526,0.3753,0.3721,1
36,0.2634,0.3672,0.3694,1
37,0.268,0.3697,0.3623,1
38,0.2726,0.3741,0.3533,1
39,0.2685,0.3853,0.3462,1
40,0.2602,0.3938,0.346,1
41,0.2582,0.3861,0.3557,1
42,0.2588,0.3784,0.3628,1
43,0.2629,0.3768,0.3603,1
44,0.2701,0.3764,0.3535,1
45,0.2719,0.3785,0.3496,1
46,0.2736,0.3806,0.3458,1
47,0.276,0.3797,0.3443,1
48,0.276,0.3818,0.3422,1
49,0.28,0.3773,0.3427,1
50,0.2835,0.3817,0.3348,1
51,0.286,0.3836,0.3304,1
52,0.283,0.3929,0.3241,1
53,0.2745,0.3948,0.3307,1
54,0.2587,0.3946,0.3467,1
55,0.2493,0.3935,0.3572,1
56,0.2574,0.3727,0.3699,1
57,0.2687,0.3585,0.3728,1
58,0.2843,0.3466,0.3691,1
59,0.2876,0.3657,0.3467,1
60,0.2748,0.3984,0.3268,1
61,0.2635,0.4196,0.3169,1
62,0.2595,0.4303,0.3102,1
63,0.258,0.4285,0.3135,1
