Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.0737,0.7376,0.1887,1
2,0.0025,0.3905,0.607,1
3,0.0069,0.0986,0.8945,1
4,0.0134,0.0327,0.9539,1
5,0.0188,0.0378,0.9434,1
6,0.0216,0.0397,0.9387,1
7,0.0217,0.0392,0.9391,1
8,0.0208,0.043,0.9362,1
9,0.0196,0.048,0.9324,1
10,0.0188,0.0563,0.9249,1
11,0.0173,0.0554,0.9273,1
12,0.0183,0.0506,0.9311,1
13,0.0203,0.0538,0.9259,1
14,0.0221,0.0591,0.9188,1
15,0.0225,0.0638,0.9137,1
16,0.0242,0.0684,0.9074,1
17,0.0266,0.0731,0.9003,1
18,0.0287,0.08,0.8913,1
19,0.0293,0.0854,0.8853,1
20,0.0321,0.0939,0.874,1
21,0.0335,0.1,0.8665,1
22,0.0361,0.1039,0.86,1
23,0.04,0.1098,0.8502,1
24,0.0395,0.1159,0.8446,1
25,0.0403,0.1178,0.8419,1
26,0.0433,0.1127,0.844,1
27,0.0473,0.1197,0.833,1
28,0.047,0.1336,0.8194,1
29,0.0474,0.1373,0.8153,1
30,0.0538,0.1427,0.8035,1
31,0.0611,0.1468,0.7921,1
32,0.0681,0.1639,0.768,1
33,0.0722,0.1759,0.7519,1
34,0.0799,0.1833,0.7368,1
35,0.0889,0.1917,0.7194,1
36,0.0926,0.2044,0.703,1
37,0.0964,0.2118,0.6918,1
38,0.0928,0.2191,0.6881,1
39,0.0954,0.2151,0.6895,1
40,0.1008,0.2058,0.6934,1
41,0.0978,0.2282,0.674,1
42,0.0943,0.2351,0.6706,1
43,0.0911,0.2315,0.6774,1
44,0.0875,0.2265,0.686,1
45,0.0859,0.21,0.7041,1
46,0.0874,0.1956,0.717,1
47,0.0892,0.2027,0.7081,1
48,0.0875,0.2283,0.6842,1
49,0.0819,0.2262,0.6919,1
50,0.081,0.2187,0.7003,1
51,0.0903,0.2145,0.6952,1
52,0.0938,0.2226,0.6836,1
53,0.0897,0.2429,0.6674,1
54,0.0774,0.2487,0.6739,1
55,0.0662,0.2373,0.6965,1
56,0.0664,0.2086,0.725,1
57,0.0757,0.1903,0.734,1
58,0.0823,0.1976,0.7201,1
59,0.0832,0.2139,0.7029,1
60,0.0819,0.2188,0.6993,1
61,0.0794,0.2202,0.7004,1
62,0.0758,0.2139,0.7103,1
63,0.0796,0.204,0.7164,1
64,0.0922,0.2109,0.6969,1
65,0.0953,0.2332,0.6715,1
66,0.0942,0.2432,0.6626,1
67,0.0934,0.2373,0.6693,1
68,0.0952,0.2428,0.662,1
69,0.092,0.2515,0.6565,1
70,0.0851,0.2439,0.671,1
71,0.0832,0.2263,0.6905,1
72,0.0833,0.2338,0.6829,1
73,0.0853,0.2415,0.6732,1
74,0.0856,0.2489,0.6655,1
75,0.0843,0.2447,0.671,1
76,0.0839,0.2349,0.6812,1
77,0.0811,0.2333,0.6856,1
78,0.0801,0.2336,0.6863,1
79,0.079,0.219,0.702,1
80,0.0783,0.218,0.7037,1
81,0.0802,0.2057,0.7141,1
82,0.0852,0.2043,0.7105,1
83,0.0844,0.2185,0.6971,1
84,0.0826,0.2207,0.6967,1
85,0.0857,0.2195,0.6948,1
86,0.0868,0.2296,0.6836,1
87,0.0822,0.249,0.6688,1
88,0.0781,0.2491,0.6728,1
89,0.0841,0.2356,0.6803,1
90,0.0863,0.2396,0.6741,1
91,0.0782,0.2621,0.6597,1
92,0.0796,0.2499,0.6705,1
93,0.0813,0.2394,0.6793,1
94,0.0857,0.2445,0.6698,1
95,0.0934,0.2425,0.6641,1
96,0.0866,0.2562,0.6572,1
97,0.0812,0.2439,0.6749,1
98,0.0861,0.2268,0.6871,1
99,0.0937,0.2145,0.6918,1
100,0.1003,0.2195,0.6802,1
101,0.1048,0.232,0.6632,1
102,0.1026,0.2497,0.6477,1
103,0.0989,0.2438,0.6573,1
104,0.0999,0.2336,0.6665,1
105,0.1023,0.2451,0.6526,1
106,0.1017,0.2552,0.6431,1
107,0.0969,0.2585,0.6446,1
108,0.0924,0.2528,0.6548,1
109,0.0888,0.2595,0.6517,1
110,0.0857,0.2653,0.649,1
111,0.0823,0.2573,0.6604,1
112,0.0792,0.2398,0.681,1
113,0.08,0.221,0.699,1
114,0.0859,0.2097,0.7044,1
115,0.0943,0.2088,0.6969,1
116,0.1004,0.2229,0.6767,1
117,0.0989,0.2412,0.6599,1
118,0.089,0.2606,0.6504,1
119,0.0821,0.2431,0.6748,1
120,0.085,0.2319,0.6831,1
121,0.0924,0.2248,0.6828,1
122,0.0973,0.2459,0.6568,1
123,0.095,0.2573,0.6477,1
124,0.0964,0.264,0.6396,1
125,0.0898,0.2596,0.6506,1
126,0.0931,0.2428,0.6641,1
127,0.0992,0.2429,0.6579,1
128,0.1007,0.243,0.6563,1
129,0.1005,0.245,0.6545,1
130,0.1046,0.2358,0.6596,1
131,0.1071,0.2415,0.6514,1
132,0.1043,0.263,0.6327,1
133,0.0981,0.2665,0.6354,1
134,0.1,0.2518,0.6482,1
135,0.1015,0.2599,0.6386,1
136,0.1047,0.2606,0.6347,1
137,0.1052,0.2676,0.6272,1
138,0.1027,0.273,0.6243,1
139,0.1001,0.2633,0.6366,1
140,0.1052,0.2437,0.6511,1
141,0.1132,0.2445,0.6423,1
142,0.1117,0.2672,0.6211,1
143,0.1038,0.2744,0.6218,1
144,0.0977,0.2546,0.6477,1
145,0.1007,0.239,0.6603,1
146,0.1015,0.2387,0.6598,1
147,0.0935,0.2565,0.65,1
148,0.0828,0.2509,0.6663,1
149,0.0821,0.2457,0.6722,1
150,0.0815,0.2409,0.6776,1
151,0.0817,0.2356,0.6827,1
152,0.0857,0.2521,0.6622,1
153,0.0841,0.2467,0.6692,1
154,0.0838,0.2374,0.6788,1
155,0.0888,0.2338,0.6774,1
156,0.0861,0.2364,0.6775,1
157,0.0853,0.2279,0.6868,1
158,0.0845,0.2242,0.6913,1
159,0.0885,0.2267,0.6848,1
160,0.0865,0.239,0.6745,1
161,0.0883,0.2325,0.6792,1
162,0.0936,0.2377,0.6687,1
163,0.096,0.2421,0.6619,1
164,0.1,0.2284,0.6716,1
165,0.0989,0.2432,0.6579,1
166,0.0916,0.252,0.6564,1
167,0.0877,0.2324,0.6799,1
168,0.0903,0.213,0.6967,1
169,0.0944,0.2145,0.6911,1
170,0.0903,0.229,0.6807,1
171,0.0868,0.2363,0.6769,1
172,0.0868,0.2508,0.6624,1
173,0.0883,0.2464,0.6653,1
174,0.0897,0.2416,0.6687,1
175,0.0815,0.2461,0.6724,1
176,0.084,0.2338,0.6822,1
177,0.089,0.2245,0.6865,1
178,0.0909,0.2288,0.6803,1
179,0.0892,0.2257,0.6851,1
180,0.0907,0.2267,0.6826,1
181,0.0934,0.2312,0.6754,1
182,0.0963,0.2315,0.6722,1
183,0.0959,0.2444,0.6597,1
184,0.0938,0.2395,0.6667,1
185,0.0884,0.2403,0.6713,1
186,0.0842,0.2301,0.6857,1
187,0.0829,0.213,0.7041,1
188,0.0842,0.2183,0.6975,1
189,0.0865,0.2168,0.6967,1
190,0.0869,0.2238,0.6893,1
191,0.0845,0.2341,0.6814,1
192,0.0837,0.2254,0.6909,1
193,0.0837,0.2268,0.6895,1
194,0.0863,0.2284,0.6853,1
195,0.0856,0.2341,0.6803,1
196,0.0909,0.2382,0.6709,1
197,0.0917,0.2474,0.6609,1
198,0.0967,0.2577,0.6456,1
199,0.0965,0.2429,0.6606,1
200,0.0954,0.2452,0.6594,1
0,0.3368,0.3332,0.33,2
1,0.0661,0.7317,0.2022,2
2,0.0022,0.3609,0.6369,2
3,0.0074,0.0905,0.9021,2
4,0.0185,0.0363,0.9452,2
5,0.032,0.0371,0.9309,2
6,0.043,0.0363,0.9207,2
7,0.052,0.0391,0.9089,2
8,0.0604,0.045,0.8946,2
9,0.0714,0.047,0.8816,2
10,0.0851,0.0476,0.8673,2
11,0.1023,0.0526,0.8451,2
12,0.1152,0.0698,0.815,2
13,0.1269,0.0827,0.7904,2
14,0.1407,0.089,0.7703,2
15,0.1563,0.0896,0.7541,2
16,0.1712,0.0934,0.7354,2
17,0.1861,0.096,0.7179,2
18,0.1944,0.1092,0.6964,2
19,0.1984,0.1208,0.6808,2
20,0.201,0.1279,0.6711,2
21,0.2017,0.1408,0.6575,2
22,0.2023,0.1499,0.6478,2
23,0.1942,0.1575,0.6483,2
24,0.1845,0.1672,0.6483,2
25,0.1743,0.1757,0.65,2
26,0.1645,0.1772,0.6583,2
27,0.1577,0.1731,0.6692,2
28,0.149,0.1775,0.6735,2
29,0.1423,0.1775,0.6802,2
30,0.1332,0.177,0.6898,2
31,0.1236,0.1728,0.7036,2
32,0.1176,0.1741,0.7083,2
33,0.1148,0.1656,0.7196,2
34,0.1097,0.1711,0.7192,2
35,0.1006,0.1834,0.716,2
36,0.0853,0.1923,0.7224,2
37,0.0744,0.178,0.7476,2
38,0.0696,0.1672,0.7632,2
39,0.0629,0.1607,0.7764,2
40,0.0612,0.1591,0.7797,2
41,0.0606,0.1641,0.7753,2
42,0.0631,0.164,0.7729,2
43,0.0668,0.1673,0.7659,2
44,0.0704,0.1722,0.7574,2
45,0.0752,0.1621,0.7627,2
46,0.0802,0.1687,0.7511,2
47,0.0842,0.1737,0.7421,2
48,0.089,0.179,0.732,2
49,0.0908,0.1919,0.7173,2
50,0.0884,0.2079,0.7037,2
51,0.0855,0.2091,0.7054,2
52,0.0844,0.2203,0.6953,2
53,0.0875,0.2249,0.6876,2
54,0.0892,0.2186,0.6922,2
55,0.0905,0.211,0.6985,2
56,0.0926,0.2196,0.6878,2
57,0.089,0.2245,0.6865,2
58,0.0841,0.2334,0.6825,2
59,0.0829,0.2297,0.6874,2
60,0.0803,0.2294,0.6903,2
61,0.0789,0.2225,0.6986,2
62,0.0783,0.2243,0.6974,2
63,0.0719,0.2366,0.6915,2
64,0.0665,0.2284,0.7051,2
65,0.0686,0.2104,0.721,2
66,0.0749,0.2037,0.7214,2
67,0.0809,0.1982,0.7209,2
68,0.0856,0.2098,0.7046,2
69,0.0903,0.217,0.6927,2
70,0.0886,0.2277,0.6837,2
71,0.0915,0.2319,0.6766,2
