t,y,estrategia,frequencia_media
41,19,B,0.7174860000000001
42,19,O,0.0
42,19,Y,0.285962
42,19,B,0.714038
43,19,O,0.0
43,19,Y,0.28313799999999995
43,19,B,0.716862
44,19,O,0.0
44,19,Y,0.28598199999999996
44,19,B,0.7140179999999998
45,19,O,0.0
45,19,Y,0.285858
45,19,B,0.7141419999999999
46,19,O,0.0
46,19,Y,0.284412
46,19,B,0.7155879999999998
47,19,O,0.0
47,19,Y,0.28420000000000006
47,19,B,0.7158
48,19,O,0.0
48,19,Y,0.28469599999999995
48,19,B,0.7153039999999998
49,19,O,0.0
49,19,Y,0.283934
49,19,B,0.716066
50,19,O,0.0
50,19,Y,0.28523199999999993
50,19,B,0.7147679999999997
51,19,O,0.0
51,19,Y,0.282982
51,19,B,0.7170180000000002
52,19,O,0.0
52,19,Y,0.285276
52,19,B,0.7147239999999998
53,19,O,0.0
53,19,Y,0.2853340000000001
53,19,B,0.714666
54,19,O,0.0
54,19,Y,0.283898
54,19,B,0.716102
55,19,O,0.0
55,19,Y,0.28419200000000006
55,19,B,0.7158080000000002
56,19,O,0.0
56,19,Y,0.286404
56,19,B,0.713596
57,19,O,0.0
57,19,Y,0.2826680000000001
57,19,B,0.7173320000000004
58,19,O,0.0
58,19,Y,0.284418
58,19,B,0.7155820000000002
59,19,O,0.0
59,19,Y,0.28186
59,19,B,0.7181399999999999
60,19,O,0.0
60,19,Y,0.2853760000000001
60,19,B,0.7146240000000001
61,19,O,0.0
61,19,Y,0.282246
61,19,B,0.7177540000000002
62,19,O,0.0
62,19,Y,0.28379999999999994
62,19,B,0.7162
63,19,O,0.0
63,19,Y,0.28329200000000004
63,19,B,0.7167079999999999
64,19,O,0.0
64,19,Y,0.28586199999999995
64,19,B,0.7141379999999999
65,19,O,0.0
65,19,Y,0.28489800000000004
65,19,B,0.7151019999999998
66,19,O,0.0
66,19,Y,0.28508800000000006
66,19,B,0.7149120000000001
67,19,O,0.0
67,19,Y,0.28326
67,19,B,0.71674
68,19,O,0.0
68,19,Y,0.28571799999999997
68,19,B,0.7142820000000001
69,19,O,0.0
69,19,Y,0.2815199999999999
69,19,B,0.7184800000000001
70,19,O,0.0
70,19,Y,0.28514599999999996
70,19,B,0.7148539999999999
71,19,O,0.0
71,19,Y,0.2843819999999999
71,19,B,0.7156179999999998
72,19,O,0.0
72,19,Y,0.2850140000000001
72,19,B,0.7149860000000002
73,19,O,0.0
73,19,Y,0.284464
73,19,B,0.7155359999999998
74,19,O,0.0
74,19,Y,0.28606599999999993
74,19,B,0.7139340000000003
75,19,O,0.0
75,19,Y,0.28419599999999995
75,19,B,0.7158040000000001
76,19,O,0.0
76,19,Y,0.284476
76,19,B,0.715524
77,19,O,0.0
77,19,Y,0.28436
77,19,B,0.71564
78,19,O,0.0
78,19,Y,0.28351599999999993
78,19,B,0.7164840000000001
79,19,O,0.0
79,19,Y,0.28399599999999997
79,19,B,0.7160039999999998
80,19,O,0.0
80,19,Y,0.2838139999999999
80,19,B,0.7161860000000001
81,19,O,0.0
81,19,Y,0.28361200000000003
81,19,B,0.7163880000000001
82,19,O,0.0
82,19,Y,0.28446000000000005
82,19,B,0.7155400000000001
83,19,O,0.0
83,19,Y,0.2836459999999999
83,19,B,0.7163539999999996
84,19,O,0.0
84,19,Y,0.28356000000000003
84,19,B,0.7164400000000001
85,19,O,0.0
85,19,Y,0.28635400000000005
85,19,B,0.7136460000000001
86,19,O,0.0
86,19,Y,0.284038
86,19,B,0.7159620000000002
87,19,O,0.0
87,19,Y,0.28643799999999997
87,19,B,0.713562
88,19,O,0.0
88,19,Y,0.282016
88,19,B,0.7179840000000002
89,19,O,0.0
89,19,Y,0.28626400000000013
89,19,B,0.7137359999999999
90,19,O,0.0
90,19,Y,0.28203800000000007
90,19,B,0.7179620000000001
91,19,O,0.0
91,19,Y,0.285694
91,19,B,0.7143059999999997
92,19,O,0.0
92,19,Y,0.28401599999999994
92,19,B,0.715984
93,19,O,0.0
93,19,Y,0.2851440000000001
93,19,B,0.7148559999999997
94,19,O,0.0
94,19,Y,0.28350200000000014
94,19,B,0.716498
95,19,O,0.0
95,19,Y,0.28454599999999997
95,19,B,0.7154540000000001
96,19,O,0.0
96,19,Y,0.283644
96,19,B,0.716356
97,19,O,0.0
97,19,Y,0.28476
97,19,B,0.71524
98,19,O,0.0
98,19,Y,0.284526
98,19,B,0.715474
99,19,O,0.0
99,19,Y,0.28346200000000005
99,19,B,0.716538
100,19,O,0.0
100,19,Y,0.28287399999999996
100,19,B,0.7171259999999999
