t,y,estrategia,frequencia_media
0,4,O,0.333282
0,4,Y,0.33389599999999997
0,4,B,0.33282199999999995
1,4,O,0.48488
1,4,Y,0.440818
1,4,B,0.074302
2,4,O,0.21405400000000008
2,4,Y,0.7532300000000001
2,4,B,0.032715999999999995
3,4,O,0.04876199999999999
3,4,Y,0.896306
3,4,B,0.054932
4,4,O,0.016408
4,4,Y,0.8953780000000002
4,4,B,0.088214
5,4,O,0.01854
5,4,Y,0.8585099999999999
5,4,B,0.12295
6,4,O,0.024132
6,4,Y,0.8171839999999999
6,4,B,0.15868400000000002
7,4,O,0.029503999999999996
7,4,Y,0.7751419999999998
7,4,B,0.195354
8,4,O,0.034958
8,4,Y,0.73287
8,4,B,0.232172
9,4,O,0.04043399999999999
9,4,Y,0.691464
9,4,B,0.268102
10,4,O,0.04561199999999999
10,4,Y,0.6516680000000001
10,4,B,0.30271999999999993
11,4,O,0.05059000000000001
11,4,Y,0.6141780000000001
11,4,B,0.3352320000000001
12,4,O,0.055974000000000024
12,4,Y,0.5785939999999999
12,4,B,0.365432
13,4,O,0.06162200000000001
13,4,Y,0.5464880000000001
13,4,B,0.39189
14,4,O,0.067322
14,4,Y,0.5179339999999999
14,4,B,0.41474400000000017
15,4,O,0.07301
15,4,Y,0.4936360000000001
15,4,B,0.4333539999999999
16,4,O,0.07865999999999997
16,4,Y,0.4735459999999999
16,4,B,0.44779399999999997
17,4,O,0.08410800000000002
17,4,Y,0.4573
17,4,B,0.458592
18,4,O,0.08874800000000001
18,4,Y,0.445726
18,4,B,0.465526
19,4,O,0.09317599999999998
19,4,Y,0.437752
19,4,B,0.46907200000000004
20,4,O,0.09781199999999998
20,4,Y,0.43322400000000016
20,4,B,0.46896399999999977
21,4,O,0.10176999999999997
21,4,Y,0.43168000000000006
21,4,B,0.4665500000000001
22,4,O,0.10473199999999996
22,4,Y,0.433164
22,4,B,0.46210400000000007
23,4,O,0.10715399999999999
23,4,Y,0.43661399999999984
23,4,B,0.45623199999999997
24,4,O,0.10869599999999999
24,4,Y,0.4416400000000001
24,4,B,0.449664
25,4,O,0.11021600000000001
25,4,Y,0.44685600000000003
25,4,B,0.44292800000000004
26,4,O,0.11144800000000003
26,4,Y,0.452688
26,4,B,0.4358640000000002
27,4,O,0.112402
27,4,Y,0.45917799999999986
27,4,B,0.42841999999999997
28,4,O,0.11340999999999997
28,4,Y,0.4652939999999999
28,4,B,0.42129599999999984
29,4,O,0.11449199999999995
29,4,Y,0.47153400000000006
29,4,B,0.41397400000000006
30,4,O,0.11507200000000001
30,4,Y,0.47818
30,4,B,0.40674800000000005
31,4,O,0.11555599999999996
31,4,Y,0.484446
31,4,B,0.3999980000000001
32,4,O,0.117294
32,4,Y,0.48981599999999986
32,4,B,0.3928900000000001
33,4,O,0.11825399999999998
33,4,Y,0.495988
33,4,B,0.385758
34,4,O,0.11901999999999997
34,4,Y,0.501782
34,4,B,0.3791979999999999
35,4,O,0.11965599999999998
35,4,Y,0.507178
35,4,B,0.37316599999999994
36,4,O,0.119486
36,4,Y,0.5125419999999998
36,4,B,0.367972
37,4,O,0.119674
37,4,Y,0.516478
37,4,B,0.36384800000000006
38,4,O,0.12049800000000004
38,4,Y,0.5196420000000002
38,4,B,0.35985999999999996
39,4,O,0.12082399999999999
39,4,Y,0.5232180000000002
39,4,B,0.355958
40,4,O,0.12152999999999999
40,4,Y,0.5260039999999999
40,4,B,0.35246599999999995
41,4,O,0.122296
41,4,Y,0.528682
41,4,B,0.34902200000000005
42,4,O,0.12208600000000003
42,4,Y,0.5315920000000002
42,4,B,0.34632199999999996
43,4,O,0.12249199999999999
43,4,Y,0.5334160000000001
43,4,B,0.344092
44,4,O,0.12403600000000001
44,4,Y,0.5347500000000001
44,4,B,0.34121399999999996
45,4,O,0.12492400000000002
45,4,Y,0.5370559999999999
45,4,B,0.33802
46,4,O,0.12556199999999998
46,4,Y,0.539012
46,4,B,0.335426
47,4,O,0.126678
47,4,Y,0.5406360000000001
47,4,B,0.332686
48,4,O,0.127318
48,4,Y,0.5426099999999999
48,4,B,0.330072
49,4,O,0.12753799999999998
49,4,Y,0.5445579999999999
49,4,B,0.327904
50,4,O,0.128276
50,4,Y,0.545508
50,4,B,0.32621599999999995
51,4,O,0.12900399999999995
51,4,Y,0.5468660000000001
51,4,B,0.32413000000000003
52,4,O,0.12959999999999997
52,4,Y,0.5480379999999999
52,4,B,0.322362
53,4,O,0.129998
53,4,Y,0.549048
53,4,B,0.32095399999999996
54,4,O,0.1299339999999999
54,4,Y,0.549854
54,4,B,0.320212
55,4,O,0.12979000000000002
55,4,Y,0.5501559999999999
55,4,B,0.32005400000000006
56,4,O,0.13032799999999997
56,4,Y,0.5498160000000001
56,4,B,0.31985600000000003
57,4,O,0.13076999999999997
57,4,Y,0.5497780000000001
57,4,B,0.319452
58,4,O,0.131494
58,4,Y,0.5494220000000001
58,4,B,0.319084
59,4,O,0.132848
59,4,Y,0.5491839999999999
59,4,B,0.3179679999999999
60,4,O,0.13288
60,4,Y,0.5502480000000001
60,4,B,0.31687200000000004
61,4,O,0.13284199999999996
61,4,Y,0.550578
61,4,B,0.31658000000000003
62,4,O,0.13297799999999999
62,4,Y,0.55059
62,4,B,0.3164320000000001
63,4,O,0.13314399999999996
63,4,Y,0.5508500000000001
63,4,B,0.31600600000000006
64,4,O,0.13315600000000005
64,4,Y,0.55128
64,4,B,0.31556399999999996
65,4,O,0.13344799999999998
65,4,Y,0.551752
65,4,B,0.3148
66,4,O,0.13326999999999997
66,4,Y,0.5524319999999999
66,4,B,0.31429799999999986
67,4,O,0.13321599999999997
67,4,Y,0.5525059999999999
67,4,B,0.31427800000000006
68,4,O,0.13368999999999998
68,4,Y,0.552444
68,4,B,0.31386600000000003
69,4,O,0.133666
69,4,Y,0.5532060000000001
69,4,B,0.313128
70,4,O,0.13376200000000002
70,4,Y,0.553372
70,4,B,0.312866
71,4,O,0.13429400000000002
71,4,Y,0.5533419999999998
71,4,B,0.312364
72,4,O,0.13407999999999995
72,4,Y,0.5536240000000001
72,4,B,0.31229599999999996
73,4,O,0.13394799999999996
73,4,Y,0.5535299999999999
73,4,B,0.31252199999999997
74,4,O,0.13426800000000003
74,4,Y,0.5532540000000001
74,4,B,0.3124779999999999
75,4,O,0.13488399999999998
75,4,Y,0.5534100000000002
75,4,B,0.3117060000000001
76,4,O,0.13506800000000002
76,4,Y,0.553948
76,4,B,0.3109839999999999
77,4,O,0.13504599999999997
77,4,Y,0.554608
77,4,B,0.310346
78,4,O,0.134592
78,4,Y,0.555016
78,4,B,0.31039200000000006
79,4,O,0.13436599999999999
79,4,Y,0.554644
79,4,B,0.3109900000000001
80,4,O,0.13481
80,4,Y,0.5539640000000002
80,4,B,0.31122599999999995
81,4,O,0.13433799999999999
81,4,Y,0.554638
81,4,B,0.31102399999999997
82,4,O,0.134032
82,4,Y,0.5547559999999998
82,4,B,0.311212
83,4,O,0.13495599999999996
83,4,Y,0.5541640000000001
83,4,B,0.31088
84,4,O,0.13479
84,4,Y,0.5552379999999999
84,4,B,0.3099719999999998
85,4,O,0.13428600000000002
85,4,Y,0.5554120000000001
85,4,B,0.310302
86,4,O,0.13428600000000002
86,4,Y,0.555212
86,4,B,0.31050200000000006
87,4,O,0.13461399999999998
87,4,Y,0.5554739999999998
87,4,B,0.30991199999999997
88,4,O,0.13460599999999998
88,4,Y,0.5560900000000001
88,4,B,0.30930399999999997
89,4,O,0.134856
89,4,Y,0.5563360000000002
89,4,B,0.3088079999999999
90,4,O,0.134436
90,4,Y,0.556846
90,4,B,0.308718
91,4,O,0.13404000000000005
91,4,Y,0.5565699999999999
91,4,B,0.30939000000000005
92,4,O,0.13416600000000004
92,4,Y,0.5559919999999999
92,4,B,0.309842
93,4,O,0.13397599999999998
93,4,Y,0.5561880000000001
93,4,B,0.309836
94,4,O,0.13374200000000003
94,4,Y,0.556332
94,4,B,0.3099260000000001
95,4,O,0.13391000000000003
95,4,Y,0.5559499999999997
95,4,B,0.31013999999999997
96,4,O,0.13380199999999998
96,4,Y,0.555674
96,4,B,0.3105240000000001
97,4,O,0.133944
97,4,Y,0.5549740000000001
97,4,B,0.3110819999999999
98,4,O,0.133996
98,4,Y,0.554664
98,4,B,0.3113400000000001
99,4,O,0.134282
99,4,Y,0.554252
99,4,B,0.311466
100,4,O,0.13476800000000005
100,4,Y,0.5539840000000001
100,4,B,0.311248
