t,y,estrategia,frequencia_media
0,17,O,0.333282
0,17,Y,0.33389599999999997
0,17,B,0.33282199999999995
1,17,O,0.000722
1,17,Y,0.9855980000000006
1,17,B,0.013679999999999996
2,17,O,0.0
2,17,Y,0.925402
2,17,B,0.07459800000000003
3,17,O,0.0
3,17,Y,0.8911460000000001
3,17,B,0.10885399999999999
4,17,O,0.0
4,17,Y,0.8425519999999994
4,17,B,0.15744799999999995
5,17,O,0.0
5,17,Y,0.7927520000000002
5,17,B,0.20724800000000002
6,17,O,0.0
6,17,Y,0.751342
6,17,B,0.248658
7,17,O,0.0
7,17,Y,0.697682
7,17,B,0.302318
8,17,O,0.0
8,17,Y,0.63978
8,17,B,0.36022
9,17,O,0.0
9,17,Y,0.564116
9,17,B,0.43588399999999994
10,17,O,0.0
10,17,Y,0.5453239999999999
10,17,B,0.454676
11,17,O,0.0
11,17,Y,0.4970460000000002
11,17,B,0.5029539999999998
12,17,O,0.0
12,17,Y,0.47833000000000014
12,17,B,0.5216699999999999
13,17,O,0.0
13,17,Y,0.43059799999999987
13,17,B,0.5694020000000001
14,17,O,0.0
14,17,Y,0.4096280000000001
14,17,B,0.590372
15,17,O,0.0
15,17,Y,0.36543400000000004
15,17,B,0.634566
16,17,O,0.0
16,17,Y,0.34434799999999993
16,17,B,0.6556519999999999
17,17,O,0.0
17,17,Y,0.317572
17,17,B,0.682428
18,17,O,0.0
18,17,Y,0.313814
18,17,B,0.6861859999999999
19,17,O,0.0
19,17,Y,0.30232
19,17,B,0.69768
20,17,O,0.0
20,17,Y,0.30356
20,17,B,0.6964400000000001
21,17,O,0.0
21,17,Y,0.29936399999999996
21,17,B,0.700636
22,17,O,0.0
22,17,Y,0.2983879999999999
22,17,B,0.7016119999999999
23,17,O,0.0
23,17,Y,0.29408399999999996
23,17,B,0.705916
24,17,O,0.0
24,17,Y,0.2919500000000001
24,17,B,0.7080500000000001
25,17,O,0.0
25,17,Y,0.2912239999999999
25,17,B,0.7087759999999999
26,17,O,0.0
26,17,Y,0.28877400000000003
26,17,B,0.711226
27,17,O,0.0
27,17,Y,0.2910499999999999
27,17,B,0.70895
28,17,O,0.0
28,17,Y,0.28957
28,17,B,0.7104299999999998
29,17,O,0.0
29,17,Y,0.28994199999999987
29,17,B,0.7100579999999996
30,17,O,0.0
30,17,Y,0.28842599999999996
30,17,B,0.7115739999999999
31,17,O,0.0
31,17,Y,0.28905200000000003
31,17,B,0.710948
32,17,O,0.0
32,17,Y,0.290148
32,17,B,0.7098519999999998
33,17,O,0.0
33,17,Y,0.29037
33,17,B,0.70963
34,17,O,0.0
34,17,Y,0.28947
34,17,B,0.71053
35,17,O,0.0
