t,y,estrategia,n_vizinhos_media
49,4,B,5.065448984895752
50,4,O,8.0
50,4,Y,7.962195303066108
50,4,B,5.0805397710202085
51,4,O,8.0
51,4,Y,7.962086263116509
51,4,B,5.094890499596625
52,4,O,8.0
52,4,Y,7.962673194912146
52,4,B,5.110722706737433
53,4,O,8.0
53,4,Y,7.963370066509647
53,4,B,5.124714601928554
54,4,O,8.0
54,4,Y,7.964241158753383
54,4,B,5.1393675601710695
55,4,O,8.0
55,4,Y,7.964578242172064
55,4,B,5.146387661051031
56,4,O,8.0
56,4,Y,7.963993007811204
56,4,B,5.154296692253038
57,4,O,8.0
57,4,Y,7.9645272965329355
57,4,B,5.164431905969866
58,4,O,8.0
58,4,Y,7.9653533465632265
58,4,B,5.1750878535138245
59,4,O,8.0
59,4,Y,7.965739533645348
59,4,B,5.184607137811626
60,4,O,8.0
60,4,Y,7.967765600489364
60,4,B,5.198212961899539
61,4,O,8.0
61,4,Y,7.96849100247689
61,4,B,5.207957521420672
62,4,O,8.0
62,4,Y,7.966851625577175
62,4,B,5.213765515724105
63,4,O,8.0
63,4,Y,7.967067560801223
63,4,B,5.22050270240564
64,4,O,8.0
64,4,Y,7.9671035558373235
64,4,B,5.22831704419475
65,4,O,8.0
65,4,Y,7.967167321969183
65,4,B,5.236076192700317
66,4,O,8.0
66,4,Y,7.967752197182391
66,4,B,5.246267040494221
67,4,O,8.0
67,4,Y,7.9674017191589535
67,4,B,5.25256092492696
68,4,O,8.0
68,4,Y,7.966167732391691
68,4,B,5.255015498341226
69,4,O,8.0
69,4,Y,7.966782237716525
69,4,B,5.2628659161504245
70,4,O,8.0
70,4,Y,7.967083435013377
70,4,B,5.271197871987836
71,4,O,8.0
71,4,Y,7.966345133672137
71,4,B,5.276077755204043
72,4,O,8.0
72,4,Y,7.967296969739539
72,4,B,5.284183569795893
73,4,O,8.0
73,4,Y,7.966996271087294
73,4,B,5.287950178553881
74,4,O,8.0
74,4,Y,7.966251335691742
74,4,B,5.289020744393457
75,4,O,8.0
75,4,Y,7.966430557503381
75,4,B,5.295870798421479
76,4,O,8.0
76,4,Y,7.967416817444109
76,4,B,5.306524902883675
77,4,O,8.0
77,4,Y,7.9682043591211364
77,4,B,5.314461834869865
78,4,O,8.0
78,4,Y,7.968656431536624
78,4,B,5.3199260921176394
79,4,O,8.0
79,4,Y,7.968461465391151
79,4,B,5.322885013235756
80,4,O,8.0
80,4,Y,7.966911077839526
80,4,B,5.320333429705459
81,4,O,8.0
81,4,Y,7.967181805053738
81,4,B,5.3226024816537105
82,4,O,8.0
82,4,Y,7.966989747685066
82,4,B,5.328045751703847
83,4,O,8.0
83,4,Y,7.965082635274567
83,4,B,5.329466461333043
84,4,O,8.0
84,4,Y,7.967272693071971
84,4,B,5.3380925645909345
85,4,O,8.0
85,4,Y,7.967808406419927
85,4,B,5.345424583351563
86,4,O,8.0
86,4,Y,7.966199095552053
86,4,B,5.34264245393945
87,4,O,8.0
87,4,Y,7.965882936449378
87,4,B,5.344031598709684
88,4,O,8.0
88,4,Y,7.966510071472245
88,4,B,5.352613350699688
89,4,O,8.0
89,4,Y,7.966404704345887
89,4,B,5.359741128461998
90,4,O,8.0
90,4,Y,7.967291748692207
90,4,B,5.36737661888611
91,4,O,8.0
91,4,Y,7.966312807636831
91,4,B,5.369681595363201
92,4,O,8.0
92,4,Y,7.964987359055494
92,4,B,5.366677466816921
93,4,O,8.0
93,4,Y,7.965018777884516
93,4,B,5.3666362479556495
94,4,O,8.0
94,4,Y,7.965126321036774
94,4,B,5.3707373168039405
95,4,O,8.0
95,4,Y,7.963976212676466
95,4,B,5.371316160054581
96,4,O,8.0
96,4,Y,7.964623759634262
96,4,B,5.372723476932709
97,4,O,8.0
97,4,Y,7.963963392487296
97,4,B,5.3719808019961475
98,4,O,8.0
98,4,Y,7.963517397797289
98,4,B,5.372635734025824
99,4,O,8.0
99,4,Y,7.963278669211237
99,4,B,5.374568811534438
100,4,O,8.0
100,4,Y,7.96414087700848
100,4,B,5.378266231507436
