t,y,estrategia,n_vizinhos_media
0,13,O,
0,13,Y,
0,13,B,
1,13,O,9.66803052751308
1,13,Y,14.670952504760026
1,13,B,8.336095782387678
2,13,O,12.479141407743318
2,13,Y,17.770212924536732
2,13,B,10.396960084481494
3,13,O,0.42
3,13,Y,17.40101467981932
3,13,B,7.705768932815757
4,13,O,0.1875
4,13,Y,17.016615440903305
4,13,B,7.202429344987873
5,13,O,0.22
5,13,Y,16.568836274083775
5,13,B,6.56022678860817
6,13,O,0.0
6,13,Y,16.110557625866548
6,13,B,6.142904604845398
7,13,O,0.0
7,13,Y,15.637072254040596
7,13,B,5.842144593777544
8,13,O,0.0
8,13,Y,15.139014959806161
8,13,B,5.668676670818048
9,13,O,0.0
9,13,Y,14.700276021896626
9,13,B,5.548752936896517
10,13,O,0.0
10,13,Y,14.355283106795369
10,13,B,5.4772763977272625
11,13,O,0.0
11,13,Y,14.156710518644134
11,13,B,5.44375406635075
12,13,O,0.0
12,13,Y,14.016516253499022
12,13,B,5.425879007212734
13,13,O,0.0
13,13,Y,13.96395971985712
13,13,B,5.412184800303537
14,13,O,0.0
14,13,Y,13.921305784671134
14,13,B,5.413588806589196
15,13,O,0.0
15,13,Y,13.914416353888232
15,13,B,5.420368518497695
16,13,O,0.0
16,13,Y,13.908689187263992
16,13,B,5.408838909930053
17,13,O,0.0
17,13,Y,13.916412293866745
17,13,B,5.425167470821662
18,13,O,0.0
18,13,Y,13.903374433707636
18,13,B,5.398431000545133
19,13,O,0.0
19,13,Y,13.91762823061848
19,13,B,5.428009105642965
20,13,O,0.0
20,13,Y,13.910589469580845
20,13,B,5.413104570005423
21,13,O,0.0
21,13,Y,13.919185200131
21,13,B,5.43259270659535
22,13,O,0.0
22,13,Y,13.911715363278226
22,13,B,5.410568524893005
23,13,O,0.0
23,13,Y,13.916435260319583
23,13,B,5.410897140311935
24,13,O,0.0
24,13,Y,13.922605050199845
24,13,B,5.421337688832266
25,13,O,0.0
25,13,Y,13.912090050216337
25,13,B,5.424258798427084
26,13,O,0.0
26,13,Y,13.893469798926137
26,13,B,5.410106126852159
27,13,O,0.0
27,13,Y,13.903259175574197
27,13,B,5.409913644363846
28,13,O,0.0
28,13,Y,13.928286811013631
28,13,B,5.429047937446675
29,13,O,0.0
29,13,Y,13.912904625465078
29,13,B,5.411910322617823
30,13,O,0.0
30,13,Y,13.923026781208463
30,13,B,5.425340057531509
31,13,O,0.0
31,13,Y,13.888727194214498
31,13,B,5.400987431128106
32,13,O,0.0
32,13,Y,13.90131117561193
32,13,B,5.4032310155505945
33,13,O,0.0
33,13,Y,13.912800620700612
33,13,B,5.422082190163971
34,13,O,0.0
34,13,Y,13.903348666148375
34,13,B,5.402289332369117
35,13,O,0.0
35,13,Y,13.919977141703166
35,13,B,5.422225008058101
36,13,O,0.0
36,13,Y,13.90757897696222
36,13,B,5.412387439206353
37,13,O,0.0
37,13,Y,13.91564364698187
37,13,B,5.419602887040843
38,13,O,0.0
38,13,Y,13.923815082556043
38,13,B,5.412789265275408
39,13,O,0.0
39,13,Y,13.905305618597
39,13,B,5.421137877224927
40,13,O,0.0
40,13,Y,13.913188148393742
40,13,B,5.406839262907409
41,13,O,0.0
41,13,Y,13.919033771198015
41,13,B,5.430368035848229
42,13,O,0.0
42,13,Y,13.910323742829338
42,13,B,5.400071689254464
43,13,O,0.0
43,13,Y,13.923862629285583
43,13,B,5.426530207959099
44,13,O,0.0
44,13,Y,13.923925652013368
44,13,B,5.422282517439788
45,13,O,0.0
45,13,Y,13.92453053923706
45,13,B,5.420057498414585
46,13,O,0.0
46,13,Y,13.906894558921472
46,13,B,5.41749643828805
47,13,O,0.0
47,13,Y,13.905124007679815
47,13,B,5.414153160632915
48,13,O,0.0
48,13,Y,13.909819616887397
48,13,B,5.410163115028399
49,13,O,0.0
49,13,Y,13.906675886229896
49,13,B,5.41965822493356
50,13,O,0.0
50,13,Y,13.908264912115214
50,13,B,5.415556523028679
51,13,O,0.0
51,13,Y,13.899422399359093
51,13,B,5.406550496178968
52,13,O,0.0
52,13,Y,13.902268364680399
52,13,B,5.413123209091027
53,13,O,0.0
53,13,Y,13.910029646385949
53,13,B,5.405884519891021
54,13,O,0.0
54,13,Y,13.916314302481469
54,13,B,5.417063236844616
55,13,O,0.0
55,13,Y,13.9058162925896
55,13,B,5.420120912166993
56,13,O,0.0
56,13,Y,13.898553166811334
56,13,B,5.407807906930552
57,13,O,0.0
57,13,Y,13.909970891093483
57,13,B,5.420273293295891
58,13,O,0.0
58,13,Y,13.909186009192156
58,13,B,5.406385682888355
59,13,O,0.0
59,13,Y,13.917308055439749
59,13,B,5.412339324877535
60,13,O,0.0
60,13,Y,13.922600718110377
60,13,B,5.425568198496938
61,13,O,0.0
61,13,Y,13.907413442879596
61,13,B,5.410147291861847
62,13,O,0.0
62,13,Y,13.909060497845124
62,13,B,5.417098875549605
63,13,O,0.0
63,13,Y,13.917094726114987
63,13,B,5.410550155631028
64,13,O,0.0
64,13,Y,13.916140731101729
64,13,B,5.421249611564675
65,13,O,0.0
65,13,Y,13.916813551018112
65,13,B,5.416760614502273
66,13,O,0.0
66,13,Y,13.921255019679716
66,13,B,5.42001001952431
67,13,O,0.0
67,13,Y,13.913778415409588
67,13,B,5.409809632332871
68,13,O,0.0
68,13,Y,13.90253493955907
68,13,B,5.406942012014053
69,13,O,0.0
69,13,Y,13.916374765849053
69,13,B,5.409390887450951
70,13,O,0.0
70,13,Y,13.917444702065058
70,13,B,5.407262227700641
71,13,O,0.0
71,13,Y,13.914322725249647
71,13,B,5.416624039485822
72,13,O,0.0
72,13,Y,13.906431501403247
72,13,B,5.41338561409201
73,13,O,0.0
73,13,Y,13.922409582876154
73,13,B,5.416472159304062
74,13,O,0.0
74,13,Y,13.913619798179054
74,13,B,5.421349291988919
75,13,O,0.0
75,13,Y,13.90557535326217
75,13,B,5.413525740016448
76,13,O,0.0
76,13,Y,13.897297025377808
76,13,B,5.406805667367926
77,13,O,0.0
77,13,Y,13.906166374195891
77,13,B,5.414049090774293
78,13,O,0.0
78,13,Y,13.907150642108984
78,13,B,5.410580541572376
79,13,O,0.0
79,13,Y,13.906362045622224
79,13,B,5.410697513597797
80,13,O,0.0
80,13,Y,13.913586259194243
80,13,B,5.418967582131803
81,13,O,0.0
81,13,Y,13.921293338882222
81,13,B,5.411937810817537
82,13,O,0.0
82,13,Y,13.915100549081755
82,13,B,5.412152657810785
83,13,O,0.0
83,13,Y,13.912971323653055
83,13,B,5.412972416311841
84,13,O,0.0
84,13,Y,13.912441676252584
84,13,B,5.411268906976187
85,13,O,0.0
85,13,Y,13.913093016373669
85,13,B,5.42121446359178
86,13,O,0.0
86,13,Y,13.90301633188534
86,13,B,5.4020157477006565
87,13,O,0.0
87,13,Y,13.915594352781149
87,13,B,5.41340943396892
88,13,O,0.0
88,13,Y,13.91148475125874
88,13,B,5.405683175675587
89,13,O,0.0
89,13,Y,13.915950599937696
89,13,B,5.4219484754719565
90,13,O,0.0
90,13,Y,13.907298199258546
90,13,B,5.403175474269065
91,13,O,0.0
