t,y,estrategia,frequencia_media
0,23,O,0.333282
0,23,Y,0.33389599999999997
0,23,B,0.33282199999999995
1,23,O,4.2000000000000004e-05
1,23,Y,0.9673780000000001
1,23,B,0.032580000000000005
2,23,O,0.0
2,23,Y,0.8236899999999998
2,23,B,0.17631
3,23,O,0.0
3,23,Y,0.6662039999999998
3,23,B,0.333796
4,23,O,0.0
4,23,Y,0.552506
4,23,B,0.4474939999999998
5,23,O,0.0
5,23,Y,0.421912
5,23,B,0.5780880000000002
6,23,O,0.0
6,23,Y,0.389536
6,23,B,0.610464
7,23,O,0.0
7,23,Y,0.28389800000000004
7,23,B,0.716102
8,23,O,0.0
8,23,Y,0.31018000000000007
8,23,B,0.6898200000000001
9,23,O,0.0
9,23,Y,0.2445219999999999
9,23,B,0.7554779999999998
10,23,O,0.0
10,23,Y,0.29682600000000003
10,23,B,0.7031740000000001
11,23,O,0.0
11,23,Y,0.23738800000000004
11,23,B,0.7626120000000001
12,23,O,0.0
12,23,Y,0.28948799999999997
12,23,B,0.7105120000000003
13,23,O,0.0
13,23,Y,0.24132599999999996
13,23,B,0.7586740000000002
14,23,O,0.0
14,23,Y,0.2887400000000001
14,23,B,0.71126
15,23,O,0.0
15,23,Y,0.24160399999999987
15,23,B,0.7583959999999998
16,23,O,0.0
16,23,Y,0.2872640000000001
16,23,B,0.712736
17,23,O,0.0
17,23,Y,0.24395799999999998
17,23,B,0.7560420000000001
18,23,O,0.0
18,23,Y,0.28500199999999987
18,23,B,0.7149979999999998
19,23,O,0.0
19,23,Y,0.24636800000000011
19,23,B,0.753632
20,23,O,0.0
20,23,Y,0.2844739999999999
20,23,B,0.7155259999999999
21,23,O,0.0
21,23,Y,0.24725399999999997
21,23,B,0.7527459999999999
22,23,O,0.0
22,23,Y,0.27924400000000005
22,23,B,0.720756
23,23,O,0.0
23,23,Y,0.251864
23,23,B,0.7481359999999997
24,23,O,0.0
24,23,Y,0.2781700000000001
24,23,B,0.7218300000000001
25,23,O,0.0
25,23,Y,0.253924
25,23,B,0.7460760000000001
26,23,O,0.0
26,23,Y,0.273376
26,23,B,0.726624
27,23,O,0.0
27,23,Y,0.255626
27,23,B,0.7443739999999999
28,23,O,0.0
28,23,Y,0.275754
28,23,B,0.7242459999999997
29,23,O,0.0
29,23,Y,0.2553599999999999
29,23,B,0.7446399999999999
30,23,O,0.0
30,23,Y,0.27188
30,23,B,0.7281200000000001
31,23,O,0.0
31,23,Y,0.25622800000000007
31,23,B,0.743772
32,23,O,0.0
32,23,Y,0.2739499999999999
32,23,B,0.7260500000000002
33,23,O,0.0
33,23,Y,0.258344
33,23,B,0.741656
34,23,O,0.0
34,23,Y,0.269918
34,23,B,0.730082
35,23,O,0.0
35,23,Y,0.259596
35,23,B,0.7404040000000001
36,23,O,0.0
36,23,Y,0.2720559999999999
36,23,B,0.7279440000000001
37,23,O,0.0
37,23,Y,0.26071600000000006
37,23,B,0.7392839999999999
38,23,O,0.0
38,23,Y,0.2692940000000001
38,23,B,0.730706
39,23,O,0.0
39,23,Y,0.258108
39,23,B,0.741892
40,23,O,0.0
40,23,Y,0.271136
40,23,B,0.728864
41,23,O,0.0
41,23,Y,0.26110199999999995
41,23,B,0.7388980000000003
42,23,O,0.0
42,23,Y,0.270148
42,23,B,0.7298520000000001
43,23,O,0.0
43,23,Y,0.25906599999999996
43,23,B,0.740934
44,23,O,0.0
44,23,Y,0.2692919999999999
44,23,B,0.7307080000000002
45,23,O,0.0
45,23,Y,0.25959600000000005
45,23,B,0.740404
46,23,O,0.0
46,23,Y,0.267014
46,23,B,0.732986
47,23,O,0.0
47,23,Y,0.26547600000000005
47,23,B,0.7345240000000001
48,23,O,0.0
48,23,Y,0.26710200000000006
48,23,B,0.7328980000000003
49,23,O,0.0
49,23,Y,0.261634
49,23,B,0.7383660000000001
50,23,O,0.0
50,23,Y,0.26469999999999994
50,23,B,0.7352999999999998
51,23,O,0.0
51,23,Y,0.2654579999999999
51,23,B,0.7345419999999996
52,23,O,0.0
52,23,Y,0.264688
52,23,B,0.7353120000000001
53,23,O,0.0
53,23,Y,0.26685000000000003
53,23,B,0.73315
54,23,O,0.0
54,23,Y,0.262116
54,23,B,0.7378839999999998
55,23,O,0.0
55,23,Y,0.266494
55,23,B,0.7335060000000003
56,23,O,0.0
56,23,Y,0.26230200000000004
56,23,B,0.7376979999999999
57,23,O,0.0
57,23,Y,0.2667739999999999
57,23,B,0.733226
58,23,O,0.0
58,23,Y,0.2615239999999999
58,23,B,0.738476
59,23,O,0.0
59,23,Y,0.26680600000000004
59,23,B,0.733194
60,23,O,0.0
60,23,Y,0.26334
