t,y,estrategia,frequencia_media
0,24,O,0.333282
0,24,Y,0.33389599999999997
0,24,B,0.33282199999999995
1,24,O,2.8000000000000003e-05
1,24,Y,0.9631440000000003
1,24,B,0.036828
2,24,O,0.0
2,24,Y,0.8053140000000002
2,24,B,0.19468599999999994
3,24,O,0.0
3,24,Y,0.635784
3,24,B,0.3642160000000001
4,24,O,0.0
4,24,Y,0.526358
4,24,B,0.47364199999999995
5,24,O,0.0
5,24,Y,0.376714
5,24,B,0.6232860000000001
6,24,O,0.0
6,24,Y,0.39243399999999995
6,24,B,0.6075659999999999
7,24,O,0.0
7,24,Y,0.24923
7,24,B,0.7507700000000002
8,24,O,0.0
8,24,Y,0.319504
8,24,B,0.6804960000000001
9,24,O,0.0
9,24,Y,0.222784
9,24,B,0.7772159999999998
10,24,O,0.0
10,24,Y,0.313928
10,24,B,0.6860719999999999
11,24,O,0.0
11,24,Y,0.22026999999999997
11,24,B,0.7797300000000001
12,24,O,0.0
12,24,Y,0.3002720000000001
12,24,B,0.6997280000000003
13,24,O,0.0
13,24,Y,0.22810199999999994
13,24,B,0.7718979999999999
14,24,O,0.0
14,24,Y,0.2979460000000001
14,24,B,0.7020540000000001
15,24,O,0.0
15,24,Y,0.23042800000000008
15,24,B,0.769572
16,24,O,0.0
16,24,Y,0.29379000000000005
16,24,B,0.7062100000000002
17,24,O,0.0
17,24,Y,0.232202
17,24,B,0.7677980000000001
18,24,O,0.0
18,24,Y,0.29027000000000003
18,24,B,0.70973
19,24,O,0.0
19,24,Y,0.24006400000000003
19,24,B,0.7599360000000001
20,24,O,0.0
20,24,Y,0.2854420000000001
20,24,B,0.7145580000000001
21,24,O,0.0
21,24,Y,0.24361199999999997
21,24,B,0.7563879999999998
22,24,O,0.0
22,24,Y,0.28224199999999994
22,24,B,0.717758
23,24,O,0.0
23,24,Y,0.244
23,24,B,0.7560000000000001
24,24,O,0.0
24,24,Y,0.28189800000000004
24,24,B,0.7181020000000001
25,24,O,0.0
25,24,Y,0.24691399999999997
25,24,B,0.7530860000000003
26,24,O,0.0
26,24,Y,0.27842000000000006
26,24,B,0.7215799999999999
27,24,O,0.0
27,24,Y,0.248454
27,24,B,0.7515459999999998
28,24,O,0.0
28,24,Y,0.27828800000000004
28,24,B,0.7217120000000001
29,24,O,0.0
29,24,Y,0.24848800000000001
29,24,B,0.7515120000000001
30,24,O,0.0
30,24,Y,0.2764220000000001
30,24,B,0.7235780000000002
31,24,O,0.0
31,24,Y,0.25194600000000006
31,24,B,0.7480539999999999
32,24,O,0.0
32,24,Y,0.273654
32,24,B,0.7263459999999999
33,24,O,0.0
33,24,Y,0.25099799999999994
33,24,B,0.7490020000000002
34,24,O,0.0
34,24,Y,0.271564
34,24,B,0.728436
35,24,O,0.0
35,24,Y,0.25714
35,24,B,0.74286
36,24,O,0.0
36,24,Y,0.27225799999999994
36,24,B,0.7277420000000002
37,24,O,0.0
37,24,Y,0.253756
37,24,B,0.7462440000000002
38,24,O,0.0
38,24,Y,0.27338999999999997
38,24,B,0.7266100000000002
39,24,O,0.0
39,24,Y,0.2557480000000001
39,24,B,0.7442519999999999
40,24,O,0.0
40,24,Y,0.2699420000000001
40,24,B,0.7300580000000001
41,24,O,0.0
41,24,Y,0.25816799999999995
41,24,B,0.741832
42,24,O,0.0
42,24,Y,0.2726539999999999
42,24,B,0.7273459999999998
43,24,O,0.0
43,24,Y,0.258178
43,24,B,0.7418220000000004
44,24,O,0.0
44,24,Y,0.266892
44,24,B,0.7331079999999998
45,24,O,0.0
45,24,Y,0.26013000000000003
45,24,B,0.7398699999999999
46,24,O,0.0
46,24,Y,0.26779200000000003
46,24,B,0.732208
47,24,O,0.0
47,24,Y,0.263076
47,24,B,0.736924
48,24,O,0.0
48,24,Y,0.26626
48,24,B,0.73374
49,24,O,0.0
49,24,Y,0.26116199999999995
49,24,B,0.7388380000000001
50,24,O,0.0
50,24,Y,0.26500599999999996
50,24,B,0.7349939999999999
51,24,O,0.0
51,24,Y,0.2618560000000001
51,24,B,0.738144
52,24,O,0.0
52,24,Y,0.266962
