t,y,estrategia,frequencia_media
0,1,O,0.333282
0,1,Y,0.33389599999999997
0,1,B,0.33282199999999995
1,1,O,0.7097920000000001
1,1,Y,0.2168819999999999
1,1,B,0.07332600000000004
2,1,O,0.5358800000000001
2,1,Y,0.45426399999999995
2,1,B,0.009855999999999997
3,1,O,0.311222
3,1,Y,0.680244
3,1,B,0.008533999999999996
4,1,O,0.20766999999999997
4,1,Y,0.781176
4,1,B,0.011153999999999999
5,1,O,0.16687600000000008
5,1,Y,0.822812
5,1,B,0.010311999999999997
6,1,O,0.15406000000000003
6,1,Y,0.8377679999999998
6,1,B,0.008171999999999997
7,1,O,0.14817
7,1,Y,0.8457899999999996
7,1,B,0.0060399999999999985
8,1,O,0.142584
8,1,Y,0.8528060000000001
8,1,B,0.0046099999999999995
9,1,O,0.13572599999999999
9,1,Y,0.8606240000000003
9,1,B,0.003649999999999999
10,1,O,0.129592
10,1,Y,0.8675660000000002
10,1,B,0.002842
11,1,O,0.12634599999999999
11,1,Y,0.871098
11,1,B,0.0025560000000000005
12,1,O,0.124772
12,1,Y,0.8728980000000003
12,1,B,0.00233
13,1,O,0.122072
13,1,Y,0.8758459999999998
13,1,B,0.0020820000000000005
14,1,O,0.120944
14,1,Y,0.8772319999999997
14,1,B,0.0018240000000000005
15,1,O,0.11956400000000006
15,1,Y,0.8789660000000002
15,1,B,0.0014700000000000002
16,1,O,0.11793799999999999
16,1,Y,0.8808239999999998
16,1,B,0.0012380000000000002
17,1,O,0.116356
17,1,Y,0.8825339999999997
17,1,B,0.00111
18,1,O,0.11646799999999999
18,1,Y,0.8825600000000002
18,1,B,0.000972
19,1,O,0.11563800000000002
19,1,Y,0.883594
19,1,B,0.000768
20,1,O,0.114132
20,1,Y,0.8851659999999998
20,1,B,0.0007020000000000003
21,1,O,0.114536
21,1,Y,0.884854
21,1,B,0.0006100000000000001
22,1,O,0.11287600000000002
22,1,Y,0.8865500000000003
22,1,B,0.000574
23,1,O,0.11199199999999998
23,1,Y,0.887402
23,1,B,0.0006060000000000002
24,1,O,0.11305799999999999
24,1,Y,0.886408
24,1,B,0.000534
25,1,O,0.11233
25,1,Y,0.8872359999999999
25,1,B,0.0004340000000000001
26,1,O,0.11192999999999997
26,1,Y,0.8876899999999998
26,1,B,0.00037999999999999997
27,1,O,0.111824
27,1,Y,0.8878319999999995
27,1,B,0.0003439999999999999
28,1,O,0.11169199999999999
28,1,Y,0.8879560000000001
28,1,B,0.00035200000000000005
29,1,O,0.11098
29,1,Y,0.8887399999999999
29,1,B,0.00028000000000000003
30,1,O,0.11025800000000002
30,1,Y,0.8894760000000003
30,1,B,0.000266
31,1,O,0.11071399999999999
31,1,Y,0.888972
31,1,B,0.000314
32,1,O,0.11195199999999998
32,1,Y,0.8877380000000001
32,1,B,0.00031
33,1,O,0.11125600000000004
33,1,Y,0.8884219999999999
33,1,B,0.000322
34,1,O,0.11068199999999997
34,1,Y,0.8890960000000004
34,1,B,0.00022199999999999998
35,1,O,0.11084200000000002
35,1,Y,0.8890039999999998
35,1,B,0.00015400000000000003
36,1,O,0.11022200000000003
36,1,Y,0.8896359999999999
36,1,B,0.00014199999999999998
37,1,O,0.10977200000000002
37,1,Y,0.8900500000000003
37,1,B,0.000178
38,1,O,0.11026199999999997
38,1,Y,0.8895739999999995
38,1,B,0.00016399999999999997
39,1,O,0.11069
39,1,Y,0.889142
39,1,B,0.000168
40,1,O,0.109656
40,1,Y,0.89023
40,1,B,0.00011399999999999999
41,1,O,0.109774
41,1,Y,0.890154
41,1,B,7.2e-05
42,1,O,0.10971000000000002
42,1,Y,0.8902360000000001
42,1,B,5.4000000000000005e-05
43,1,O,0.11075400000000002
43,1,Y,0.8891940000000003
43,1,B,5.2000000000000004e-05
44,1,O,0.10907399999999995
44,1,Y,0.890858
44,1,B,6.8e-05
45,1,O,0.10879
45,1,Y,0.8911579999999998
45,1,B,5.2e-05
46,1,O,0.10988000000000002
46,1,Y,0.8900800000000001
46,1,B,4e-05
47,1,O,0.109346
47,1,Y,0.8906159999999999
47,1,B,3.8e-05
48,1,O,0.10971400000000003
48,1,Y,0.8902500000000003
48,1,B,3.6e-05
49,1,O,0.10869400000000001
49,1,Y,0.8912700000000003
49,1,B,3.6e-05
50,1,O,0.108992
50,1,Y,0.8909639999999999
50,1,B,4.4000000000000006e-05
51,1,O,0.10961399999999998
51,1,Y,0.8903399999999997
51,1,B,4.6e-05
52,1,O,0.108844
52,1,Y,0.8911239999999999
52,1,B,3.2e-05
53,1,O,0.10966799999999999
53,1,Y,0.8903279999999998
53,1,B,4e-06
54,1,O,0.10915799999999995
54,1,Y,0.890838
54,1,B,4e-06
55,1,O,0.10909799999999999
55,1,Y,0.8908780000000002
55,1,B,2.3999999999999997e-05
56,1,O,0.11015800000000003
56,1,Y,0.8898079999999999
56,1,B,3.4e-05
57,1,O,0.10961600000000002
57,1,Y,0.8903660000000001
57,1,B,1.8e-05
58,1,O,0.109862
58,1,Y,0.8901340000000001
58,1,B,4e-06
59,1,O,0.10981799999999999
59,1,Y,0.89018
59,1,B,2e-06
60,1,O,0.11006200000000002
60,1,Y,0.8899379999999999
60,1,B,0.0
61,1,O,0.10989400000000003
61,1,Y,0.8901060000000001
61,1,B,0.0
62,1,O,0.10934600000000005
62,1,Y,0.890654
62,1,B,0.0
63,1,O,0.109912
63,1,Y,0.890088
63,1,B,0.0
64,1,O,0.109848
64,1,Y,0.890152
64,1,B,0.0
65,1,O,0.11001400000000001
65,1,Y,0.8899859999999999
65,1,B,0.0
66,1,O,0.108818
66,1,Y,0.891182
66,1,B,0.0
67,1,O,0.10944999999999999
67,1,Y,0.89055
67,1,B,0.0
68,1,O,0.109598
68,1,Y,0.890402
68,1,B,0.0
69,1,O,0.10990599999999999
69,1,Y,0.8900939999999998
69,1,B,0.0
70,1,O,0.10936599999999995
70,1,Y,0.8906340000000005
70,1,B,0.0
71,1,O,0.10985999999999996
71,1,Y,0.8901399999999999
71,1,B,0.0
72,1,O,0.11008600000000002
