t,y,estrategia,frequencia_media
72,1,Y,0.8899139999999996
72,1,B,0.0
73,1,O,0.10929
73,1,Y,0.8907099999999999
73,1,B,0.0
74,1,O,0.10926399999999999
74,1,Y,0.8907360000000001
74,1,B,0.0
75,1,O,0.109628
75,1,Y,0.8903719999999997
75,1,B,0.0
76,1,O,0.109636
76,1,Y,0.890364
76,1,B,0.0
77,1,O,0.10880800000000004
77,1,Y,0.8911919999999998
77,1,B,0.0
78,1,O,0.10971000000000003
78,1,Y,0.8902899999999999
78,1,B,0.0
79,1,O,0.10921200000000005
79,1,Y,0.8907879999999997
79,1,B,0.0
80,1,O,0.10997799999999998
80,1,Y,0.890022
80,1,B,0.0
81,1,O,0.10930199999999995
81,1,Y,0.8906979999999998
81,1,B,0.0
82,1,O,0.108946
82,1,Y,0.891054
82,1,B,0.0
83,1,O,0.109386
83,1,Y,0.8906140000000002
83,1,B,0.0
84,1,O,0.109548
84,1,Y,0.8904520000000002
84,1,B,0.0
85,1,O,0.10921200000000003
85,1,Y,0.890788
85,1,B,0.0
86,1,O,0.10859999999999999
86,1,Y,0.8913999999999997
86,1,B,0.0
87,1,O,0.10977199999999997
87,1,Y,0.890228
87,1,B,0.0
88,1,O,0.10928000000000003
88,1,Y,0.8907199999999998
88,1,B,0.0
89,1,O,0.109222
89,1,Y,0.890778
89,1,B,0.0
90,1,O,0.10883799999999999
90,1,Y,0.891162
90,1,B,0.0
91,1,O,0.10943799999999998
91,1,Y,0.8905620000000003
91,1,B,0.0
92,1,O,0.10929599999999998
92,1,Y,0.890704
92,1,B,0.0
93,1,O,0.10933999999999999
93,1,Y,0.89066
93,1,B,0.0
94,1,O,0.109474
94,1,Y,0.8905260000000003
94,1,B,0.0
95,1,O,0.10899
95,1,Y,0.8910100000000004
95,1,B,0.0
96,1,O,0.10898399999999998
96,1,Y,0.891016
96,1,B,0.0
97,1,O,0.10943200000000004
97,1,Y,0.8905680000000002
97,1,B,0.0
98,1,O,0.109178
98,1,Y,0.890822
98,1,B,0.0
99,1,O,0.108706
99,1,Y,0.8912940000000001
99,1,B,0.0
100,1,O,0.10896400000000003
100,1,Y,0.8910359999999997
100,1,B,0.0
