t,y,estrategia,frequencia_media
0,7,O,0.333282
0,7,Y,0.33389599999999997
0,7,B,0.33282199999999995
1,7,O,0.441136
1,7,Y,0.42070800000000014
1,7,B,0.13815599999999997
2,7,O,0.256898
2,7,Y,0.6511499999999998
2,7,B,0.09195200000000003
3,7,O,0.10420199999999999
3,7,Y,0.763268
3,7,B,0.13253000000000004
4,7,O,0.060736
4,7,Y,0.736942
4,7,B,0.20232200000000003
5,7,O,0.06858399999999999
5,7,Y,0.654904
5,7,B,0.2765120000000001
6,7,O,0.090702
6,7,Y,0.5665859999999998
6,7,B,0.342712
7,7,O,0.11708599999999997
7,7,Y,0.4913960000000001
7,7,B,0.39151800000000003
8,7,O,0.142286
8,7,Y,0.43947799999999987
8,7,B,0.41823600000000005
9,7,O,0.16309600000000002
9,7,Y,0.4123199999999999
9,7,B,0.42458399999999996
10,7,O,0.17798999999999998
10,7,Y,0.4062659999999999
10,7,B,0.41574400000000006
11,7,O,0.18803600000000004
11,7,Y,0.4129239999999998
11,7,B,0.3990399999999999
12,7,O,0.19378200000000004
12,7,Y,0.42638800000000016
12,7,B,0.3798300000000001
13,7,O,0.19656
13,7,Y,0.44172200000000006
13,7,B,0.361718
14,7,O,0.198272
14,7,Y,0.4562079999999999
14,7,B,0.34551999999999994
15,7,O,0.19944000000000003
15,7,Y,0.47068600000000016
15,7,B,0.3298739999999999
16,7,O,0.19864200000000004
16,7,Y,0.4846540000000001
16,7,B,0.31670399999999993
17,7,O,0.19546
17,7,Y,0.49671800000000005
17,7,B,0.30782200000000004
18,7,O,0.19091800000000003
18,7,Y,0.505366
18,7,B,0.303716
19,7,O,0.18895
19,7,Y,0.508156
19,7,B,0.30289399999999994
20,7,O,0.18977399999999997
20,7,Y,0.507774
20,7,B,0.302452
21,7,O,0.190994
21,7,Y,0.5067079999999998
21,7,B,0.3022979999999999
22,7,O,0.19232599999999997
22,7,Y,0.505172
22,7,B,0.30250200000000005
23,7,O,0.19287999999999994
23,7,Y,0.5049159999999999
23,7,B,0.30220400000000003
24,7,O,0.19316600000000006
24,7,Y,0.5052519999999999
24,7,B,0.30158199999999985
25,7,O,0.193364
25,7,Y,0.50457
25,7,B,0.30206599999999995
26,7,O,0.19371000000000002
26,7,Y,0.502674
26,7,B,0.303616
27,7,O,0.19395799999999996
27,7,Y,0.5005179999999999
27,7,B,0.30552399999999996
28,7,O,0.19466799999999998
28,7,Y,0.4989500000000001
28,7,B,0.30638200000000004
29,7,O,0.19643999999999998
29,7,Y,0.497796
29,7,B,0.305764
30,7,O,0.1975
30,7,Y,0.49755599999999994
30,7,B,0.30494400000000005
31,7,O,0.19800800000000002
31,7,Y,0.49793400000000004
31,7,B,0.30405799999999994
32,7,O,0.197794
32,7,Y,0.4980239999999999
32,7,B,0.304182
