t,y,estrategia,n_vizinhos_media
0,15,O,
0,15,Y,
0,15,B,
1,15,O,10.333775807255634
1,15,Y,17.341085811001623
1,15,B,9.003545120776275
2,15,O,14.799481064174985
2,15,Y,21.88776985935298
2,15,B,12.347526989505608
3,15,O,0.0
3,15,Y,21.644128055035754
3,15,B,8.863830755976139
4,15,O,0.0
4,15,Y,21.460478873381366
4,15,B,8.438910858596895
5,15,O,0.0
5,15,Y,21.216947578677292
5,15,B,7.989338318649728
6,15,O,0.0
6,15,Y,20.85641515693091
6,15,B,7.643567991653956
7,15,O,0.0
7,15,Y,20.558755803538396
7,15,B,7.255385464730515
8,15,O,0.0
8,15,Y,20.184804037582452
8,15,B,7.0282728086818596
9,15,O,0.0
9,15,Y,19.826986453378016
9,15,B,6.777532695377696
10,15,O,0.0
10,15,Y,19.408117057299464
10,15,B,6.671099922029299
11,15,O,0.0
11,15,Y,19.017970335957894
11,15,B,6.508696987930915
12,15,O,0.0
12,15,Y,18.5985618410517
12,15,B,6.4451628762830095
13,15,O,0.0
13,15,Y,18.20809615941493
13,15,B,6.391775351198528
14,15,O,0.0
14,15,Y,17.836847545266348
14,15,B,6.3529702912919195
15,15,O,0.0
15,15,Y,17.560005930408796
15,15,B,6.338833678430604
16,15,O,0.0
16,15,Y,17.333682990468986
16,15,B,6.3479071959008335
17,15,O,0.0
17,15,Y,17.17787034909285
17,15,B,6.3626317362689395
18,15,O,0.0
18,15,Y,17.067239239301554
18,15,B,6.356654112749554
19,15,O,0.0
19,15,Y,17.02240850355903
19,15,B,6.418692033782379
20,15,O,0.0
20,15,Y,16.972358208554166
20,15,B,6.409878319900191
21,15,O,0.0
21,15,Y,16.973775437495775
21,15,B,6.452255447373834
22,15,O,0.0
22,15,Y,16.958872847587756
22,15,B,6.435751521345038
23,15,O,0.0
23,15,Y,16.968112172091892
23,15,B,6.473054444382354
24,15,O,0.0
24,15,Y,16.972370277507093
24,15,B,6.4626853156250945
25,15,O,0.0
25,15,Y,16.9678070800691
25,15,B,6.480344664953117
26,15,O,0.0
26,15,Y,16.986709681880022
26,15,B,6.465954036221007
27,15,O,0.0
27,15,Y,16.977728542271876
27,15,B,6.486795048542849
28,15,O,0.0
28,15,Y,16.975843516179815
28,15,B,6.474355759498987
