t,y,estrategia,n_vizinhos_media
0,8,O,
0,8,Y,
0,8,B,
1,8,O,8.0
1,8,Y,8.0
1,8,B,6.6666210997360755
2,8,O,8.0
2,8,Y,8.0
2,8,B,5.945241591248525
3,8,O,8.0
3,8,Y,8.0
3,8,B,5.837070645721758
4,8,O,8.0
4,8,Y,8.0
4,8,B,5.489678127965334
5,8,O,8.0
5,8,Y,8.0
5,8,B,5.268364429868378
6,8,O,8.0
6,8,Y,8.0
6,8,B,5.121678008752973
7,8,O,8.0
7,8,Y,8.0
7,8,B,5.034941870743187
8,8,O,8.0
8,8,Y,8.0
8,8,B,4.998562259433394
9,8,O,8.0
9,8,Y,8.0
9,8,B,5.034275604044149
10,8,O,8.0
10,8,Y,8.0
10,8,B,5.128578539484466
11,8,O,8.0
11,8,Y,8.0
11,8,B,5.279321076290095
12,8,O,8.0
12,8,Y,8.0
12,8,B,5.4037816411997515
13,8,O,8.0
13,8,Y,8.0
13,8,B,5.46922675908532
14,8,O,8.0
14,8,Y,8.0
14,8,B,5.481573106150474
15,8,O,8.0
15,8,Y,8.0
15,8,B,5.450835323399389
16,8,O,8.0
16,8,Y,8.0
16,8,B,5.427110585107572
17,8,O,8.0
17,8,Y,8.0
17,8,B,5.421523688821106
18,8,O,8.0
18,8,Y,8.0
18,8,B,5.431182612038502
19,8,O,8.0
19,8,Y,8.0
19,8,B,5.478716054476949
20,8,O,8.0
20,8,Y,8.0
20,8,B,5.524209305386359
21,8,O,8.0
21,8,Y,8.0
21,8,B,5.5670840449250285
22,8,O,8.0
22,8,Y,8.0
22,8,B,5.595262268816974
23,8,O,8.0
23,8,Y,8.0
23,8,B,5.596446378813924
24,8,O,8.0
24,8,Y,8.0
24,8,B,5.579921057077046
25,8,O,8.0
25,8,Y,8.0
25,8,B,5.5842524688891935
26,8,O,8.0
26,8,Y,8.0
26,8,B,5.59246205185408
27,8,O,8.0
27,8,Y,8.0
27,8,B,5.607816201053602
28,8,O,8.0
28,8,Y,8.0
28,8,B,5.636442449690675
29,8,O,8.0
29,8,Y,8.0
29,8,B,5.662420417023419
30,8,O,8.0
30,8,Y,8.0
30,8,B,5.683428280977871
31,8,O,8.0
31,8,Y,8.0
31,8,B,5.686432236613968
32,8,O,8.0
32,8,Y,8.0
32,8,B,5.684158841167764
33,8,O,8.0
33,8,Y,8.0
33,8,B,5.676207714559811
34,8,O,8.0
34,8,Y,8.0
34,8,B,5.677757665277902
35,8,O,8.0
35,8,Y,8.0
35,8,B,5.682799809466104
36,8,O,8.0
36,8,Y,8.0
36,8,B,5.688500746216554
37,8,O,8.0
37,8,Y,8.0
37,8,B,5.709191331447799
38,8,O,8.0
38,8,Y,8.0
38,8,B,5.712420218267175
39,8,O,8.0
39,8,Y,8.0
39,8,B,5.720184011913715
40,8,O,8.0
40,8,Y,8.0
40,8,B,5.719827642821705
41,8,O,8.0
41,8,Y,8.0
41,8,B,5.71737234341787
42,8,O,8.0
42,8,Y,8.0
42,8,B,5.716985736277032
43,8,O,8.0
43,8,Y,8.0
43,8,B,5.7240013299250405
44,8,O,8.0
44,8,Y,8.0
44,8,B,5.7276598326960375
45,8,O,8.0
45,8,Y,8.0
45,8,B,5.753038937085981
46,8,O,8.0
46,8,Y,8.0
46,8,B,5.7608081902290085
47,8,O,8.0
47,8,Y,8.0
47,8,B,5.760589690073228
48,8,O,8.0
48,8,Y,8.0
48,8,B,5.761464253649828
49,8,O,8.0
49,8,Y,8.0
49,8,B,5.760346915281739
50,8,O,8.0
50,8,Y,8.0
50,8,B,5.75544495266217
51,8,O,8.0
51,8,Y,8.0
51,8,B,5.763367215854011
52,8,O,8.0
52,8,Y,8.0
52,8,B,5.760511076223475
53,8,O,8.0
53,8,Y,8.0
53,8,B,5.778563253560321
54,8,O,8.0
54,8,Y,8.0
54,8,B,5.7814443926212595
55,8,O,8.0
55,8,Y,8.0
55,8,B,5.774749487906051
56,8,O,8.0
56,8,Y,8.0
56,8,B,5.773586827110657
57,8,O,8.0
57,8,Y,8.0
57,8,B,5.766699974884382
58,8,O,8.0
58,8,Y,8.0
58,8,B,5.752981494991162
59,8,O,8.0
59,8,Y,8.0
59,8,B,5.7613754859932
60,8,O,8.0
60,8,Y,8.0
60,8,B,5.758180810677321
61,8,O,8.0
61,8,Y,8.0
61,8,B,5.778135662821609
62,8,O,8.0
62,8,Y,8.0
62,8,B,5.7853105030972
63,8,O,8.0
63,8,Y,8.0
63,8,B,5.775306632633573
64,8,O,8.0
64,8,Y,8.0
64,8,B,5.776292071304581
65,8,O,8.0
65,8,Y,8.0
65,8,B,5.775914688469327
66,8,O,8.0
66,8,Y,8.0
66,8,B,5.762369489430106
67,8,O,8.0
67,8,Y,8.0
67,8,B,5.766952623776381
68,8,O,8.0
68,8,Y,8.0
68,8,B,5.775005874205092
69,8,O,8.0
69,8,Y,8.0
69,8,B,5.789985862594466
70,8,O,8.0
70,8,Y,8.0
70,8,B,5.794459659725841
71,8,O,8.0
71,8,Y,8.0
71,8,B,5.792169247712842
72,8,O,8.0
72,8,Y,8.0
72,8,B,5.792218494481455
73,8,O,8.0
73,8,Y,8.0
73,8,B,5.792555706667867
74,8,O,8.0
74,8,Y,8.0
74,8,B,5.776294397365413
75,8,O,8.0
75,8,Y,8.0
75,8,B,5.782343296032642
76,8,O,8.0
76,8,Y,8.0
76,8,B,5.788891432214624
77,8,O,8.0
77,8,Y,8.0
77,8,B,5.799278122969962
78,8,O,8.0
78,8,Y,8.0
78,8,B,5.7993042681269085
79,8,O,8.0
79,8,Y,8.0
79,8,B,5.796479885365873
80,8,O,8.0
80,8,Y,8.0
80,8,B,5.793279071228081
81,8,O,8.0
81,8,Y,8.0
81,8,B,5.788993830341843
82,8,O,8.0
82,8,Y,8.0
82,8,B,5.7715351637732395
83,8,O,8.0
83,8,Y,8.0
83,8,B,5.776280314061211
84,8,O,8.0
84,8,Y,8.0
84,8,B,5.781284076597486
85,8,O,8.0
85,8,Y,8.0
85,8,B,5.788827681097908
86,8,O,8.0
86,8,Y,8.0
86,8,B,5.79022074959896
87,8,O,8.0
87,8,Y,8.0
87,8,B,5.789871847566072
88,8,O,8.0
88,8,Y,8.0
88,8,B,5.792094942431308
89,8,O,8.0
89,8,Y,8.0
89,8,B,5.788646831218147
90,8,O,8.0
90,8,Y,8.0
90,8,B,5.778567603562538
91,8,O,8.0
91,8,Y,8.0
91,8,B,5.783069216445046
92,8,O,8.0
92,8,Y,8.0
92,8,B,5.795986375885512
93,8,O,8.0
93,8,Y,8.0
93,8,B,5.801497291118414
94,8,O,8.0
94,8,Y,8.0
94,8,B,5.806372650322697
95,8,O,8.0
95,8,Y,8.0
95,8,B,5.804309404438055
96,8,O,8.0
96,8,Y,8.0
96,8,B,5.806584956921816
97,8,O,8.0
97,8,Y,8.0
97,8,B,5.7978412450451176
98,8,O,8.0
98,8,Y,8.0
98,8,B,5.789451739189686
99,8,O,8.0
99,8,Y,8.0
99,8,B,5.793122596852325
100,8,O,8.0
100,8,Y,8.0
100,8,B,5.799707235325772
