t,y,estrategia,n_vizinhos_media
0,24,O,
0,24,Y,
0,24,B,
1,24,O,13.336557695782759
1,24,Y,24.0
1,24,B,12.008930506813824
2,24,O,5.76
2,24,Y,24.0
2,24,B,16.886823078837523
3,24,O,0.0
3,24,Y,24.0
3,24,B,9.857913796078813
4,24,O,0.0
4,24,Y,24.0
4,24,B,8.912208721594702
5,24,O,0.0
5,24,Y,24.0
5,24,B,9.325672459555745
6,24,O,0.0
6,24,Y,24.0
6,24,B,8.182220077635902
7,24,O,0.0
7,24,Y,24.0
7,24,B,9.30084476227173
8,24,O,0.0
8,24,Y,24.0
8,24,B,7.347025608781699
9,24,O,0.0
9,24,Y,24.0
9,24,B,8.814280057503362
10,24,O,0.0
10,24,Y,24.0
10,24,B,7.350785408245275
11,24,O,0.0
11,24,Y,24.0
11,24,B,8.82275333176847
12,24,O,0.0
12,24,Y,24.0
12,24,B,7.3344508667230714
13,24,O,0.0
13,24,Y,24.0
13,24,B,8.648031398319098
14,24,O,0.0
14,24,Y,24.0
14,24,B,7.4661887451358675
15,24,O,0.0
15,24,Y,24.0
15,24,B,8.59824621461051
16,24,O,0.0
16,24,Y,24.0
16,24,B,7.50692723401977
17,24,O,0.0
17,24,Y,24.0
17,24,B,8.531392947034869
18,24,O,0.0
18,24,Y,24.0
18,24,B,7.527401763056654
19,24,O,0.0
19,24,Y,24.0
19,24,B,8.462018567380237
20,24,O,0.0
20,24,Y,24.0
20,24,B,7.62997824308649
21,24,O,0.0
21,24,Y,24.0
21,24,B,8.381161186315879
22,24,O,0.0
22,24,Y,24.0
22,24,B,7.688342790849777
23,24,O,0.0
23,24,Y,24.0
23,24,B,8.33313051200388
24,24,O,0.0
24,24,Y,24.0
24,24,B,7.7148801883886025
25,24,O,0.0
25,24,Y,24.0
25,24,B,8.334943366804877
26,24,O,0.0
26,24,Y,24.0
26,24,B,7.754621547769322
27,24,O,0.0
27,24,Y,24.0
27,24,B,8.263178879862183
28,24,O,0.0
28,24,Y,24.0
28,24,B,7.7832638093897035
29,24,O,0.0
29,24,Y,24.0
29,24,B,8.258195365604761
30,24,O,0.0
30,24,Y,24.0
30,24,B,7.813392429779657
31,24,O,0.0
31,24,Y,24.0
31,24,B,8.220951929135687
32,24,O,0.0
32,24,Y,24.0
32,24,B,7.833881204837191
33,24,O,0.0
33,24,Y,24.0
33,24,B,8.196154729001318
34,24,O,0.0
34,24,Y,24.0
34,24,B,7.81742847462255
35,24,O,0.0
35,24,Y,24.0
35,24,B,8.177232818062244
36,24,O,0.0
36,24,Y,24.0
36,24,B,7.914194458829813
37,24,O,0.0
37,24,Y,24.0
37,24,B,8.160059099471326
38,24,O,0.0
38,24,Y,24.0
38,24,B,7.8479208671849445
39,24,O,0.0
39,24,Y,24.0
39,24,B,8.174053654994085
40,24,O,0.0
40,24,Y,24.0
40,24,B,7.895885293111759
41,24,O,0.0
41,24,Y,24.0
41,24,B,8.101536338724312
42,24,O,0.0
42,24,Y,24.0
42,24,B,7.926423641965679
43,24,O,0.0
43,24,Y,24.0
43,24,B,8.154819421418756
44,24,O,0.0
44,24,Y,24.0
44,24,B,7.914041566297364
45,24,O,0.0
45,24,Y,24.0
45,24,B,8.073759224607098
46,24,O,0.0
46,24,Y,24.0
46,24,B,7.957227016198582
47,24,O,0.0
47,24,Y,24.0
47,24,B,8.080389890314441
48,24,O,0.0
48,24,Y,24.0
48,24,B,7.998941000841979
49,24,O,0.0
49,24,Y,24.0
49,24,B,8.061451034086767
50,24,O,0.0
50,24,Y,24.0
50,24,B,7.958911730442947
51,24,O,0.0
51,24,Y,24.0
51,24,B,8.056739148299208
52,24,O,0.0
52,24,Y,24.0
52,24,B,7.989266131325606
53,24,O,0.0
53,24,Y,24.0
53,24,B,8.078855102659077
54,24,O,0.0
54,24,Y,24.0
54,24,B,7.950957065088816
55,24,O,0.0
55,24,Y,24.0
55,24,B,8.054879445972805
56,24,O,0.0
56,24,Y,24.0
56,24,B,7.988740246622406
57,24,O,0.0
57,24,Y,24.0
57,24,B,8.039602551783249
58,24,O,0.0
58,24,Y,24.0
58,24,B,8.015150940975769
59,24,O,0.0
59,24,Y,24.0
59,24,B,8.026080026024447
60,24,O,0.0
60,24,Y,24.0
60,24,B,7.984253760667916
61,24,O,0.0
61,24,Y,24.0
61,24,B,8.045221387472514
62,24,O,0.0
62,24,Y,24.0
62,24,B,8.000813813046273
63,24,O,0.0
63,24,Y,24.0
63,24,B,8.064514012847347
64,24,O,0.0
64,24,Y,24.0
64,24,B,7.998231997352814
65,24,O,0.0
65,24,Y,24.0
65,24,B,7.985617012767952
66,24,O,0.0
66,24,Y,24.0
66,24,B,8.01885311497578
67,24,O,0.0
67,24,Y,24.0
67,24,B,8.042917617390716
68,24,O,0.0
68,24,Y,24.0
68,24,B,8.000382350655183
69,24,O,0.0
69,24,Y,24.0
69,24,B,8.021139775449601
70,24,O,0.0
70,24,Y,24.0
70,24,B,8.006376185735402
71,24,O,0.0
71,24,Y,24.0
71,24,B,8.013042064370326
72,24,O,0.0
72,24,Y,24.0
72,24,B,8.014059561960753
73,24,O,0.0
73,24,Y,24.0
73,24,B,8.02082859200576
74,24,O,0.0
74,24,Y,24.0
74,24,B,8.021470864490329
75,24,O,0.0
75,24,Y,24.0
75,24,B,7.976701141832037
76,24,O,0.0
76,24,Y,24.0
76,24,B,8.008383748570862
77,24,O,0.0
77,24,Y,24.0
77,24,B,8.07023842283517
78,24,O,0.0
78,24,Y,24.0
78,24,B,8.023955420468047
79,24,O,0.0
79,24,Y,24.0
79,24,B,8.021446231571087
80,24,O,0.0
80,24,Y,24.0
80,24,B,8.011624609428397
81,24,O,0.0
81,24,Y,24.0
81,24,B,8.010444508347465
82,24,O,0.0
82,24,Y,24.0
82,24,B,8.04843637556979
83,24,O,0.0
83,24,Y,24.0
83,24,B,8.020554322271826
84,24,O,0.0
84,24,Y,24.0
84,24,B,8.003352167927119
85,24,O,0.0
85,24,Y,24.0
85,24,B,8.025534688691671
86,24,O,0.0
86,24,Y,24.0
86,24,B,8.053818657206264
87,24,O,0.0
87,24,Y,24.0
87,24,B,8.008497113043655
88,24,O,0.0
88,24,Y,24.0
88,24,B,8.012054826739325
89,24,O,0.0
89,24,Y,24.0
89,24,B,7.992975480218084
90,24,O,0.0
90,24,Y,24.0
90,24,B,8.069775817496964
91,24,O,0.0
91,24,Y,24.0
91,24,B,8.005246999180027
92,24,O,0.0
92,24,Y,24.0
92,24,B,8.03032514617075
93,24,O,0.0
93,24,Y,24.0
93,24,B,8.011102493230606
94,24,O,0.0
94,24,Y,24.0
94,24,B,8.052962066715528
95,24,O,0.0
95,24,Y,24.0
95,24,B,8.008094017861218
96,24,O,0.0
96,24,Y,24.0
96,24,B,8.015017044297366
97,24,O,0.0
97,24,Y,24.0
97,24,B,8.053652892189861
98,24,O,0.0
98,24,Y,24.0
98,24,B,8.00108274698553
99,24,O,0.0
99,24,Y,24.0
99,24,B,8.01067746986129
100,24,O,0.0
100,24,Y,24.0
100,24,B,8.026855890061377
