t,y,estrategia,n_vizinhos_media
0,12,O,
0,12,Y,
0,12,B,
1,12,O,9.332996200038718
1,12,Y,13.33927359868785
1,12,B,8.00110632843984
2,12,O,11.188021076932365
2,12,Y,15.688704485538345
2,12,B,9.197874071596402
3,12,O,7.190023809523809
3,12,Y,15.415729228221851
3,12,B,7.03245267849552
4,12,O,1.8216666666666668
4,12,Y,15.051955885688162
4,12,B,6.33060186867462
5,12,O,0.7515000000000001
5,12,Y,14.683707827763815
5,12,B,5.8889535093740175
6,12,O,0.3543333333333334
6,12,Y,14.26662063758924
6,12,B,5.492722585285537
7,12,O,0.36
7,12,Y,13.842004386197896
7,12,B,5.202202690642379
8,12,O,0.395
8,12,Y,13.43326236737282
8,12,B,4.966709349690893
9,12,O,0.19
9,12,Y,13.051596190099206
9,12,B,4.811621201820069
10,12,O,0.2
10,12,Y,12.73101052237794
10,12,B,4.695702965825345
11,12,O,0.0
11,12,Y,12.507907644281417
11,12,B,4.603034113643943
12,12,O,0.0
12,12,Y,12.373967630994576
12,12,B,4.54597034124338
13,12,O,0.0
13,12,Y,12.291681993143227
13,12,B,4.49967863007629
14,12,O,0.0
14,12,Y,12.256228058133443
14,12,B,4.478487891396119
15,12,O,0.0
15,12,Y,12.227233095202573
15,12,B,4.453246977330245
16,12,O,0.0
16,12,Y,12.205136991474019
16,12,B,4.442905168999958
17,12,O,0.0
17,12,Y,12.186759181225879
17,12,B,4.42468666809121
18,12,O,0.0
18,12,Y,12.18449359235289
18,12,B,4.421089783134651
19,12,O,0.0
19,12,Y,12.177519892637218
19,12,B,4.409122775552162
20,12,O,0.0
20,12,Y,12.172873636240453
20,12,B,4.401066158160277
21,12,O,0.0
21,12,Y,12.16179816699003
21,12,B,4.397441879169893
22,12,O,0.0
22,12,Y,12.15801874715479
22,12,B,4.392554806979783
23,12,O,0.0
23,12,Y,12.15763842919715
23,12,B,4.3913701059112284
24,12,O,0.0
24,12,Y,12.152973134874895
24,12,B,4.391808369972967
25,12,O,0.0
25,12,Y,12.152551430104113
25,12,B,4.383869087591688
26,12,O,0.0
26,12,Y,12.161496608369182
26,12,B,4.389750939399522
27,12,O,0.0
27,12,Y,12.142216396862302
27,12,B,4.382067514754353
28,12,O,0.0
28,12,Y,12.13847845456535
28,12,B,4.378557683973255
29,12,O,0.0
29,12,Y,12.140235855114158
29,12,B,4.3721127460945866
30,12,O,0.0
30,12,Y,12.139334060540543
30,12,B,4.373014841210956
31,12,O,0.0
31,12,Y,12.137568890830241
31,12,B,4.371584434242263
32,12,O,0.0
32,12,Y,12.142730072790236
32,12,B,4.373566002602681
33,12,O,0.0
33,12,Y,12.13269527054705
33,12,B,4.371203810614448
34,12,O,0.0
34,12,Y,12.132502491146857
34,12,B,4.373026360411624
35,12,O,0.0
35,12,Y,12.126710909740156
35,12,B,4.36439198054959
36,12,O,0.0
36,12,Y,12.129060630263343
36,12,B,4.366952240136501
37,12,O,0.0
37,12,Y,12.130302778617901
37,12,B,4.364608309322106
38,12,O,0.0
38,12,Y,12.1320420946341
38,12,B,4.3655882655440825
39,12,O,0.0
39,12,Y,12.127613494672548
39,12,B,4.366355211752374
40,12,O,0.0
40,12,Y,12.13891670388742
40,12,B,4.364925313867349
41,12,O,0.0
41,12,Y,12.144656369507482
41,12,B,4.37035976919929
42,12,O,0.0
42,12,Y,12.134838654270942
42,12,B,4.368566476601472
43,12,O,0.0
43,12,Y,12.132086774954182
43,12,B,4.360864778117499
44,12,O,0.0
44,12,Y,12.130821192375956
44,12,B,4.363975801910235
45,12,O,0.0
45,12,Y,12.121818627299042
45,12,B,4.361147931944618
46,12,O,0.0
46,12,Y,12.12153336661595
46,12,B,4.360395614986505
47,12,O,0.0
47,12,Y,12.125048147648338
47,12,B,4.358662949657837
48,12,O,0.0
48,12,Y,12.1274013931875
48,12,B,4.36066930919399
49,12,O,0.0
49,12,Y,12.117463703296524
49,12,B,4.360117936304195
50,12,O,0.0
50,12,Y,12.128367091686059
50,12,B,4.3562950814192485
51,12,O,0.0
51,12,Y,12.122355922336347
51,12,B,4.359283317559243
52,12,O,0.0
52,12,Y,12.111299738802762
52,12,B,4.35407167323832
53,12,O,0.0
53,12,Y,12.113053039560107
53,12,B,4.356654791067651
54,12,O,0.0
54,12,Y,12.121555394492491
54,12,B,4.357709586975167
55,12,O,0.0
55,12,Y,12.11030000455679
55,12,B,4.354780782862656
56,12,O,0.0
56,12,Y,12.107685619884471
56,12,B,4.3563213426333975
57,12,O,0.0
57,12,Y,12.113413685569647
57,12,B,4.355047165554482
58,12,O,0.0
58,12,Y,12.11106151746565
58,12,B,4.355029482426698
59,12,O,0.0
59,12,Y,12.12031986306086
59,12,B,4.3528347613402385
