t,y,estrategia,n_vizinhos_media
0,21,O,
0,21,Y,
0,21,B,
1,21,O,12.33559365611184
1,21,Y,22.003801245541986
1,21,B,11.008604594273628
2,21,O,13.42
2,21,Y,23.9419570162114
2,21,B,15.591548098735082
3,21,O,0.0
3,21,Y,23.810230408846174
3,21,B,9.675541965512103
4,21,O,0.0
4,21,Y,23.635878009957718
4,21,B,9.029653469952969
5,21,O,0.0
5,21,Y,23.389047010988566
5,21,B,8.764073352530165
6,21,O,0.0
6,21,Y,23.109791350327882
6,21,B,8.456660733538671
7,21,O,0.0
7,21,Y,22.86132774866436
7,21,B,8.303841662375058
8,21,O,0.0
8,21,Y,22.581164497319115
8,21,B,7.829334620854544
9,21,O,0.0
9,21,Y,22.39930937690266
9,21,B,8.01447533044221
10,21,O,0.0
10,21,Y,22.25511100923347
10,21,B,7.539935166755609
11,21,O,0.0
11,21,Y,22.263271194602986
11,21,B,7.932457058396507
12,21,O,0.0
12,21,Y,22.177173556333127
12,21,B,7.489826753327767
13,21,O,0.0
13,21,Y,22.210769475424154
13,21,B,7.864103972332222
14,21,O,0.0
14,21,Y,22.148404183262492
14,21,B,7.486173806490016
15,21,O,0.0
15,21,Y,22.207473109734373
15,21,B,7.86748369569146
16,21,O,0.0
16,21,Y,22.157945696172586
16,21,B,7.4722188388420925
17,21,O,0.0
17,21,Y,22.206390053153864
17,21,B,7.855808752418032
18,21,O,0.0
18,21,Y,22.146290929505884
18,21,B,7.471871517928255
19,21,O,0.0
19,21,Y,22.20500814529297
19,21,B,7.867076627559734
20,21,O,0.0
20,21,Y,22.153066935040588
20,21,B,7.491956378068084
21,21,O,0.0
21,21,Y,22.19717971848458
21,21,B,7.858543597027197
22,21,O,0.0
22,21,Y,22.156128866207347
22,21,B,7.4975809488248695
23,21,O,0.0
23,21,Y,22.19083655364675
23,21,B,7.846677230128518
24,21,O,0.0
24,21,Y,22.14877331949961
24,21,B,7.49812731459838
25,21,O,0.0
25,21,Y,22.197594037798662
25,21,B,7.844470389839808
26,21,O,0.0
26,21,Y,22.154959906934323
26,21,B,7.520634938571377
27,21,O,0.0
27,21,Y,22.181750338763123
27,21,B,7.767291170694836
28,21,O,0.0
28,21,Y,22.16079415316267
