t,y,estrategia,n_vizinhos_media
0,10,O,
0,10,Y,
0,10,B,
1,10,O,8.66674406584355
1,10,Y,10.669499236860043
1,10,B,7.333748180711699
2,10,O,9.146644073661863
2,10,Y,11.587116886916677
2,10,B,7.219576593535976
3,10,O,8.995772785105132
3,10,Y,11.570092033553527
3,10,B,6.14336848045349
4,10,O,8.365084155947835
4,10,Y,11.320893396954226
4,10,B,5.22991030036913
5,10,O,8.303796822045994
5,10,Y,11.039979386919995
5,10,B,4.720305212908979
6,10,O,8.348061825703489
6,10,Y,10.848817129331799
6,10,B,4.412918705800357
7,10,O,8.383172679524643
7,10,Y,10.857097131447588
7,10,B,4.266348072365229
8,10,O,8.38874426572865
8,10,Y,10.996605023909728
8,10,B,4.21767815646626
9,10,O,8.38652063537634
9,10,Y,11.077240051412893
9,10,B,4.2205562956373734
10,10,O,8.378002867218934
10,10,Y,11.098756472915454
10,10,B,4.242644083642461
11,10,O,8.370197788235274
11,10,Y,11.10199611870493
11,10,B,4.265024296416927
12,10,O,8.359665821813799
12,10,Y,11.096549400656059
12,10,B,4.286663400064728
13,10,O,8.349224654043006
13,10,Y,11.088443976220592
13,10,B,4.3054652092223895
14,10,O,8.333680018613947
14,10,Y,11.074364245655714
14,10,B,4.321701861668768
15,10,O,8.32670063276383
15,10,Y,11.053487154012744
15,10,B,4.333380547120132
16,10,O,8.321553043277689
16,10,Y,11.03506425376939
16,10,B,4.342076702931301
17,10,O,8.321337204074299
17,10,Y,11.026286229153339
17,10,B,4.348805120445664
18,10,O,8.318267814555433
18,10,Y,11.028156594184038
18,10,B,4.353086864366278
19,10,O,8.320177852718007
19,10,Y,11.01615803865304
19,10,B,4.358753406179762
20,10,O,8.314563687337419
20,10,Y,11.016808581404025
20,10,B,4.3625753474497255
21,10,O,8.309601040327202
21,10,Y,11.002498115439282
21,10,B,4.36560363186673
22,10,O,8.31015961601171
22,10,Y,10.995375463982304
22,10,B,4.372163066075303
23,10,O,8.32034649605936
23,10,Y,10.994892191618176
23,10,B,4.373958943570832
24,10,O,8.32024528309881
24,10,Y,11.00001381480002
24,10,B,4.375583904263241
25,10,O,8.323756585723947
25,10,Y,10.992237152003874
25,10,B,4.377480743450613
26,10,O,8.325730796347626
26,10,Y,10.991371476682072
26,10,B,4.374517004820376
27,10,O,8.321997449489851
27,10,Y,10.987662513673527
27,10,B,4.374551184316639
28,10,O,8.32071100847852
28,10,Y,10.983155911249366
28,10,B,4.372748999166559
29,10,O,8.338106000679943
29,10,Y,10.977497780947811
29,10,B,4.3726799844997615
30,10,O,8.340956168777774
30,10,Y,10.98945510327266
30,10,B,4.372822145934425
31,10,O,8.343133158726875
31,10,Y,10.997812661992336
31,10,B,4.3782387415531225
32,10,O,8.345058015312189
32,10,Y,10.994227294589816
32,10,B,4.378811166502949
33,10,O,8.356761327667316
33,10,Y,10.990808179192591
33,10,B,4.380395396899329
34,10,O,8.360675016919734
34,10,Y,10.990933455373037
34,10,B,4.379041340522198
35,10,O,8.359947140084763
35,10,Y,11.002892291013668
35,10,B,4.378765740284813
36,10,O,8.356933210293608
36,10,Y,10.997788708549146
36,10,B,4.378970176623481
37,10,O,8.358628826703008
37,10,Y,10.991876224572572
37,10,B,4.37919119965445
38,10,O,8.36683069883575
38,10,Y,10.985375651014277
38,10,B,4.37665552007396
39,10,O,8.363657579007816
39,10,Y,10.987037134493848
39,10,B,4.372983717546951
40,10,O,8.358103989065235
40,10,Y,10.984728409120219
40,10,B,4.3692471205776595
41,10,O,8.359800019537827
41,10,Y,10.978804629376187
41,10,B,4.3741704372594326
42,10,O,8.36037545035262
42,10,Y,10.978669433746209
42,10,B,4.374246352886253
43,10,O,8.359298019026278
43,10,Y,10.969868836320495
43,10,B,4.3787645360797605
44,10,O,8.359813399137742
44,10,Y,10.975816684557797
44,10,B,4.377326696542994
45,10,O,8.352847958114893
45,10,Y,10.978146734859955
45,10,B,4.380783655256286
46,10,O,8.351614494234413
46,10,Y,10.979302982073188
46,10,B,4.382898883433469
47,10,O,8.34675923072342
47,10,Y,10.975051816006905
47,10,B,4.385723886190119
48,10,O,8.353599891224647
48,10,Y,10.97650384863555
48,10,B,4.38623815877217
49,10,O,8.35542009763674
49,10,Y,10.97535400652344
49,10,B,4.392426885326925
50,10,O,8.355430289988556
50,10,Y,10.985198205284252
50,10,B,4.394835366691667
51,10,O,8.35162323196608
51,10,Y,10.984750912954633
51,10,B,4.396951823123722
52,10,O,8.355725730088727
52,10,Y,10.979635559688596
52,10,B,4.393305009405362
53,10,O,8.357097169382332
53,10,Y,10.974256117702561
53,10,B,4.3958918155049345
54,10,O,8.356490263929778
54,10,Y,10.97685260346856
54,10,B,4.391381336645188
55,10,O,8.358410408504385
55,10,Y,10.977957496056066
55,10,B,4.389298909027972
56,10,O,8.356248217697114
56,10,Y,10.99070184051303
56,10,B,4.3859205161774835
57,10,O,8.36700465321555
57,10,Y,10.985095454909322
57,10,B,4.387058988806885
58,10,O,8.372553058787757
58,10,Y,10.990681170350156
58,10,B,4.388752342282131
59,10,O,8.372513263506603
59,10,Y,10.996629055001346
59,10,B,4.392368352663245
60,10,O,8.366856392129066
60,10,Y,10.99220839466521
60,10,B,4.393368711794233
61,10,O,8.369262152486456
61,10,Y,10.990228633080699
61,10,B,4.397672783981151
62,10,O,8.365779316333482
62,10,Y,10.988811222935277
62,10,B,4.3966083269051985
63,10,O,8.365392808484142
63,10,Y,10.98526082914189
63,10,B,4.39535061981906
64,10,O,8.36017522489037
64,10,Y,10.98512449089744
64,10,B,4.39167547444632
65,10,O,8.356583824715356
65,10,Y,10.982491242113271
65,10,B,4.3897240336045735
66,10,O,8.356000763960632
66,10,Y,10.975193627576814
66,10,B,4.388071832443436
67,10,O,8.356271310900777
67,10,Y,10.976282536119074
67,10,B,4.384089282657547
68,10,O,8.351873355567152
68,10,Y,10.977828755653318
68,10,B,4.384219686170413
69,10,O,8.358717125338268
69,10,Y,10.973314338860071
69,10,B,4.385470826275018
70,10,O,8.352274538362824
70,10,Y,10.969817333416561
70,10,B,4.387621132475734
71,10,O,8.354584601214917
71,10,Y,10.972144956570203
71,10,B,4.387699505952375
72,10,O,8.352891862407368
72,10,Y,10.975215613802705
72,10,B,4.388066745541257
73,10,O,8.359095884740892
73,10,Y,10.980753944620956
73,10,B,4.385964475589968
74,10,O,8.366873786458966
74,10,Y,10.976691285314546
74,10,B,4.388477487829194
75,10,O,8.367466340389
75,10,Y,10.982112748332515
75,10,B,4.390969682033507
76,10,O,8.381005454555478
76,10,Y,10.982145723517581
76,10,B,4.391432615142129
77,10,O,8.371654834338461
77,10,Y,10.996363677324064
77,10,B,4.396526847136671
78,10,O,8.369446076229952
78,10,Y,10.991332126676452
78,10,B,4.401554415274349
79,10,O,8.37090262038973
79,10,Y,10.991513087334944
79,10,B,4.402980232922343
80,10,O,8.376709718467682
80,10,Y,10.997708862055081
80,10,B,4.400403656878465
81,10,O,8.383025889678343
81,10,Y,10.99580259155013
81,10,B,4.399667128967926
82,10,O,8.37710044305315
82,10,Y,10.995403630517899
82,10,B,4.398350721592612
83,10,O,8.372850425618068
83,10,Y,10.998576330934569
83,10,B,4.393703061340556
84,10,O,8.374434604990057
84,10,Y,10.995466348174283
84,10,B,4.392425162105136
85,10,O,8.3702739204953
85,10,Y,10.986273416066883
85,10,B,4.392466244537565
86,10,O,8.363532959386513
86,10,Y,10.993869714569547
86,10,B,4.38749857551582
87,10,O,8.36089580724943
87,10,Y,10.995213596020852
87,10,B,4.383207903237837
88,10,O,8.363514023045163
88,10,Y,10.995489244396529
88,10,B,4.385663066003061
89,10,O,8.359799344417773
89,10,Y,11.002276066047875
89,10,B,4.386858716367744
90,10,O,8.354805401877138
90,10,Y,11.007542352447357
90,10,B,4.389832114849067
91,10,O,8.35448838456599
91,10,Y,10.995108316749958
91,10,B,4.393992024234906
92,10,O,8.350176515205
92,10,Y,10.9942977249975
92,10,B,4.395675025929586
93,10,O,8.349474553541135
93,10,Y,10.986858049721427
93,10,B,4.3973633746479415
94,10,O,8.350165274125194
94,10,Y,10.984397304051956
94,10,B,4.395642573881
95,10,O,8.355368251969812
95,10,Y,10.990122000018184
95,10,B,4.396737489701897
96,10,O,8.3624434151122
96,10,Y,10.99975262889257
96,10,B,4.400084230820528
97,10,O,8.36250325583694
97,10,Y,11.001060838682916
97,10,B,4.402662142541743
98,10,O,8.36592770080474
98,10,Y,11.004769981144289
98,10,B,4.4061512501144255
99,10,O,8.375038581430868
99,10,Y,11.006863064843788
99,10,B,4.410131069491536
100,10,O,8.373511383803772
100,10,Y,11.012683745594527
100,10,B,4.4090698238943835
