t,y,estrategia,frequencia_media
0,14,O,0.333282
0,14,Y,0.33389599999999997
0,14,B,0.33282199999999995
1,14,O,0.004404
1,14,Y,0.9673899999999998
1,14,B,0.028206000000000002
2,14,O,0.0
2,14,Y,0.8603219999999997
2,14,B,0.139678
3,14,O,0.0
3,14,Y,0.7723099999999998
3,14,B,0.22768999999999998
4,14,O,0.0
4,14,Y,0.6637559999999999
4,14,B,0.336244
5,14,O,0.0
5,14,Y,0.5665899999999999
5,14,B,0.43340999999999996
6,14,O,0.0
6,14,Y,0.47006600000000015
6,14,B,0.5299339999999999
7,14,O,0.0
7,14,Y,0.40112399999999987
7,14,B,0.5988760000000003
8,14,O,0.0
8,14,Y,0.33394399999999996
8,14,B,0.666056
9,14,O,0.0
9,14,Y,0.28962200000000005
9,14,B,0.7103780000000002
10,14,O,0.0
10,14,Y,0.25813800000000003
10,14,B,0.741862
11,14,O,0.0
11,14,Y,0.23467399999999994
11,14,B,0.7653259999999998
12,14,O,0.0
12,14,Y,0.221918
12,14,B,0.7780820000000002
13,14,O,0.0
13,14,Y,0.21464
13,14,B,0.7853600000000003
14,14,O,0.0
14,14,Y,0.21157800000000002
14,14,B,0.7884219999999997
15,14,O,0.0
15,14,Y,0.20916600000000007
15,14,B,0.7908340000000001
16,14,O,0.0
16,14,Y,0.210458
16,14,B,0.7895420000000002
17,14,O,0.0
17,14,Y,0.20841
17,14,B,0.79159
18,14,O,0.0
18,14,Y,0.20745999999999998
18,14,B,0.7925399999999999
19,14,O,0.0
19,14,Y,0.20688399999999998
19,14,B,0.7931160000000003
20,14,O,0.0
20,14,Y,0.20952400000000002
20,14,B,0.7904760000000001
21,14,O,0.0
21,14,Y,0.20807000000000006
21,14,B,0.7919300000000001
22,14,O,0.0
22,14,Y,0.207896
22,14,B,0.7921039999999999
23,14,O,0.0
23,14,Y,0.20967600000000006
23,14,B,0.7903239999999997
24,14,O,0.0
24,14,Y,0.21013600000000004
24,14,B,0.7898640000000001
25,14,O,0.0
25,14,Y,0.20707000000000003
25,14,B,0.7929299999999998
26,14,O,0.0
26,14,Y,0.21023799999999998
26,14,B,0.7897620000000001
27,14,O,0.0
27,14,Y,0.20756599999999994
27,14,B,0.792434
28,14,O,0.0
28,14,Y,0.20947999999999997
28,14,B,0.7905199999999998
29,14,O,0.0
29,14,Y,0.20803600000000003
29,14,B,0.7919640000000001
30,14,O,0.0
30,14,Y,0.20783000000000001
30,14,B,0.7921699999999998
31,14,O,0.0
31,14,Y,0.20722200000000005
31,14,B,0.7927780000000003
32,14,O,0.0
32,14,Y,0.20769600000000008
32,14,B,0.7923040000000001
33,14,O,0.0
33,14,Y,0.20942800000000003
33,14,B,0.7905719999999999
34,14,O,0.0
34,14,Y,0.20691999999999997
34,14,B,0.7930799999999999
35,14,O,0.0
35,14,Y,0.20778999999999997
35,14,B,0.7922099999999999
36,14,O,0.0
36,14,Y,0.20854599999999998
36,14,B,0.791454
37,14,O,0.0
37,14,Y,0.20872800000000002
37,14,B,0.7912720000000002
38,14,O,0.0
38,14,Y,0.20918799999999993
38,14,B,0.7908119999999998
39,14,O,0.0
39,14,Y,0.20814600000000003
39,14,B,0.7918539999999997
40,14,O,0.0
40,14,Y,0.20877600000000002
40,14,B,0.7912239999999998
41,14,O,0.0
41,14,Y,0.20709000000000008
41,14,B,0.7929099999999998
42,14,O,0.0
42,14,Y,0.20999599999999993
42,14,B,0.7900039999999998
43,14,O,0.0
43,14,Y,0.20590000000000003
43,14,B,0.7940999999999997
44,14,O,0.0
44,14,Y,0.20735
44,14,B,0.7926500000000002
45,14,O,0.0
45,14,Y,0.209896
45,14,B,0.790104
46,14,O,0.0
46,14,Y,0.20794800000000002
46,14,B,0.7920520000000001
47,14,O,0.0
47,14,Y,0.208462
47,14,B,0.7915380000000002
48,14,O,0.0
48,14,Y,0.20625200000000007
48,14,B,0.7937480000000001
49,14,O,0.0
49,14,Y,0.20879799999999998
49,14,B,0.7912019999999998
50,14,O,0.0
50,14,Y,0.206792
50,14,B,0.7932079999999999
51,14,O,0.0
51,14,Y,0.21108799999999994
51,14,B,0.7889119999999997
52,14,O,0.0
52,14,Y,0.20886600000000002
52,14,B,0.7911339999999999
53,14,O,0.0
53,14,Y,0.20879799999999998
53,14,B,0.791202
54,14,O,0.0
54,14,Y,0.2083480000000001
54,14,B,0.7916520000000001
55,14,O,0.0
55,14,Y,0.20874599999999993
55,14,B,0.7912540000000001
56,14,O,0.0
56,14,Y,0.20784399999999997
56,14,B,0.7921559999999999
57,14,O,0.0
57,14,Y,0.20695000000000005
57,14,B,0.7930500000000003
58,14,O,0.0
58,14,Y,0.20967400000000003
58,14,B,0.7903259999999999
59,14,O,0.0
59,14,Y,0.20934399999999992
59,14,B,0.7906559999999999
60,14,O,0.0
60,14,Y,0.208016
60,14,B,0.791984
61,14,O,0.0
61,14,Y,0.209452
61,14,B,0.7905479999999997
62,14,O,0.0
62,14,Y,0.20838
62,14,B,0.7916200000000001
63,14,O,0.0
63,14,Y,0.20734199999999997
63,14,B,0.792658
64,14,O,0.0
64,14,Y,0.20761600000000002
64,14,B,0.7923840000000001
65,14,O,0.0
65,14,Y,0.20857800000000004
65,14,B,0.7914220000000002
66,14,O,0.0
66,14,Y,0.20730199999999996
66,14,B,0.7926979999999999
67,14,O,0.0
67,14,Y,0.20752999999999996
67,14,B,0.7924700000000001
68,14,O,0.0
68,14,Y,0.20821
68,14,B,0.7917899999999999
69,14,O,0.0
69,14,Y,0.20828999999999998
69,14,B,0.7917100000000002
70,14,O,0.0
70,14,Y,0.20842600000000006
70,14,B,0.791574
71,14,O,0.0
71,14,Y,0.20757000000000006
71,14,B,0.79243
72,14,O,0.0
72,14,Y,0.20805799999999997
72,14,B,0.7919420000000001
73,14,O,0.0
73,14,Y,0.20665799999999993
73,14,B,0.793342
74,14,O,0.0
74,14,Y,0.20903399999999997
74,14,B,0.7909660000000003
75,14,O,0.0
75,14,Y,0.20912399999999998
75,14,B,0.7908760000000002
76,14,O,0.0
76,14,Y,0.20790200000000003
76,14,B,0.7920979999999999
77,14,O,0.0
77,14,Y,0.20812999999999998
77,14,B,0.7918699999999999
78,14,O,0.0
78,14,Y,0.20924200000000004
78,14,B,0.7907580000000002
79,14,O,0.0
