t,y,estrategia,n_vizinhos_media
0,22,O,
0,22,Y,
0,22,B,
1,22,O,12.669996745928252
1,22,Y,22.66949923686004
1,22,B,11.341559806203781
2,22,O,10.976666666666665
2,22,Y,23.954242691023957
2,22,B,15.962804581253312
3,22,O,0.0
3,22,Y,23.84569603362835
3,22,B,9.63468329267574
4,22,O,0.0
4,22,Y,23.70382239731185
4,22,B,9.051232611848574
5,22,O,0.0
5,22,Y,23.519459087744785
5,22,B,8.855196489425207
6,22,O,0.0
6,22,Y,23.310409239529907
6,22,B,8.463590356013642
7,22,O,0.0
7,22,Y,23.151652633390356
7,22,B,8.473153070818526
8,22,O,0.0
8,22,Y,22.955728207404924
8,22,B,7.738332597687713
9,22,O,0.0
9,22,Y,22.863228121414895
9,22,B,8.190326867031986
10,22,O,0.0
10,22,Y,22.75531822835187
10,22,B,7.495689828298791
11,22,O,0.0
11,22,Y,22.789446815235234
11,22,B,8.112947370816329
12,22,O,0.0
12,22,Y,22.719864387942216
12,22,B,7.457553900790282
13,22,O,0.0
13,22,Y,22.764606355797387
13,22,B,8.052779838470139
14,22,O,0.0
14,22,Y,22.709006289641998
14,22,B,7.456951390477829
15,22,O,0.0
15,22,Y,22.763133023605924
15,22,B,8.022540389611333
16,22,O,0.0
16,22,Y,22.712879759275875
16,22,B,7.490914578608911
17,22,O,0.0
17,22,Y,22.767132534370056
17,22,B,8.01450969739339
18,22,O,0.0
18,22,Y,22.717420105742264
18,22,B,7.500578502379754
19,22,O,0.0
19,22,Y,22.75495453830123
19,22,B,7.974265984364985
20,22,O,0.0
20,22,Y,22.718102171414497
20,22,B,7.514541338638648
21,22,O,0.0
21,22,Y,22.753599652736774
21,22,B,7.980682052781763
22,22,O,0.0
22,22,Y,22.71905440918405
22,22,B,7.529069853492895
23,22,O,0.0
23,22,Y,22.757372181531196
23,22,B,7.95715456278356
24,22,O,0.0
24,22,Y,22.716296194686233
24,22,B,7.555230569387093
25,22,O,0.0
25,22,Y,22.762269080212047
25,22,B,7.954278599011476
26,22,O,0.0
26,22,Y,22.717868845321743
26,22,B,7.556367616275045
27,22,O,0.0
27,22,Y,22.75697760427465
