t,y,estrategia,frequencia_media
0,22,O,0.333282
0,22,Y,0.33389599999999997
0,22,B,0.33282199999999995
1,22,O,7.400000000000001e-05
1,22,Y,0.9706139999999999
1,22,B,0.029312000000000005
2,22,O,0.0
2,22,Y,0.8387340000000003
2,22,B,0.16126599999999996
3,22,O,0.0
3,22,Y,0.7007000000000002
3,22,B,0.2993
4,22,O,0.0
4,22,Y,0.5747340000000001
4,22,B,0.42526600000000003
5,22,O,0.0
5,22,Y,0.46133
5,22,B,0.5386700000000001
6,22,O,0.0
6,22,Y,0.404914
6,22,B,0.5950859999999999
7,22,O,0.0
7,22,Y,0.314216
7,22,B,0.6857840000000001
8,22,O,0.0
8,22,Y,0.31629799999999997
8,22,B,0.6837019999999999
9,22,O,0.0
9,22,Y,0.25994000000000006
9,22,B,0.74006
10,22,O,0.0
10,22,Y,0.296938
10,22,B,0.7030619999999999
11,22,O,0.0
11,22,Y,0.25042800000000004
11,22,B,0.7495720000000001
12,22,O,0.0
12,22,Y,0.28896399999999994
12,22,B,0.7110360000000001
13,22,O,0.0
13,22,Y,0.248968
13,22,B,0.7510320000000003
14,22,O,0.0
14,22,Y,0.287208
14,22,B,0.712792
15,22,O,0.0
15,22,Y,0.251126
15,22,B,0.7488740000000003
16,22,O,0.0
16,22,Y,0.287282
16,22,B,0.7127179999999999
17,22,O,0.0
17,22,Y,0.2524779999999999
17,22,B,0.747522
18,22,O,0.0
18,22,Y,0.283312
18,22,B,0.7166880000000002
19,22,O,0.0
19,22,Y,0.253372
19,22,B,0.7466280000000001
20,22,O,0.0
20,22,Y,0.28343
20,22,B,0.7165700000000003
21,22,O,0.0
21,22,Y,0.254184
21,22,B,0.745816
22,22,O,0.0
22,22,Y,0.28247000000000005
22,22,B,0.71753
23,22,O,0.0
23,22,Y,0.2553619999999999
23,22,B,0.7446380000000002
24,22,O,0.0
24,22,Y,0.28313000000000005
24,22,B,0.7168700000000002
25,22,O,0.0
25,22,Y,0.25559599999999993
25,22,B,0.7444039999999998
26,22,O,0.0
26,22,Y,0.28034599999999993
26,22,B,0.719654
27,22,O,0.0
27,22,Y,0.26098000000000005
27,22,B,0.73902
28,22,O,0.0
28,22,Y,0.27897399999999994
28,22,B,0.721026
29,22,O,0.0
29,22,Y,0.26171799999999995
29,22,B,0.738282
30,22,O,0.0
30,22,Y,0.27773
30,22,B,0.7222700000000001
31,22,O,0.0
31,22,Y,0.26066599999999995
31,22,B,0.739334
32,22,O,0.0
32,22,Y,0.278086
32,22,B,0.7219139999999998
33,22,O,0.0
33,22,Y,0.26124600000000003
33,22,B,0.7387540000000001
34,22,O,0.0
34,22,Y,0.275538
34,22,B,0.7244619999999999
35,22,O,0.0
35,22,Y,0.2633859999999999
35,22,B,0.7366140000000003
36,22,O,0.0
36,22,Y,0.27558199999999994
36,22,B,0.724418
37,22,O,0.0
37,22,Y,0.2655360000000001
37,22,B,0.7344639999999998
38,22,O,0.0
38,22,Y,0.272894
38,22,B,0.7271060000000001
39,22,O,0.0
39,22,Y,0.2618440000000001
39,22,B,0.7381559999999999
40,22,O,0.0
40,22,Y,0.27518199999999987
40,22,B,0.724818
41,22,O,0.0
41,22,Y,0.26456000000000013
41,22,B,0.73544
42,22,O,0.0
42,22,Y,0.27442400000000006
42,22,B,0.7255759999999999
43,22,O,0.0
43,22,Y,0.264724
43,22,B,0.735276
44,22,O,0.0
44,22,Y,0.270526
44,22,B,0.7294739999999998
45,22,O,0.0
45,22,Y,0.26600599999999996
45,22,B,0.7339939999999998
46,22,O,0.0
46,22,Y,0.27473400000000003
46,22,B,0.7252659999999999
47,22,O,0.0
47,22,Y,0.26627600000000007
47,22,B,0.7337239999999998
48,22,O,0.0
48,22,Y,0.271966
48,22,B,0.7280339999999998
49,22,O,0.0
49,22,Y,0.26648399999999994
49,22,B,0.7335160000000001
50,22,O,0.0
50,22,Y,0.271362
50,22,B,0.728638
51,22,O,0.0
51,22,Y,0.26731600000000005
51,22,B,0.732684
52,22,O,0.0
52,22,Y,0.273222
52,22,B,0.726778
53,22,O,0.0
53,22,Y,0.265132
53,22,B,0.7348680000000001
54,22,O,0.0
54,22,Y,0.2708960000000001
54,22,B,0.7291040000000004
55,22,O,0.0
55,22,Y,0.26916600000000007
55,22,B,0.730834
56,22,O,0.0
56,22,Y,0.26896600000000004
56,22,B,0.7310340000000001
57,22,O,0.0
57,22,Y,0.26959000000000005
57,22,B,0.73041
58,22,O,0.0
58,22,Y,0.2680359999999999
58,22,B,0.7319640000000001
59,22,O,0.0
59,22,Y,0.26775599999999994
59,22,B,0.7322440000000001
60,22,O,0.0
60,22,Y,0.27072
60,22,B,0.7292799999999999
61,22,O,0.0
61,22,Y,0.26834199999999997
61,22,B,0.7316579999999998
62,22,O,0.0
62,22,Y,0.269752
62,22,B,0.7302480000000001
63,22,O,0.0
63,22,Y,0.26691
63,22,B,0.7330899999999998
64,22,O,0.0
64,22,Y,0.2718319999999999
64,22,B,0.7281679999999996
65,22,O,0.0
65,22,Y,0.26654999999999995
65,22,B,0.7334500000000004
66,22,O,0.0
66,22,Y,0.273458
66,22,B,0.7265419999999999
67,22,O,0.0
67,22,Y,0.2645239999999999
67,22,B,0.735476
68,22,O,0.0
68,22,Y,0.272862
68,22,B,0.7271380000000002
69,22,O,0.0
69,22,Y,0.2662480000000001
69,22,B,0.7337520000000002
70,22,O,0.0
70,22,Y,0.27121
70,22,B,0.7287899999999997
71,22,O,0.0
71,22,Y,0.266648
71,22,B,0.7333520000000001
72,22,O,0.0
72,22,Y,0.27231799999999995
72,22,B,0.7276819999999999
73,22,O,0.0
73,22,Y,0.26706399999999997
73,22,B,0.7329360000000001
74,22,O,0.0
74,22,Y,0.271672
74,22,B,0.7283279999999998
75,22,O,0.0
75,22,Y,0.26766799999999996
75,22,B,0.7323319999999999
76,22,O,0.0
76,22,Y,0.27203799999999995
76,22,B,0.7279620000000002
77,22,O,0.0
77,22,Y,0.26664999999999994
77,22,B,0.73335
78,22,O,0.0
78,22,Y,0.26937
78,22,B,0.7306300000000001
79,22,O,0.0
79,22,Y,0.26826199999999994
79,22,B,0.731738
80,22,O,0.0
80,22,Y,0.27139599999999997
80,22,B,0.728604
81,22,O,0.0
81,22,Y,0.269376
81,22,B,0.7306240000000002
82,22,O,0.0
82,22,Y,0.26847800000000005
82,22,B,0.7315220000000001
83,22,O,0.0
83,22,Y,0.267066
83,22,B,0.7329340000000002
84,22,O,0.0
84,22,Y,0.27026999999999995
84,22,B,0.72973
85,22,O,0.0
85,22,Y,0.26810199999999995
85,22,B,0.7318979999999999
86,22,O,0.0
86,22,Y,0.27041200000000004
86,22,B,0.7295880000000002
87,22,O,0.0
87,22,Y,0.2682060000000001
87,22,B,0.7317940000000003
88,22,O,0.0
88,22,Y,0.27044999999999997
88,22,B,0.72955
89,22,O,0.0
89,22,Y,0.270236
89,22,B,0.7297640000000001
90,22,O,0.0
90,22,Y,0.26952399999999993
90,22,B,0.7304759999999998
91,22,O,0.0
91,22,Y,0.2687399999999999
91,22,B,0.73126
