t,y,estrategia,n_vizinhos_media
0,23,O,
0,23,Y,
0,23,B,
1,23,O,13.00414111755436
1,23,Y,23.336484550095584
1,23,B,11.67607765463481
2,23,O,7.82
2,23,Y,23.973846327144294
2,23,B,16.452654660736712
3,23,O,0.0
3,23,Y,23.911093708899642
3,23,B,9.704776561720719
4,23,O,0.0
4,23,Y,23.830530658406996
4,23,B,8.813431414987166
5,23,O,0.0
5,23,Y,23.72618271225739
5,23,B,9.079185141026482
6,23,O,0.0
6,23,Y,23.60985957161578
6,23,B,8.362766717171214
7,23,O,0.0
7,23,Y,23.5332100453207
7,23,B,8.727465384033547
8,23,O,0.0
8,23,Y,23.43377161549584
8,23,B,7.634398189906982
9,23,O,0.0
9,23,Y,23.401821598926457
9,23,B,8.397824625802109
10,23,O,0.0
10,23,Y,23.346778755158834
10,23,B,7.500458389302207
11,23,O,0.0
11,23,Y,23.370785619859998
11,23,B,8.363805197356118
12,23,O,0.0
12,23,Y,23.335251347531862
12,23,B,7.447301177906986
13,23,O,0.0
13,23,Y,23.36498176070926
13,23,B,8.264589872242313
14,23,O,0.0
14,23,Y,23.33629930902367
14,23,B,7.5204880125688724
15,23,O,0.0
15,23,Y,23.365929375169102
15,23,B,8.238891466327601
16,23,O,0.0
16,23,Y,23.338765100665377
16,23,B,7.512224403731187
17,23,O,0.0
17,23,Y,23.364358397572975
17,23,B,8.213871939680077
18,23,O,0.0
18,23,Y,23.340506175646393
18,23,B,7.545772839473779
19,23,O,0.0
19,23,Y,23.363426559222948
19,23,B,8.184624687991066
20,23,O,0.0
20,23,Y,23.34042696968265
20,23,B,7.588425038510707
21,23,O,0.0
21,23,Y,23.36480025199286
21,23,B,8.171510863345866
22,23,O,0.0
22,23,Y,23.34135992667752
22,23,B,7.60170181562801
23,23,O,0.0
23,23,Y,23.36032384523896
23,23,B,8.084992961266472
24,23,O,0.0
24,23,Y,23.34215970015602
24,23,B,7.664899395334734
25,23,O,0.0
25,23,Y,23.3603194736188
25,23,B,8.060750028019836
26,23,O,0.0
26,23,Y,23.346291277970373
26,23,B,7.6841245439341375
27,23,O,0.0
27,23,Y,23.353663559219925
27,23,B,8.010456823652076
28,23,O,0.0
28,23,Y,23.346883700852892
28,23,B,7.712288756949419
29,23,O,0.0
29,23,Y,23.359602843071706
29,23,B,8.026569133671337
30,23,O,0.0
30,23,Y,23.346002102124007
30,23,B,7.715517483417663
31,23,O,0.0
31,23,Y,23.354330040737494
31,23,B,7.977785441684919
32,23,O,0.0
32,23,Y,23.346035429406946
32,23,B,7.725977558077617
33,23,O,0.0
33,23,Y,23.35754619626503
33,23,B,8.003998489099
34,23,O,0.0
34,23,Y,23.348290388687573
34,23,B,7.752034631597857
35,23,O,0.0
35,23,Y,23.353778016857618
35,23,B,7.938171893210519
36,23,O,0.0
36,23,Y,23.34586866189275
36,23,B,7.773422383609508
37,23,O,0.0
37,23,Y,23.354265268751174
37,23,B,7.989524427655731
38,23,O,0.0
38,23,Y,23.351730807162518
38,23,B,7.775840695105769
39,23,O,0.0
39,23,Y,23.35376198899871
39,23,B,7.932662250983314
40,23,O,0.0
40,23,Y,23.34662191973978
40,23,B,7.758242695397189
41,23,O,0.0
41,23,Y,23.356743302593188
41,23,B,7.959217076156753
42,23,O,0.0
42,23,Y,23.34941940173345
42,23,B,7.800403893950927
43,23,O,0.0
43,23,Y,23.354339725325758
43,23,B,7.932681201854973
44,23,O,0.0
44,23,Y,23.345692692829594
44,23,B,7.773787212938475
45,23,O,0.0
45,23,Y,23.352054197539587
45,23,B,7.9375213010263925
46,23,O,0.0
46,23,Y,23.342535538616886
46,23,B,7.796896008435751
47,23,O,0.0
47,23,Y,23.34982422442576
47,23,B,7.912955781233194
48,23,O,0.0
48,23,Y,23.35361386502003
48,23,B,7.87026082050965
49,23,O,0.0
49,23,Y,23.35456121090414
49,23,B,7.885925094870259
50,23,O,0.0
50,23,Y,23.350421920127744
50,23,B,7.8139542725734
51,23,O,0.0
51,23,Y,23.351154100034577
51,23,B,7.859051099145969
52,23,O,0.0
52,23,Y,23.351328959739153
52,23,B,7.882088534086708
53,23,O,0.0
53,23,Y,23.35298012983469
53,23,B,7.8532677686619214
54,23,O,0.0
54,23,Y,23.352140257661155
54,23,B,7.888774121731674
55,23,O,0.0
55,23,Y,23.34813430813068
55,23,B,7.838272973435736
56,23,O,0.0
56,23,Y,23.349702876872676
56,23,B,7.904328639421356
57,23,O,0.0
57,23,Y,23.35236005874786
57,23,B,7.81957842750858
58,23,O,0.0
58,23,Y,23.35189738885396
58,23,B,7.891120468863018
59,23,O,0.0
59,23,Y,23.349325912927707
59,23,B,7.823304034397613
60,23,O,0.0
60,23,Y,23.3528829666795
60,23,B,7.888748945066607
61,23,O,0.0
61,23,Y,23.349527484894
61,23,B,7.839612876821507
62,23,O,0.0
62,23,Y,23.353404417035787
62,23,B,7.910624297431449
63,23,O,0.0
63,23,Y,23.354153357153827
63,23,B,7.864258088067024
64,23,O,0.0
64,23,Y,23.35051880086114
64,23,B,7.870458361973529
65,23,O,0.0
65,23,Y,23.346099426680777
65,23,B,7.833662922457605
66,23,O,0.0
66,23,Y,23.345659877163843
66,23,B,7.882105677221546
67,23,O,0.0
67,23,Y,23.35075997303868
67,23,B,7.866150400303475
68,23,O,0.0
68,23,Y,23.351326128443063
68,23,B,7.845403614278398
69,23,O,0.0
69,23,Y,23.34664796061271
69,23,B,7.869407997091164
70,23,O,0.0
70,23,Y,23.347593757188342
70,23,B,7.850210344690368
71,23,O,0.0
71,23,Y,23.354113785689815
71,23,B,7.929934595332793
72,23,O,0.0
72,23,Y,23.348520525887384
72,23,B,7.798461722576174
73,23,O,0.0
73,23,Y,23.350838704646467
73,23,B,7.861589066375721
74,23,O,0.0
74,23,Y,23.34768786337328
74,23,B,7.851473597995863
75,23,O,0.0
75,23,Y,23.35105597566422
75,23,B,7.885098107118853
76,23,O,0.0
76,23,Y,23.349239555903292
76,23,B,7.814077482605298
77,23,O,0.0
77,23,Y,23.349436110902975
77,23,B,7.876950897351952
78,23,O,0.0
78,23,Y,23.347768081046244
78,23,B,7.867490198113516
79,23,O,0.0
79,23,Y,23.355137042457773
79,23,B,7.8898770593421546
80,23,O,0.0
80,23,Y,23.34747759200562
80,23,B,7.843228335726236
81,23,O,0.0
81,23,Y,23.350919760506613
81,23,B,7.835030519588798
82,23,O,0.0
82,23,Y,23.352801794138564
82,23,B,7.910915651780967
83,23,O,0.0
83,23,Y,23.352102823035413
83,23,B,7.84414467463833
84,23,O,0.0
84,23,Y,23.353584951488987
84,23,B,7.904376785366227
85,23,O,0.0
85,23,Y,23.348018627376508
85,23,B,7.830521686907581
86,23,O,0.0
86,23,Y,23.353279872388434
86,23,B,7.883148628906521
87,23,O,0.0
