t,y,estrategia,n_vizinhos_media
87,23,Y,23.354682820808485
87,23,B,7.847871825929893
88,23,O,0.0
88,23,Y,23.352648119186433
88,23,B,7.891277793720392
89,23,O,0.0
89,23,Y,23.352171764804574
89,23,B,7.832977862483079
90,23,O,0.0
90,23,Y,23.351408483432788
90,23,B,7.89798891844774
91,23,O,0.0
91,23,Y,23.350981238341387
91,23,B,7.829123133674858
92,23,O,0.0
92,23,Y,23.35500333780941
92,23,B,7.914429501477383
93,23,O,0.0
93,23,Y,23.354607026557996
93,23,B,7.824852613239076
94,23,O,0.0
94,23,Y,23.35745185726687
94,23,B,7.895442188396597
95,23,O,0.0
95,23,Y,23.35312905492437
95,23,B,7.838572087378424
96,23,O,0.0
96,23,Y,23.352542310843575
96,23,B,7.895709321207707
97,23,O,0.0
97,23,Y,23.348684008609695
97,23,B,7.81687345397877
98,23,O,0.0
98,23,Y,23.355460087670153
98,23,B,7.916933451847974
99,23,O,0.0
99,23,Y,23.348849844488512
99,23,B,7.846103165693969
100,23,O,0.0
100,23,Y,23.353607662969885
100,23,B,7.89885341269803
