t,y,estrategia,n_vizinhos_media
0,2,O,
0,2,Y,
0,2,B,
1,2,O,8.0
1,2,Y,5.668574063452678
1,2,B,5.665481200003063
2,2,O,8.0
2,2,Y,5.46748556136784
2,2,B,6.389117197144231
3,2,O,8.0
3,2,Y,4.761975853292901
3,2,B,5.704697210198457
4,2,O,8.0
4,2,Y,4.299788197718309
4,2,B,5.016846384884783
5,2,O,8.0
5,2,Y,4.1018299039441395
5,2,B,4.799462936825705
6,2,O,8.0
6,2,Y,4.057187016849372
6,2,B,4.6878166496254865
7,2,O,8.0
7,2,Y,4.058751024799724
7,2,B,4.613640217349853
8,2,O,8.0
8,2,Y,4.067013685169904
8,2,B,4.556092981640023
9,2,O,8.0
9,2,Y,4.077316169545586
9,2,B,4.5105335773913415
10,2,O,8.0
10,2,Y,4.08752886735072
10,2,B,4.475826386022983
11,2,O,8.0
11,2,Y,4.096892521062011
11,2,B,4.45198940376987
12,2,O,8.0
12,2,Y,4.108655648717289
12,2,B,4.437929169851504
13,2,O,8.0
13,2,Y,4.12070303910184
13,2,B,4.431718808379402
14,2,O,8.0
14,2,Y,4.134181995914145
14,2,B,4.431316441119944
15,2,O,8.0
15,2,Y,4.147026165443236
15,2,B,4.432678527566867
16,2,O,8.0
16,2,Y,4.161398006693788
16,2,B,4.4365174845133
17,2,O,8.0
17,2,Y,4.173754235576803
17,2,B,4.4441091850518974
18,2,O,8.0
18,2,Y,4.186383612593991
18,2,B,4.453838912382301
19,2,O,8.0
19,2,Y,4.1968353925582
19,2,B,4.469988964514805
20,2,O,8.0
20,2,Y,4.209288328396208
20,2,B,4.4920401556105904
21,2,O,8.0
21,2,Y,4.216328785065464
21,2,B,4.511917320274483
22,2,O,8.0
22,2,Y,4.222917612148113
22,2,B,4.536239315586669
23,2,O,8.0
23,2,Y,4.225571778572109
23,2,B,4.564781522456112
24,2,O,8.0
24,2,Y,4.22657030709155
24,2,B,4.599533004372216
25,2,O,8.0
25,2,Y,4.225142158120804
25,2,B,4.634241474789593
26,2,O,8.0
26,2,Y,4.22164061778612
26,2,B,4.677385933943675
27,2,O,8.0
27,2,Y,4.218157387854953
27,2,B,4.715149683017422
28,2,O,8.0
28,2,Y,4.212689657815064
28,2,B,4.7554426119174575
29,2,O,8.0
29,2,Y,4.206903934041721
29,2,B,4.793933776620641
30,2,O,8.0
30,2,Y,4.201971773293231
30,2,B,4.833281921417892
31,2,O,8.0
31,2,Y,4.19680449657045
31,2,B,4.8654713713344115
32,2,O,8.0
32,2,Y,4.193596109271343
32,2,B,4.902194792631098
33,2,O,8.0
33,2,Y,4.189125843328045
33,2,B,4.936988332157566
34,2,O,8.0
34,2,Y,4.186316520714007
34,2,B,4.971578346716625
35,2,O,8.0
35,2,Y,4.182278901690234
35,2,B,5.0033670547407345
36,2,O,8.0
36,2,Y,4.181016603983491
36,2,B,5.039106603295149
37,2,O,8.0
37,2,Y,4.1773702816163505
37,2,B,5.072015033265701
38,2,O,8.0
38,2,Y,4.178536943674223
38,2,B,5.0997451524426545
39,2,O,8.0
39,2,Y,4.176110017855599
39,2,B,5.122316622844578
40,2,O,8.0
40,2,Y,4.177325374464105
40,2,B,5.13107900768278
41,2,O,8.0
41,2,Y,4.176494472035629
41,2,B,5.139654258841293
42,2,O,8.0
42,2,Y,4.17644745669285
42,2,B,5.145869527351042
43,2,O,8.0
43,2,Y,4.177813542190453
43,2,B,5.154547459282612
44,2,O,8.0
44,2,Y,4.180746631467764
44,2,B,5.163213636059748
45,2,O,8.0
45,2,Y,4.181726925871967
45,2,B,5.168448230468246
46,2,O,8.0
46,2,Y,4.18456504442048
46,2,B,5.175306271178683
47,2,O,8.0
47,2,Y,4.1866063539446055
47,2,B,5.183291836807838
48,2,O,8.0
48,2,Y,4.1902619751503405
48,2,B,5.186658324392232
49,2,O,8.0
49,2,Y,4.191559794970456
49,2,B,5.1938121178467895
50,2,O,8.0
50,2,Y,4.1953348134051165
50,2,B,5.193099259193353
51,2,O,8.0
51,2,Y,4.197861247838193
51,2,B,5.19627966764302
52,2,O,8.0
52,2,Y,4.1988433212515845
52,2,B,5.204814101848772
53,2,O,8.0
53,2,Y,4.201113029269886
53,2,B,5.205359219947055
54,2,O,8.0
54,2,Y,4.203689720264756
54,2,B,5.208074156148156
55,2,O,8.0
55,2,Y,4.207282368287146
55,2,B,5.210820899628229
56,2,O,8.0
56,2,Y,4.210241899082332
56,2,B,5.213686697605091
57,2,O,8.0
57,2,Y,4.213655231530123
57,2,B,5.218352651014834
58,2,O,8.0
58,2,Y,4.216559611584039
58,2,B,5.2249793321286
59,2,O,8.0
59,2,Y,4.220592553706702
59,2,B,5.22834744918096
60,2,O,8.0
60,2,Y,4.223122385220466
60,2,B,5.232050788532526
61,2,O,8.0
61,2,Y,4.226236047303114
61,2,B,5.232378994133737
62,2,O,8.0
62,2,Y,4.226738353925289
62,2,B,5.2379615043304435
63,2,O,8.0
63,2,Y,4.230938915154016
63,2,B,5.245006161785569
64,2,O,8.0
64,2,Y,4.232775436515535
64,2,B,5.252434317149119
65,2,O,8.0
65,2,Y,4.236806770920099
65,2,B,5.254750650153792
66,2,O,8.0
66,2,Y,4.236599289320751
66,2,B,5.256938997936472
67,2,O,8.0
67,2,Y,4.238678156701343
67,2,B,5.260098309561281
68,2,O,8.0
68,2,Y,4.24029776665195
68,2,B,5.261661597786718
69,2,O,8.0
69,2,Y,4.240971829380836
69,2,B,5.269134532530984
70,2,O,8.0
70,2,Y,4.243957957872116
70,2,B,5.274228639854576
71,2,O,8.0
71,2,Y,4.246833977910386
71,2,B,5.278689427812628
72,2,O,8.0
72,2,Y,4.249222339288361
72,2,B,5.282464538986725
73,2,O,8.0
73,2,Y,4.251702889731976
73,2,B,5.282905459928206
74,2,O,8.0
74,2,Y,4.2526596973530175
74,2,B,5.285064961896738
75,2,O,8.0
75,2,Y,4.254211597423418
75,2,B,5.2904202182220965
76,2,O,8.0
76,2,Y,4.255436241416888
76,2,B,5.299167853874815
77,2,O,8.0
77,2,Y,4.257818754915645
77,2,B,5.298474539879825
78,2,O,8.0
78,2,Y,4.258223443932582
78,2,B,5.302435505787867
79,2,O,8.0
79,2,Y,4.2599313958918845
79,2,B,5.3028393874105895
80,2,O,8.0
80,2,Y,4.261687330039286
80,2,B,5.308781860385538
81,2,O,8.0
81,2,Y,4.263181390466792
81,2,B,5.31526783637423
82,2,O,8.0
82,2,Y,4.265943354032524
82,2,B,5.321867291722189
83,2,O,8.0
83,2,Y,4.267412996893328
83,2,B,5.3252659862821545
84,2,O,8.0
84,2,Y,4.267318359539872
84,2,B,5.331104198693414
85,2,O,8.0
85,2,Y,4.268714888675121
85,2,B,5.335435244441422
86,2,O,8.0
86,2,Y,4.269324237538926
86,2,B,5.340385051593355
87,2,O,8.0
87,2,Y,4.271927350874958
87,2,B,5.342458172504614
88,2,O,8.0
88,2,Y,4.272735860353091
88,2,B,5.3431761361042645
89,2,O,8.0
89,2,Y,4.27262795261763
89,2,B,5.3474298717864075
90,2,O,8.0
90,2,Y,4.2728423698956455
90,2,B,5.347575041987054
91,2,O,8.0
91,2,Y,4.273875251785746
91,2,B,5.350001798046894
92,2,O,8.0
92,2,Y,4.2739628157371765
92,2,B,5.350478000980504
93,2,O,8.0
93,2,Y,4.275453228787977
93,2,B,5.35212828031693
94,2,O,8.0
94,2,Y,4.276150211227835
94,2,B,5.354141843317262
95,2,O,8.0
95,2,Y,4.277450368073494
95,2,B,5.35385767155047
96,2,O,8.0
96,2,Y,4.278299709068764
96,2,B,5.354721937480961
97,2,O,8.0
97,2,Y,4.280920544897475
97,2,B,5.359738397424596
98,2,O,8.0
98,2,Y,4.28149720622759
98,2,B,5.361953753699378
99,2,O,8.0
99,2,Y,4.282881319582908
99,2,B,5.363264608814043
100,2,O,8.0
100,2,Y,4.284445556140208
100,2,B,5.364329963180641
