t,y,estrategia,n_vizinhos_media
0,1,O,
0,1,Y,
0,1,B,
1,1,O,8.0
1,1,Y,4.999652215035791
1,1,B,5.665481200003063
2,1,O,8.0
2,1,Y,4.470205357069277
2,1,B,6.493156019946294
3,1,O,8.0
3,1,Y,3.569841523322615
3,1,B,6.1872131936383585
4,1,O,8.0
4,1,Y,3.1042764916206425
4,1,B,5.4912959764205285
5,1,O,8.0
5,1,Y,2.949414974201699
5,1,B,5.404832810478576
6,1,O,8.0
6,1,Y,2.867441619208908
6,1,B,5.614778164348694
7,1,O,8.0
7,1,Y,2.828583052259891
7,1,B,5.817349612463945
8,1,O,8.0
8,1,Y,2.8140465807067225
8,1,B,5.9327946511650715
9,1,O,8.0
9,1,Y,2.8055276818416974
9,1,B,6.006777649977529
10,1,O,8.0
10,1,Y,2.7848953388497666
10,1,B,6.153650197749954
11,1,O,8.0
11,1,Y,2.7605067274299815
11,1,B,6.204924471855848
12,1,O,8.0
12,1,Y,2.757201163501323
12,1,B,6.23919837230673
13,1,O,8.0
13,1,Y,2.755236112129256
13,1,B,6.248694812217079
14,1,O,8.0
14,1,Y,2.743103594096182
14,1,B,6.1969396292864545
15,1,O,8.0
15,1,Y,2.7417170583568096
15,1,B,6.378528126073961
16,1,O,8.0
16,1,Y,2.7359365110419263
16,1,B,6.401679088028979
17,1,O,8.0
17,1,Y,2.7312149676067725
17,1,B,6.192048905290247
18,1,O,8.0
18,1,Y,2.7268851257733244
18,1,B,6.2488481420341175
19,1,O,8.0
19,1,Y,2.7297102779649167
19,1,B,5.787488466431121
20,1,O,8.0
20,1,Y,2.7284139122549385
20,1,B,5.781494151060648
21,1,O,8.0
21,1,Y,2.721310702005349
21,1,B,5.675286698964118
22,1,O,8.0
22,1,Y,2.7265286842741414
22,1,B,5.779771754105513
23,1,O,8.0
23,1,Y,2.718212754598719
23,1,B,5.205896704871533
24,1,O,8.0
24,1,Y,2.7139651704310355
24,1,B,4.8687113997114
25,1,O,8.0
25,1,Y,2.7219654539799523
25,1,B,4.92920313020313
26,1,O,8.0
26,1,Y,2.7176209369980207
26,1,B,4.425044638935944
27,1,O,8.0
27,1,Y,2.715860006239905
27,1,B,4.306162644544997
28,1,O,8.0
28,1,Y,2.7175682544845086
28,1,B,4.109544733044733
29,1,O,8.0
29,1,Y,2.7163891405939675
29,1,B,4.139464933759052
30,1,O,8.0
30,1,Y,2.7119142797955447
30,1,B,3.8636545284780577
31,1,O,8.0
31,1,Y,2.707930910326202
31,1,B,3.639880952380953
32,1,O,8.0
32,1,Y,2.7126960155312205
32,1,B,3.389103770739065
33,1,O,8.0
33,1,Y,2.721781692490742
33,1,B,3.169275676014806
34,1,O,8.0
34,1,Y,2.7160234421520557
34,1,B,3.282736735486736
35,1,O,8.0
35,1,Y,2.7115574924457513
35,1,B,3.3046723276723275
36,1,O,8.0
36,1,Y,2.7131575843283544
36,1,B,3.241
37,1,O,8.0
37,1,Y,2.710502915816212
37,1,B,2.5975
38,1,O,8.0
38,1,Y,2.708432230541785
38,1,B,2.291333333333333
39,1,O,8.0
39,1,Y,2.7121630162705674
39,1,B,2.1971958874458877
40,1,O,8.0
40,1,Y,2.7145272601202275
40,1,B,2.096690476190476
41,1,O,8.0
41,1,Y,2.7076772397479316
41,1,B,1.9804437229437228
42,1,O,8.0
42,1,Y,2.7093213079011393
42,1,B,1.6407142857142858
43,1,O,8.0
43,1,Y,2.7095882517921965
43,1,B,1.4442380952380953
44,1,O,8.0
44,1,Y,2.7170303217041174
44,1,B,1.2621212121212122
45,1,O,8.0
45,1,Y,2.706240908332292
45,1,B,0.89875
46,1,O,8.0
46,1,Y,2.70437249298436
46,1,B,0.9230909090909091
47,1,O,8.0
47,1,Y,2.711510311756358
47,1,B,0.8133333333333335
48,1,O,8.0
48,1,Y,2.7086583632655437
48,1,B,0.7933333333333333
49,1,O,8.0
49,1,Y,2.711048402691668
49,1,B,0.6686666666666666
50,1,O,8.0
50,1,Y,2.7037011034471
50,1,B,0.69
51,1,O,8.0
51,1,Y,2.7060682885315437
51,1,B,0.6575
52,1,O,8.0
52,1,Y,2.7102380282233893
52,1,B,0.6575
53,1,O,8.0
53,1,Y,2.7049774229548302
53,1,B,0.5489999999999999
54,1,O,8.0
54,1,Y,2.7115689439359016
54,1,B,0.15
55,1,O,8.0
55,1,Y,2.7086018019778146
55,1,B,0.12
56,1,O,8.0
56,1,Y,2.707001151211447
56,1,B,0.095
57,1,O,8.0
57,1,Y,2.7147915703105
57,1,B,0.10117647058823528
58,1,O,8.0
58,1,Y,2.710590602016554
58,1,B,0.1311111111111111
59,1,O,8.0
59,1,Y,2.71199472761901
59,1,B,0.12
60,1,O,8.0
60,1,Y,2.7119200771743808
60,1,B,0.12
61,1,O,8.0
61,1,Y,2.7133331447155196
61,1,B,0.0
62,1,O,8.0
62,1,Y,2.712387699285163
62,1,B,0.0
63,1,O,8.0
63,1,Y,2.7090275073476096
63,1,B,0.0
64,1,O,8.0
64,1,Y,2.713269122266813
64,1,B,0.0
65,1,O,8.0
65,1,Y,2.7132048370467476
65,1,B,0.0
66,1,O,8.0
66,1,Y,2.714197866673737
66,1,B,0.0
67,1,O,8.0
67,1,Y,2.7054933211787455
67,1,B,0.0
68,1,O,8.0
68,1,Y,2.710871236576555
68,1,B,0.0
69,1,O,8.0
69,1,Y,2.711083807395878
69,1,B,0.0
70,1,O,8.0
70,1,Y,2.7133787643998635
70,1,B,0.0
71,1,O,8.0
71,1,Y,2.709993421156838
71,1,B,0.0
72,1,O,8.0
72,1,Y,2.712929188078353
72,1,B,0.0
73,1,O,8.0
73,1,Y,2.7151124394379567
73,1,B,0.0
74,1,O,8.0
74,1,Y,2.709355192385088
74,1,B,0.0
75,1,O,8.0
75,1,Y,2.709218850893146
75,1,B,0.0
76,1,O,8.0
76,1,Y,2.711598113897746
76,1,B,0.0
77,1,O,8.0
77,1,Y,2.7119484528972735
77,1,B,0.0
78,1,O,8.0
78,1,Y,2.706198192430902
78,1,B,0.0
79,1,O,8.0
79,1,Y,2.7126322319039584
79,1,B,0.0
80,1,O,8.0
80,1,Y,2.7081581816707443
80,1,B,0.0
81,1,O,8.0
81,1,Y,2.713782244902875
81,1,B,0.0
82,1,O,8.0
82,1,Y,2.70874560958374
82,1,B,0.0
83,1,O,8.0
83,1,Y,2.7068201227783586
83,1,B,0.0
84,1,O,8.0
84,1,Y,2.7091997332238775
84,1,B,0.0
85,1,O,8.0
85,1,Y,2.7113720603412825
85,1,B,0.0
86,1,O,8.0
86,1,Y,2.7083968844540736
86,1,B,0.0
