t,y,estrategia,n_vizinhos_media
0,7,O,
0,7,Y,
0,7,B,
1,7,O,8.0
1,7,Y,7.666386156089746
1,7,B,6.331934044103566
2,7,O,8.0
2,7,Y,7.911232107042671
2,7,B,6.042039840782199
3,7,O,8.0
3,7,Y,7.949514720149117
3,7,B,5.849961442663226
4,7,O,8.0
4,7,Y,7.941201018862272
4,7,B,5.3979607277519825
5,7,O,8.0
5,7,Y,7.922851839624224
5,7,B,5.138551568187138
6,7,O,8.0
6,7,Y,7.904355243033857
6,7,B,4.991074940461724
7,7,O,8.0
7,7,Y,7.89245278028849
7,7,B,4.8977020423902955
8,7,O,8.0
8,7,Y,7.891617781776969
8,7,B,4.8381191832297965
9,7,O,8.0
9,7,Y,7.90127755110476
9,7,B,4.811642249404486
10,7,O,8.0
10,7,Y,7.916762155306126
10,7,B,4.812454168860132
11,7,O,8.0
11,7,Y,7.931021616932172
11,7,B,4.838145791805426
12,7,O,8.0
12,7,Y,7.941815609222114
12,7,B,4.882499762208777
13,7,O,8.0
13,7,Y,7.948197247379263
13,7,B,4.936710566620368
14,7,O,8.0
14,7,Y,7.951786181638677
14,7,B,5.003004498002735
15,7,O,8.0
15,7,Y,7.95565646247402
15,7,B,5.06975150722723
16,7,O,8.0
16,7,Y,7.958735394228355
16,7,B,5.138025455617036
17,7,O,8.0
17,7,Y,7.960767624844189
17,7,B,5.1960569987906275
18,7,O,8.0
18,7,Y,7.962422167868547
18,7,B,5.2386221624395
19,7,O,8.0
19,7,Y,7.963294425139483
19,7,B,5.270369431330265
20,7,O,8.0
20,7,Y,7.964305193612466
20,7,B,5.296281065139274
21,7,O,8.0
21,7,Y,7.965566054620816
21,7,B,5.319564798804809
22,7,O,8.0
22,7,Y,7.966738303527002
22,7,B,5.339423317566604
23,7,O,8.0
23,7,Y,7.968619178576256
23,7,B,5.350684951098719
24,7,O,8.0
24,7,Y,7.970629587485282
24,7,B,5.36398136404652
25,7,O,8.0
25,7,Y,7.971926311464041
25,7,B,5.377752128141914
26,7,O,8.0
26,7,Y,7.9721452422020835
26,7,B,5.390322635922518
27,7,O,8.0
27,7,Y,7.972764675690898
27,7,B,5.3993450450162745
28,7,O,8.0
28,7,Y,7.97363041691016
28,7,B,5.404349860057229
29,7,O,8.0
29,7,Y,7.975013535706511
29,7,B,5.415354599638846
30,7,O,8.0
30,7,Y,7.975967127951668
30,7,B,5.430896832013124
31,7,O,8.0
31,7,Y,7.976974699952406
31,7,B,5.443257424380664
32,7,O,8.0
32,7,Y,7.977064092919099
32,7,B,5.4569540968248615
33,7,O,8.0
33,7,Y,7.976887663655257
33,7,B,5.4663555452220285
34,7,O,8.0
34,7,Y,7.977187619219774
34,7,B,5.471680732237393
35,7,O,8.0
35,7,Y,7.978779928534132
35,7,B,5.480993816916225
36,7,O,8.0
36,7,Y,7.979668517595671
36,7,B,5.493410574100651
37,7,O,8.0
37,7,Y,7.980068502750929
37,7,B,5.502167840055842
38,7,O,8.0
38,7,Y,7.981089958595233
38,7,B,5.508981495424282
39,7,O,8.0
39,7,Y,7.981537356107003
39,7,B,5.519441422292002
40,7,O,8.0
40,7,Y,7.980634865436499
40,7,B,5.524056388011694
41,7,O,8.0
41,7,Y,7.981103569961073
41,7,B,5.525950009941282
42,7,O,8.0
42,7,Y,7.981359460313091
42,7,B,5.5289879765516625
43,7,O,8.0
43,7,Y,7.981778939933669
43,7,B,5.529737721077173
44,7,O,8.0
44,7,Y,7.982635081416983
44,7,B,5.535973174815203
45,7,O,8.0
45,7,Y,7.982869579557916
45,7,B,5.537401699250311
46,7,O,8.0
46,7,Y,7.983661446760301
46,7,B,5.539288184875138
47,7,O,8.0
47,7,Y,7.9838259743308
47,7,B,5.545815867250055
48,7,O,8.0
48,7,Y,7.984053236003582
48,7,B,5.549298161125377
49,7,O,8.0
49,7,Y,7.983495002023895
49,7,B,5.554346882073466
50,7,O,8.0
50,7,Y,7.983462533719294
50,7,B,5.5560700460431836
51,7,O,8.0
51,7,Y,7.9840168523113855
51,7,B,5.56067141386403
52,7,O,8.0
52,7,Y,7.984577275002607
52,7,B,5.562981516408589
53,7,O,8.0
53,7,Y,7.984880930089516
53,7,B,5.56855555282382
54,7,O,8.0
54,7,Y,7.98491547599971
54,7,B,5.571855454376805
55,7,O,8.0
55,7,Y,7.985109736868419
55,7,B,5.575029395736497
56,7,O,8.0
56,7,Y,7.985469448559679
56,7,B,5.576376018011638
57,7,O,8.0
57,7,Y,7.985924589252614
57,7,B,5.578655832763088
58,7,O,8.0
58,7,Y,7.985663780150751
58,7,B,5.578261786126365
59,7,O,8.0
59,7,Y,7.985474772849374
59,7,B,5.576142818395538
60,7,O,8.0
60,7,Y,7.985561221392782
60,7,B,5.577525663000821
61,7,O,8.0
61,7,Y,7.98602597763095
61,7,B,5.578533308478349
62,7,O,8.0
62,7,Y,7.986791884608104
62,7,B,5.5803205082594465
63,7,O,8.0
63,7,Y,7.9872525593776285
63,7,B,5.587443038572631
64,7,O,8.0
64,7,Y,7.987514238823669
64,7,B,5.591437288260712
65,7,O,8.0
65,7,Y,7.9873068469035635
65,7,B,5.595454378453959
66,7,O,8.0
66,7,Y,7.986519283096439
66,7,B,5.600069013483234
67,7,O,8.0
67,7,Y,7.987158856285204
67,7,B,5.601315946533682
68,7,O,8.0
68,7,Y,7.9871962868086746
68,7,B,5.602992818772589
69,7,O,8.0
69,7,Y,7.987121422822099
69,7,B,5.603657290622568
70,7,O,8.0
70,7,Y,7.987459935989369
70,7,B,5.602726631178501
71,7,O,8.0
71,7,Y,7.987493470533919
71,7,B,5.6048313755278105
72,7,O,8.0
72,7,Y,7.987618281831549
72,7,B,5.604270496072582
73,7,O,8.0
73,7,Y,7.988260710988656
73,7,B,5.603000250431023
74,7,O,8.0
74,7,Y,7.988475776464405
74,7,B,5.605018844890469
75,7,O,8.0
75,7,Y,7.988075045662333
75,7,B,5.605467360096793
76,7,O,8.0
76,7,Y,7.988512993855836
76,7,B,5.604275881390967
77,7,O,8.0
77,7,Y,7.98876525228653
77,7,B,5.608666798325678
78,7,O,8.0
78,7,Y,7.988952188307096
78,7,B,5.611881422145939
79,7,O,8.0
79,7,Y,7.988602783725346
79,7,B,5.612723778349461
80,7,O,8.0
80,7,Y,7.9882626212192385
80,7,B,5.608826434861823
81,7,O,8.0
81,7,Y,7.988502544628769
81,7,B,5.610193789002798
82,7,O,8.0
82,7,Y,7.988651331845496
82,7,B,5.6124489258506856
83,7,O,8.0
83,7,Y,7.989249272466595
83,7,B,5.612881228869569
84,7,O,8.0
84,7,Y,7.9892582948704645
84,7,B,5.615622858935817
85,7,O,8.0
85,7,Y,7.9898929350479655
85,7,B,5.622065615586081
86,7,O,8.0
86,7,Y,7.989854146391548
86,7,B,5.624415118027343
87,7,O,8.0
87,7,Y,7.9892163682743
87,7,B,5.624305607500229
88,7,O,8.0
88,7,Y,7.989238681534119
88,7,B,5.6251168144703945
89,7,O,8.0
89,7,Y,7.989257267397241
89,7,B,5.626008463393048
90,7,O,8.0
90,7,Y,7.989390003191201
90,7,B,5.628955210158978
91,7,O,8.0
91,7,Y,7.989812921745867
91,7,B,5.631443799933555
92,7,O,8.0
92,7,Y,7.990185074636734
92,7,B,5.631898693400543
93,7,O,8.0
93,7,Y,7.989651493270315
93,7,B,5.630583985720822
94,7,O,8.0
94,7,Y,7.9896454232512815
94,7,B,5.6303379909706
95,7,O,8.0
95,7,Y,7.99002977913692
95,7,B,5.631947173325671
96,7,O,8.0
96,7,Y,7.9896268653982325
96,7,B,5.633544266047377
97,7,O,8.0
97,7,Y,7.990015193003792
97,7,B,5.633548474201831
98,7,O,8.0
98,7,Y,7.990358694867577
98,7,B,5.634689024840234
99,7,O,8.0
99,7,Y,7.989962064799909
99,7,B,5.635482860386258
100,7,O,8.0
100,7,Y,7.9902842125846725
100,7,B,5.635634350308909
