t,pop,y,estrategia,frequencia
100,29,15,Y,0.2776
100,29,15,B,0.7224
100,29,16,O,0.0
100,29,16,Y,0.3098
100,29,16,B,0.6902
100,29,17,O,0.0
100,29,17,Y,0.2632
100,29,17,B,0.7368
100,29,18,O,0.0
100,29,18,Y,0.2678
100,29,18,B,0.7322
100,29,19,O,0.0
100,29,19,Y,0.2755
100,29,19,B,0.7245
100,29,20,O,0.0
100,29,20,Y,0.2857
100,29,20,B,0.7143
100,29,21,O,0.0
100,29,21,Y,0.2884
100,29,21,B,0.7116
100,29,22,O,0.0
100,29,22,Y,0.2994
100,29,22,B,0.7006
100,29,23,O,0.0
100,29,23,Y,0.2702
100,29,23,B,0.7298
100,30,0,O,0.1117
100,30,0,Y,0.8883
100,30,0,B,0.0
100,30,1,O,0.1268
100,30,1,Y,0.741
100,30,1,B,0.1322
100,30,2,O,0.2816
100,30,2,Y,0.5146
100,30,2,B,0.2038
100,30,3,O,0.1422
100,30,3,Y,0.5519
100,30,3,B,0.3059
100,30,4,O,0.1335
100,30,4,Y,0.5698
100,30,4,B,0.2967
100,30,5,O,0.2002
100,30,5,Y,0.4977
100,30,5,B,0.3021
100,30,6,O,0.1996
100,30,6,Y,0.4922
100,30,6,B,0.3082
100,30,7,O,0.3763
100,30,7,Y,0.3778
100,30,7,B,0.2459
100,30,8,O,0.1241
100,30,8,Y,0.2799
100,30,8,B,0.596
100,30,9,O,0.0853
100,30,9,Y,0.1908
100,30,9,B,0.7239
100,30,10,O,0.001
100,30,10,Y,0.0116
100,30,10,B,0.9874
100,30,11,O,0.0
100,30,11,Y,0.0377
100,30,11,B,0.9623
100,30,12,O,0.0
100,30,12,Y,0.1777
100,30,12,B,0.8223
100,30,13,O,0.0
100,30,13,Y,0.2061
100,30,13,B,0.7939
100,30,14,O,0.0
100,30,14,Y,0.2511
100,30,14,B,0.7489
100,30,15,O,0.0
100,30,15,Y,0.2993
100,30,15,B,0.7007
100,30,16,O,0.0
100,30,16,Y,0.2813
100,30,16,B,0.7187
100,30,17,O,0.0
100,30,17,Y,0.2861
100,30,17,B,0.7139
100,30,18,O,0.0
100,30,18,Y,0.256
100,30,18,B,0.744
100,30,19,O,0.0
100,30,19,Y,0.291
100,30,19,B,0.709
100,30,20,O,0.0
100,30,20,Y,0.2528
100,30,20,B,0.7472
100,30,21,O,0.0
100,30,21,Y,0.2726
100,30,21,B,0.7274
100,30,22,O,0.0
100,30,22,Y,0.2435
100,30,22,B,0.7565
100,30,23,O,0.0
100,30,23,Y,0.2896
100,30,23,B,0.7104
100,31,0,O,0.1079
100,31,0,Y,0.8921
100,31,0,B,0.0
100,31,1,O,0.1281
100,31,1,Y,0.741
100,31,1,B,0.1309
100,31,2,O,0.2876
100,31,2,Y,0.5242
100,31,2,B,0.1882
100,31,3,O,0.1016
100,31,3,Y,0.5804
100,31,3,B,0.318
100,31,4,O,0.0954
100,31,4,Y,0.5916
100,31,4,B,0.313
100,31,5,O,0.2068
100,31,5,Y,0.4849
100,31,5,B,0.3083
100,31,6,O,0.1976
100,31,6,Y,0.4907
100,31,6,B,0.3117
100,31,7,O,0.3938
100,31,7,Y,0.3554
100,31,7,B,0.2508
100,31,8,O,0.148
100,31,8,Y,0.2662
100,31,8,B,0.5858
100,31,9,O,0.0244
100,31,9,Y,0.0923
100,31,9,B,0.8833
100,31,10,O,0.0
100,31,10,Y,0.0
100,31,10,B,1.0
100,31,11,O,0.0
100,31,11,Y,0.0519
100,31,11,B,0.9481
100,31,12,O,0.0
100,31,12,Y,0.1711
100,31,12,B,0.8289
100,31,13,O,0.0
100,31,13,Y,0.2064
100,31,13,B,0.7936
100,31,14,O,0.0
100,31,14,Y,0.2438
100,31,14,B,0.7562
100,31,15,O,0.0
100,31,15,Y,0.3085
100,31,15,B,0.6915
100,31,16,O,0.0
100,31,16,Y,0.2787
100,31,16,B,0.7213
100,31,17,O,0.0
100,31,17,Y,0.2898
100,31,17,B,0.7102
100,31,18,O,0.0
100,31,18,Y,0.2904
100,31,18,B,0.7096
100,31,19,O,0.0
100,31,19,Y,0.3211
100,31,19,B,0.6789
100,31,20,O,0.0
100,31,20,Y,0.2628
100,31,20,B,0.7372
100,31,21,O,0.0
100,31,21,Y,0.2608
100,31,21,B,0.7392
100,31,22,O,0.0
100,31,22,Y,0.2616
100,31,22,B,0.7384
100,31,23,O,0.0
100,31,23,Y,0.2393
100,31,23,B,0.7607
100,32,0,O,0.1077
100,32,0,Y,0.8923
100,32,0,B,0.0
100,32,1,O,0.1494
100,32,1,Y,0.7253
100,32,1,B,0.1253
100,32,2,O,0.2997
100,32,2,Y,0.5202
100,32,2,B,0.1801
100,32,3,O,0.0764
100,32,3,Y,0.5027
100,32,3,B,0.4209
100,32,4,O,0.0777
100,32,4,Y,0.607
100,32,4,B,0.3153
100,32,5,O,0.1853
100,32,5,Y,0.4948
100,32,5,B,0.3199
100,32,6,O,0.1894
100,32,6,Y,0.4957
100,32,6,B,0.3149
100,32,7,O,0.367
100,32,7,Y,0.3899
100,32,7,B,0.2431
100,32,8,O,0.1338
100,32,8,Y,0.2614
100,32,8,B,0.6048
100,32,9,O,0.0301
100,32,9,Y,0.0878
100,32,9,B,0.8821
100,32,10,O,0.0
100,32,10,Y,0.0
100,32,10,B,1.0
100,32,11,O,0.0
100,32,11,Y,0.0425
100,32,11,B,0.9575
100,32,12,O,0.0
100,32,12,Y,0.1649
100,32,12,B,0.8351
100,32,13,O,0.0
100,32,13,Y,0.2175
100,32,13,B,0.7825
100,32,14,O,0.0
100,32,14,Y,0.2442
100,32,14,B,0.7558
100,32,15,O,0.0
100,32,15,Y,0.2963
100,32,15,B,0.7037
100,32,16,O,0.0
100,32,16,Y,0.3043
100,32,16,B,0.6957
100,32,17,O,0.0
100,32,17,Y,0.2768
100,32,17,B,0.7232
100,32,18,O,0.0
100,32,18,Y,0.271
100,32,18,B,0.729
100,32,19,O,0.0
100,32,19,Y,0.28
100,32,19,B,0.72
100,32,20,O,0.0
100,32,20,Y,0.2459
100,32,20,B,0.7541
100,32,21,O,0.0
100,32,21,Y,0.2572
100,32,21,B,0.7428
100,32,22,O,0.0
100,32,22,Y,0.2598
100,32,22,B,0.7402
100,32,23,O,0.0
100,32,23,Y,0.266
100,32,23,B,0.734
100,33,0,O,0.1044
100,33,0,Y,0.8956
100,33,0,B,0.0
100,33,1,O,0.1493
100,33,1,Y,0.7583
100,33,1,B,0.0924
100,33,2,O,0.2793
100,33,2,Y,0.5212
100,33,2,B,0.1995
100,33,3,O,0.1473
100,33,3,Y,0.5511
100,33,3,B,0.3016
100,33,4,O,0.1458
100,33,4,Y,0.5443
100,33,4,B,0.3099
100,33,5,O,0.1985
100,33,5,Y,0.4861
100,33,5,B,0.3154
100,33,6,O,0.1934
100,33,6,Y,0.4984
100,33,6,B,0.3082
100,33,7,O,0.3657
100,33,7,Y,0.3844
100,33,7,B,0.2499
100,33,8,O,0.1331
100,33,8,Y,0.2545
100,33,8,B,0.6124
100,33,9,O,0.0349
100,33,9,Y,0.1327
100,33,9,B,0.8324
100,33,10,O,0.003
100,33,10,Y,0.0073
100,33,10,B,0.9897
100,33,11,O,0.0
100,33,11,Y,0.0421
100,33,11,B,0.9579
100,33,12,O,0.0
100,33,12,Y,0.17
100,33,12,B,0.83
100,33,13,O,0.0
100,33,13,Y,0.2052
100,33,13,B,0.7948
100,33,14,O,0.0
100,33,14,Y,0.248
100,33,14,B,0.752
100,33,15,O,0.0
100,33,15,Y,0.2976
100,33,15,B,0.7024
100,33,16,O,0.0
100,33,16,Y,0.2898
100,33,16,B,0.7102
100,33,17,O,0.0
100,33,17,Y,0.2842
100,33,17,B,0.7158
100,33,18,O,0.0
100,33,18,Y,0.2788
100,33,18,B,0.7212
100,33,19,O,0.0
100,33,19,Y,0.2783
100,33,19,B,0.7217
100,33,20,O,0.0
100,33,20,Y,0.2728
100,33,20,B,0.7272
100,33,21,O,0.0
100,33,21,Y,0.2612
100,33,21,B,0.7388
100,33,22,O,0.0
100,33,22,Y,0.2666
100,33,22,B,0.7334
100,33,23,O,0.0
100,33,23,Y,0.2485
100,33,23,B,0.7515
100,34,0,O,0.1048
100,34,0,Y,0.8952
100,34,0,B,0.0
100,34,1,O,0.1798
100,34,1,Y,0.6711
100,34,1,B,0.1491
100,34,2,O,0.2582
100,34,2,Y,0.5332
100,34,2,B,0.2086
100,34,3,O,0.1232
100,34,3,Y,0.3989
100,34,3,B,0.4779
100,34,4,O,0.1186
100,34,4,Y,0.4061
100,34,4,B,0.4753
100,34,5,O,0.2054
100,34,5,Y,0.495
100,34,5,B,0.2996
100,34,6,O,0.2132
100,34,6,Y,0.4806
100,34,6,B,0.3062
100,34,7,O,0.3749
100,34,7,Y,0.3825
100,34,7,B,0.2426
100,34,8,O,0.1469
100,34,8,Y,0.2699
100,34,8,B,0.5832
100,34,9,O,0.0533
100,34,9,Y,0.1443
100,34,9,B,0.8024
100,34,10,O,0.0023
100,34,10,Y,0.0068
100,34,10,B,0.9909
100,34,11,O,0.0
100,34,11,Y,0.0408
100,34,11,B,0.9592
100,34,12,O,0.0
100,34,12,Y,0.1696
100,34,12,B,0.8304
100,34,13,O,0.0
100,34,13,Y,0.2187
100,34,13,B,0.7813
100,34,14,O,0.0
100,34,14,Y,0.251
100,34,14,B,0.749
100,34,15,O,0.0
100,34,15,Y,0.3072
100,34,15,B,0.6928
100,34,16,O,0.0
100,34,16,Y,0.2814
100,34,16,B,0.7186
100,34,17,O,0.0
100,34,17,Y,0.2817
100,34,17,B,0.7183
100,34,18,O,0.0
100,34,18,Y,0.2614
100,34,18,B,0.7386
100,34,19,O,0.0
100,34,19,Y,0.3081
100,34,19,B,0.6919
100,34,20,O,0.0
100,34,20,Y,0.2951
100,34,20,B,0.7049
100,34,21,O,0.0
100,34,21,Y,0.2409
100,34,21,B,0.7591
100,34,22,O,0.0
100,34,22,Y,0.246
100,34,22,B,0.754
100,34,23,O,0.0
100,34,23,Y,0.2694
100,34,23,B,0.7306
100,35,0,O,0.1157
100,35,0,Y,0.8843
100,35,0,B,0.0
100,35,1,O,0.16
100,35,1,Y,0.6664
100,35,1,B,0.1736
100,35,2,O,0.324
100,35,2,Y,0.4993
100,35,2,B,0.1767
100,35,3,O,0.1428
100,35,3,Y,0.4811
100,35,3,B,0.3761
100,35,4,O,0.1642
100,35,4,Y,0.5185
100,35,4,B,0.3173
100,35,5,O,0.1931
100,35,5,Y,0.4919
100,35,5,B,0.315
100,35,6,O,0.2022
100,35,6,Y,0.4913
100,35,6,B,0.3065
100,35,7,O,0.372
100,35,7,Y,0.3807
100,35,7,B,0.2473
100,35,8,O,0.1748
100,35,8,Y,0.2698
100,35,8,B,0.5554
100,35,9,O,0.0358
100,35,9,Y,0.0927
100,35,9,B,0.8715
100,35,10,O,0.0023
100,35,10,Y,0.0062
100,35,10,B,0.9915
100,35,11,O,0.0
100,35,11,Y,0.0473
100,35,11,B,0.9527
100,35,12,O,0.0
100,35,12,Y,0.1505
100,35,12,B,0.8495
100,35,13,O,0.0
100,35,13,Y,0.2238
100,35,13,B,0.7762
100,35,14,O,0.0
100,35,14,Y,0.2492
100,35,14,B,0.7508
100,35,15,O,0.0
100,35,15,Y,0.303
100,35,15,B,0.697
100,35,16,O,0.0
100,35,16,Y,0.2876
100,35,16,B,0.7124
100,35,17,O,0.0
100,35,17,Y,0.2643
100,35,17,B,0.7357
100,35,18,O,0.0
100,35,18,Y,0.2823
100,35,18,B,0.7177
100,35,19,O,0.0
100,35,19,Y,0.2927
100,35,19,B,0.7073
100,35,20,O,0.0
100,35,20,Y,0.2944
100,35,20,B,0.7056
100,35,21,O,0.0
100,35,21,Y,0.2607
100,35,21,B,0.7393
100,35,22,O,0.0
100,35,22,Y,0.3056
100,35,22,B,0.6944
100,35,23,O,0.0
100,35,23,Y,0.2587
100,35,23,B,0.7413
100,36,0,O,0.1062
100,36,0,Y,0.8938
100,36,0,B,0.0
100,36,1,O,0.1544
100,36,1,Y,0.7468
100,36,1,B,0.0988
100,36,2,O,0.3102
100,36,2,Y,0.492
100,36,2,B,0.1978
100,36,3,O,0.1458
100,36,3,Y,0.5083
100,36,3,B,0.3459
100,36,4,O,0.1801
100,36,4,Y,0.5058
100,36,4,B,0.3141
100,36,5,O,0.2113
100,36,5,Y,0.48
100,36,5,B,0.3087
100,36,6,O,0.2083
100,36,6,Y,0.4895
100,36,6,B,0.3022
100,36,7,O,0.3654
100,36,7,Y,0.3838
100,36,7,B,0.2508
100,36,8,O,0.1462
100,36,8,Y,0.2775
100,36,8,B,0.5763
100,36,9,O,0.0609
100,36,9,Y,0.1479
100,36,9,B,0.7912
100,36,10,O,0.0071
100,36,10,Y,0.0155
100,36,10,B,0.9774
100,36,11,O,0.0
100,36,11,Y,0.0429
100,36,11,B,0.9571
100,36,12,O,0.0
100,36,12,Y,0.1722
100,36,12,B,0.8278
100,36,13,O,0.0
100,36,13,Y,0.1932
100,36,13,B,0.8068
100,36,14,O,0.0
100,36,14,Y,0.2493
100,36,14,B,0.7507
100,36,15,O,0.0
100,36,15,Y,0.2987
100,36,15,B,0.7013
100,36,16,O,0.0
100,36,16,Y,0.2845
100,36,16,B,0.7155
100,36,17,O,0.0
100,36,17,Y,0.2953
100,36,17,B,0.7047
100,36,18,O,0.0
100,36,18,Y,0.2924
100,36,18,B,0.7076
100,36,19,O,0.0
100,36,19,Y,0.2812
100,36,19,B,0.7188
100,36,20,O,0.0
100,36,20,Y,0.2767
100,36,20,B,0.7233
100,36,21,O,0.0
100,36,21,Y,0.2822
100,36,21,B,0.7178
100,36,22,O,0.0
100,36,22,Y,0.2462
100,36,22,B,0.7538
100,36,23,O,0.0
100,36,23,Y,0.2392
100,36,23,B,0.7608
100,37,0,O,0.1074
100,37,0,Y,0.8926
100,37,0,B,0.0
100,37,1,O,0.1836
100,37,1,Y,0.6541
100,37,1,B,0.1623
100,37,2,O,0.2671
100,37,2,Y,0.5178
100,37,2,B,0.2151
100,37,3,O,0.1223
100,37,3,Y,0.5641
100,37,3,B,0.3136
100,37,4,O,0.1394
100,37,4,Y,0.544
100,37,4,B,0.3166
100,37,5,O,0.1958
100,37,5,Y,0.4934
100,37,5,B,0.3108
100,37,6,O,0.2041
100,37,6,Y,0.483
100,37,6,B,0.3129
100,37,7,O,0.3798
100,37,7,Y,0.3592
100,37,7,B,0.261
100,37,8,O,0.1184
100,37,8,Y,0.2578
100,37,8,B,0.6238
100,37,9,O,0.0438
100,37,9,Y,0.1351
100,37,9,B,0.8211
100,37,10,O,0.0018
100,37,10,Y,0.0106
100,37,10,B,0.9876
100,37,11,O,0.0
100,37,11,Y,0.0428
100,37,11,B,0.9572
100,37,12,O,0.0
100,37,12,Y,0.1869
100,37,12,B,0.8131
100,37,13,O,0.0
100,37,13,Y,0.2093
100,37,13,B,0.7907
100,37,14,O,0.0
100,37,14,Y,0.237
100,37,14,B,0.763
100,37,15,O,0.0
100,37,15,Y,0.2991
100,37,15,B,0.7009
100,37,16,O,0.0
100,37,16,Y,0.2954
100,37,16,B,0.7046
100,37,17,O,0.0
100,37,17,Y,0.289
100,37,17,B,0.711
100,37,18,O,0.0
100,37,18,Y,0.2873
100,37,18,B,0.7127
100,37,19,O,0.0
100,37,19,Y,0.2767
100,37,19,B,0.7233
100,37,20,O,0.0
100,37,20,Y,0.2702
100,37,20,B,0.7298
100,37,21,O,0.0
100,37,21,Y,0.2646
100,37,21,B,0.7354
100,37,22,O,0.0
100,37,22,Y,0.2494
100,37,22,B,0.7506
100,37,23,O,0.0
100,37,23,Y,0.2748
100,37,23,B,0.7252
100,38,0,O,0.1092
100,38,0,Y,0.8908
100,38,0,B,0.0
100,38,1,O,0.1812
100,38,1,Y,0.6903
100,38,1,B,0.1285
100,38,2,O,0.2685
100,38,2,Y,0.5236
100,38,2,B,0.2079
100,38,3,O,0.0988
100,38,3,Y,0.6381
100,38,3,B,0.2631
100,38,4,O,0.142
100,38,4,Y,0.5147
100,38,4,B,0.3433
100,38,5,O,0.2024
100,38,5,Y,0.4829
100,38,5,B,0.3147
100,38,6,O,0.2096
100,38,6,Y,0.4976
100,38,6,B,0.2928
100,38,7,O,0.3768
100,38,7,Y,0.3912
100,38,7,B,0.232
100,38,8,O,0.1295
100,38,8,Y,0.2651
100,38,8,B,0.6054
100,38,9,O,0.0727
100,38,9,Y,0.1659
100,38,9,B,0.7614
100,38,10,O,0.0
100,38,10,Y,0.0
100,38,10,B,1.0
100,38,11,O,0.0
100,38,11,Y,0.0408
100,38,11,B,0.9592
100,38,12,O,0.0
100,38,12,Y,0.1671
100,38,12,B,0.8329
100,38,13,O,0.0
100,38,13,Y,0.2145
100,38,13,B,0.7855
100,38,14,O,0.0
100,38,14,Y,0.244
100,38,14,B,0.756
100,38,15,O,0.0
100,38,15,Y,0.302
100,38,15,B,0.698
100,38,16,O,0.0
100,38,16,Y,0.31
100,38,16,B,0.69
100,38,17,O,0.0
100,38,17,Y,0.281
100,38,17,B,0.719
100,38,18,O,0.0
100,38,18,Y,0.2877
100,38,18,B,0.7123
100,38,19,O,0.0
100,38,19,Y,0.2988
100,38,19,B,0.7012
100,38,20,O,0.0
100,38,20,Y,0.2942
100,38,20,B,0.7058
100,38,21,O,0.0
100,38,21,Y,0.2658
100,38,21,B,0.7342
100,38,22,O,0.0
100,38,22,Y,0.2665
100,38,22,B,0.7335
100,38,23,O,0.0
100,38,23,Y,0.2543
100,38,23,B,0.7457
100,39,0,O,0.1089
100,39,0,Y,0.8911
100,39,0,B,0.0
100,39,1,O,0.169
100,39,1,Y,0.7197
100,39,1,B,0.1113
100,39,2,O,0.2617
100,39,2,Y,0.5371
100,39,2,B,0.2012
100,39,3,O,0.1547
100,39,3,Y,0.534
100,39,3,B,0.3113
100,39,4,O,0.134
100,39,4,Y,0.5628
100,39,4,B,0.3032
100,39,5,O,0.194
100,39,5,Y,0.4872
100,39,5,B,0.3188
100,39,6,O,0.1996
100,39,6,Y,0.4905
100,39,6,B,0.3099
100,39,7,O,0.392
100,39,7,Y,0.3695
100,39,7,B,0.2385
100,39,8,O,0.1138
100,39,8,Y,0.2369
100,39,8,B,0.6493
100,39,9,O,0.0575
100,39,9,Y,0.1435
100,39,9,B,0.799
100,39,10,O,0.0002
100,39,10,Y,0.004
100,39,10,B,0.9958
100,39,11,O,0.0
100,39,11,Y,0.0458
100,39,11,B,0.9542
100,39,12,O,0.0
100,39,12,Y,0.1697
100,39,12,B,0.8303
100,39,13,O,0.0
100,39,13,Y,0.2153
100,39,13,B,0.7847
100,39,14,O,0.0
100,39,14,Y,0.2445
100,39,14,B,0.7555
100,39,15,O,0.0
100,39,15,Y,0.3043
100,39,15,B,0.6957
100,39,16,O,0.0
100,39,16,Y,0.2758
100,39,16,B,0.7242
100,39,17,O,0.0
100,39,17,Y,0.2718
100,39,17,B,0.7282
100,39,18,O,0.0
100,39,18,Y,0.2755
100,39,18,B,0.7245
100,39,19,O,0.0
100,39,19,Y,0.3115
100,39,19,B,0.6885
100,39,20,O,0.0
100,39,20,Y,0.3015
100,39,20,B,0.6985
100,39,21,O,0.0
100,39,21,Y,0.2964
100,39,21,B,0.7036
100,39,22,O,0.0
100,39,22,Y,0.2765
100,39,22,B,0.7235
100,39,23,O,0.0
100,39,23,Y,0.2876
100,39,23,B,0.7124
100,40,0,O,0.1091
100,40,0,Y,0.8909
100,40,0,B,0.0
100,40,1,O,0.1632
100,40,1,Y,0.7243
100,40,1,B,0.1125
100,40,2,O,0.2675
100,40,2,Y,0.5488
100,40,2,B,0.1837
100,40,3,O,0.1542
100,40,3,Y,0.4582
100,40,3,B,0.3876
100,40,4,O,0.1359
100,40,4,Y,0.5116
100,40,4,B,0.3525
100,40,5,O,0.1997
100,40,5,Y,0.4963
100,40,5,B,0.304
100,40,6,O,0.1997
100,40,6,Y,0.4963
100,40,6,B,0.304
100,40,7,O,0.3725
100,40,7,Y,0.3796
100,40,7,B,0.2479
100,40,8,O,0.1389
100,40,8,Y,0.3128
100,40,8,B,0.5483
100,40,9,O,0.0647
100,40,9,Y,0.1572
100,40,9,B,0.7781
100,40,10,O,0.0007
100,40,10,Y,0.0114
100,40,10,B,0.9879
100,40,11,O,0.0
100,40,11,Y,0.0435
100,40,11,B,0.9565
100,40,12,O,0.0
100,40,12,Y,0.1772
100,40,12,B,0.8228
100,40,13,O,0.0
100,40,13,Y,0.217
100,40,13,B,0.783
100,40,14,O,0.0
100,40,14,Y,0.2549
100,40,14,B,0.7451
100,40,15,O,0.0
100,40,15,Y,0.3101
100,40,15,B,0.6899
100,40,16,O,0.0
100,40,16,Y,0.2942
100,40,16,B,0.7058
100,40,17,O,0.0
100,40,17,Y,0.2823
100,40,17,B,0.7177
100,40,18,O,0.0
100,40,18,Y,0.275
100,40,18,B,0.725
100,40,19,O,0.0
100,40,19,Y,0.254
100,40,19,B,0.746
100,40,20,O,0.0
100,40,20,Y,0.2604
100,40,20,B,0.7396
100,40,21,O,0.0
100,40,21,Y,0.2836
100,40,21,B,0.7164
100,40,22,O,0.0
100,40,22,Y,0.2236
100,40,22,B,0.7764
100,40,23,O,0.0
100,40,23,Y,0.2484
100,40,23,B,0.7516
100,41,0,O,0.1049
100,41,0,Y,0.8951
100,41,0,B,0.0
100,41,1,O,0.1695
100,41,1,Y,0.666
100,41,1,B,0.1645
100,41,2,O,0.3061
100,41,2,Y,0.5117
100,41,2,B,0.1822
100,41,3,O,0.1111
100,41,3,Y,0.6275
100,41,3,B,0.2614
100,41,4,O,0.1385
100,41,4,Y,0.5391
100,41,4,B,0.3224
100,41,5,O,0.2067
100,41,5,Y,0.487
100,41,5,B,0.3063
100,41,6,O,0.1961
100,41,6,Y,0.5042
100,41,6,B,0.2997
100,41,7,O,0.3603
100,41,7,Y,0.3851
100,41,7,B,0.2546
100,41,8,O,0.1504
100,41,8,Y,0.3145
100,41,8,B,0.5351
100,41,9,O,0.1041
100,41,9,Y,0.1497
100,41,9,B,0.7462
100,41,10,O,0.0195
100,41,10,Y,0.0396
100,41,10,B,0.9409
100,41,11,O,0.0
100,41,11,Y,0.04
100,41,11,B,0.96
100,41,12,O,0.0
100,41,12,Y,0.1728
100,41,12,B,0.8272
100,41,13,O,0.0
100,41,13,Y,0.2089
100,41,13,B,0.7911
100,41,14,O,0.0
100,41,14,Y,0.2476
100,41,14,B,0.7524
100,41,15,O,0.0
100,41,15,Y,0.3239
100,41,15,B,0.6761
100,41,16,O,0.0
100,41,16,Y,0.3039
100,41,16,B,0.6961
100,41,17,O,0.0
100,41,17,Y,0.2807
100,41,17,B,0.7193
100,41,18,O,0.0
100,41,18,Y,0.2707
100,41,18,B,0.7293
100,41,19,O,0.0
100,41,19,Y,0.2941
100,41,19,B,0.7059
100,41,20,O,0.0
100,41,20,Y,0.3132
100,41,20,B,0.6868
100,41,21,O,0.0
100,41,21,Y,0.229
100,41,21,B,0.771
100,41,22,O,0.0
100,41,22,Y,0.2431
100,41,22,B,0.7569
100,41,23,O,0.0
100,41,23,Y,0.2374
100,41,23,B,0.7626
100,42,0,O,0.115
100,42,0,Y,0.885
100,42,0,B,0.0
100,42,1,O,0.165
100,42,1,Y,0.6703
100,42,1,B,0.1647
100,42,2,O,0.2683
100,42,2,Y,0.5206
100,42,2,B,0.2111
100,42,3,O,0.103
100,42,3,Y,0.4979
100,42,3,B,0.3991
100,42,4,O,0.1458
100,42,4,Y,0.4537
100,42,4,B,0.4005
100,42,5,O,0.1944
100,42,5,Y,0.5068
100,42,5,B,0.2988
100,42,6,O,0.1945
100,42,6,Y,0.5037
100,42,6,B,0.3018
100,42,7,O,0.3677
100,42,7,Y,0.3884
100,42,7,B,0.2439
100,42,8,O,0.131
100,42,8,Y,0.2826
100,42,8,B,0.5864
100,42,9,O,0.0467
100,42,9,Y,0.1631
100,42,9,B,0.7902
100,42,10,O,0.0006
100,42,10,Y,0.0026
100,42,10,B,0.9968
100,42,11,O,0.0
100,42,11,Y,0.0425
100,42,11,B,0.9575
100,42,12,O,0.0
100,42,12,Y,0.1715
100,42,12,B,0.8285
100,42,13,O,0.0
100,42,13,Y,0.2112
100,42,13,B,0.7888
100,42,14,O,0.0
100,42,14,Y,0.2476
100,42,14,B,0.7524
100,42,15,O,0.0
100,42,15,Y,0.2989
100,42,15,B,0.7011
100,42,16,O,0.0
100,42,16,Y,0.2998
100,42,16,B,0.7002
100,42,17,O,0.0
100,42,17,Y,0.2826
100,42,17,B,0.7174
100,42,18,O,0.0
100,42,18,Y,0.2879
100,42,18,B,0.7121
100,42,19,O,0.0
100,42,19,Y,0.2717
100,42,19,B,0.7283
100,42,20,O,0.0
100,42,20,Y,0.3055
100,42,20,B,0.6945
100,42,21,O,0.0
100,42,21,Y,0.2689
100,42,21,B,0.7311
100,42,22,O,0.0
100,42,22,Y,0.2624
100,42,22,B,0.7376
100,42,23,O,0.0
100,42,23,Y,0.3051
100,42,23,B,0.6949
100,43,0,O,0.1043
100,43,0,Y,0.8957
100,43,0,B,0.0
100,43,1,O,0.1725
100,43,1,Y,0.7147
100,43,1,B,0.1128
100,43,2,O,0.2686
100,43,2,Y,0.5364
100,43,2,B,0.195
100,43,3,O,0.1292
100,43,3,Y,0.5765
100,43,3,B,0.2943
100,43,4,O,0.1107
100,43,4,Y,0.5696
100,43,4,B,0.3197
100,43,5,O,0.2241
100,43,5,Y,0.4698
100,43,5,B,0.3061
100,43,6,O,0.2161
100,43,6,Y,0.4774
100,43,6,B,0.3065
100,43,7,O,0.3773
100,43,7,Y,0.3577
100,43,7,B,0.265
100,43,8,O,0.1251
100,43,8,Y,0.264
100,43,8,B,0.6109
100,43,9,O,0.0638
100,43,9,Y,0.1479
100,43,9,B,0.7883
100,43,10,O,0.0006
100,43,10,Y,0.004
100,43,10,B,0.9954
100,43,11,O,0.0
100,43,11,Y,0.0387
100,43,11,B,0.9613
100,43,12,O,0.0
100,43,12,Y,0.1566
100,43,12,B,0.8434
100,43,13,O,0.0
100,43,13,Y,0.2013
100,43,13,B,0.7987
100,43,14,O,0.0
100,43,14,Y,0.2451
100,43,14,B,0.7549
100,43,15,O,0.0
100,43,15,Y,0.291
100,43,15,B,0.709
100,43,16,O,0.0
100,43,16,Y,0.2915
100,43,16,B,0.7085
100,43,17,O,0.0
100,43,17,Y,0.2784
100,43,17,B,0.7216
100,43,18,O,0.0
100,43,18,Y,0.2831
100,43,18,B,0.7169
100,43,19,O,0.0
100,43,19,Y,0.2908
100,43,19,B,0.7092
100,43,20,O,0.0
100,43,20,Y,0.2643
100,43,20,B,0.7357
100,43,21,O,0.0
100,43,21,Y,0.2636
100,43,21,B,0.7364
100,43,22,O,0.0
100,43,22,Y,0.2354
100,43,22,B,0.7646
100,43,23,O,0.0
100,43,23,Y,0.2711
100,43,23,B,0.7289
100,44,0,O,0.1132
100,44,0,Y,0.8868
100,44,0,B,0.0
100,44,1,O,0.1665
100,44,1,Y,0.7068
100,44,1,B,0.1267
100,44,2,O,0.2649
100,44,2,Y,0.5328
100,44,2,B,0.2023
100,44,3,O,0.1481
100,44,3,Y,0.5397
100,44,3,B,0.3122
100,44,4,O,0.1178
100,44,4,Y,0.562
100,44,4,B,0.3202
100,44,5,O,0.1981
100,44,5,Y,0.4851
100,44,5,B,0.3168
100,44,6,O,0.2049
100,44,6,Y,0.4753
100,44,6,B,0.3198
100,44,7,O,0.3653
100,44,7,Y,0.3651
100,44,7,B,0.2696
100,44,8,O,0.1342
100,44,8,Y,0.274
100,44,8,B,0.5918
100,44,9,O,0.0724
100,44,9,Y,0.1728
100,44,9,B,0.7548
100,44,10,O,0.0034
100,44,10,Y,0.0129
100,44,10,B,0.9837
100,44,11,O,0.0
100,44,11,Y,0.0397
100,44,11,B,0.9603
100,44,12,O,0.0
