t,pop,y,estrategia,frequencia
100,14,18,B,0.7126
100,14,19,O,0.0
100,14,19,Y,0.3126
100,14,19,B,0.6874
100,14,20,O,0.0
100,14,20,Y,0.2966
100,14,20,B,0.7034
100,14,21,O,0.0
100,14,21,Y,0.2798
100,14,21,B,0.7202
100,14,22,O,0.0
100,14,22,Y,0.2629
100,14,22,B,0.7371
100,14,23,O,0.0
100,14,23,Y,0.2362
100,14,23,B,0.7638
100,15,0,O,0.1067
100,15,0,Y,0.8933
100,15,0,B,0.0
100,15,1,O,0.1933
100,15,1,Y,0.6627
100,15,1,B,0.144
100,15,2,O,0.3144
100,15,2,Y,0.4713
100,15,2,B,0.2143
100,15,3,O,0.1473
100,15,3,Y,0.5135
100,15,3,B,0.3392
100,15,4,O,0.1564
100,15,4,Y,0.5388
100,15,4,B,0.3048
100,15,5,O,0.2058
100,15,5,Y,0.486
100,15,5,B,0.3082
100,15,6,O,0.211
100,15,6,Y,0.4807
100,15,6,B,0.3083
100,15,7,O,0.3751
100,15,7,Y,0.3742
100,15,7,B,0.2507
100,15,8,O,0.1295
100,15,8,Y,0.2713
100,15,8,B,0.5992
100,15,9,O,0.0222
100,15,9,Y,0.0385
100,15,9,B,0.9393
100,15,10,O,0.0135
100,15,10,Y,0.0565
100,15,10,B,0.93
100,15,11,O,0.0
100,15,11,Y,0.0499
100,15,11,B,0.9501
100,15,12,O,0.0
100,15,12,Y,0.1654
100,15,12,B,0.8346
100,15,13,O,0.0
100,15,13,Y,0.2166
100,15,13,B,0.7834
100,15,14,O,0.0
100,15,14,Y,0.2311
100,15,14,B,0.7689
100,15,15,O,0.0
100,15,15,Y,0.3026
100,15,15,B,0.6974
100,15,16,O,0.0
100,15,16,Y,0.2677
100,15,16,B,0.7323
100,15,17,O,0.0
100,15,17,Y,0.282
100,15,17,B,0.718
100,15,18,O,0.0
100,15,18,Y,0.2804
100,15,18,B,0.7196
100,15,19,O,0.0
100,15,19,Y,0.2625
100,15,19,B,0.7375
100,15,20,O,0.0
100,15,20,Y,0.2635
100,15,20,B,0.7365
100,15,21,O,0.0
100,15,21,Y,0.2778
100,15,21,B,0.7222
100,15,22,O,0.0
100,15,22,Y,0.2634
100,15,22,B,0.7366
100,15,23,O,0.0
100,15,23,Y,0.2506
100,15,23,B,0.7494
100,16,0,O,0.1065
100,16,0,Y,0.8935
100,16,0,B,0.0
100,16,1,O,0.1547
100,16,1,Y,0.7408
100,16,1,B,0.1045
100,16,2,O,0.2752
100,16,2,Y,0.521
100,16,2,B,0.2038
100,16,3,O,0.1276
100,16,3,Y,0.6623
100,16,3,B,0.2101
100,16,4,O,0.1476
100,16,4,Y,0.6379
100,16,4,B,0.2145
100,16,5,O,0.2163
100,16,5,Y,0.4723
100,16,5,B,0.3114
100,16,6,O,0.2137
100,16,6,Y,0.481
100,16,6,B,0.3053
100,16,7,O,0.404
100,16,7,Y,0.3554
100,16,7,B,0.2406
100,16,8,O,0.1349
100,16,8,Y,0.2875
100,16,8,B,0.5776
100,16,9,O,0.0612
100,16,9,Y,0.1615
100,16,9,B,0.7773
100,16,10,O,0.0
100,16,10,Y,0.0
100,16,10,B,1.0
100,16,11,O,0.0
100,16,11,Y,0.043
100,16,11,B,0.957
100,16,12,O,0.0
100,16,12,Y,0.184
100,16,12,B,0.816
100,16,13,O,0.0
100,16,13,Y,0.2135
100,16,13,B,0.7865
100,16,14,O,0.0
100,16,14,Y,0.2497
100,16,14,B,0.7503
100,16,15,O,0.0
100,16,15,Y,0.3036
100,16,15,B,0.6964
100,16,16,O,0.0
100,16,16,Y,0.2868
100,16,16,B,0.7132
100,16,17,O,0.0
100,16,17,Y,0.2873
100,16,17,B,0.7127
100,16,18,O,0.0
100,16,18,Y,0.2822
100,16,18,B,0.7178
100,16,19,O,0.0
100,16,19,Y,0.3024
100,16,19,B,0.6976
100,16,20,O,0.0
100,16,20,Y,0.2789
100,16,20,B,0.7211
100,16,21,O,0.0
100,16,21,Y,0.2713
100,16,21,B,0.7287
100,16,22,O,0.0
100,16,22,Y,0.2592
100,16,22,B,0.7408
100,16,23,O,0.0
100,16,23,Y,0.3079
100,16,23,B,0.6921
100,17,0,O,0.1107
100,17,0,Y,0.8893
100,17,0,B,0.0
100,17,1,O,0.1718
100,17,1,Y,0.707
100,17,1,B,0.1212
100,17,2,O,0.2631
100,17,2,Y,0.5413
100,17,2,B,0.1956
100,17,3,O,0.1345
100,17,3,Y,0.4996
100,17,3,B,0.3659
100,17,4,O,0.125
100,17,4,Y,0.4825
100,17,4,B,0.3925
100,17,5,O,0.2147
100,17,5,Y,0.4904
100,17,5,B,0.2949
100,17,6,O,0.207
100,17,6,Y,0.4763
100,17,6,B,0.3167
100,17,7,O,0.3766
100,17,7,Y,0.3643
100,17,7,B,0.2591
100,17,8,O,0.1566
100,17,8,Y,0.2774
100,17,8,B,0.566
100,17,9,O,0.0511
100,17,9,Y,0.1418
100,17,9,B,0.8071
100,17,10,O,0.0003
100,17,10,Y,0.0065
100,17,10,B,0.9932
100,17,11,O,0.0
100,17,11,Y,0.047
100,17,11,B,0.953
100,17,12,O,0.0
100,17,12,Y,0.1632
100,17,12,B,0.8368
100,17,13,O,0.0
100,17,13,Y,0.2001
100,17,13,B,0.7999
100,17,14,O,0.0
100,17,14,Y,0.2463
100,17,14,B,0.7537
100,17,15,O,0.0
100,17,15,Y,0.3052
100,17,15,B,0.6948
100,17,16,O,0.0
100,17,16,Y,0.3044
100,17,16,B,0.6956
100,17,17,O,0.0
100,17,17,Y,0.2849
100,17,17,B,0.7151
100,17,18,O,0.0
100,17,18,Y,0.2661
100,17,18,B,0.7339
100,17,19,O,0.0
100,17,19,Y,0.3019
100,17,19,B,0.6981
100,17,20,O,0.0
100,17,20,Y,0.3081
100,17,20,B,0.6919
100,17,21,O,0.0
100,17,21,Y,0.2492
100,17,21,B,0.7508
100,17,22,O,0.0
100,17,22,Y,0.2294
100,17,22,B,0.7706
100,17,23,O,0.0
100,17,23,Y,0.2542
100,17,23,B,0.7458
100,18,0,O,0.1129
100,18,0,Y,0.8871
100,18,0,B,0.0
100,18,1,O,0.178
100,18,1,Y,0.6409
100,18,1,B,0.1811
100,18,2,O,0.2955
100,18,2,Y,0.5158
100,18,2,B,0.1887
100,18,3,O,0.1011
100,18,3,Y,0.5375
100,18,3,B,0.3614
100,18,4,O,0.1013
100,18,4,Y,0.5373
100,18,4,B,0.3614
100,18,5,O,0.1947
100,18,5,Y,0.4871
100,18,5,B,0.3182
100,18,6,O,0.1895
100,18,6,Y,0.4835
100,18,6,B,0.327
100,18,7,O,0.3796
100,18,7,Y,0.3663
100,18,7,B,0.2541
100,18,8,O,0.1064
100,18,8,Y,0.3058
100,18,8,B,0.5878
100,18,9,O,0.0416
100,18,9,Y,0.123
100,18,9,B,0.8354
100,18,10,O,0.0018
100,18,10,Y,0.0145
100,18,10,B,0.9837
100,18,11,O,0.0
100,18,11,Y,0.0465
100,18,11,B,0.9535
100,18,12,O,0.0
100,18,12,Y,0.1512
100,18,12,B,0.8488
100,18,13,O,0.0
100,18,13,Y,0.2158
100,18,13,B,0.7842
100,18,14,O,0.0
100,18,14,Y,0.2412
100,18,14,B,0.7588
100,18,15,O,0.0
100,18,15,Y,0.2966
100,18,15,B,0.7034
100,18,16,O,0.0
100,18,16,Y,0.3115
100,18,16,B,0.6885
100,18,17,O,0.0
100,18,17,Y,0.289
100,18,17,B,0.711
100,18,18,O,0.0
100,18,18,Y,0.2887
100,18,18,B,0.7113
100,18,19,O,0.0
100,18,19,Y,0.2817
100,18,19,B,0.7183
100,18,20,O,0.0
100,18,20,Y,0.2735
100,18,20,B,0.7265
100,18,21,O,0.0
100,18,21,Y,0.2606
100,18,21,B,0.7394
100,18,22,O,0.0
100,18,22,Y,0.2636
100,18,22,B,0.7364
100,18,23,O,0.0
100,18,23,Y,0.2313
100,18,23,B,0.7687
100,19,0,O,0.103
100,19,0,Y,0.897
100,19,0,B,0.0
100,19,1,O,0.1976
100,19,1,Y,0.6803
100,19,1,B,0.1221
100,19,2,O,0.2551
100,19,2,Y,0.5626
100,19,2,B,0.1823
100,19,3,O,0.1373
100,19,3,Y,0.5223
100,19,3,B,0.3404
100,19,4,O,0.1649
100,19,4,Y,0.5613
100,19,4,B,0.2738
100,19,5,O,0.1895
100,19,5,Y,0.4984
100,19,5,B,0.3121
100,19,6,O,0.1895
100,19,6,Y,0.4979
100,19,6,B,0.3126
100,19,7,O,0.3879
100,19,7,Y,0.3648
100,19,7,B,0.2473
100,19,8,O,0.1288
100,19,8,Y,0.3121
100,19,8,B,0.5591
100,19,9,O,0.0326
100,19,9,Y,0.0991
100,19,9,B,0.8683
100,19,10,O,0.0083
100,19,10,Y,0.0243
100,19,10,B,0.9674
100,19,11,O,0.0
100,19,11,Y,0.0411
100,19,11,B,0.9589
100,19,12,O,0.0
100,19,12,Y,0.1605
100,19,12,B,0.8395
100,19,13,O,0.0
100,19,13,Y,0.2086
100,19,13,B,0.7914
100,19,14,O,0.0
100,19,14,Y,0.2384
100,19,14,B,0.7616
100,19,15,O,0.0
100,19,15,Y,0.2963
100,19,15,B,0.7037
100,19,16,O,0.0
100,19,16,Y,0.2869
100,19,16,B,0.7131
100,19,17,O,0.0
100,19,17,Y,0.2838
100,19,17,B,0.7162
100,19,18,O,0.0
100,19,18,Y,0.2697
100,19,18,B,0.7303
100,19,19,O,0.0
100,19,19,Y,0.2692
100,19,19,B,0.7308
100,19,20,O,0.0
100,19,20,Y,0.2771
100,19,20,B,0.7229
100,19,21,O,0.0
100,19,21,Y,0.2855
100,19,21,B,0.7145
100,19,22,O,0.0
100,19,22,Y,0.2731
100,19,22,B,0.7269
100,19,23,O,0.0
100,19,23,Y,0.2389
100,19,23,B,0.7611
100,20,0,O,0.1091
100,20,0,Y,0.8909
100,20,0,B,0.0
100,20,1,O,0.1338
100,20,1,Y,0.7112
100,20,1,B,0.155
100,20,2,O,0.232
100,20,2,Y,0.5743
100,20,2,B,0.1937
100,20,3,O,0.1279
100,20,3,Y,0.4912
100,20,3,B,0.3809
100,20,4,O,0.0927
100,20,4,Y,0.5806
100,20,4,B,0.3267
100,20,5,O,0.2115
100,20,5,Y,0.4797
100,20,5,B,0.3088
100,20,6,O,0.2133
100,20,6,Y,0.4954
100,20,6,B,0.2913
100,20,7,O,0.3834
100,20,7,Y,0.3676
100,20,7,B,0.249
100,20,8,O,0.1604
100,20,8,Y,0.2638
100,20,8,B,0.5758
100,20,9,O,0.0627
100,20,9,Y,0.1853
100,20,9,B,0.752
100,20,10,O,0.0007
100,20,10,Y,0.0044
100,20,10,B,0.9949
100,20,11,O,0.0
100,20,11,Y,0.0438
100,20,11,B,0.9562
100,20,12,O,0.0
100,20,12,Y,0.1702
100,20,12,B,0.8298
100,20,13,O,0.0
100,20,13,Y,0.1959
100,20,13,B,0.8041
100,20,14,O,0.0
100,20,14,Y,0.2476
100,20,14,B,0.7524
100,20,15,O,0.0
100,20,15,Y,0.298
100,20,15,B,0.702
100,20,16,O,0.0
100,20,16,Y,0.2968
100,20,16,B,0.7032
100,20,17,O,0.0
100,20,17,Y,0.2731
100,20,17,B,0.7269
100,20,18,O,0.0
100,20,18,Y,0.2791
100,20,18,B,0.7209
100,20,19,O,0.0
100,20,19,Y,0.2873
100,20,19,B,0.7127
100,20,20,O,0.0
100,20,20,Y,0.299
100,20,20,B,0.701
100,20,21,O,0.0
100,20,21,Y,0.2942
100,20,21,B,0.7058
100,20,22,O,0.0
100,20,22,Y,0.2833
100,20,22,B,0.7167
100,20,23,O,0.0
100,20,23,Y,0.2833
100,20,23,B,0.7167
100,21,0,O,0.1086
100,21,0,Y,0.8914
100,21,0,B,0.0
100,21,1,O,0.1326
100,21,1,Y,0.6822
100,21,1,B,0.1852
100,21,2,O,0.3028
100,21,2,Y,0.5022
100,21,2,B,0.195
100,21,3,O,0.115
100,21,3,Y,0.6377
100,21,3,B,0.2473
100,21,4,O,0.1255
100,21,4,Y,0.5615
100,21,4,B,0.313
100,21,5,O,0.1953
100,21,5,Y,0.4901
100,21,5,B,0.3146
100,21,6,O,0.2067
100,21,6,Y,0.4712
100,21,6,B,0.3221
100,21,7,O,0.3682
100,21,7,Y,0.3778
100,21,7,B,0.254
100,21,8,O,0.1301
100,21,8,Y,0.2452
100,21,8,B,0.6247
100,21,9,O,0.0755
100,21,9,Y,0.1544
100,21,9,B,0.7701
100,21,10,O,0.0076
100,21,10,Y,0.0349
100,21,10,B,0.9575
100,21,11,O,0.0
100,21,11,Y,0.0431
100,21,11,B,0.9569
100,21,12,O,0.0
100,21,12,Y,0.1671
100,21,12,B,0.8329
100,21,13,O,0.0
100,21,13,Y,0.2028
100,21,13,B,0.7972
100,21,14,O,0.0
100,21,14,Y,0.2551
100,21,14,B,0.7449
100,21,15,O,0.0
100,21,15,Y,0.2977
100,21,15,B,0.7023
100,21,16,O,0.0
100,21,16,Y,0.2974
100,21,16,B,0.7026
100,21,17,O,0.0
100,21,17,Y,0.2901
100,21,17,B,0.7099
100,21,18,O,0.0
100,21,18,Y,0.269
100,21,18,B,0.731
100,21,19,O,0.0
100,21,19,Y,0.2688
100,21,19,B,0.7312
100,21,20,O,0.0
100,21,20,Y,0.2821
100,21,20,B,0.7179
100,21,21,O,0.0
100,21,21,Y,0.2713
100,21,21,B,0.7287
100,21,22,O,0.0
100,21,22,Y,0.2381
100,21,22,B,0.7619
100,21,23,O,0.0
100,21,23,Y,0.2618
100,21,23,B,0.7382
100,22,0,O,0.1076
100,22,0,Y,0.8924
100,22,0,B,0.0
100,22,1,O,0.1435
100,22,1,Y,0.7363
100,22,1,B,0.1202
100,22,2,O,0.2734
100,22,2,Y,0.5102
100,22,2,B,0.2164
100,22,3,O,0.1678
100,22,3,Y,0.5743
100,22,3,B,0.2579
100,22,4,O,0.1466
100,22,4,Y,0.5972
100,22,4,B,0.2562
100,22,5,O,0.2106
100,22,5,Y,0.473
100,22,5,B,0.3164
100,22,6,O,0.2035
100,22,6,Y,0.4744
100,22,6,B,0.3221
100,22,7,O,0.3739
100,22,7,Y,0.3825
100,22,7,B,0.2436
100,22,8,O,0.1164
100,22,8,Y,0.2465
100,22,8,B,0.6371
100,22,9,O,0.0471
100,22,9,Y,0.1431
100,22,9,B,0.8098
100,22,10,O,0.0127
100,22,10,Y,0.0454
100,22,10,B,0.9419
100,22,11,O,0.0
100,22,11,Y,0.0445
100,22,11,B,0.9555
100,22,12,O,0.0
100,22,12,Y,0.1621
100,22,12,B,0.8379
100,22,13,O,0.0
100,22,13,Y,0.2076
100,22,13,B,0.7924
100,22,14,O,0.0
100,22,14,Y,0.2326
100,22,14,B,0.7674
100,22,15,O,0.0
100,22,15,Y,0.3121
100,22,15,B,0.6879
100,22,16,O,0.0
100,22,16,Y,0.2905
100,22,16,B,0.7095
100,22,17,O,0.0
100,22,17,Y,0.2722
100,22,17,B,0.7278
100,22,18,O,0.0
100,22,18,Y,0.2989
100,22,18,B,0.7011
100,22,19,O,0.0
100,22,19,Y,0.2864
100,22,19,B,0.7136
100,22,20,O,0.0
100,22,20,Y,0.2431
100,22,20,B,0.7569
100,22,21,O,0.0
100,22,21,Y,0.2322
100,22,21,B,0.7678
100,22,22,O,0.0
100,22,22,Y,0.2713
100,22,22,B,0.7287
100,22,23,O,0.0
100,22,23,Y,0.2565
100,22,23,B,0.7435
100,23,0,O,0.1112
100,23,0,Y,0.8888
100,23,0,B,0.0
100,23,1,O,0.1575
100,23,1,Y,0.7438
100,23,1,B,0.0987
100,23,2,O,0.2923
100,23,2,Y,0.5158
100,23,2,B,0.1919
100,23,3,O,0.1122
100,23,3,Y,0.5499
100,23,3,B,0.3379
100,23,4,O,0.1349
100,23,4,Y,0.5388
100,23,4,B,0.3263
100,23,5,O,0.2055
100,23,5,Y,0.483
100,23,5,B,0.3115
100,23,6,O,0.2108
100,23,6,Y,0.488
100,23,6,B,0.3012
100,23,7,O,0.3834
100,23,7,Y,0.3804
100,23,7,B,0.2362
100,23,8,O,0.1242
100,23,8,Y,0.3017
100,23,8,B,0.5741
100,23,9,O,0.0519
100,23,9,Y,0.1078
100,23,9,B,0.8403
100,23,10,O,0.01
100,23,10,Y,0.0271
100,23,10,B,0.9629
100,23,11,O,0.0
100,23,11,Y,0.0479
100,23,11,B,0.9521
100,23,12,O,0.0
100,23,12,Y,0.1652
100,23,12,B,0.8348
100,23,13,O,0.0
100,23,13,Y,0.2115
100,23,13,B,0.7885
100,23,14,O,0.0
100,23,14,Y,0.2518
100,23,14,B,0.7482
100,23,15,O,0.0
100,23,15,Y,0.2979
100,23,15,B,0.7021
100,23,16,O,0.0
100,23,16,Y,0.2921
100,23,16,B,0.7079
100,23,17,O,0.0
100,23,17,Y,0.2803
100,23,17,B,0.7197
100,23,18,O,0.0
100,23,18,Y,0.2915
100,23,18,B,0.7085
100,23,19,O,0.0
100,23,19,Y,0.2993
100,23,19,B,0.7007
100,23,20,O,0.0
100,23,20,Y,0.2836
100,23,20,B,0.7164
100,23,21,O,0.0
100,23,21,Y,0.2575
100,23,21,B,0.7425
100,23,22,O,0.0
100,23,22,Y,0.2571
100,23,22,B,0.7429
100,23,23,O,0.0
100,23,23,Y,0.2415
100,23,23,B,0.7585
100,24,0,O,0.1111
100,24,0,Y,0.8889
100,24,0,B,0.0
100,24,1,O,0.1379
100,24,1,Y,0.7823
100,24,1,B,0.0798
100,24,2,O,0.3142
100,24,2,Y,0.522
100,24,2,B,0.1638
100,24,3,O,0.1945
100,24,3,Y,0.5518
100,24,3,B,0.2537
100,24,4,O,0.1423
100,24,4,Y,0.5032
100,24,4,B,0.3545
100,24,5,O,0.1869
100,24,5,Y,0.4919
100,24,5,B,0.3212
100,24,6,O,0.1866
100,24,6,Y,0.499
100,24,6,B,0.3144
100,24,7,O,0.3727
100,24,7,Y,0.3581
100,24,7,B,0.2692
100,24,8,O,0.1458
100,24,8,Y,0.274
100,24,8,B,0.5802
100,24,9,O,0.062
100,24,9,Y,0.1481
100,24,9,B,0.7899
100,24,10,O,0.0
100,24,10,Y,0.0
100,24,10,B,1.0
100,24,11,O,0.0
100,24,11,Y,0.0365
100,24,11,B,0.9635
100,24,12,O,0.0
100,24,12,Y,0.1558
100,24,12,B,0.8442
100,24,13,O,0.0
100,24,13,Y,0.2023
100,24,13,B,0.7977
100,24,14,O,0.0
100,24,14,Y,0.2484
100,24,14,B,0.7516
100,24,15,O,0.0
100,24,15,Y,0.2831
100,24,15,B,0.7169
100,24,16,O,0.0
100,24,16,Y,0.2821
100,24,16,B,0.7179
100,24,17,O,0.0
100,24,17,Y,0.2876
100,24,17,B,0.7124
100,24,18,O,0.0
100,24,18,Y,0.2861
100,24,18,B,0.7139
100,24,19,O,0.0
100,24,19,Y,0.3022
100,24,19,B,0.6978
100,24,20,O,0.0
100,24,20,Y,0.2605
100,24,20,B,0.7395
100,24,21,O,0.0
100,24,21,Y,0.306
100,24,21,B,0.694
100,24,22,O,0.0
100,24,22,Y,0.2482
100,24,22,B,0.7518
100,24,23,O,0.0
100,24,23,Y,0.2427
100,24,23,B,0.7573
100,25,0,O,0.1117
100,25,0,Y,0.8883
100,25,0,B,0.0
100,25,1,O,0.1633
100,25,1,Y,0.7006
100,25,1,B,0.1361
100,25,2,O,0.2739
100,25,2,Y,0.5322
100,25,2,B,0.1939
100,25,3,O,0.1199
100,25,3,Y,0.6514
100,25,3,B,0.2287
100,25,4,O,0.1003
100,25,4,Y,0.6815
100,25,4,B,0.2182
100,25,5,O,0.2107
100,25,5,Y,0.4892
100,25,5,B,0.3001
100,25,6,O,0.2172
100,25,6,Y,0.4875
100,25,6,B,0.2953
100,25,7,O,0.4028
100,25,7,Y,0.3562
100,25,7,B,0.241
100,25,8,O,0.1574
100,25,8,Y,0.3738
100,25,8,B,0.4688
100,25,9,O,0.0357
100,25,9,Y,0.0938
100,25,9,B,0.8705
100,25,10,O,0.0002
100,25,10,Y,0.0058
100,25,10,B,0.994
100,25,11,O,0.0
100,25,11,Y,0.047
100,25,11,B,0.953
100,25,12,O,0.0
100,25,12,Y,0.175
100,25,12,B,0.825
100,25,13,O,0.0
100,25,13,Y,0.2095
100,25,13,B,0.7905
100,25,14,O,0.0
100,25,14,Y,0.2388
100,25,14,B,0.7612
100,25,15,O,0.0
100,25,15,Y,0.2888
100,25,15,B,0.7112
100,25,16,O,0.0
100,25,16,Y,0.2925
100,25,16,B,0.7075
100,25,17,O,0.0
100,25,17,Y,0.2978
100,25,17,B,0.7022
100,25,18,O,0.0
100,25,18,Y,0.3063
100,25,18,B,0.6937
100,25,19,O,0.0
100,25,19,Y,0.2802
100,25,19,B,0.7198
100,25,20,O,0.0
100,25,20,Y,0.2633
100,25,20,B,0.7367
100,25,21,O,0.0
100,25,21,Y,0.2647
100,25,21,B,0.7353
100,25,22,O,0.0
100,25,22,Y,0.2668
100,25,22,B,0.7332
100,25,23,O,0.0
100,25,23,Y,0.2687
100,25,23,B,0.7313
100,26,0,O,0.1088
100,26,0,Y,0.8912
100,26,0,B,0.0
100,26,1,O,0.1354
100,26,1,Y,0.7575
100,26,1,B,0.1071
100,26,2,O,0.2769
100,26,2,Y,0.5032
100,26,2,B,0.2199
100,26,3,O,0.1194
100,26,3,Y,0.5617
100,26,3,B,0.3189
100,26,4,O,0.1315
100,26,4,Y,0.5676
100,26,4,B,0.3009
100,26,5,O,0.201
100,26,5,Y,0.4917
100,26,5,B,0.3073
100,26,6,O,0.1891
100,26,6,Y,0.4957
100,26,6,B,0.3152
100,26,7,O,0.3717
100,26,7,Y,0.3659
100,26,7,B,0.2624
100,26,8,O,0.1378
100,26,8,Y,0.2834
100,26,8,B,0.5788
100,26,9,O,0.0858
100,26,9,Y,0.1314
100,26,9,B,0.7828
100,26,10,O,0.0
100,26,10,Y,0.0098
100,26,10,B,0.9902
100,26,11,O,0.0
100,26,11,Y,0.0378
100,26,11,B,0.9622
100,26,12,O,0.0
100,26,12,Y,0.163
100,26,12,B,0.837
100,26,13,O,0.0
100,26,13,Y,0.202
100,26,13,B,0.798
100,26,14,O,0.0
100,26,14,Y,0.2461
100,26,14,B,0.7539
100,26,15,O,0.0
100,26,15,Y,0.2942
100,26,15,B,0.7058
100,26,16,O,0.0
100,26,16,Y,0.3002
100,26,16,B,0.6998
100,26,17,O,0.0
100,26,17,Y,0.2792
100,26,17,B,0.7208
100,26,18,O,0.0
100,26,18,Y,0.2915
100,26,18,B,0.7085
100,26,19,O,0.0
100,26,19,Y,0.3101
100,26,19,B,0.6899
100,26,20,O,0.0
100,26,20,Y,0.2727
100,26,20,B,0.7273
100,26,21,O,0.0
100,26,21,Y,0.2849
100,26,21,B,0.7151
100,26,22,O,0.0
100,26,22,Y,0.2617
100,26,22,B,0.7383
100,26,23,O,0.0
100,26,23,Y,0.2585
100,26,23,B,0.7415
100,27,0,O,0.1082
100,27,0,Y,0.8918
100,27,0,B,0.0
100,27,1,O,0.1816
100,27,1,Y,0.6812
100,27,1,B,0.1372
100,27,2,O,0.3211
100,27,2,Y,0.4973
100,27,2,B,0.1816
100,27,3,O,0.1421
100,27,3,Y,0.5363
100,27,3,B,0.3216
100,27,4,O,0.1356
100,27,4,Y,0.5481
100,27,4,B,0.3163
100,27,5,O,0.2098
100,27,5,Y,0.4881
100,27,5,B,0.3021
100,27,6,O,0.2003
100,27,6,Y,0.4863
100,27,6,B,0.3134
100,27,7,O,0.3633
100,27,7,Y,0.3856
100,27,7,B,0.2511
100,27,8,O,0.1103
100,27,8,Y,0.2706
100,27,8,B,0.6191
100,27,9,O,0.0539
100,27,9,Y,0.1233
100,27,9,B,0.8228
100,27,10,O,0.0106
100,27,10,Y,0.0465
100,27,10,B,0.9429
100,27,11,O,0.0
100,27,11,Y,0.0397
100,27,11,B,0.9603
100,27,12,O,0.0
100,27,12,Y,0.1566
100,27,12,B,0.8434
100,27,13,O,0.0
100,27,13,Y,0.2091
100,27,13,B,0.7909
100,27,14,O,0.0
100,27,14,Y,0.2639
100,27,14,B,0.7361
100,27,15,O,0.0
100,27,15,Y,0.2818
100,27,15,B,0.7182
100,27,16,O,0.0
100,27,16,Y,0.2806
100,27,16,B,0.7194
100,27,17,O,0.0
100,27,17,Y,0.2702
100,27,17,B,0.7298
100,27,18,O,0.0
100,27,18,Y,0.2904
100,27,18,B,0.7096
100,27,19,O,0.0
100,27,19,Y,0.2915
100,27,19,B,0.7085
100,27,20,O,0.0
100,27,20,Y,0.2655
100,27,20,B,0.7345
100,27,21,O,0.0
100,27,21,Y,0.292
100,27,21,B,0.708
100,27,22,O,0.0
100,27,22,Y,0.2658
100,27,22,B,0.7342
100,27,23,O,0.0
100,27,23,Y,0.2605
100,27,23,B,0.7395
100,28,0,O,0.1076
100,28,0,Y,0.8924
100,28,0,B,0.0
100,28,1,O,0.1302
100,28,1,Y,0.7775
100,28,1,B,0.0923
100,28,2,O,0.2891
100,28,2,Y,0.5332
100,28,2,B,0.1777
100,28,3,O,0.1108
100,28,3,Y,0.6323
100,28,3,B,0.2569
100,28,4,O,0.1266
100,28,4,Y,0.5753
100,28,4,B,0.2981
100,28,5,O,0.2015
100,28,5,Y,0.4908
100,28,5,B,0.3077
100,28,6,O,0.2019
100,28,6,Y,0.4945
100,28,6,B,0.3036
100,28,7,O,0.3677
100,28,7,Y,0.3806
100,28,7,B,0.2517
100,28,8,O,0.1491
100,28,8,Y,0.2731
100,28,8,B,0.5778
100,28,9,O,0.0448
100,28,9,Y,0.1438
100,28,9,B,0.8114
100,28,10,O,0.0
100,28,10,Y,0.0
100,28,10,B,1.0
100,28,11,O,0.0
100,28,11,Y,0.0487
100,28,11,B,0.9513
100,28,12,O,0.0
100,28,12,Y,0.1657
100,28,12,B,0.8343
100,28,13,O,0.0
100,28,13,Y,0.2251
100,28,13,B,0.7749
100,28,14,O,0.0
100,28,14,Y,0.2444
100,28,14,B,0.7556
100,28,15,O,0.0
100,28,15,Y,0.2926
100,28,15,B,0.7074
100,28,16,O,0.0
100,28,16,Y,0.2959
100,28,16,B,0.7041
100,28,17,O,0.0
100,28,17,Y,0.307
100,28,17,B,0.693
100,28,18,O,0.0
100,28,18,Y,0.2778
100,28,18,B,0.7222
100,28,19,O,0.0
100,28,19,Y,0.2904
100,28,19,B,0.7096
100,28,20,O,0.0
100,28,20,Y,0.3023
100,28,20,B,0.6977
100,28,21,O,0.0
100,28,21,Y,0.2441
100,28,21,B,0.7559
100,28,22,O,0.0
100,28,22,Y,0.2855
100,28,22,B,0.7145
100,28,23,O,0.0
100,28,23,Y,0.2897
100,28,23,B,0.7103
100,29,0,O,0.1213
100,29,0,Y,0.8787
100,29,0,B,0.0
100,29,1,O,0.1814
100,29,1,Y,0.6715
100,29,1,B,0.1471
100,29,2,O,0.2791
100,29,2,Y,0.5282
100,29,2,B,0.1927
100,29,3,O,0.1477
100,29,3,Y,0.5326
100,29,3,B,0.3197
100,29,4,O,0.1499
100,29,4,Y,0.5932
100,29,4,B,0.2569
100,29,5,O,0.2036
100,29,5,Y,0.4789
100,29,5,B,0.3175
100,29,6,O,0.2036
100,29,6,Y,0.4789
100,29,6,B,0.3175
100,29,7,O,0.3669
100,29,7,Y,0.387
100,29,7,B,0.2461
100,29,8,O,0.1372
100,29,8,Y,0.3306
100,29,8,B,0.5322
100,29,9,O,0.052
100,29,9,Y,0.1362
100,29,9,B,0.8118
100,29,10,O,0.0
100,29,10,Y,0.0
100,29,10,B,1.0
100,29,11,O,0.0
100,29,11,Y,0.0433
100,29,11,B,0.9567
100,29,12,O,0.0
100,29,12,Y,0.1691
100,29,12,B,0.8309
100,29,13,O,0.0
100,29,13,Y,0.2104
100,29,13,B,0.7896
100,29,14,O,0.0
100,29,14,Y,0.2466
100,29,14,B,0.7534
100,29,15,O,0.0
