t,y,estrategia,n_vizinhos_media
56,5,B,5.170419504312107
57,5,O,8.0
57,5,Y,7.963376021158566
57,5,B,5.179678218691863
58,5,O,8.0
58,5,Y,7.96441836567432
58,5,B,5.191291655020327
59,5,O,8.0
59,5,Y,7.965072249204759
59,5,B,5.200618318690217
60,5,O,8.0
60,5,Y,7.967112581369346
60,5,B,5.215879267727789
61,5,O,8.0
61,5,Y,7.967454312805067
61,5,B,5.223719565656636
62,5,O,8.0
62,5,Y,7.965035555503538
62,5,B,5.226969729699807
63,5,O,8.0
63,5,Y,7.965945165650378
63,5,B,5.235600263410726
64,5,O,8.0
64,5,Y,7.966853550793059
64,5,B,5.243634564631041
65,5,O,8.0
65,5,Y,7.96542911044053
65,5,B,5.248203869941144
66,5,O,8.0
66,5,Y,7.967289952796881
66,5,B,5.2612137618368555
67,5,O,8.0
67,5,Y,7.967091826826544
67,5,B,5.2675712300409545
68,5,O,8.0
68,5,Y,7.96406518453893
68,5,B,5.267285423128499
69,5,O,8.0
69,5,Y,7.964892202469506
69,5,B,5.274393102017418
70,5,O,8.0
70,5,Y,7.96531764999837
70,5,B,5.281509298298451
71,5,O,8.0
71,5,Y,7.964144288540061
71,5,B,5.284205069366855
72,5,O,8.0
72,5,Y,7.966031457323196
72,5,B,5.293957688245103
73,5,O,8.0
73,5,Y,7.96595684158857
73,5,B,5.2985784063244
74,5,O,8.0
74,5,Y,7.9652721159803255
74,5,B,5.299729346595649
75,5,O,8.0
75,5,Y,7.966912111905967
75,5,B,5.307646151710977
76,5,O,8.0
76,5,Y,7.966947878519915
76,5,B,5.314654101045672
77,5,O,8.0
77,5,Y,7.965059314533115
77,5,B,5.315257335100383
78,5,O,8.0
78,5,Y,7.96696442386396
78,5,B,5.323211831267783
79,5,O,8.0
79,5,Y,7.966914753817159
79,5,B,5.32753894317725
80,5,O,8.0
80,5,Y,7.9650265929557085
80,5,B,5.322820745582355
81,5,O,8.0
81,5,Y,7.966279113221342
81,5,B,5.32773937946536
82,5,O,8.0
82,5,Y,7.9655641018403545
82,5,B,5.3315176279164245
83,5,O,8.0
83,5,Y,7.9639878837594305
83,5,B,5.3319385954732255
84,5,O,8.0
84,5,Y,7.965224678630948
84,5,B,5.339811903206442
85,5,O,8.0
85,5,Y,7.965680456024619
85,5,B,5.346143524161605
86,5,O,8.0
86,5,Y,7.9643234807486545
86,5,B,5.34644048025457
87,5,O,8.0
87,5,Y,7.964964514827716
87,5,B,5.350586568483075
88,5,O,8.0
88,5,Y,7.96491969853698
88,5,B,5.355462195707971
89,5,O,8.0
89,5,Y,7.964401294117108
89,5,B,5.358881228974763
90,5,O,8.0
90,5,Y,7.965213677011139
90,5,B,5.364087857380555
91,5,O,8.0
91,5,Y,7.964816137994223
91,5,B,5.366450962319783
92,5,O,8.0
92,5,Y,7.963501041232917
92,5,B,5.3635208639143
93,5,O,8.0
93,5,Y,7.96384597442316
93,5,B,5.366727823425797
94,5,O,8.0
94,5,Y,7.96323026952002
94,5,B,5.366613938318385
95,5,O,8.0
95,5,Y,7.960906488831897
95,5,B,5.3618594157808355
96,5,O,8.0
96,5,Y,7.962588635594988
96,5,B,5.368018488873798
97,5,O,8.0
97,5,Y,7.963427342167026
97,5,B,5.373191061455794
98,5,O,8.0
98,5,Y,7.963733074614198
98,5,B,5.3793376265077395
99,5,O,8.0
99,5,Y,7.9648182982111795
99,5,B,5.3856327181204655
100,5,O,8.0
100,5,Y,7.963895732025731
100,5,B,5.388173925228062
