t,y,estrategia,n_vizinhos_media
0,9,O,
0,9,Y,
0,9,B,
1,9,O,8.332657495616823
1,9,Y,9.336484550095578
1,9,B,6.999179077566063
2,9,O,8.482324601390529
2,9,Y,9.658173201505216
2,9,B,6.4933800261089
3,9,O,8.483906514422856
3,9,Y,9.730682817211632
3,9,B,5.908870370561365
4,9,O,8.280576520845846
4,9,Y,9.654125766194282
4,9,B,5.190652020511326
5,9,O,8.172286624882805
5,9,Y,9.538239589857618
5,9,B,4.769026312256609
6,9,O,8.15901111756493
6,9,Y,9.453330050603192
6,9,B,4.539079028229557
7,9,O,8.17381600988083
7,9,Y,9.461633374856403
7,9,B,4.469297524946991
8,9,O,8.195509817026725
8,9,Y,9.516149394229702
8,9,B,4.51155210473974
9,9,O,8.206558718325399
9,9,Y,9.558075171176355
9,9,B,4.608248311832015
10,9,O,8.213662628233381
10,9,Y,9.57422915285089
10,9,B,4.7132649869941305
11,9,O,8.215905895605072
11,9,Y,9.57930034281671
11,9,B,4.794381923424358
12,9,O,8.21176318847799
12,9,Y,9.574945879022144
12,9,B,4.831101441093757
13,9,O,8.209172160485867
13,9,Y,9.564235723772008
13,9,B,4.828486285660283
14,9,O,8.205976120256118
14,9,Y,9.55501812674608
14,9,B,4.814799755887998
15,9,O,8.20180559380455
15,9,Y,9.544754278507735
15,9,B,4.79783398765075
16,9,O,8.2035800043544
16,9,Y,9.53582537234702
16,9,B,4.787527125349302
17,9,O,8.205008813059656
17,9,Y,9.53268351653708
17,9,B,4.7839339633707345
18,9,O,8.205664965901477
18,9,Y,9.534309057143359
18,9,B,4.781553433323366
19,9,O,8.20902826525409
19,9,Y,9.529063118562297
19,9,B,4.792575762325326
20,9,O,8.207851440264328
20,9,Y,9.529717050618594
20,9,B,4.796354811573277
21,9,O,8.208236249968802
21,9,Y,9.529694202880862
21,9,B,4.804305455420776
22,9,O,8.207746085953989
22,9,Y,9.527208376027362
22,9,B,4.813002970681891
23,9,O,8.207218629891143
23,9,Y,9.524307302721965
23,9,B,4.812864983015336
