t,y,estrategia,n_vizinhos_media
0,14,O,
0,14,Y,
0,14,B,
1,14,O,10.000778992681795
1,14,Y,16.00607915814157
1,14,B,8.669875020834208
2,14,O,13.678814909700474
2,14,Y,19.835659747294983
2,14,B,11.362813090175782
3,14,O,0.0
3,14,Y,19.515514858375134
3,14,B,8.322645606744537
4,14,O,0.0
4,14,Y,19.230796522191554
4,14,B,7.8043223323530775
5,14,O,0.0
5,14,Y,18.86891063519174
5,14,B,7.272295603056283
6,14,O,0.0
6,14,Y,18.489264309221195
6,14,B,6.910041431037983
7,14,O,0.0
7,14,Y,18.070352707562257
7,14,B,6.535863514018509
8,14,O,0.0
8,14,Y,17.6246710881844
8,14,B,6.370099067487919
9,14,O,0.0
9,14,Y,17.150286005403366
9,14,B,6.149638224473656
10,14,O,0.0
10,14,Y,16.687393490500714
10,14,B,6.060118331862465
11,14,O,0.0
11,14,Y,16.274815710526074
11,14,B,5.997742544021257
12,14,O,0.0
12,14,Y,15.952123231472124
12,14,B,5.936753614240933
13,14,O,0.0
13,14,Y,15.7080542603227
13,14,B,5.923517261931869
14,14,O,0.0
14,14,Y,15.566599752270145
14,14,B,5.91576400313106
15,14,O,0.0
15,14,Y,15.475092996441205
15,14,B,5.926864492958053
16,14,O,0.0
16,14,Y,15.422345394613544
16,14,B,5.923481800482405
17,14,O,0.0
17,14,Y,15.407673521244734
17,14,B,5.947047379060809
18,14,O,0.0
18,14,Y,15.376494290569754
18,14,B,5.9363260305317
19,14,O,0.0
19,14,Y,15.358538339284376
19,14,B,5.932749725041577
20,14,O,0.0
20,14,Y,15.367301870384019
20,14,B,5.924286036002459
21,14,O,0.0
21,14,Y,15.375432930119635
21,14,B,5.95155491675003
22,14,O,0.0
22,14,Y,15.375660933635846
22,14,B,5.935737519045655
23,14,O,0.0
23,14,Y,15.362792128662607
23,14,B,5.9372591811628
24,14,O,0.0
24,14,Y,15.380761766522223
24,14,B,5.9503243697593176
25,14,O,0.0
25,14,Y,15.376724412478895
25,14,B,5.95736714043803
26,14,O,0.0
26,14,Y,15.365905046880235
26,14,B,5.928228897718364
27,14,O,0.0
27,14,Y,15.379082249242808
27,14,B,5.9578555347162
28,14,O,0.0
28,14,Y,15.36352433494078
28,14,B,5.932542802971924
29,14,O,0.0
29,14,Y,15.3736156268315
29,14,B,5.95077438524455
30,14,O,0.0
30,14,Y,15.371823771898722
30,14,B,5.934971330292966
31,14,O,0.0
31,14,Y,15.35980999047904
31,14,B,5.936976215704019
32,14,O,0.0
32,14,Y,15.357024293139
32,14,B,5.9323848071076695
33,14,O,0.0
33,14,Y,15.362082471792995
33,14,B,5.935279144647502
34,14,O,0.0
34,14,Y,15.372489623984265
34,14,B,5.951004390100245
35,14,O,0.0
35,14,Y,15.350238818579907
35,14,B,5.931020488265058
36,14,O,0.0
36,14,Y,15.370251534668343
36,14,B,5.932888362676897
37,14,O,0.0
37,14,Y,15.364510616768914
37,14,B,5.942486543851764
38,14,O,0.0
38,14,Y,15.374236368424828
38,14,B,5.942447892347563
39,14,O,0.0
39,14,Y,15.366774159752646
39,14,B,5.9507186403108685
40,14,O,0.0
40,14,Y,15.367020921981245
40,14,B,5.938651065923974
41,14,O,0.0
41,14,Y,15.359486481869455
41,14,B,5.948679304889525
42,14,O,0.0
42,14,Y,15.36132735938455
42,14,B,5.928377753198796
43,14,O,0.0
