t,y,estrategia,n_vizinhos_media
0,20,O,
0,20,Y,
0,20,B,
1,20,O,12.002587800369788
1,20,Y,21.339273598687846
1,20,B,10.675423534362432
2,20,O,15.55595238095238
2,20,Y,23.930528404674707
2,20,B,15.27478483606142
3,20,O,0.0
3,20,Y,23.767586432356076
3,20,B,9.607286785413494
4,20,O,0.0
4,20,Y,23.546853782881175
4,20,B,9.210751183279694
5,20,O,0.0
5,20,Y,23.245986932963906
5,20,B,8.536703752009858
6,20,O,0.0
6,20,Y,22.89310356717889
6,20,B,8.466709489048066
7,20,O,0.0
7,20,Y,22.597705860807373
7,20,B,8.038687179142006
8,20,O,0.0
8,20,Y,22.220528446565496
8,20,B,7.914175600723789
9,20,O,0.0
9,20,Y,21.895388492440585
9,20,B,7.757340739390514
10,20,O,0.0
10,20,Y,21.751903085801462
10,20,B,7.581022875136978
11,20,O,0.0
11,20,Y,21.71254282949251
11,20,B,7.690211540452577
12,20,O,0.0
12,20,Y,21.64050906430586
12,20,B,7.537602941441954
13,20,O,0.0
13,20,Y,21.623408233021056
13,20,B,7.667582743200114
14,20,O,0.0
14,20,Y,21.59643408141106
14,20,B,7.533722416967057
15,20,O,0.0
15,20,Y,21.625978531837166
15,20,B,7.661817067478301
16,20,O,0.0
16,20,Y,21.587317661939117
16,20,B,7.505108854003403
17,20,O,0.0
17,20,Y,21.63050762731744
17,20,B,7.691206190437018
18,20,O,0.0
18,20,Y,21.594412878678913
18,20,B,7.532170265756506
19,20,O,0.0
19,20,Y,21.63029538192844
19,20,B,7.665354936112624
20,20,O,0.0
20,20,Y,21.60115283778254
20,20,B,7.526214559442049
21,20,O,0.0
21,20,Y,21.61166086834538
21,20,B,7.656624105066913
22,20,O,0.0
22,20,Y,21.614293646570797
22,20,B,7.560847461121675
23,20,O,0.0
23,20,Y,21.619860588466267
23,20,B,7.641301446075767
24,20,O,0.0
24,20,Y,21.599843198090795
24,20,B,7.540646552301508
25,20,O,0.0
25,20,Y,21.628006583106053
25,20,B,7.650251059215032
26,20,O,0.0
26,20,Y,21.60164330057014
26,20,B,7.525665969616422
27,20,O,0.0
27,20,Y,21.620379527294304
27,20,B,7.658651974876802
28,20,O,0.0
28,20,Y,21.618474676847672
28,20,B,7.54084738236907
29,20,O,0.0
29,20,Y,21.614535052347296
29,20,B,7.606832839609229
30,20,O,0.0
30,20,Y,21.600518809765028
30,20,B,7.565226884288719
31,20,O,0.0
31,20,Y,21.609645281714858
31,20,B,7.606219187376213
32,20,O,0.0
32,20,Y,21.59105312588632
32,20,B,7.551785484186845
33,20,O,0.0
33,20,Y,21.621198256637015
33,20,B,7.646170860265332
34,20,O,0.0
34,20,Y,21.61414342966593
34,20,B,7.5534236732180045
35,20,O,0.0
35,20,Y,21.616550795329957
35,20,B,7.632989185200795
36,20,O,0.0
36,20,Y,21.591401699569975
36,20,B,7.5251499959873165
37,20,O,0.0
37,20,Y,21.6148286091995
37,20,B,7.610929904454553
