Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.133,0.5504,0.3166,1
2,0.0354,0.3881,0.5765,1
3,0.0386,0.161,0.8004,1
4,0.0654,0.0602,0.8744,1
5,0.1068,0.0523,0.8409,1
6,0.1559,0.0679,0.7762,1
7,0.2078,0.0891,0.7031,1
8,0.2602,0.1148,0.625,1
9,0.3041,0.1411,0.5548,1
10,0.338,0.1637,0.4983,1
11,0.3587,0.1805,0.4608,1
12,0.374,0.1899,0.4361,1
13,0.3782,0.2015,0.4203,1
14,0.371,0.2159,0.4131,1
15,0.3513,0.235,0.4137,1
16,0.3202,0.2578,0.422,1
17,0.2901,0.2644,0.4455,1
18,0.2612,0.2603,0.4785,1
19,0.2339,0.2525,0.5136,1
20,0.2105,0.2439,0.5456,1
21,0.191,0.239,0.57,1
22,0.1756,0.2351,0.5893,1
23,0.1644,0.23,0.6056,1
24,0.1575,0.2283,0.6142,1
25,0.1546,0.2232,0.6222,1
26,0.1521,0.2191,0.6288,1
27,0.1487,0.2162,0.6351,1
28,0.1474,0.2138,0.6388,1
29,0.145,0.2156,0.6394,1
30,0.1379,0.2242,0.6379,1
31,0.1321,0.2265,0.6414,1
32,0.1334,0.2159,0.6507,1
33,0.1357,0.2109,0.6534,1
34,0.1371,0.2173,0.6456,1
35,0.1384,0.2237,0.6379,1
36,0.1369,0.2315,0.6316,1
37,0.1365,0.24,0.6235,1
38,0.1358,0.2435,0.6207,1
39,0.1306,0.2443,0.6251,1
40,0.1292,0.2395,0.6313,1
41,0.1253,0.2404,0.6343,1
42,0.1276,0.2359,0.6365,1
43,0.1303,0.226,0.6437,1
44,0.1322,0.2267,0.6411,1
45,0.1334,0.2242,0.6424,1
46,0.1379,0.2264,0.6357,1
47,0.1434,0.2246,0.632,1
48,0.1467,0.2296,0.6237,1
49,0.1517,0.2394,0.6089,1
50,0.155,0.2505,0.5945,1
51,0.1531,0.2591,0.5878,1
52,0.1484,0.2654,0.5862,1
53,0.1454,0.2588,0.5958,1
54,0.1465,0.2478,0.6057,1
55,0.1497,0.2424,0.6079,1
56,0.1523,0.2446,0.6031,1
57,0.1505,0.2514,0.5981,1
58,0.1481,0.2546,0.5973,1
59,0.1471,0.2551,0.5978,1
60,0.1463,0.2541,0.5996,1
61,0.1439,0.2551,0.601,1
