Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.5649,0.3617,0.0734,1
2,0.1807,0.8005,0.0188,1
3,0.0232,0.9445,0.0323,1
4,0.0147,0.9225,0.0628,1
5,0.0206,0.8739,0.1055,1
6,0.0258,0.8176,0.1566,1
7,0.0333,0.7527,0.214,1
8,0.0386,0.6863,0.2751,1
9,0.0469,0.6157,0.3374,1
10,0.0546,0.5461,0.3993,1
11,0.0604,0.4769,0.4627,1
12,0.0665,0.4115,0.522,1
13,0.0757,0.3505,0.5738,1
14,0.0849,0.307,0.6081,1
15,0.0945,0.2776,0.6279,1
16,0.1051,0.255,0.6399,1
17,0.1119,0.2474,0.6407,1
18,0.1243,0.2372,0.6385,1
19,0.1356,0.2337,0.6307,1
20,0.1379,0.2412,0.6209,1
21,0.1421,0.2478,0.6101,1
22,0.1501,0.2561,0.5938,1
23,0.1547,0.2653,0.58,1
24,0.1557,0.2748,0.5695,1
25,0.1618,0.2774,0.5608,1
26,0.1677,0.2822,0.5501,1
27,0.1741,0.2926,0.5333,1
28,0.1852,0.2966,0.5182,1
29,0.1893,0.3102,0.5005,1
30,0.195,0.3212,0.4838,1
31,0.1989,0.3315,0.4696,1
32,0.2026,0.3398,0.4576,1
33,0.1917,0.3576,0.4507,1
34,0.1884,0.363,0.4486,1
35,0.1935,0.3664,0.4401,1
36,0.2015,0.3664,0.4321,1
37,0.2053,0.3722,0.4225,1
38,0.1988,0.3903,0.4109,1
39,0.1876,0.4131,0.3993,1
40,0.1861,0.4234,0.3905,1
41,0.1761,0.4356,0.3883,1
42,0.1698,0.4353,0.3949,1
43,0.176,0.4235,0.4005,1
44,0.1759,0.4209,0.4032,1
45,0.1687,0.4291,0.4022,1
46,0.1696,0.4269,0.4035,1
47,0.1707,0.4223,0.407,1
48,0.1715,0.4214,0.4071,1
49,0.1728,0.4223,0.4049,1
50,0.1711,0.431,0.3979,1
51,0.1739,0.4385,0.3876,1
52,0.178,0.4508,0.3712,1
53,0.1785,0.4658,0.3557,1
54,0.1841,0.4746,0.3413,1
55,0.1834,0.487,0.3296,1
56,0.1829,0.4961,0.321,1
57,0.1807,0.5059,0.3134,1
58,0.1813,0.512,0.3067,1
59,0.1639,0.5301,0.306,1
60,0.1572,0.5238,0.319,1
61,0.1585,0.5097,0.3318,1
62,0.1666,0.4909,0.3425,1
63,0.1687,0.4762,0.3551,1
64,0.172,0.4646,0.3634,1
65,0.1731,0.4589,0.368,1
66,0.1706,0.4542,0.3752,1
67,0.1794,0.4404,0.3802,1
68,0.1872,0.4284,0.3844,1
69,0.1929,0.4203,0.3868,1
70,0.1892,0.4234,0.3874,1
