t,pop,estrategia,n_vizinhos
0,60,Y,
0,60,B,
0,61,O,
0,61,Y,
0,61,B,
0,62,O,
0,62,Y,
0,62,B,
0,63,O,
0,63,Y,
0,63,B,
0,64,O,
0,64,Y,
0,64,B,
0,65,O,
0,65,Y,
0,65,B,
0,66,O,
0,66,Y,
0,66,B,
0,67,O,
0,67,Y,
0,67,B,
0,68,O,
0,68,Y,
0,68,B,
0,69,O,
0,69,Y,
0,69,B,
0,70,O,
0,70,Y,
0,70,B,
0,71,O,
0,71,Y,
0,71,B,
0,72,O,
0,72,Y,
0,72,B,
0,73,O,
0,73,Y,
0,73,B,
0,74,O,
0,74,Y,
0,74,B,
0,75,O,
0,75,Y,
0,75,B,
0,76,O,
0,76,Y,
0,76,B,
0,77,O,
0,77,Y,
0,77,B,
0,78,O,
0,78,Y,
0,78,B,
0,79,O,
0,79,Y,
0,79,B,
0,80,O,
0,80,Y,
0,80,B,
0,81,O,
0,81,Y,
0,81,B,
0,82,O,
0,82,Y,
0,82,B,
0,83,O,
0,83,Y,
0,83,B,
0,84,O,
0,84,Y,
0,84,B,
0,85,O,
0,85,Y,
0,85,B,
0,86,O,
0,86,Y,
0,86,B,
0,87,O,
0,87,Y,
0,87,B,
0,88,O,
0,88,Y,
0,88,B,
0,89,O,
0,89,Y,
0,89,B,
0,90,O,
0,90,Y,
0,90,B,
0,91,O,
0,91,Y,
0,91,B,
0,92,O,
0,92,Y,
0,92,B,
0,93,O,
0,93,Y,
0,93,B,
0,94,O,
0,94,Y,
0,94,B,
0,95,O,
0,95,Y,
0,95,B,
0,96,O,
0,96,Y,
0,96,B,
0,97,O,
0,97,Y,
0,97,B,
0,98,O,
0,98,Y,
0,98,B,
0,99,O,
0,99,Y,
0,99,B,
1,0,O,48.0
1,0,Y,48.0
1,0,B,39.945384387058475
1,1,O,48.0
1,1,Y,48.0
1,1,B,40.24561403508772
1,2,O,48.0
1,2,Y,47.99792654028436
1,2,B,40.013006654567455
1,3,O,48.0
1,3,Y,47.9982126899017
1,3,B,40.115617433414045
1,4,O,48.0
1,4,Y,48.0
1,4,B,39.7882005899705
1,5,O,48.0
1,5,Y,48.0
1,5,B,40.10115081768625
1,6,O,48.0
1,6,Y,47.99730861244019
1,6,B,39.93287176399759
1,7,O,48.0
1,7,Y,48.0
1,7,B,40.148820326678766
1,8,O,48.0
1,8,Y,48.0
1,8,B,39.95066864784547
1,9,O,48.0
1,9,Y,48.0
1,9,B,39.89907984565153
1,10,O,48.0
1,10,Y,47.99733570159858
1,10,B,39.94757109004739
1,11,O,48.0
1,11,Y,47.99788647342995
1,11,B,39.99731102479833
1,12,O,48.0
1,12,Y,48.0
1,12,B,39.77067448680352
1,13,O,48.0
1,13,Y,48.0
1,13,B,40.23005565862709
1,14,O,48.0
1,14,Y,47.998796630565586
1,14,B,40.10313630880579
1,15,O,48.0
1,15,Y,47.98984164923812
1,15,B,40.15544041450777
1,16,O,48.0
1,16,Y,48.0
1,16,B,39.794932233352974
1,17,O,48.0
1,17,Y,48.0
1,17,B,40.1207729468599
1,18,O,48.0
1,18,Y,48.0
1,18,B,39.98332340678976
1,19,O,48.0
1,19,Y,48.0
1,19,B,40.210045662100455
1,20,O,48.0
1,20,Y,48.0
1,20,B,39.954819277108435
1,21,O,48.0
1,21,Y,47.99701314217443
1,21,B,39.899729810867605
1,22,O,48.0
1,22,Y,47.99209726443769
1,22,B,40.05679758308157
1,23,O,48.0
1,23,Y,48.0
1,23,B,40.24218270999387
1,24,O,48.0
1,24,Y,48.0
1,24,B,39.91768565463764
1,25,O,48.0
1,25,Y,47.99702292348913
1,25,B,40.08517064331018
1,26,O,48.0
1,26,Y,48.0
1,26,B,39.9880059970015
1,27,O,48.0
1,27,Y,47.99822904368359
1,27,B,39.90600832837597
1,28,O,48.0
1,28,Y,47.997043169722055
1,28,B,39.98731884057971
1,29,O,48.0
1,29,Y,48.0
1,29,B,40.27078825347759
1,30,O,48.0
1,30,Y,48.0
1,30,B,39.977930211750675
1,31,O,48.0
1,31,Y,47.99878824598606
1,31,B,39.98375451263538
1,32,O,48.0
1,32,Y,48.0
1,32,B,39.85612788632327
1,33,O,48.0
1,33,Y,48.0
1,33,B,40.00539568345324
1,34,O,48.0
1,34,Y,47.99754676479608
1,34,B,39.94272076372315
1,35,O,48.0
1,35,Y,48.0
1,35,B,39.8375815056313
1,36,O,48.0
1,36,Y,48.0
1,36,B,40.078979343863914
1,37,O,48.0
1,37,Y,48.0
1,37,B,39.98800959232614
1,38,O,48.0
1,38,Y,48.0
1,38,B,40.14889091461562
1,39,O,48.0
1,39,Y,48.0
1,39,B,40.09725158562368
1,40,O,48.0
1,40,Y,47.996788321167884
1,40,B,40.029900332225914
1,41,O,48.0
1,41,Y,48.0
1,41,B,40.04652567975831
1,42,O,48.0
1,42,Y,48.0
1,42,B,39.88252743992881
1,43,O,48.0
1,43,Y,47.994862496222424
1,43,B,39.855290303566164
1,44,O,48.0
1,44,Y,48.0
1,44,B,40.19176398279041
1,45,O,48.0
1,45,Y,47.99612056102656
1,45,B,40.04294294294294
1,46,O,48.0
1,46,Y,47.99024687595245
1,46,B,39.9445768772348
1,47,O,48.0
1,47,Y,48.0
1,47,B,39.982132221560455
1,48,O,48.0
1,48,Y,48.0
1,48,B,40.051297525648764
1,49,O,48.0
1,49,Y,47.9948296836983
1,49,B,40.04699191858725
1,50,O,48.0
1,50,Y,47.989666371420135
1,50,B,40.22389434889435
1,51,O,48.0
1,51,Y,47.996724240619415
1,51,B,39.94897045658013
1,52,O,48.0
1,52,Y,47.9955595026643
1,52,B,40.04379341588644
1,53,O,48.0
1,53,Y,47.996978851963746
1,53,B,39.92966903073286
1,54,O,48.0
1,54,Y,47.99342694950702
1,54,B,40.06706948640483
1,55,O,48.0
1,55,Y,47.99557260920897
1,55,B,40.00938540720557
1,56,O,48.0
1,56,Y,47.99393939393939
1,56,B,39.791228070175436
1,57,O,48.0
1,57,Y,48.0
1,57,B,39.95472147750968
1,58,O,48.0
1,58,Y,47.99243341404358
1,58,B,39.845273047563126
1,59,O,48.0
1,59,Y,47.99821002386635
1,59,B,40.28790199081164
1,60,O,48.0
1,60,Y,47.99605343047966
1,60,B,39.88030888030888
1,61,O,48.0
1,61,Y,48.0
1,61,B,40.20606435643565
1,62,O,48.0
1,62,Y,48.0
1,62,B,39.90193775689959
1,63,O,48.0
1,63,Y,48.0
1,63,B,39.774193548387096
1,64,O,48.0
1,64,Y,47.99795141937372
1,64,B,40.339105793450884
1,65,O,48.0
1,65,Y,48.0
1,65,B,39.9122962962963
1,66,O,48.0
1,66,Y,48.0
1,66,B,40.03472014366956
1,67,O,48.0
1,67,Y,47.996701649175414
1,67,B,40.07886056971514
1,68,O,48.0
1,68,Y,48.0
1,68,B,39.9534328358209
1,69,O,48.0
1,69,Y,47.98802579060485
1,69,B,39.9485559566787
1,70,O,48.0
1,70,Y,48.0
1,70,B,39.99641362821279
1,71,O,48.0
1,71,Y,48.0
1,71,B,40.01731860256793
1,72,O,48.0
1,72,Y,47.99665042630938
1,72,B,39.8716814159292
1,73,O,48.0
1,73,Y,48.0
1,73,B,39.90623145400593
1,74,O,48.0
1,74,Y,47.99728014505893
1,74,B,40.12438875305624
1,75,O,48.0
1,75,Y,47.99788583509514
1,75,B,40.048050770625565
1,76,O,48.0
1,76,Y,47.997299729972994
1,76,B,40.02193509615385
1,77,O,48.0
1,77,Y,47.997287522603976
1,77,B,39.95461287451795
1,78,O,48.0
1,78,Y,48.0
1,78,B,40.09057971014493
1,79,O,48.0
1,79,Y,48.0
1,79,B,39.91027926322044
1,80,O,48.0
1,80,Y,48.0
1,80,B,40.01628959276018
1,81,O,48.0
1,81,Y,47.99347374666271
1,81,B,39.89632701421801
1,82,O,48.0
1,82,Y,47.993093093093094
1,82,B,39.892751039809866
1,83,O,48.0
1,83,Y,47.98722519310755
1,83,B,39.87496322447779
1,84,O,48.0
1,84,Y,48.0
1,84,B,39.93582887700535
1,85,O,48.0
1,85,Y,48.0
1,85,B,40.023276633840645
1,86,O,48.0
1,86,Y,48.0
1,86,B,40.078526125037754
1,87,O,48.0
1,87,Y,48.0
1,87,B,39.851176470588236
1,88,O,48.0
1,88,Y,47.9943351222421
1,88,B,40.02862307924074
1,89,O,48.0
1,89,Y,47.99732779097387
1,89,B,39.979291716686674
1,90,O,48.0
1,90,Y,48.0
1,90,B,40.18721321505048
1,91,O,48.0
1,91,Y,48.0
1,91,B,40.12435547467395
1,92,O,48.0
1,92,Y,47.996922129886116
1,92,B,39.8944264228841
1,93,O,48.0
1,93,Y,48.0
1,93,B,40.05205811138015
1,94,O,48.0
1,94,Y,47.997319833234066
1,94,B,39.91308217146248
1,95,O,48.0
1,95,Y,48.0
1,95,B,40.063302478351744
1,96,O,48.0
1,96,Y,48.0
1,96,B,40.022175606832484
1,97,O,48.0
1,97,Y,48.0
1,97,B,40.14731051344743
1,98,O,48.0
1,98,Y,47.99698976520168
1,98,B,40.11554748941319
1,99,O,48.0
1,99,Y,47.99786715417429
1,99,B,40.19208523592085
2,0,O,48.0
2,0,Y,47.98786828422877
2,0,B,40.062630480167016
2,1,O,48.0
2,1,Y,47.99674890036336
2,1,B,37.11826544021025
2,2,O,48.0
2,2,Y,47.99453242835596
2,2,B,37.5692068429238
2,3,O,48.0
2,3,Y,47.99241786015164
2,3,B,37.958997722095674
2,4,O,48.0
2,4,Y,47.98142857142857
2,4,B,37.097159940209266
2,5,O,48.0
2,5,Y,47.99377980510056
2,5,B,38.23728813559322
2,6,O,48.0
2,6,Y,47.99651995905834
2,6,B,39.0525
2,7,O,48.0
2,7,Y,47.991618310767244
2,7,B,39.02771084337349
2,8,O,48.0
2,8,Y,47.99049228818931
2,8,B,37.16689098250337
2,9,O,48.0
2,9,Y,47.984639710865146
2,9,B,38.834990059642145
2,10,O,48.0
2,10,Y,47.998213887028356
2,10,B,38.745501285347046
2,11,O,48.0
2,11,Y,47.99048913043478
2,11,B,37.46441947565543
2,12,O,48.0
2,12,Y,47.99505562422744
2,12,B,38.287390029325515
2,13,O,48.0
2,13,Y,47.9878912071535
2,13,B,40.478439425051334
2,14,O,48.0
2,14,Y,47.99190447277879
2,14,B,37.401146131805156
2,15,O,48.0
2,15,Y,47.98377611032245
2,15,B,39.6401384083045
2,16,O,48.0
2,16,Y,47.98678202355203
2,16,B,38.11623616236162
2,17,O,48.0
2,17,Y,47.98755519871538
2,17,B,36.14624505928854
2,18,O,48.0
2,18,Y,47.987743488728384
2,18,B,38.62474645030426
2,19,O,48.0
2,19,Y,47.992610345516276
2,19,B,37.348045397225725
2,20,O,48.0
2,20,Y,47.9967168791039
2,20,B,41.443548387096776
2,21,O,48.0
2,21,Y,47.992164948453606
2,21,B,37.422939068100355
2,22,O,48.0
2,22,Y,47.996646281317815
2,22,B,37.825561312607945
2,23,O,48.0
2,23,Y,47.98829399347534
2,23,B,39.93208092485549
2,24,O,48.0
2,24,Y,47.991069384016484
2,24,B,39.70038167938932
2,25,O,48.0
2,25,Y,47.98444216990788
2,25,B,39.39650145772595
2,26,O,48.0
2,26,Y,47.98832179930796
2,26,B,40.473880597014926
2,27,O,48.0
2,27,Y,47.99342265529842
2,27,B,40.61769352290679
2,28,O,48.0
2,28,Y,47.99126637554585
2,28,B,38.975029726516055
2,29,O,48.0
2,29,Y,47.997453619497996
2,29,B,40.25844930417495
2,30,O,48.0
2,30,Y,47.9768574908648
2,30,B,37.47094801223242
2,31,O,48.0
2,31,Y,47.99007854485325
2,31,B,39.46766169154229
2,32,O,48.0
2,32,Y,47.98830280291327
2,32,B,38.71205357142857
2,33,O,48.0
2,33,Y,47.98563089357881
2,33,B,37.528301886792455
2,34,O,48.0
2,34,Y,47.99587543823469
2,34,B,37.232183908045975
2,35,O,48.0
2,35,Y,47.989142727889615
2,35,B,38.250381679389314
2,36,O,48.0
2,36,Y,47.99845738526803
2,36,B,40.03211009174312
2,37,O,48.0
2,37,Y,47.99694376528117
2,37,B,43.06521739130435
2,38,O,48.0
2,38,Y,47.98315875949887
2,38,B,36.96
2,39,O,48.0
2,39,Y,47.996384089995985
2,39,B,38.92827004219409
2,40,O,48.0
2,40,Y,47.993882455757046
2,40,B,38.651898734177216
2,41,O,48.0
2,41,Y,47.99034749034749
2,41,B,39.32566371681416
2,42,O,48.0
2,42,Y,47.99599109131403
2,42,B,38.90106007067138
2,43,O,48.0
2,43,Y,47.99373259052925
2,43,B,40.12921348314607
2,44,O,48.0
2,44,Y,47.99680397727273
2,44,B,41.403141361256544
2,45,O,48.0
2,45,Y,47.979002624671914
2,45,B,38.1051051051051
2,46,O,48.0
2,46,Y,47.994884910485936
2,46,B,38.888888888888886
2,47,O,48.0
2,47,Y,47.99559471365639
2,47,B,38.146239554317546
2,48,O,48.0
2,48,Y,47.995083579154375
2,48,B,41.36185819070904
2,49,O,48.0
2,49,Y,47.9967433340118
2,49,B,37.849918433931485
2,50,O,48.0
2,50,Y,47.99324063344921
2,50,B,36.12310030395137
2,51,O,48.0
2,51,Y,47.97841043890866
2,51,B,37.36847710330139
2,52,O,48.0
2,52,Y,47.99191317301553
2,52,B,37.724550898203596
2,53,O,48.0
2,53,Y,47.97927584564078
2,53,B,39.44274809160305
2,54,O,48.0
2,54,Y,47.9911947168301
2,54,B,39.565011820330966
2,55,O,48.0
2,55,Y,47.98780735622841
2,55,B,38.42967542503864
2,56,O,48.0
2,56,Y,47.9806739345887
2,56,B,37.58536585365854
2,57,O,48.0
2,57,Y,47.99219098616689
2,57,B,37.57256461232604
2,58,O,48.0
2,58,Y,47.984530131609326
2,58,B,39.41779497098646
2,59,O,48.0
2,59,Y,47.99681584999116
2,59,B,40.36039603960396
2,60,O,48.0
2,60,Y,47.99255737027083
2,60,B,37.270992366412216
2,61,O,48.0
2,61,Y,47.9931934203063
2,61,B,37.625942684766216
2,62,O,48.0
2,62,Y,47.98507821901324
2,62,B,38.25199362041467
2,63,O,48.0
2,63,Y,47.992520398912056
2,63,B,40.908433734939756
2,64,O,48.0
2,64,Y,47.993877907993706
2,64,B,38.33188405797102
2,65,O,48.0
2,65,Y,47.98769445089389
2,65,B,39.585972850678736
2,66,O,48.0
2,66,Y,47.9920993227991
2,66,B,39.93638676844784
2,67,O,48.0
2,67,Y,47.98560100166945
2,67,B,37.420757363253855
2,68,O,48.0
2,68,Y,47.99253393665158
2,68,B,38.92883211678832
2,69,O,48.0
2,69,Y,47.99425969912906
2,69,B,40.11352657004831
2,70,O,48.0
2,70,Y,47.98954703832753
2,70,B,39.385245901639344
2,71,O,48.0
2,71,Y,47.99106400665004
2,71,B,40.77777777777778
2,72,O,48.0
2,72,Y,47.99016314779271
2,72,B,36.415217391304346
2,73,O,48.0
2,73,Y,47.99026268115942
2,73,B,40.026476578411405
2,74,O,48.0
2,74,Y,47.99543552681628
2,74,B,39.67495219885277
2,75,O,48.0
2,75,Y,47.99390243902439
2,75,B,39.28117359413203
2,76,O,48.0
2,76,Y,47.99330058061635
2,76,B,37.93607305936073
2,77,O,48.0
2,77,Y,47.98861047835991
2,77,B,37.34642356241234
2,78,O,48.0
2,78,Y,47.98922914466737
2,78,B,37.669642857142854
2,79,O,48.0
2,79,Y,47.99225639922564
2,79,B,39.644539614561026
2,80,O,48.0
2,80,Y,47.99513742071882
2,80,B,37.02053915275995
2,81,O,48.0
2,81,Y,47.990373327072085
2,81,B,37.12528216704289
2,82,O,48.0
2,82,Y,47.98461538461538
2,82,B,38.84220907297831
2,83,O,48.0
2,83,Y,47.992041780651576
2,83,B,38.09958506224066
2,84,O,48.0
2,84,Y,47.989583333333336
2,84,B,38.06972789115646
2,85,O,48.0
2,85,Y,47.989655900358876
2,85,B,37.94969818913481
2,86,O,48.0
2,86,Y,47.981362325271796
2,86,B,36.729559748427675
2,87,O,48.0
2,87,Y,47.98428961748634
2,87,B,38.4656
2,88,O,48.0
2,88,Y,47.994475138121544
2,88,B,38.48039215686274
2,89,O,48.0
2,89,Y,47.997846683893194
2,89,B,40.98786828422877
2,90,O,48.0
2,90,Y,47.98425816607635
2,90,B,38.45954692556634
2,91,O,48.0
2,91,Y,47.98571737719109
2,91,B,37.15979381443299
2,92,O,48.0
2,92,Y,47.99041675952753
2,92,B,42.6025641025641
2,93,O,48.0
2,93,Y,47.984845339422876
2,93,B,37.924418604651166
2,94,O,48.0
2,94,Y,47.99756529437804
2,94,B,38.05873925501432
2,95,O,48.0
2,95,Y,47.98994095779576
2,95,B,38.61802575107296
2,96,O,48.0
2,96,Y,47.99482981473503
2,96,B,40.32034632034632
2,97,O,48.0
2,97,Y,47.99247706422018
2,97,B,40.57531380753138
2,98,O,48.0
2,98,Y,47.99185123276222
2,98,B,37.345588235294116
2,99,O,48.0
2,99,Y,47.99252977993135
2,99,B,38.730858468677496
3,0,O,48.0
3,0,Y,47.999504029758214
3,0,B,36.23952095808383
3,1,O,48.0
3,1,Y,47.999604221635884
3,1,B,35.98098098098098
3,2,O,48.0
3,2,Y,48.0
3,2,B,34.373046875
3,3,O,48.0
3,3,Y,48.0
3,3,B,34.64454148471616
3,4,O,48.0
3,4,Y,48.0
3,4,B,33.97742663656885
3,5,O,48.0
3,5,Y,48.0
3,5,B,34.82507015902713
3,6,O,48.0
3,6,Y,47.99879372738239
3,6,B,35.30390492359932
3,7,O,48.0
3,7,Y,48.0
3,7,B,34.613678373382626
3,8,O,48.0
3,8,Y,48.0
3,8,B,34.98123324396783
3,9,O,48.0
3,9,Y,47.999138037187535
3,9,B,38.82888888888889
3,10,O,48.0
3,10,Y,47.99957859249895
3,10,B,37.26594301221167
3,11,O,48.0
3,11,Y,48.0
3,11,B,35.49032258064516
3,12,O,48.0
3,12,Y,48.0
3,12,B,35.88984509466437
3,13,O,48.0
3,13,Y,48.0
3,13,B,34.823645320197045
3,14,O,48.0
3,14,Y,48.0
3,14,B,33.45107794361526
3,15,O,48.0
3,15,Y,48.0
3,15,B,35.274486094316806
3,16,O,48.0
3,16,Y,48.0
3,16,B,38.12893553223388
3,17,O,48.0
3,17,Y,48.0
3,17,B,35.31319554848967
3,18,O,48.0
3,18,Y,47.99912510936133
3,18,B,36.87052810902896
3,19,O,48.0
3,19,Y,47.999869859448204
3,19,B,34.904225352112675
3,20,O,48.0
3,20,Y,48.0
3,20,B,35.411499436302144
3,21,O,48.0
3,21,Y,48.0
3,21,B,36.00306748466258
3,22,O,48.0
3,22,Y,47.99940617577197
3,22,B,35.68997668997669
3,23,O,48.0
3,23,Y,48.0
3,23,B,35.90413533834587
3,24,O,48.0
3,24,Y,47.99973701512163
3,24,B,36.11379310344827
3,25,O,48.0
3,25,Y,48.0
3,25,B,35.25934314835787
3,26,O,48.0
3,26,Y,47.99925363851225
3,26,B,36.753993610223645
3,27,O,48.0
3,27,Y,48.0
3,27,B,34.80037488284911
3,28,O,48.0
3,28,Y,47.99972840847366
3,28,B,35.701892744479494
3,29,O,48.0
3,29,Y,48.0
3,29,B,34.435137895812055
3,30,O,48.0
3,30,Y,48.0
3,30,B,35.3048128342246
3,31,O,48.0
3,31,Y,48.0
3,31,B,35.63821138211382
3,32,O,48.0
3,32,Y,47.99960317460317
3,32,B,34.803899082568805
3,33,O,48.0
3,33,Y,48.0
3,33,B,34.69206349206349
3,34,O,48.0
3,34,Y,48.0
3,34,B,35.671897289586305
3,35,O,48.0
3,35,Y,47.99825526774929
3,35,B,37.6786355475763
3,36,O,48.0
3,36,Y,47.998911334220395
3,36,B,35.231617647058826
3,37,O,48.0
3,37,Y,48.0
3,37,B,34.93706293706294
3,38,O,48.0
3,38,Y,47.99937272613223
3,38,B,37.2905604719764
3,39,O,48.0
3,39,Y,48.0
3,39,B,35.56496062992126
3,40,O,48.0
3,40,Y,47.99899218946838
3,40,B,36.902877697841724
3,41,O,48.0
3,41,Y,48.0
3,41,B,34.68682505399568
3,42,O,48.0
3,42,Y,47.99937043565853
3,42,B,35.23502994011976
3,43,O,48.0
3,43,Y,48.0
3,43,B,37.36842105263158
3,44,O,48.0
3,44,Y,48.0
3,44,B,35.70632911392405
3,45,O,48.0
3,45,Y,48.0
3,45,B,34.55949367088608
3,46,O,48.0
3,46,Y,48.0
3,46,B,35.339853300733495
3,47,O,48.0
3,47,Y,47.99960609243698
3,47,B,35.278067885117494
3,48,O,48.0
3,48,Y,48.0
3,48,B,35.544401544401545
3,49,O,48.0
3,49,Y,48.0
3,49,B,37.16258351893096
3,50,O,48.0
3,50,Y,48.0
3,50,B,34.18514531754575
3,51,O,48.0
3,51,Y,47.998785097192226
3,51,B,36.50732356857523
3,52,O,48.0
3,52,Y,47.999736078120876
3,52,B,35.038575667655785
3,53,O,48.0
3,53,Y,48.0
3,53,B,35.937947494033416
3,54,O,48.0
3,54,Y,48.0
3,54,B,35.95116279069767
3,55,O,48.0
3,55,Y,48.0
3,55,B,34.739512195121954
3,56,O,48.0
3,56,Y,47.99974427822529
3,56,B,37.686182669789225
3,57,O,48.0
3,57,Y,47.99933862433863
3,57,B,34.228729281767954
3,58,O,48.0
3,58,Y,47.99961310291462
3,58,B,36.2368839427663
3,59,O,48.0
3,59,Y,48.0
3,59,B,35.00085397096499
3,60,O,48.0
3,60,Y,47.999498935237376
3,60,B,36.95454545454545
3,61,O,48.0
3,61,Y,48.0
3,61,B,34.783720930232555
3,62,O,48.0
3,62,Y,47.99959817840879
3,62,B,33.03538812785388
3,63,O,48.0
3,63,Y,48.0
3,63,B,35.823970037453186
3,64,O,48.0
3,64,Y,47.9994923857868
3,64,B,34.44426751592356
3,65,O,48.0
3,65,Y,48.0
3,65,B,34.791418355184746
3,66,O,48.0
3,66,Y,48.0
3,66,B,35.936
3,67,O,48.0
3,67,Y,47.99987596129993
3,67,B,35.13677130044843
3,68,O,48.0
3,68,Y,47.99869655891554
3,68,B,35.5480059084195
3,69,O,48.0
3,69,Y,48.0
3,69,B,34.3311867525299
3,70,O,48.0
3,70,Y,48.0
3,70,B,33.94219653179191
3,71,O,48.0
3,71,Y,48.0
3,71,B,34.663951120162935
3,72,O,48.0
3,72,Y,47.99849454271735
3,72,B,36.62603878116344
3,73,O,48.0
3,73,Y,48.0
3,73,B,34.939828080229226
3,74,O,48.0
3,74,Y,48.0
3,74,B,35.67209302325581
3,75,O,48.0
3,75,Y,48.0
3,75,B,35.27621195039459
3,76,O,48.0
3,76,Y,48.0
3,76,B,36.38442822384428
3,77,O,48.0
3,77,Y,47.9983635448137
3,77,B,36.164933135215456
3,78,O,48.0
3,78,Y,48.0
3,78,B,35.28186274509804
3,79,O,48.0
3,79,Y,47.99987646695491
3,79,B,35.976
3,80,O,48.0
3,80,Y,48.0
3,80,B,36.019024970273485
3,81,O,48.0
3,81,Y,47.99804469273743
3,81,B,36.59279038718291
3,82,O,48.0
3,82,Y,47.99925797674994
3,82,B,36.26890756302521
3,83,O,48.0
3,83,Y,48.0
3,83,B,34.62334217506631
3,84,O,48.0
3,84,Y,48.0
3,84,B,37.51914893617021
3,85,O,48.0
3,85,Y,48.0
3,85,B,36.49077490774908
3,86,O,48.0
3,86,Y,48.0
3,86,B,33.19815668202765
3,87,O,48.0
3,87,Y,48.0
3,87,B,36.867709815078236
3,88,O,48.0
3,88,Y,47.99986900707362
3,88,B,34.75479452054795
3,89,O,48.0
3,89,Y,48.0
3,89,B,36.3363184079602
3,90,O,48.0
3,90,Y,47.999137824855275
3,90,B,35.86602209944751
3,91,O,48.0
3,91,Y,47.999863890023136
3,91,B,36.498297389330304
3,92,O,48.0
3,92,Y,48.0
3,92,B,35.59281437125748
3,93,O,48.0
3,93,Y,47.99925641343413
3,93,B,36.747368421052634
3,94,O,48.0
3,94,Y,48.0
3,94,B,35.93741109530583
3,95,O,48.0
3,95,Y,48.0
3,95,B,36.72967032967033
3,96,O,48.0
3,96,Y,48.0
3,96,B,34.94488188976378
3,97,O,48.0
3,97,Y,48.0
3,97,B,34.96413502109704
3,98,O,48.0
3,98,Y,48.0
3,98,B,35.584631360332295
3,99,O,48.0
3,99,Y,48.0
3,99,B,36.85970149253731
4,0,O,48.0
4,0,Y,48.0
4,0,B,32.50771208226221
4,1,O,48.0
4,1,Y,48.0
4,1,B,31.43017206882753
4,2,O,48.0
4,2,Y,48.0
4,2,B,30.96124031007752
4,3,O,48.0
4,3,Y,48.0
4,3,B,30.913881242626818
4,4,O,48.0
4,4,Y,47.99960840621329
4,4,B,31.750291036088473
4,5,O,48.0
4,5,Y,48.0
4,5,B,30.744981412639405
4,6,O,48.0
4,6,Y,48.0
4,6,B,31.299883313885648
4,7,O,48.0
4,7,Y,48.0
4,7,B,31.362549800796813
4,8,O,48.0
4,8,Y,48.0
4,8,B,31.12615740740741
4,9,O,48.0
4,9,Y,48.0
4,9,B,31.99384236453202
4,10,O,48.0
4,10,Y,48.0
4,10,B,31.72528007793473
4,11,O,48.0
4,11,Y,48.0
4,11,B,32.63873775843308
4,12,O,48.0
4,12,Y,48.0
4,12,B,32.83839779005525
4,13,O,48.0
4,13,Y,48.0
4,13,B,30.75966520526106
4,14,O,48.0
4,14,Y,48.0
4,14,B,30.227575982209043
4,15,O,48.0
4,15,Y,48.0
