Generation,O,Y,B,sim
0,0.4884,0.0098,0.5018,1
1,0.8424,0.1556,0.002,1
2,0.4465,0.5515,0.002,1
3,0.1771,0.8018,0.0211,1
4,0.0479,0.8856,0.0665,1
5,0.0068,0.8549,0.1383,1
6,0.0009,0.7641,0.235,1
7,0.0,0.6745,0.3255,1
8,0.0,0.5606,0.4394,1
9,0.0,0.4708,0.5292,1
10,0.0,0.3458,0.6542,1
11,0.0,0.3106,0.6894,1
12,0.0,0.1934,0.8066,1
13,0.0,0.1856,0.8144,1
14,0.0,0.1318,0.8682,1
15,0.0,0.1415,0.8585,1
16,0.0,0.1349,0.8651,1
17,0.0,0.1296,0.8704,1
18,0.0,0.1248,0.8752,1
19,0.0,0.1609,0.8391,1
20,0.0,0.1328,0.8672,1
21,0.0,0.1528,0.8472,1
22,0.0,0.1202,0.8798,1
23,0.0,0.148,0.852,1
24,0.0,0.1506,0.8494,1
25,0.0,0.1399,0.8601,1
26,0.0,0.1591,0.8409,1
27,0.0,0.1397,0.8603,1
28,0.0,0.1546,0.8454,1
29,0.0,0.146,0.854,1
30,0.0,0.1457,0.8543,1
31,0.0,0.133,0.867,1
32,0.0,0.1325,0.8675,1
33,0.0,0.1413,0.8587,1
34,0.0,0.1443,0.8557,1
35,0.0,0.1323,0.8677,1
36,0.0,0.145,0.855,1
37,0.0,0.1461,0.8539,1
38,0.0,0.151,0.849,1
39,0.0,0.1544,0.8456,1
40,0.0,0.1448,0.8552,1
41,0.0,0.1284,0.8716,1
42,0.0,0.1569,0.8431,1
43,0.0,0.1302,0.8698,1
44,0.0,0.1511,0.8489,1
45,0.0,0.15,0.85,1
46,0.0,0.1388,0.8612,1
47,0.0,0.1373,0.8627,1
48,0.0,0.1507,0.8493,1
49,0.0,0.1404,0.8596,1
50,0.0,0.1628,0.8372,1
51,0.0,0.1355,0.8645,1
52,0.0,0.1505,0.8495,1
53,0.0,0.1308,0.8692,1
54,0.0,0.1635,0.8365,1
55,0.0,0.1354,0.8646,1
56,0.0,0.1442,0.8558,1
57,0.0,0.1295,0.8705,1
58,0.0,0.1565,0.8435,1
59,0.0,0.1425,0.8575,1
60,0.0,0.1443,0.8557,1
61,0.0,0.1253,0.8747,1
62,0.0,0.1363,0.8637,1
63,0.0,0.1499,0.8501,1
64,0.0,0.127,0.873,1
65,0.0,0.1351,0.8649,1
66,0.0,0.1329,0.8671,1
67,0.0,0.1459,0.8541,1
68,0.0,0.1136,0.8864,1
69,0.0,0.1396,0.8604,1
70,0.0,0.1294,0.8706,1
71,0.0,0.1467,0.8533,1
72,0.0,0.1357,0.8643,1
73,0.0,0.1355,0.8645,1
74,0.0,0.1412,0.8588,1
75,0.0,0.1291,0.8709,1
76,0.0,0.1457,0.8543,1
77,0.0,0.1398,0.8602,1
78,0.0,0.1393,0.8607,1
79,0.0,0.158,0.842,1
80,0.0,0.152,0.848,1
81,0.0,0.1229,0.8771,1
82,0.0,0.1509,0.8491,1
83,0.0,0.1283,0.8717,1
84,0.0,0.1393,0.8607,1
85,0.0,0.1638,0.8362,1
86,0.0,0.1364,0.8636,1
87,0.0,0.1366,0.8634,1
88,0.0,0.1533,0.8467,1
89,0.0,0.1522,0.8478,1
90,0.0,0.1352,0.8648,1
91,0.0,0.1414,0.8586,1
92,0.0,0.1387,0.8613,1
93,0.0,0.1359,0.8641,1
94,0.0,0.1457,0.8543,1
95,0.0,0.1436,0.8564,1
96,0.0,0.1363,0.8637,1
97,0.0,0.1415,0.8585,1
98,0.0,0.1313,0.8687,1
99,0.0,0.1582,0.8418,1
100,0.0,0.1403,0.8597,1
101,0.0,0.1597,0.8403,1
102,0.0,0.1329,0.8671,1
103,0.0,0.1565,0.8435,1
104,0.0,0.1488,0.8512,1
105,0.0,0.1489,0.8511,1
106,0.0,0.1536,0.8464,1
107,0.0,0.1367,0.8633,1
108,0.0,0.1496,0.8504,1
109,0.0,0.1355,0.8645,1
110,0.0,0.1473,0.8527,1
111,0.0,0.1523,0.8477,1
112,0.0,0.1356,0.8644,1
113,0.0,0.1498,0.8502,1
114,0.0,0.1418,0.8582,1
115,0.0,0.1413,0.8587,1
116,0.0,0.1367,0.8633,1
117,0.0,0.1218,0.8782,1
118,0.0,0.1488,0.8512,1
119,0.0,0.1253,0.8747,1
120,0.0,0.1575,0.8425,1
121,0.0,0.1344,0.8656,1
122,0.0,0.1516,0.8484,1
123,0.0,0.1374,0.8626,1
124,0.0,0.1548,0.8452,1
125,0.0,0.1467,0.8533,1
126,0.0,0.141,0.859,1
127,0.0,0.1401,0.8599,1
128,0.0,0.1556,0.8444,1
129,0.0,0.1318,0.8682,1
130,0.0,0.1632,0.8368,1
131,0.0,0.1176,0.8824,1
132,0.0,0.1809,0.8191,1
133,0.0,0.119,0.881,1
134,0.0,0.1541,0.8459,1
135,0.0,0.1255,0.8745,1
136,0.0,0.1621,0.8379,1
137,0.0,0.1178,0.8822,1
138,0.0,0.162,0.838,1
139,0.0,0.1195,0.8805,1
140,0.0,0.1556,0.8444,1
141,0.0,0.1294,0.8706,1
142,0.0,0.1723,0.8277,1
143,0.0,0.1279,0.8721,1
144,0.0,0.1495,0.8505,1
145,0.0,0.1323,0.8677,1
146,0.0,0.1507,0.8493,1
147,0.0,0.1414,0.8586,1
148,0.0,0.1417,0.8583,1
149,0.0,0.1315,0.8685,1
150,0.0,0.1431,0.8569,1
151,0.0,0.1475,0.8525,1
152,0.0,0.1323,0.8677,1
153,0.0,0.1437,0.8563,1
154,0.0,0.1418,0.8582,1
155,0.0,0.141,0.859,1
156,0.0,0.1442,0.8558,1
157,0.0,0.1573,0.8427,1
158,0.0,0.1214,0.8786,1
159,0.0,0.1367,0.8633,1
160,0.0,0.1351,0.8649,1
161,0.0,0.1523,0.8477,1
162,0.0,0.1441,0.8559,1
163,0.0,0.1308,0.8692,1
164,0.0,0.1377,0.8623,1
165,0.0,0.1604,0.8396,1
166,0.0,0.1303,0.8697,1
167,0.0,0.1505,0.8495,1
168,0.0,0.1321,0.8679,1
169,0.0,0.1211,0.8789,1
170,0.0,0.1455,0.8545,1
171,0.0,0.1296,0.8704,1
172,0.0,0.1339,0.8661,1
173,0.0,0.1281,0.8719,1
174,0.0,0.1689,0.8311,1
175,0.0,0.1197,0.8803,1
176,0.0,0.1658,0.8342,1
177,0.0,0.1327,0.8673,1
178,0.0,0.1697,0.8303,1
179,0.0,0.1266,0.8734,1
180,0.0,0.1658,0.8342,1
181,0.0,0.1197,0.8803,1
182,0.0,0.169,0.831,1
183,0.0,0.1285,0.8715,1
184,0.0,0.1798,0.8202,1
185,0.0,0.1287,0.8713,1
186,0.0,0.1665,0.8335,1
187,0.0,0.1131,0.8869,1
188,0.0,0.1716,0.8284,1
189,0.0,0.1199,0.8801,1
190,0.0,0.1583,0.8417,1
191,0.0,0.1267,0.8733,1
192,0.0,0.1832,0.8168,1
193,0.0,0.1112,0.8888,1
194,0.0,0.1706,0.8294,1
195,0.0,0.0983,0.9017,1
196,0.0,0.1681,0.8319,1
197,0.0,0.1105,0.8895,1
198,0.0,0.162,0.838,1
199,0.0,0.1255,0.8745,1
200,0.0,0.1557,0.8443,1
0,0.4936,0.0099,0.4965,2
1,0.8473,0.1506,0.0021,2
2,0.4738,0.5245,0.0017,2
3,0.2061,0.7914,0.0025,2
4,0.0677,0.9251,0.0072,2
5,0.0141,0.9613,0.0246,2
6,0.0001,0.9406,0.0593,2
7,0.0,0.8912,0.1088,2
8,0.0,0.8313,0.1687,2
9,0.0,0.7745,0.2255,2
10,0.0,0.6834,0.3166,2
11,0.0,0.5817,0.4183,2
12,0.0,0.49,0.51,2
13,0.0,0.4506,0.5494,2
14,0.0,0.4003,0.5997,2
15,0.0,0.3355,0.6645,2
16,0.0,0.2518,0.7482,2
17,0.0,0.2235,0.7765,2
18,0.0,0.194,0.806,2
19,0.0,0.1658,0.8342,2
20,0.0,0.1365,0.8635,2
21,0.0,0.1445,0.8555,2
22,0.0,0.1493,0.8507,2
23,0.0,0.1586,0.8414,2
24,0.0,0.1454,0.8546,2
25,0.0,0.1518,0.8482,2
26,0.0,0.1355,0.8645,2
27,0.0,0.1467,0.8533,2
28,0.0,0.1326,0.8674,2
29,0.0,0.1595,0.8405,2
30,0.0,0.1533,0.8467,2
31,0.0,0.1418,0.8582,2
32,0.0,0.137,0.863,2
33,0.0,0.1364,0.8636,2
34,0.0,0.1465,0.8535,2
35,0.0,0.1578,0.8422,2
36,0.0,0.1362,0.8638,2
37,0.0,0.1422,0.8578,2
38,0.0,0.1327,0.8673,2
39,0.0,0.1467,0.8533,2
40,0.0,0.1299,0.8701,2
41,0.0,0.1571,0.8429,2
42,0.0,0.129,0.871,2
43,0.0,0.1367,0.8633,2
44,0.0,0.1519,0.8481,2
45,0.0,0.1381,0.8619,2
46,0.0,0.1401,0.8599,2
47,0.0,0.1519,0.8481,2
48,0.0,0.1441,0.8559,2
49,0.0,0.1344,0.8656,2
50,0.0,0.1628,0.8372,2
51,0.0,0.1242,0.8758,2
52,0.0,0.1477,0.8523,2
53,0.0,0.1345,0.8655,2
54,0.0,0.17,0.83,2
55,0.0,0.1407,0.8593,2
56,0.0,0.1609,0.8391,2
57,0.0,0.139,0.861,2
58,0.0,0.167,0.833,2
59,0.0,0.1303,0.8697,2
60,0.0,0.1665,0.8335,2
61,0.0,0.1329,0.8671,2
62,0.0,0.1469,0.8531,2
63,0.0,0.1422,0.8578,2
64,0.0,0.1498,0.8502,2
65,0.0,0.1302,0.8698,2
66,0.0,0.1736,0.8264,2
67,0.0,0.1332,0.8668,2
68,0.0,0.1582,0.8418,2
69,0.0,0.1487,0.8513,2
70,0.0,0.1434,0.8566,2
71,0.0,0.1453,0.8547,2
72,0.0,0.1442,0.8558,2
73,0.0,0.1572,0.8428,2
74,0.0,0.1457,0.8543,2
75,0.0,0.1368,0.8632,2
76,0.0,0.1354,0.8646,2
77,0.0,0.1528,0.8472,2
78,0.0,0.1445,0.8555,2
79,0.0,0.1477,0.8523,2
80,0.0,0.1504,0.8496,2
81,0.0,0.1354,0.8646,2
82,0.0,0.1374,0.8626,2
83,0.0,0.1506,0.8494,2
84,0.0,0.1493,0.8507,2
85,0.0,0.1453,0.8547,2
86,0.0,0.1361,0.8639,2
87,0.0,0.1396,0.8604,2
88,0.0,0.1446,0.8554,2
89,0.0,0.1317,0.8683,2
90,0.0,0.1429,0.8571,2
91,0.0,0.1319,0.8681,2
92,0.0,0.1379,0.8621,2
93,0.0,0.1485,0.8515,2
94,0.0,0.1423,0.8577,2
95,0.0,0.1515,0.8485,2
96,0.0,0.1318,0.8682,2
97,0.0,0.1496,0.8504,2
98,0.0,0.1308,0.8692,2
99,0.0,0.1302,0.8698,2
100,0.0,0.1606,0.8394,2
101,0.0,0.1429,0.8571,2
102,0.0,0.1391,0.8609,2
103,0.0,0.1354,0.8646,2
104,0.0,0.149,0.851,2
105,0.0,0.1274,0.8726,2
106,0.0,0.1613,0.8387,2
107,0.0,0.119,0.881,2
108,0.0,0.1809,0.8191,2
109,0.0,0.1054,0.8946,2
110,0.0,0.1588,0.8412,2
111,0.0,0.1334,0.8666,2
112,0.0,0.1623,0.8377,2
113,0.0,0.1139,0.8861,2
114,0.0,0.1686,0.8314,2
115,0.0,0.126,0.874,2
116,0.0,0.1712,0.8288,2
117,0.0,0.1241,0.8759,2
118,0.0,0.1802,0.8198,2
119,0.0,0.1134,0.8866,2
120,0.0,0.1651,0.8349,2
121,0.0,0.1065,0.8935,2
122,0.0,0.1713,0.8287,2
123,0.0,0.1088,0.8912,2
124,0.0,0.1779,0.8221,2
125,0.0,0.0974,0.9026,2
126,0.0,0.1561,0.8439,2
127,0.0,0.104,0.896,2
128,0.0,0.1618,0.8382,2
129,0.0,0.1209,0.8791,2
130,0.0,0.1449,0.8551,2
131,0.0,0.1235,0.8765,2
132,0.0,0.1504,0.8496,2
133,0.0,0.1393,0.8607,2
134,0.0,0.1576,0.8424,2
135,0.0,0.1323,0.8677,2
136,0.0,0.147,0.853,2
137,0.0,0.1423,0.8577,2
138,0.0,0.1416,0.8584,2
139,0.0,0.1368,0.8632,2
140,0.0,0.1333,0.8667,2
141,0.0,0.1443,0.8557,2
