"","Generation","strategy","freq_media"
"337",112,"B",0.236165
"338",112,"O",0.75
"339",112,"Y",0.013835
"340",113,"B",0.235572
"341",113,"O",0.75
"342",113,"Y",0.014428
"343",114,"B",0.236497
"344",114,"O",0.75
"345",114,"Y",0.013503
"346",115,"B",0.235284
"347",115,"O",0.75
"348",115,"Y",0.014716
"349",116,"B",0.2365
"350",116,"O",0.75
"351",116,"Y",0.0135
"352",117,"B",0.234957
"353",117,"O",0.75
"354",117,"Y",0.015043
"355",118,"B",0.2364
"356",118,"O",0.75
"357",118,"Y",0.0136
"358",119,"B",0.235411
"359",119,"O",0.75
"360",119,"Y",0.014589
"361",120,"B",0.23615
"362",120,"O",0.75
"363",120,"Y",0.01385
"364",121,"B",0.235269
"365",121,"O",0.75
"366",121,"Y",0.014731
"367",122,"B",0.236506
"368",122,"O",0.75
"369",122,"Y",0.013494
"370",123,"B",0.235279
"371",123,"O",0.75
"372",123,"Y",0.014721
"373",124,"B",0.237085
"374",124,"O",0.75
"375",124,"Y",0.012915
"376",125,"B",0.234969
"377",125,"O",0.75
"378",125,"Y",0.015031
"379",126,"B",0.235888
"380",126,"O",0.75
"381",126,"Y",0.014112
"382",127,"B",0.234903
"383",127,"O",0.75
"384",127,"Y",0.015097
"385",128,"B",0.23691
"386",128,"O",0.75
"387",128,"Y",0.01309
"388",129,"B",0.234713
"389",129,"O",0.75
"390",129,"Y",0.015287
"391",130,"B",0.236887
"392",130,"O",0.75
"393",130,"Y",0.013113
"394",131,"B",0.234494
"395",131,"O",0.75
"396",131,"Y",0.015506
"397",132,"B",0.236704
"398",132,"O",0.75
"399",132,"Y",0.013296
"400",133,"B",0.234513
"401",133,"O",0.75
"402",133,"Y",0.015487
"403",134,"B",0.237208
"404",134,"O",0.75
"405",134,"Y",0.012792
"406",135,"B",0.233899
"407",135,"O",0.75
"408",135,"Y",0.016101
"409",136,"B",0.236694
"410",136,"O",0.75
"411",136,"Y",0.013306
"412",137,"B",0.234764
"413",137,"O",0.75
"414",137,"Y",0.015236
"415",138,"B",0.236767
"416",138,"O",0.75
"417",138,"Y",0.013233
"418",139,"B",0.234951
"419",139,"O",0.75
"420",139,"Y",0.015049
"421",140,"B",0.236558
"422",140,"O",0.75
"423",140,"Y",0.013442
"424",141,"B",0.234943
"425",141,"O",0.75
"426",141,"Y",0.015057
"427",142,"B",0.236305
"428",142,"O",0.75
"429",142,"Y",0.013695
"430",143,"B",0.235595
"431",143,"O",0.75
"432",143,"Y",0.014405
"433",144,"B",0.237216
"434",144,"O",0.75
"435",144,"Y",0.012784
"436",145,"B",0.235356
"437",145,"O",0.75
"438",145,"Y",0.014644
"439",146,"B",0.23628
"440",146,"O",0.75
"441",146,"Y",0.01372
"442",147,"B",0.235046
"443",147,"O",0.75
"444",147,"Y",0.014954
"445",148,"B",0.236277
"446",148,"O",0.75
"447",148,"Y",0.013723
"448",149,"B",0.235
"449",149,"O",0.75
"450",149,"Y",0.015
"451",150,"B",0.235958
"452",150,"O",0.75
"453",150,"Y",0.014042
"454",151,"B",0.235601
"455",151,"O",0.75
"456",151,"Y",0.014399
"457",152,"B",0.235538
"458",152,"O",0.75
"459",152,"Y",0.014462
"460",153,"B",0.235372
"461",153,"O",0.75
"462",153,"Y",0.014628
"463",154,"B",0.23568
"464",154,"O",0.75
"465",154,"Y",0.01432
"466",155,"B",0.235721
"467",155,"O",0.75
"468",155,"Y",0.014279
"469",156,"B",0.236172
"470",156,"O",0.75
"471",156,"Y",0.013828
"472",157,"B",0.235912
"473",157,"O",0.75
"474",157,"Y",0.014088
"475",158,"B",0.2357
"476",158,"O",0.75
"477",158,"Y",0.0143
"478",159,"B",0.23585
"479",159,"O",0.75
"480",159,"Y",0.01415
"481",160,"B",0.235594
"482",160,"O",0.75
"483",160,"Y",0.014406
"484",161,"B",0.236109
"485",161,"O",0.75
"486",161,"Y",0.013891
"487",162,"B",0.235493
"488",162,"O",0.75
"489",162,"Y",0.014507
"490",163,"B",0.235363
"491",163,"O",0.75
"492",163,"Y",0.014637
"493",164,"B",0.23539
"494",164,"O",0.75
"495",164,"Y",0.01461
"496",165,"B",0.236665
"497",165,"O",0.75
"498",165,"Y",0.013335
"499",166,"B",0.234923
"500",166,"O",0.75
"501",166,"Y",0.015077
"502",167,"B",0.236037
"503",167,"O",0.75
"504",167,"Y",0.013963
"505",168,"B",0.234918
"506",168,"O",0.75
"507",168,"Y",0.015082
"508",169,"B",0.236766
"509",169,"O",0.75
"510",169,"Y",0.013234
"511",170,"B",0.235237
"512",170,"O",0.75
"513",170,"Y",0.014763
"514",171,"B",0.236431
"515",171,"O",0.75
"516",171,"Y",0.013569
"517",172,"B",0.235245
"518",172,"O",0.75
"519",172,"Y",0.014755
"520",173,"B",0.236659
"521",173,"O",0.75
"522",173,"Y",0.013341
"523",174,"B",0.235397
"524",174,"O",0.75
"525",174,"Y",0.014603
"526",175,"B",0.235893
"527",175,"O",0.75
"528",175,"Y",0.014107
"529",176,"B",0.235791
"530",176,"O",0.75
"531",176,"Y",0.014209
"532",177,"B",0.235555
"533",177,"O",0.75
"534",177,"Y",0.014445
"535",178,"B",0.235901
"536",178,"O",0.75
"537",178,"Y",0.014099
"538",179,"B",0.235604
"539",179,"O",0.75
"540",179,"Y",0.014396
"541",180,"B",0.235495
"542",180,"O",0.75
"543",180,"Y",0.014505
"544",181,"B",0.236377
"545",181,"O",0.75
"546",181,"Y",0.013623
"547",182,"B",0.235533
"548",182,"O",0.75
"549",182,"Y",0.014467
"550",183,"B",0.235506
"551",183,"O",0.75
"552",183,"Y",0.014494
"553",184,"B",0.235764
"554",184,"O",0.75
"555",184,"Y",0.014236
"556",185,"B",0.236071
"557",185,"O",0.75
"558",185,"Y",0.013929
"559",186,"B",0.235627
"560",186,"O",0.75
"561",186,"Y",0.014373
"562",187,"B",0.236025
"563",187,"O",0.75
"564",187,"Y",0.013975
"565",188,"B",0.235825
"566",188,"O",0.75
"567",188,"Y",0.014175
"568",189,"B",0.236203
"569",189,"O",0.75
"570",189,"Y",0.013797
"571",190,"B",0.2355
"572",190,"O",0.75
"573",190,"Y",0.0145
"574",191,"B",0.235359
"575",191,"O",0.75
"576",191,"Y",0.014641
"577",192,"B",0.235747
"578",192,"O",0.75
"579",192,"Y",0.014253
"580",193,"B",0.235612
"581",193,"O",0.75
"582",193,"Y",0.014388
"583",194,"B",0.235732
"584",194,"O",0.75
"585",194,"Y",0.014268
"586",195,"B",0.23582
"587",195,"O",0.75
"588",195,"Y",0.01418
"589",196,"B",0.235554
"590",196,"O",0.75
"591",196,"Y",0.014446
"592",197,"B",0.23606
"593",197,"O",0.75
"594",197,"Y",0.01394
"595",198,"B",0.235028
"596",198,"O",0.75
"597",198,"Y",0.014972
"598",199,"B",0.235907
"599",199,"O",0.75
"600",199,"Y",0.014093
"601",200,"B",0.236385
"602",200,"O",0.75
"603",200,"Y",0.013615
