"","Generation","strategy","freq_media"
"1",0,"B",0.49527
"2",0,"O",0.009836
"3",0,"Y",0.494894
"4",1,"B",0.999537
"5",1,"O",0.000451
"6",1,"Y",1.2e-05
"7",2,"B",0.997511
"8",2,"O",0.002417
"9",2,"Y",7.2e-05
"10",3,"B",0.994079
"11",3,"O",0.005676
"12",3,"Y",0.000245
"13",4,"B",0.989309
"14",4,"O",0.010239
"15",4,"Y",0.000452
"16",5,"B",0.983325
"17",5,"O",0.016142
"18",5,"Y",0.000533
"19",6,"B",0.975925
"20",6,"O",0.023305
"21",6,"Y",0.00077
"22",7,"B",0.967144
"23",7,"O",0.031741
"24",7,"Y",0.001115
"25",8,"B",0.957895
"26",8,"O",0.041435
"27",8,"Y",0.00067
"28",9,"B",0.946379
"29",9,"O",0.05241
"30",9,"Y",0.001211
"31",10,"B",0.934228
"32",10,"O",0.06447
"33",10,"Y",0.001302
"34",11,"B",0.920533
"35",11,"O",0.077565
"36",11,"Y",0.001902
"37",12,"B",0.906123
"38",12,"O",0.091649
"39",12,"Y",0.002228
"40",13,"B",0.890489
"41",13,"O",0.106667
"42",13,"Y",0.002844
"43",14,"B",0.874646
"44",14,"O",0.122561
"45",14,"Y",0.002793
"46",15,"B",0.856873
"47",15,"O",0.139195
"48",15,"Y",0.003932
"49",16,"B",0.839757
"50",16,"O",0.156292
"51",16,"Y",0.003951
"52",17,"B",0.821123
"53",17,"O",0.174047
"54",17,"Y",0.00483
"55",18,"B",0.802837
"56",18,"O",0.192454
"57",18,"Y",0.004709
"58",19,"B",0.782951
"59",19,"O",0.211395
"60",19,"Y",0.005654
"61",20,"B",0.764023
"62",20,"O",0.230921
"63",20,"Y",0.005056
"64",21,"B",0.74202
"65",21,"O",0.250672
"66",21,"Y",0.007308
"67",22,"B",0.722716
"68",22,"O",0.270265
"69",22,"Y",0.007019
"70",23,"B",0.701439
"71",23,"O",0.290066
"72",23,"Y",0.008495
"73",24,"B",0.681679
"74",24,"O",0.309904
"75",24,"Y",0.008417
"76",25,"B",0.66003
"77",25,"O",0.329551
"78",25,"Y",0.010419
"79",26,"B",0.640673
"80",26,"O",0.34889
"81",26,"Y",0.010437
"82",27,"B",0.619855
"83",27,"O",0.368029
"84",27,"Y",0.012116
"85",28,"B",0.601106
"86",28,"O",0.386834
"87",28,"Y",0.01206
"88",29,"B",0.580673
"89",29,"O",0.405014
"90",29,"Y",0.014313
"91",30,"B",0.562968
"92",30,"O",0.422331
"93",30,"Y",0.014701
"94",31,"B",0.543981
"95",31,"O",0.439264
"96",31,"Y",0.016755
"97",32,"B",0.527353
"98",32,"O",0.45594
"99",32,"Y",0.016707
"100",33,"B",0.509053
"101",33,"O",0.472414
"102",33,"Y",0.018533
"103",34,"B",0.492562
"104",34,"O",0.489241
"105",34,"Y",0.018197
"106",35,"B",0.476009
"107",35,"O",0.506658
"108",35,"Y",0.017333
"109",36,"B",0.459533
"110",36,"O",0.524275
"111",36,"Y",0.016192
"112",37,"B",0.4412
"113",37,"O",0.541909
"114",37,"Y",0.016891
"115",38,"B",0.425429
"116",38,"O",0.55949
"117",38,"Y",0.015081
"118",39,"B",0.407267
"119",39,"O",0.576955
"120",39,"Y",0.015778
"121",40,"B",0.390652
"122",40,"O",0.594554
"123",40,"Y",0.014794
"124",41,"B",0.372173
"125",41,"O",0.611565
"126",41,"Y",0.016262
"127",42,"B",0.357001
"128",42,"O",0.628237
"129",42,"Y",0.014762
"130",43,"B",0.33936
"131",43,"O",0.644877
"132",43,"Y",0.015763
"133",44,"B",0.323659
"134",44,"O",0.661087
"135",44,"Y",0.015254
"136",45,"B",0.306983
"137",45,"O",0.677099
"138",45,"Y",0.015918
"139",46,"B",0.29247
"140",46,"O",0.692615
"141",46,"Y",0.014915
"142",47,"B",0.276365
"143",47,"O",0.707664
"144",47,"Y",0.015971
"145",48,"B",0.263123
"146",48,"O",0.722145
"147",48,"Y",0.014732
"148",49,"B",0.24863
"149",49,"O",0.735839
"150",49,"Y",0.015531
"151",50,"B",0.238384
"152",50,"O",0.747098
"153",50,"Y",0.014518
"154",51,"B",0.233757
"155",51,"O",0.750637
"156",51,"Y",0.015606
"157",52,"B",0.234455
"158",52,"O",0.75041
"159",52,"Y",0.015135
"160",53,"B",0.235129
"161",53,"O",0.75031
"162",53,"Y",0.014561
"163",54,"B",0.235081
"164",54,"O",0.750333
"165",54,"Y",0.014586
"166",55,"B",0.234609
"167",55,"O",0.750214
"168",55,"Y",0.015177
"169",56,"B",0.235834
"170",56,"O",0.750187
"171",56,"Y",0.013979
"172",57,"B",0.234645
"173",57,"O",0.750131
"174",57,"Y",0.015224
"175",58,"B",0.235263
"176",58,"O",0.750139
"177",58,"Y",0.014598
"178",59,"B",0.235491
"179",59,"O",0.750149
"180",59,"Y",0.01436
"181",60,"B",0.235466
"182",60,"O",0.750111
"183",60,"Y",0.014423
"184",61,"B",0.235814
"185",61,"O",0.750108
"186",61,"Y",0.014078
"187",62,"B",0.235079
"188",62,"O",0.750066
"189",62,"Y",0.014855
"190",63,"B",0.235755
"191",63,"O",0.7501
"192",63,"Y",0.014145
"193",64,"B",0.235298
"194",64,"O",0.750079
"195",64,"Y",0.014623
"196",65,"B",0.235664
"197",65,"O",0.750011
"198",65,"Y",0.014325
"199",66,"B",0.236002
"200",66,"O",0.750001
"201",66,"Y",0.013997
"202",67,"B",0.235567
"203",67,"O",0.75001
"204",67,"Y",0.014423
"205",68,"B",0.235837
"206",68,"O",0.750007
"207",68,"Y",0.014156
"208",69,"B",0.235584
"209",69,"O",0.750005
"210",69,"Y",0.014411
"211",70,"B",0.235779
"212",70,"O",0.750007
"213",70,"Y",0.014214
"214",71,"B",0.23578
"215",71,"O",0.750001
"216",71,"Y",0.014219
"217",72,"B",0.236574
"218",72,"O",0.75
"219",72,"Y",0.013426
"220",73,"B",0.235244
"221",73,"O",0.75
"222",73,"Y",0.014756
"223",74,"B",0.236299
"224",74,"O",0.75
"225",74,"Y",0.013701
"226",75,"B",0.23601
"227",75,"O",0.75
"228",75,"Y",0.01399
"229",76,"B",0.236103
"230",76,"O",0.75
"231",76,"Y",0.013897
"232",77,"B",0.235959
"233",77,"O",0.75
"234",77,"Y",0.014041
"235",78,"B",0.235976
"236",78,"O",0.75
"237",78,"Y",0.014024
"238",79,"B",0.235195
"239",79,"O",0.75
"240",79,"Y",0.014805
"241",80,"B",0.23608
"242",80,"O",0.75
"243",80,"Y",0.01392
"244",81,"B",0.23576
"245",81,"O",0.75
"246",81,"Y",0.01424
"247",82,"B",0.235902
"248",82,"O",0.75
"249",82,"Y",0.014098
"250",83,"B",0.23614
"251",83,"O",0.75
"252",83,"Y",0.01386
"253",84,"B",0.236175
"254",84,"O",0.75
"255",84,"Y",0.013825
"256",85,"B",0.236068
"257",85,"O",0.75
"258",85,"Y",0.013932
"259",86,"B",0.236004
"260",86,"O",0.75
"261",86,"Y",0.013996
"262",87,"B",0.236018
"263",87,"O",0.75
"264",87,"Y",0.013982
"265",88,"B",0.235976
"266",88,"O",0.75
"267",88,"Y",0.014024
"268",89,"B",0.235786
"269",89,"O",0.75
"270",89,"Y",0.014214
"271",90,"B",0.235134
"272",90,"O",0.75
"273",90,"Y",0.014866
"274",91,"B",0.236515
"275",91,"O",0.75
"276",91,"Y",0.013485
"277",92,"B",0.23523
"278",92,"O",0.75
"279",92,"Y",0.01477
"280",93,"B",0.235931
"281",93,"O",0.75
"282",93,"Y",0.014069
"283",94,"B",0.235918
"284",94,"O",0.75
"285",94,"Y",0.014082
"286",95,"B",0.236362
"287",95,"O",0.75
"288",95,"Y",0.013638
"289",96,"B",0.235718
"290",96,"O",0.75
"291",96,"Y",0.014282
"292",97,"B",0.235437
"293",97,"O",0.75
"294",97,"Y",0.014563
"295",98,"B",0.235585
"296",98,"O",0.75
"297",98,"Y",0.014415
"298",99,"B",0.235835
"299",99,"O",0.75
"300",99,"Y",0.014165
"301",100,"B",0.235095
"302",100,"O",0.75
"303",100,"Y",0.014905
"304",101,"B",0.235875
"305",101,"O",0.75
"306",101,"Y",0.014125
"307",102,"B",0.235459
"308",102,"O",0.75
"309",102,"Y",0.014541
"310",103,"B",0.236034
"311",103,"O",0.75
"312",103,"Y",0.013966
"313",104,"B",0.235405
"314",104,"O",0.75
"315",104,"Y",0.014595
"316",105,"B",0.236097
"317",105,"O",0.75
"318",105,"Y",0.013903
"319",106,"B",0.235343
"320",106,"O",0.75
"321",106,"Y",0.014657
"322",107,"B",0.236227
"323",107,"O",0.75
"324",107,"Y",0.013773
"325",108,"B",0.235814
"326",108,"O",0.75
"327",108,"Y",0.014186
"328",109,"B",0.236055
"329",109,"O",0.75
"330",109,"Y",0.013945
"331",110,"B",0.236034
"332",110,"O",0.75
"333",110,"Y",0.013966
"334",111,"B",0.235234
"335",111,"O",0.75
"336",111,"Y",0.014766
