Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.1362,0.5076,0.3562,1
2,0.0368,0.2802,0.683,1
3,0.0254,0.1061,0.8685,1
4,0.0444,0.037,0.9186,1
5,0.0767,0.0264,0.8969,1
6,0.1184,0.0342,0.8474,1
7,0.1664,0.0381,0.7955,1
8,0.2151,0.0437,0.7412,1
9,0.2618,0.0491,0.6891,1
10,0.309,0.0549,0.6361,1
11,0.3555,0.0588,0.5857,1
12,0.3962,0.0641,0.5397,1
13,0.4322,0.0702,0.4976,1
14,0.4643,0.0772,0.4585,1
15,0.4932,0.0853,0.4215,1
16,0.5175,0.0922,0.3903,1
17,0.5384,0.0975,0.3641,1
18,0.5572,0.1074,0.3354,1
19,0.5712,0.1163,0.3125,1
20,0.5804,0.1202,0.2994,1
21,0.5883,0.1308,0.2809,1
22,0.5897,0.1364,0.2739,1
23,0.5853,0.1498,0.2649,1
24,0.5763,0.1515,0.2722,1
25,0.5611,0.1598,0.2791,1
26,0.5466,0.1628,0.2906,1
27,0.5309,0.17,0.2991,1
28,0.514,0.1765,0.3095,1
29,0.4961,0.1793,0.3246,1
30,0.4778,0.1866,0.3356,1
31,0.4622,0.1862,0.3516,1
32,0.4462,0.1798,0.374,1
33,0.4333,0.1796,0.3871,1
34,0.4219,0.1814,0.3967,1
35,0.4122,0.1834,0.4044,1
36,0.4032,0.1861,0.4107,1
37,0.3929,0.1869,0.4202,1
38,0.3844,0.1892,0.4264,1
39,0.3761,0.1896,0.4343,1
40,0.3714,0.1863,0.4423,1
41,0.3692,0.1822,0.4486,1
42,0.3696,0.1812,0.4492,1
43,0.3705,0.1763,0.4532,1
44,0.3745,0.1721,0.4534,1
45,0.3786,0.171,0.4504,1
46,0.3821,0.1663,0.4516,1
47,0.3869,0.1626,0.4505,1
48,0.3928,0.1605,0.4467,1
49,0.4014,0.1556,0.443,1
50,0.4113,0.1513,0.4374,1
51,0.4226,0.151,0.4264,1
52,0.4309,0.1495,0.4196,1
53,0.4384,0.1447,0.4169,1
54,0.4447,0.1465,0.4088,1
55,0.4494,0.146,0.4046,1
56,0.4561,0.1471,0.3968,1
57,0.4596,0.1512,0.3892,1
58,0.4612,0.154,0.3848,1
59,0.46,0.1576,0.3824,1
60,0.4551,0.1613,0.3836,1
61,0.4459,0.167,0.3871,1
62,0.4342,0.1738,0.392,1
63,0.4198,0.1809,0.3993,1
64,0.4045,0.1864,0.4091,1
65,0.3878,0.1893,0.4229,1
66,0.3702,0.1925,0.4373,1
67,0.3536,0.1934,0.453,1
68,0.3364,0.1925,0.4711,1
69,0.3205,0.1914,0.4881,1
70,0.3078,0.186,0.5062,1
71,0.2974,0.1777,0.5249,1
72,0.2889,0.1721,0.539,1
73,0.2827,0.1701,0.5472,1
74,0.2784,0.1656,0.556,1
75,0.2772,0.1621,0.5607,1
76,0.2778,0.1571,0.5651,1
77,0.2784,0.1554,0.5662,1
78,0.281,0.1556,0.5634,1
79,0.2848,0.1513,0.5639,1
80,0.2914,0.1491,0.5595,1
81,0.2994,0.1472,0.5534,1
82,0.3072,0.1419,0.5509,1
83,0.3152,0.1416,0.5432,1
84,0.3201,0.142,0.5379,1
85,0.3283,0.1386,0.5331,1
86,0.3372,0.1381,0.5247,1
87,0.3456,0.1392,0.5152,1
88,0.3545,0.1371,0.5084,1
89,0.363,0.1407,0.4963,1
90,0.3709,0.1386,0.4905,1
91,0.3795,0.1386,0.4819,1
92,0.3885,0.1379,0.4736,1
93,0.3975,0.139,0.4635,1
94,0.407,0.1392,0.4538,1
95,0.4172,0.1377,0.4451,1
96,0.4286,0.1431,0.4283,1
97,0.4406,0.144,0.4154,1
98,0.4508,0.1449,0.4043,1
99,0.4571,0.1486,0.3943,1
100,0.4606,0.1501,0.3893,1
101,0.4604,0.1553,0.3843,1
