Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.5642,0.3118,0.124,1
2,0.3213,0.6341,0.0446,1
3,0.1199,0.8296,0.0505,1
4,0.0567,0.8602,0.0831,1
5,0.0556,0.8165,0.1279,1
6,0.0655,0.749,0.1855,1
7,0.0804,0.6715,0.2481,1
8,0.1015,0.5905,0.308,1
9,0.1263,0.5139,0.3598,1
10,0.1584,0.4481,0.3935,1
11,0.184,0.4068,0.4092,1
12,0.2087,0.3811,0.4102,1
13,0.2267,0.3763,0.397,1
14,0.2401,0.3823,0.3776,1
15,0.25,0.3903,0.3597,1
16,0.2532,0.4063,0.3405,1
17,0.2525,0.4274,0.3201,1
18,0.2515,0.44,0.3085,1
19,0.2446,0.4549,0.3005,1
20,0.2413,0.4613,0.2974,1
21,0.2439,0.4568,0.2993,1
22,0.2568,0.4467,0.2965,1
23,0.2656,0.4378,0.2966,1
24,0.2642,0.441,0.2948,1
25,0.2697,0.4476,0.2827,1
26,0.2683,0.4596,0.2721,1
27,0.2558,0.4774,0.2668,1
28,0.244,0.4843,0.2717,1
29,0.2349,0.4859,0.2792,1
30,0.2269,0.4803,0.2928,1
31,0.2214,0.4649,0.3137,1
32,0.2337,0.4363,0.33,1
33,0.2518,0.4101,0.3381,1
34,0.2638,0.4062,0.33,1
35,0.2744,0.4115,0.3141,1
36,0.2767,0.4246,0.2987,1
37,0.2718,0.4461,0.2821,1
38,0.2694,0.4618,0.2688,1
39,0.2605,0.4773,0.2622,1
40,0.2494,0.4836,0.267,1
41,0.2317,0.4909,0.2774,1
42,0.2245,0.4824,0.2931,1
43,0.2203,0.4706,0.3091,1
44,0.2214,0.4559,0.3227,1
45,0.2248,0.4398,0.3354,1
46,0.2333,0.425,0.3417,1
47,0.2452,0.4097,0.3451,1
48,0.2517,0.4032,0.3451,1
49,0.2623,0.3945,0.3432,1
50,0.2799,0.3846,0.3355,1
51,0.2859,0.3909,0.3232,1
52,0.2813,0.4092,0.3095,1
53,0.2623,0.435,0.3027,1
54,0.2488,0.4481,0.3031,1
55,0.2468,0.4441,0.3091,1
56,0.2487,0.4308,0.3205,1
57,0.2559,0.4189,0.3252,1
58,0.261,0.4094,0.3296,1
59,0.2719,0.4028,0.3253,1
60,0.2788,0.4102,0.311,1
61,0.2748,0.426,0.2992,1
62,0.2687,0.4402,0.2911,1
63,0.2618,0.4444,0.2938,1
64,0.2578,0.4382,0.304,1
65,0.2515,0.4357,0.3128,1
66,0.2475,0.4277,0.3248,1
67,0.239,0.4247,0.3363,1
68,0.241,0.4127,0.3463,1
69,0.2451,0.4018,0.3531,1
70,0.2514,0.3915,0.3571,1
71,0.2617,0.3728,0.3655,1
72,0.2609,0.368,0.3711,1
73,0.2585,0.3713,0.3702,1
74,0.2644,0.3744,0.3612,1
75,0.2734,0.3799,0.3467,1
76,0.2818,0.3847,0.3335,1
77,0.282,0.3942,0.3238,1
78,0.2705,0.4092,0.3203,1
79,0.2627,0.4184,0.3189,1
80,0.2585,0.423,0.3185,1
81,0.2556,0.4251,0.3193,1
82,0.2556,0.4128,0.3316,1
83,0.2602,0.3973,0.3425,1
84,0.2662,0.3833,0.3505,1
85,0.2779,0.3691,0.353,1
86,0.2901,0.3601,0.3498,1
87,0.3111,0.3589,0.33,1
88,0.319,0.3781,0.3029,1
89,0.3181,0.403,0.2789,1
90,0.2953,0.4453,0.2594,1
91,0.2739,0.4744,0.2517,1
92,0.2539,0.4861,0.26,1
93,0.2374,0.4822,0.2804,1
94,0.2383,0.455,0.3067,1
95,0.2474,0.4264,0.3262,1
96,0.2621,0.3997,0.3382,1
97,0.2689,0.3874,0.3437,1
98,0.2807,0.3691,0.3502,1
99,0.2823,0.3663,0.3514,1
100,0.2877,0.3704,0.3419,1
101,0.2942,0.3794,0.3264,1
102,0.2916,0.392,0.3164,1
103,0.2764,0.4127,0.3109,1
104,0.2674,0.4193,0.3133,1
105,0.2632,0.4212,0.3156,1
106,0.2674,0.41,0.3226,1
107,0.2748,0.4029,0.3223,1
108,0.2925,0.3884,0.3191,1
109,0.2899,0.397,0.3131,1
110,0.2841,0.411,0.3049,1
111,0.2788,0.4272,0.294,1
112,0.277,0.4384,0.2846,1
113,0.2776,0.4418,0.2806,1
114,0.2694,0.4447,0.2859,1
115,0.2528,0.4486,0.2986,1
116,0.2499,0.4404,0.3097,1
117,0.2534,0.4319,0.3147,1
118,0.2696,0.4163,0.3141,1
119,0.2837,0.4111,0.3052,1
120,0.2824,0.4187,0.2989,1
121,0.2737,0.4346,0.2917,1
122,0.2722,0.4484,0.2794,1
123,0.2688,0.4589,0.2723,1
124,0.2574,0.471,0.2716,1
125,0.2457,0.4749,0.2794,1
126,0.2438,0.47,0.2862,1
127,0.2456,0.4578,0.2966,1
128,0.2549,0.4383,0.3068,1
129,0.2678,0.4163,0.3159,1
130,0.2697,0.4091,0.3212,1
131,0.2726,0.4064,0.321,1
132,0.2695,0.4154,0.3151,1
133,0.2758,0.4169,0.3073,1
134,0.2789,0.4227,0.2984,1
135,0.2702,0.4407,0.2891,1
136,0.2606,0.4529,0.2865,1
137,0.2595,0.4528,0.2877,1
138,0.2602,0.4533,0.2865,1
139,0.2555,0.4614,0.2831,1
140,0.2511,0.4639,0.285,1
141,0.259,0.4557,0.2853,1
142,0.2566,0.4542,0.2892,1
143,0.2636,0.447,0.2894,1
144,0.2576,0.4557,0.2867,1
145,0.2522,0.4587,0.2891,1
146,0.2573,0.4553,0.2874,1
147,0.2513,0.4645,0.2842,1
148,0.2535,0.4605,0.286,1
149,0.2544,0.4548,0.2908,1
150,0.248,0.45,0.302,1
151,0.2517,0.4327,0.3156,1
152,0.2598,0.414,0.3262,1
153,0.2782,0.3953,0.3265,1
154,0.2908,0.3884,0.3208,1
155,0.2864,0.4007,0.3129,1
156,0.2818,0.4098,0.3084,1
157,0.2772,0.4207,0.3021,1
158,0.2799,0.4269,0.2932,1
