Generation,O,Y,B,sim
0,0.3348,0.3358,0.3294,1
1,0.1028,0.5459,0.3513,1
2,0.017,0.2666,0.7164,1
3,0.0106,0.0615,0.9279,1
4,0.0185,0.0142,0.9673,1
5,0.0328,0.013,0.9542,1
6,0.0516,0.0165,0.9319,1
7,0.0747,0.0193,0.906,1
8,0.101,0.022,0.877,1
9,0.1305,0.0253,0.8442,1
10,0.1622,0.0302,0.8076,1
11,0.1967,0.0331,0.7702,1
12,0.2317,0.0378,0.7305,1
13,0.2641,0.0422,0.6937,1
14,0.2963,0.0462,0.6575,1
15,0.3266,0.0514,0.622,1
16,0.3504,0.0601,0.5895,1
17,0.3711,0.067,0.5619,1
18,0.388,0.0762,0.5358,1
19,0.4019,0.0858,0.5123,1
20,0.4118,0.0949,0.4933,1
21,0.42,0.1016,0.4784,1
22,0.4246,0.1077,0.4677,1
23,0.4267,0.1127,0.4606,1
24,0.4273,0.119,0.4537,1
25,0.4254,0.1253,0.4493,1
26,0.4222,0.133,0.4448,1
27,0.4178,0.1378,0.4444,1
28,0.4101,0.1433,0.4466,1
29,0.4005,0.152,0.4475,1
30,0.3873,0.1552,0.4575,1
31,0.3716,0.1609,0.4675,1
32,0.354,0.1658,0.4802,1
33,0.3374,0.1681,0.4945,1
34,0.3216,0.1647,0.5137,1
35,0.308,0.1588,0.5332,1
36,0.2973,0.1487,0.554,1
37,0.2868,0.1469,0.5663,1
38,0.2722,0.1441,0.5837,1
39,0.2594,0.1467,0.5939,1
40,0.2481,0.1432,0.6087,1
41,0.2394,0.1487,0.6119,1
42,0.2315,0.1458,0.6227,1
43,0.2234,0.1453,0.6313,1
44,0.2167,0.144,0.6393,1
45,0.2125,0.141,0.6465,1
46,0.2103,0.1372,0.6525,1
47,0.2086,0.1395,0.6519,1
48,0.2096,0.1346,0.6558,1
49,0.2121,0.1367,0.6512,1
50,0.2159,0.1375,0.6466,1
51,0.2208,0.1412,0.638,1
52,0.2264,0.1368,0.6368,1
53,0.2289,0.1387,0.6324,1
54,0.2305,0.1381,0.6314,1
55,0.2322,0.1433,0.6245,1
56,0.2323,0.1416,0.6261,1
57,0.2332,0.1425,0.6243,1
58,0.2348,0.1357,0.6295,1
59,0.2369,0.1349,0.6282,1
60,0.2407,0.1311,0.6282,1
61,0.2439,0.1375,0.6186,1
62,0.2433,0.1381,0.6186,1
63,0.2397,0.1406,0.6197,1
64,0.2358,0.136,0.6282,1
65,0.2326,0.1381,0.6293,1
66,0.2307,0.1336,0.6357,1
67,0.2298,0.1356,0.6346,1
68,0.2288,0.1308,0.6404,1
69,0.2243,0.1364,0.6393,1
70,0.2149,0.1324,0.6527,1
71,0.207,0.1311,0.6619,1
72,0.1989,0.1305,0.6706,1
73,0.1925,0.129,0.6785,1
74,0.1857,0.1259,0.6884,1
75,0.1798,0.1267,0.6935,1
76,0.1739,0.1219,0.7042,1
77,0.1687,0.1188,0.7125,1
78,0.1646,0.116,0.7194,1
79,0.1592,0.1103,0.7305,1
80,0.1542,0.1096,0.7362,1
81,0.1495,0.1066,0.7439,1
82,0.1467,0.107,0.7463,1
83,0.1456,0.1063,0.7481,1
84,0.1461,0.1058,0.7481,1
85,0.1479,0.1051,0.747,1
86,0.1511,0.1081,0.7408,1
87,0.1555,0.1073,0.7372,1
88,0.1605,0.1087,0.7308,1
89,0.1652,0.107,0.7278,1
90,0.17,0.1069,0.7231,1
91,0.1738,0.1109,0.7153,1
92,0.1779,0.1116,0.7105,1
93,0.1816,0.1139,0.7045,1
94,0.186,0.1153,0.6987,1
